task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,5.74,12141,"[3.083984375, 2.92578125, 6.21875]","[-6.12109375, 2.53515625, 2.236328125]",10287,[3.396484375],[-0.2337646484375],-13.164,-12.836,incorrect,False,-39.5,-12.836,incorrect,False,-13.15,-12.836,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,5.492,15654,"[2.0703125, 2.89453125, 6.0390625]","[4.1953125, 7.83984375, 1.119140625]",9791,[3.001953125],[3.3203125],-13.08,-12.71,incorrect,False,-39.25,-12.71,incorrect,False,-13.64,-12.71,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,5.305,15279,"[2.234375, 2.65625, 5.8515625]","[8.1875, 3.765625, 7.3359375]",8318,[3.4140625],[4.39453125],-13.24,-12.695,incorrect,False,-39.72,-12.695,incorrect,False,-13.875,-12.695,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,5.254,8134,"[3.380859375, 2.76171875, 5.93359375]","[2.439453125, -1.6826171875, 6.6171875]",7095,[3.607421875],[1.4013671875],-12.65,-12.35,incorrect,False,-37.94,-12.35,incorrect,False,-12.58,-12.35,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,5.406,6745,"[3.267578125, 2.494140625, 5.9765625]","[6.86328125, 10.1015625, 2.46875]",6425,[3.341796875],[8.9609375],-12.33,-12.2,incorrect,False,-37.0,-12.2,incorrect,False,-12.27,-12.2,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,5.43,3577,"[3.791015625, 3.068359375, 5.875]","[6.28125, 8.265625, 9.59375]",2739,[4.16015625],[20.796875],-11.72,-10.914,incorrect,False,-35.16,-10.914,incorrect,False,-11.28,-10.914,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,5.004,1932,"[4.18359375, 3.576171875, 6.02734375]","[19.28125, 6.03515625, 10.953125]",259,[6.75390625],[18.21875],-10.61,-7.895,incorrect,False,-31.84,-7.895,incorrect,False,-10.46,-7.895,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,5.477,602,"[5.9296875, 3.650390625, 6.33984375]","[0.74609375, 9.2578125, 2.29296875]",68,[8.1171875],[-0.75048828125],-9.69,-6.535,incorrect,False,-29.06,-6.535,incorrect,False,-8.72,-6.535,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,6.117,550,"[6.3671875, 5.20703125, 7.54296875]","[5.63671875, 3.6640625, 5.12890625]",28,[9.234375],[12.21875],-8.12,-5.6,incorrect,False,-24.36,-5.6,incorrect,False,-8.47,-5.6,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,6.04,436,"[6.29296875, 5.125, 7.61328125]","[20.53125, 20.53125, -3.3203125]",14,[9.71875],[44.0],-7.906,-4.86,incorrect,False,-23.72,-4.86,incorrect,False,-8.29,-4.86,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,3.205,128,"[7.71875, 6.125, 7.34765625]","[18.625, 42.15625, 32.5625]",3,[13.1328125],[14.4765625],-6.957,-2.607,incorrect,False,-20.88,-2.607,incorrect,False,-8.02,-2.607,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,2.682,15,"[9.0859375, 10.078125, 8.4765625]","[10.1640625, 14.09375, -0.25634765625]",2,[13.671875],[-5.5390625],-4.234,-1.214,incorrect,False,-12.7,-1.214,incorrect,False,-5.8,-1.214,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,2.818,8,"[9.6171875, 10.890625, 8.3828125]","[-8.1328125, -1.75390625, -3.80859375]",3,[12.4453125],[-9.4296875],-2.145,-1.883,incorrect,False,-6.43,-1.883,incorrect,False,-4.71,-1.883,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,4.246,8,"[1.4111328125, 3.615234375, 0.66552734375]",,1,[3.2734375],,-1.178,-1.669,correct,True,-3.533,-1.669,incorrect,False,-3.531,-1.669,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,0.1277,1235,"[6.92578125, 8.4765625]","[6.484375, -3.375]",16250,"[2.234375, 14.9609375, 6.51953125]","[6.1015625, 2.77734375, 5.6015625]",-12.97,-11.766,incorrect,False,-25.94,-35.3,correct,True,-14.586,-19.28,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,2.115,894,"[6.81640625, 6.57421875]","[0.8701171875, -7.7109375]",11105,"[3.1015625, 13.0546875, 6.3359375]","[0.8349609375, 1.6533203125, 28.6875]",-11.414,-10.12,incorrect,False,-22.83,-30.34,correct,True,-10.375,-14.086,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,3.041,1032,"[6.3515625, 5.3125]","[10.5234375, -1.6044921875]",10938,"[2.91796875, 12.078125, 10.0546875]","[5.375, 11.234375, 48.125]",-11.56,-8.95,incorrect,False,-23.12,-26.86,correct,True,-10.09,-13.52,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,4.496,849,"[6.63671875, 4.875]","[2.923828125, -2.33984375]",10662,"[3.08203125, 12.046875, 18.375]","[7.625, 3.529296875, 21.609375]",-11.266,-6.49,incorrect,False,-22.53,-19.47,incorrect,False,-9.39,-12.945,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,6.086,1252,"[6.21875, 4.109375]","[8.890625, -6.18359375]",8675,"[3.548828125, 10.7109375, 19.140625]","[6.98828125, 9.3203125, 11.1015625]",-11.62,-6.414,incorrect,False,-23.23,-19.23,incorrect,False,-9.48,-12.15,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,6.926,944,"[6.56640625, 2.748046875]","[10.6171875, 7.046875]",6681,"[4.0, 10.5390625, 17.953125]","[8.4609375, -12.71875, 2.525390625]",-12.016,-6.273,incorrect,False,-24.03,-18.81,incorrect,False,-9.01,-11.58,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,6.855,1282,"[6.20703125, 2.40234375]","[6.44921875, -2.03125]",6686,"[4.02734375, 9.3046875, 18.921875]","[6.0234375, 5.22265625, 5.16015625]",-12.125,-6.605,incorrect,False,-24.25,-19.81,incorrect,False,-9.39,-11.57,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,6.688,1583,"[6.25, 1.45703125]","[7.33203125, -2.56640625]",5878,"[4.4609375, 8.375, 16.671875]","[1.7587890625, 6.69140625, 1.03125]",-12.63,-7.176,incorrect,False,-25.27,-21.52,incorrect,False,-9.69,-11.48,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,6.195,1167,"[6.4140625, 1.1044921875]","[6.3828125, -0.038055419921875]",6619,"[4.00390625, 8.203125, 15.4375]","[5.75390625, 5.10546875, 10.359375]",-12.72,-7.473,incorrect,False,-25.44,-22.42,incorrect,False,-9.54,-11.95,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,5.977,1479,"[6.39453125, 1.013671875]","[11.390625, 1.8310546875]",6542,"[4.29296875, 7.90625, 14.9609375]","[4.98828125, 1.677734375, 6.96484375]",-12.94,-7.844,incorrect,False,-25.88,-23.53,incorrect,False,-9.93,-12.03,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,5.656,729,"[7.25390625, 1.09375]","[4.09375, -26.3125]",6140,"[4.40625, 7.109375, 13.9140625]","[-0.755859375, -5.84765625, -12.421875]",-12.48,-8.305,incorrect,False,-24.95,-24.9,incorrect,False,-9.125,-11.98,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,5.58,580,"[6.8984375, 0.43701171875]","[10.9140625, 9.5703125]",6298,"[3.8359375, 6.98828125, 13.2734375]","[8.6328125, -7.796875, 5.60546875]",-12.31,-8.27,incorrect,False,-24.62,-24.83,correct,True,-8.85,-11.914,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,5.266,661,"[6.93359375, 0.1307373046875]","[9.6796875, -0.61279296875]",6282,"[3.87890625, 6.4765625, 13.140625]","[4.2734375, 7.62109375, -0.1563720703125]",-12.586,-8.57,incorrect,False,-25.17,-25.72,correct,True,-9.17,-12.23,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,5.168,379,"[7.4453125, 0.07757568359375]","[4.30078125, 5.73046875]",5768,"[3.94140625, 6.62109375, 12.203125]","[11.84375, 14.5390625, 13.90625]",-12.2,-8.69,incorrect,False,-24.4,-26.06,correct,True,-8.51,-12.016,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,5.324,448,"[7.04296875, 0.263671875]","[-2.087890625, 28.65625]",2226,"[4.90234375, 7.35546875, 12.3125]","[0.53662109375, 9.4453125, -1.384765625]",-12.125,-7.902,incorrect,False,-24.25,-23.72,incorrect,False,-8.586,-10.73,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,5.273,791,"[5.71875, 1.828125]","[8.9609375, 3.21875]",2425,"[4.265625, 7.55078125, 11.6640625]","[5.00390625, 10.328125, -7.66796875]",-11.47,-7.85,incorrect,False,-22.94,-23.55,correct,True,-9.31,-10.766,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,5.203,390,"[6.20703125, 1.8828125]","[20.375, -3.220703125]",1680,"[4.3671875, 7.82421875, 10.625]","[22.25, 3.51953125, 34.0625]",-10.72,-7.527,incorrect,False,-21.44,-22.6,correct,True,-8.37,-10.2,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,5.62,84,"[7.96875, 1.5751953125]","[13.609375, 9.515625]",356,"[6.61328125, 7.6953125, 11.84375]","[9.9609375, -7.38671875, 6.9296875]",-9.89,-6.316,incorrect,False,-19.78,-18.95,incorrect,False,-6.66,-8.016,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,18,6.24,4,"[10.6875, 2.26171875]","[8.9921875, 5.31640625]",14,"[9.578125, 8.1328125, 11.6171875]","[2.57421875, 4.8515625, -2.818359375]",-7.61,-4.82,incorrect,False,-15.22,-14.47,incorrect,False,-3.83,-4.94,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,19,6.11,3,"[10.4765625, 2.341796875]","[32.6875, 12.703125]",24,"[8.6484375, 8.0078125, 11.0234375]","[40.46875, 9.8671875, 32.84375]",-7.367,-5.05,incorrect,False,-14.734,-15.15,correct,True,-3.723,-5.55,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,20,4.26,3,"[12.609375, 2.623046875]","[29.921875, 24.765625]",4,"[11.703125, 8.2265625, 12.0]","[23.625, 53.46875, -6.01171875]",-6.117,-3.518,incorrect,False,-12.234,-10.55,incorrect,False,-2.234,-3.14,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,21,1.991,1,"[14.90625, 3.6484375]","[0.314208984375, -8.4453125]",2,"[13.453125, 11.265625, 11.1640625]","[-4.01171875, -27.703125, -12.2421875]",-4.504,-1.711,incorrect,False,-9.01,-5.133,incorrect,False,-0.471,-1.924,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,22,2.084,1,"[13.7578125, 2.4609375]","[-4.94140625, -1.2001953125]",2,"[12.0703125, 9.25, 9.6015625]","[-5.51171875, -12.515625, 0.83203125]",-3.098,-1.197,incorrect,False,-6.195,-3.592,incorrect,False,-0.434,-2.121,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,23,3.959,1,"[3.291015625, -6.4296875]",,2,"[3.158203125, -0.93798828125, 0.35546875]",,-2.236,-0.8022,incorrect,False,-4.473,-2.406,incorrect,False,-1.649,-1.782,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,0,0.10095,37249,[-1.4375],[5.73046875],24122,[0.818359375],[4.5],-23.19,-20.92,incorrect,False,-23.19,-20.92,incorrect,False,-23.19,-20.92,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,1,1.823,30219,[0.2049560546875],[3.720703125],19873,[1.6591796875],[1.9404296875],-17.11,-15.66,incorrect,False,-17.11,-15.66,incorrect,False,-17.11,-15.66,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,2,2.57,27750,[0.445556640625],[7.69140625],18745,[1.6728515625],[5.40625],-16.19,-14.95,incorrect,False,-16.19,-14.95,incorrect,False,-16.19,-14.95,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,3,4.023,24740,[0.95703125],[8.953125],17543,[1.9345703125],[3.787109375],-15.15,-14.17,incorrect,False,-15.15,-14.17,incorrect,False,-15.15,-14.17,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,4,5.81,19151,[1.7724609375],[9.21875],16722,[2.11328125],[4.828125],-13.9,-13.56,incorrect,False,-13.9,-13.56,incorrect,False,-13.9,-13.56,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,5,6.83,13304,[2.7109375],[4.9921875],14955,[2.451171875],[6.1015625],-12.87,-13.125,correct,True,-12.87,-13.125,correct,True,-12.87,-13.125,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,6,6.746,11533,[3.099609375],[6.765625],14512,[2.6328125],[7.125],-12.58,-13.04,correct,True,-12.58,-13.04,correct,True,-12.58,-13.04,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,7,6.535,8293,[3.919921875],[7.74609375],9829,[3.6328125],[1.4736328125],-12.086,-12.375,correct,True,-12.086,-12.375,correct,True,-12.086,-12.375,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,8,6.043,4571,[4.56640625],[6.45703125],10260,[3.263671875],[3.40625],-11.48,-12.78,correct,True,-11.48,-12.78,correct,True,-11.48,-12.78,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,9,5.766,4345,[4.90625],[8.140625],11487,[3.28515625],[8.1953125],-11.52,-13.14,correct,True,-11.52,-13.14,correct,True,-11.52,-13.14,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,10,5.53,2967,[5.5],[5.05859375],6959,[4.171875],[0.332275390625],-10.92,-12.25,correct,True,-10.92,-12.25,correct,True,-10.92,-12.25,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,11,5.164,2006,[5.47265625],[2.685546875],6518,[3.73828125],[5.6328125],-10.43,-12.164,correct,True,-10.43,-12.164,correct,True,-10.43,-12.164,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,12,5.227,1177,[6.2890625],[5.73828125],4226,[4.56640625],[6.7890625],-9.91,-11.63,correct,True,-9.91,-11.63,correct,True,-9.91,-11.63,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,13,5.086,1147,[6.19921875],[18.484375],2900,[5.00390625],[12.953125],-9.85,-11.05,correct,True,-9.85,-11.05,correct,True,-9.85,-11.05,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,14,5.22,206,[7.75],[9.3671875],982,[6.0],[7.4296875],-7.832,-9.586,correct,True,-7.832,-9.586,correct,True,-7.832,-9.586,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,15,5.086,122,[8.0],[13.3671875],578,[6.20703125],[8.1171875],-7.152,-8.945,correct,True,-7.152,-8.945,correct,True,-7.152,-8.945,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,16,4.973,35,[8.796875],[34.84375],357,[6.49609375],[34.125],-6.086,-8.38,correct,True,-6.086,-8.38,correct,True,-6.086,-8.38,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,17,5.203,3,[11.8359375],[-3.919921875],20,[9.671875],[-0.7646484375],-3.193,-5.355,correct,True,-3.193,-5.355,correct,True,-3.193,-5.355,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,18,5.66,3,[12.4296875],[10.8828125],11,[10.1171875],[9.46875],-2.604,-4.914,correct,True,-2.604,-4.914,correct,True,-2.604,-4.914,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,19,5.74,2,[12.296875],[35.8125],11,[10.0859375],[45.4375],-2.344,-4.555,correct,True,-2.344,-4.555,correct,True,-2.344,-4.555,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,20,3.201,1,[14.90625],[31.40625],2,[13.8203125],[24.375],-1.088,-2.174,correct,True,-1.088,-2.174,correct,True,-1.088,-2.174,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,21,1.272,1,[17.046875],[-8.2265625],3,[15.28125],[-10.2421875],-0.3877,-2.152,correct,True,-0.3877,-2.152,correct,True,-0.3877,-2.152,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,22,1.708,1,[15.171875],[-11.96875],2,[13.2109375],[-10.3828125],-0.4075,-2.37,correct,True,-0.4075,-2.37,correct,True,-0.4075,-2.37,correct,True
