task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,1.208,16356,[3.044921875],[-0.389892578125],42582,"[-2.50390625, 11.1015625]","[-2.63671875, 4.546875]",-19.73,-28.78,correct,True,-19.73,-57.56,correct,True,-19.73,-25.27,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,0.1732,18902,[2.681640625],[1.513671875],44415,"[-3.134765625, 11.6171875]","[-4.08984375, 0.167236328125]",-22.19,-28.84,correct,True,-22.19,-57.7,correct,True,-22.19,-28.02,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,4.58,15869,[2.884765625],[0.97265625],44893,"[-3.890625, 11.1953125]","[7.375, 1.068359375]",-16.6,-25.78,correct,True,-16.6,-51.56,correct,True,-16.6,-23.38,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,3.164,15082,[2.970703125],[-1.7958984375],36811,"[-1.478515625, 11.0546875]","[2.748046875, 9.8203125]",-17.56,-24.72,correct,True,-17.56,-49.44,correct,True,-17.56,-21.98,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,1.295,19293,[2.3984375],[-1.6083984375],35269,"[-0.7421875, 12.171875]","[-5.3671875, -4.3671875]",-20.39,-24.34,correct,True,-20.39,-48.7,correct,True,-20.39,-23.53,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,24,2.426,23475,[1.8203125],[-3.791015625],41544,"[-2.16015625, 11.140625]","[-4.96484375, -0.73095703125]",-19.7,-23.8,correct,True,-19.7,-47.6,correct,True,-19.7,-23.7,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,25,2.498,26506,[0.40576171875],[-0.186279296875],42985,"[-3.484375, 10.515625]","[-14.5546875, -6.84375]",-19.83,-22.17,correct,True,-19.83,-44.34,correct,True,-19.83,-23.73,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,26,2.975,21096,[0.31103515625],[1.0439453125],47502,"[-7.1640625, 8.8515625]","[-2.125, 6.4375]",-18.75,-22.69,correct,True,-18.75,-45.38,correct,True,-18.75,-26.25,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,27,2.494,21000,[0.479736328125],[-0.393310546875],47910,"[-7.4921875, 9.515625]","[5.67578125, -3.80859375]",-19.08,-22.69,correct,True,-19.08,-45.38,correct,True,-19.08,-27.1,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,28,3.377,21788,[0.387451171875],[-4.6796875],46240,"[-6.1171875, 9.078125]","[-3.205078125, -1.0947265625]",-18.58,-21.38,correct,True,-18.58,-42.75,correct,True,-18.58,-25.11,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,29,3.146,29541,[-1.07421875],[-1.3935546875],46865,"[-6.43359375, 8.703125]","[6.80859375, 5.734375]",-20.27,-21.1,correct,True,-20.27,-42.2,correct,True,-20.27,-25.69,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,30,2.87,35568,[-1.37109375],[4.94921875],44235,"[-3.9375, 9.296875]","[-0.65966796875, -2.921875]",-21.61,-19.75,incorrect,False,-21.61,-39.5,correct,True,-21.61,-24.19,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,31,2.367,26632,[-0.1719970703125],[12.734375],42194,"[-3.79296875, 8.7578125]","[-1.935546875, 7.734375]",-19.98,-19.0,incorrect,False,-19.98,-38.0,correct,True,-19.98,-23.66,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,32,3.373,6597,[4.4921875],[13.0234375],42706,"[-3.96875, 9.8125]","[-1.6435546875, 9.0]",-14.65,-17.66,correct,True,-14.65,-35.3,correct,True,-14.65,-23.1,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,33,1.12,292,[9.5078125],[-4.01171875],40702,"[-3.923828125, 11.0859375]","[-6.15234375, 5.41015625]",-10.164,-16.28,correct,True,-10.164,-32.56,correct,True,-10.164,-23.52,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,34,1.979,510,[7.7578125],[-2.451171875],41220,"[-5.2265625, 11.4453125]","[-2.060546875, -2.65625]",-10.64,-15.04,correct,True,-10.64,-30.08,correct,True,-10.64,-23.58,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,35,2.57,793,[6.77734375],[36.4375],39609,"[-5.37890625, 10.578125]","[7.5859375, 6.84375]",-11.3,-14.89,correct,True,-11.3,-29.78,correct,True,-11.3,-23.44,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,36,1.755,1,[22.015625],[23.359375],17729,"[-0.84912109375, 11.75]","[2.828125, 4.796875]",-1.139,-14.67,correct,True,-1.139,-29.34,correct,True,-1.139,-23.92,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,37,0.371,1,[26.203125],[-9.5234375],10524,"[0.2135009765625, 11.7578125]","[-3.146484375, 16.84375]",-0.08215,-15.4,correct,True,-0.08215,-30.8,correct,True,-0.08215,-25.98,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,38,0.5674,1,[21.3125],[7.84375],13024,"[-0.7470703125, 15.7265625]","[-1.9541015625, 9.5]",-0.1206,-11.92,correct,True,-0.1206,-23.84,correct,True,-0.1206,-22.11,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,39,0.746,1,[21.140625],[5.1953125],16937,"[-1.3369140625, 16.75]","[-2.8515625, 3.71875]",-0.2017,-12.13,correct,True,-0.2017,-24.27,correct,True,-0.2017,-22.61,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,40,0.3027,1,[20.703125],[1.623046875],15243,"[-1.9365234375, 16.421875]","[-0.6201171875, 4.9296875]",-0.05344,-12.414,correct,True,-0.05344,-24.83,correct,True,-0.05344,-22.64,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,41,0.323,1,[19.484375],[-0.61962890625],12294,"[-1.9423828125, 16.359375]","[1.1650390625, 9.7265625]",-0.05096,-11.85,correct,True,-0.05096,-23.7,correct,True,-0.05096,-21.45,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,42,0.848,1,[17.40625],[2.4453125],9605,"[-1.4150390625, 17.59375]","[1.8115234375, 9.671875]",-0.1471,-10.03,correct,True,-0.1471,-20.06,correct,True,-0.1471,-18.94,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,43,2.29,1,[16.390625],[-1.4736328125],7629,"[-0.7197265625, 18.953125]","[1.80859375, 15.671875]",-0.6475,-9.266,correct,True,-0.6475,-18.53,correct,True,-0.6475,-17.75,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,44,3.51,1,[14.484375],[1.2314453125],5488,"[-0.082275390625, 22.03125]","[7.609375, 7.6171875]",-1.286,-7.96,correct,True,-1.286,-15.92,correct,True,-1.286,-15.85,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,45,3.197,4,[13.375],[6.59375],2738,"[2.361328125, 22.375]","[14.40625, 22.640625]",-3.088,-7.082,correct,True,-3.088,-14.164,correct,True,-3.088,-14.09,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,46,2.713,13,[13.953125],[25.46875],1440,"[6.58203125, 27.15625]","[25.6875, 17.078125]",-5.227,-6.3,correct,True,-5.227,-12.6,correct,True,-5.227,-12.59,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,47,3.14,3,[23.859375],,64,"[19.046875, 24.9375]",,-2.234,-3.598,correct,True,-2.234,-7.195,correct,True,-2.234,-7.055,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,0,0.0,43253,"[-8.8125, 9.1484375]","[0.307373046875, -7.44921875]",6717,[4.06640625],[0.82177734375],-76.75,-57.47,incorrect,False,-153.5,-57.47,incorrect,False,-70.4,-57.47,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,1,7.93e-05,43539,"[-7.88671875, 8.375]","[-3.38671875, -0.1796875]",4938,[3.984375],[3.439453125],-66.8,-38.44,incorrect,False,-133.6,-38.44,incorrect,False,-50.28,-38.44,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,2,0.001234,44920,"[-8.4453125, 8.3515625]","[3.015625, 3.125]",4236,[4.890625],[10.375],-63.28,-30.73,incorrect,False,-126.56,-30.73,incorrect,False,-44.06,-30.73,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,3,0.0043,44334,"[-7.5546875, 8.6015625]","[1.3408203125, 6.734375]",1771,[6.8984375],[3.005859375],-60.0,-25.0,incorrect,False,-120.0,-25.0,incorrect,False,-39.44,-25.0,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,4,0.01262,44059,"[-6.984375, 9.390625]","[-6.1796875, 2.5859375]",1405,[7.27734375],[-2.349609375],-55.62,-22.58,incorrect,False,-111.25,-22.58,incorrect,False,-36.84,-22.58,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,5,0.06464,45201,"[-8.3359375, 9.53125]","[-2.341796875, 3.435546875]",1946,[6.1796875],[-1.1748046875],-54.25,-20.95,incorrect,False,-108.5,-20.95,incorrect,False,-35.47,-20.95,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,6,0.3745,43753,"[-8.375, 9.734375]","[-4.0859375, -1.9931640625]",2565,[5.4140625],[0.78515625],-52.3,-19.53,incorrect,False,-104.6,-19.53,incorrect,False,-33.3,-19.53,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,1.527,47585,"[-9.0078125, 8.6953125]","[-1.52734375, 6.75]",4077,[4.93359375],[-0.78857421875],-49.06,-15.055,incorrect,False,-98.1,-15.055,incorrect,False,-28.97,-15.055,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,3.057,46451,"[-8.3828125, 9.28125]","[-3.896484375, 4.0390625]",4696,[3.91796875],[-1.158203125],-47.22,-14.17,incorrect,False,-94.44,-14.17,incorrect,False,-26.45,-14.17,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,9,1.875,46513,"[-8.9765625, 9.609375]","[1.3466796875, 3.02734375]",4927,[3.529296875],[5.5546875],-46.47,-15.18,incorrect,False,-92.94,-15.18,incorrect,False,-27.67,-15.18,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,10,3.324,46569,"[-8.2578125, 9.9140625]","[-0.79248046875, 3.3203125]",2814,[4.890625],[-2.544921875],-43.5,-12.766,incorrect,False,-87.0,-12.766,incorrect,False,-25.88,-12.766,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,11,2.912,43708,"[-7.6171875, 10.0625]","[2.478515625, 3.9765625]",4518,[3.521484375],[1.712890625],-40.78,-14.17,incorrect,False,-81.56,-14.17,incorrect,False,-25.3,-14.17,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,12,2.719,40219,"[-6.265625, 10.5078125]","[-1.3203125, 3.01953125]",4417,[3.73828125],[-0.94580078125],-39.7,-14.4,incorrect,False,-79.4,-14.4,incorrect,False,-24.39,-14.4,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,13,2.4,38806,"[-5.91796875, 10.4921875]","[-3.9375, 3.7109375]",5588,[2.9453125],[-2.181640625],-37.6,-15.18,incorrect,False,-75.2,-15.18,incorrect,False,-24.05,-15.18,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,14,2.893,41177,"[-6.53125, 10.6796875]","[1.7548828125, -0.09283447265625]",7606,[2.19921875],[4.62109375],-36.53,-15.54,incorrect,False,-73.06,-15.54,incorrect,False,-24.28,-15.54,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,15,4.164,42482,"[-5.66796875, 10.3203125]","[4.11328125, 4.796875]",6394,[3.357421875],[5.22265625],-34.62,-14.016,incorrect,False,-69.25,-14.016,incorrect,False,-23.03,-14.016,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,16,3.852,43099,"[-3.84765625, 10.765625]","[-1.05859375, 9.0546875]",6425,[4.8125],[3.36328125],-32.28,-14.125,incorrect,False,-64.56,-14.125,incorrect,False,-22.77,-14.125,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,17,4.242,42296,"[-3.8671875, 11.515625]","[-0.73095703125, 2.37109375]",4498,[5.359375],[4.92578125],-30.45,-13.195,incorrect,False,-60.9,-13.195,incorrect,False,-22.4,-13.195,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,18,3.252,42647,"[-3.654296875, 11.34375]","[9.6640625, 4.06640625]",2625,[6.45703125],[7.57421875],-29.16,-12.5,incorrect,False,-58.3,-12.5,incorrect,False,-22.58,-12.5,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,19,0.565,26333,"[0.84814453125, 11.5390625]","[4.1015625, -0.419677734375]",1210,[8.671875],[-1.0322265625],-27.78,-13.93,incorrect,False,-55.56,-13.93,incorrect,False,-21.7,-13.93,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,20,2.018,20516,"[2.05859375, 11.28125]","[0.56689453125, 3.30078125]",2277,[7.671875],[-2.353515625],-25.69,-13.64,incorrect,False,-51.38,-13.64,incorrect,False,-19.22,-13.64,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,21,5.1,18306,"[2.076171875, 11.3671875]","[4.33984375, 3.36328125]",3338,[6.6875],[0.00241851806640625],-23.98,-12.38,incorrect,False,-47.97,-12.38,incorrect,False,-16.97,-12.38,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,22,3.82,13628,"[3.201171875, 11.453125]","[7.96484375, 3.26171875]",4429,[6.16796875],[-0.97998046875],-23.48,-13.63,incorrect,False,-46.97,-13.63,incorrect,False,-16.58,-13.63,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,23,1.545,9056,"[4.890625, 11.578125]","[2.25, 0.1492919921875]",6542,[5.7109375],[1.224609375],-22.86,-16.34,incorrect,False,-45.72,-16.34,incorrect,False,-17.14,-16.34,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,24,1.542,7765,"[5.21484375, 11.3203125]","[-2.099609375, 2.880859375]",6405,[5.7265625],[-2.9765625],-21.88,-15.91,incorrect,False,-43.75,-15.91,incorrect,False,-16.42,-15.91,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,25,2.91,9551,"[3.818359375, 11.203125]","[-0.367919921875, 4.4921875]",9127,[3.958984375],[-1.6748046875],-20.47,-16.11,incorrect,False,-40.94,-16.11,incorrect,False,-16.23,-16.11,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,26,2.38,8145,"[3.296875, 11.34375]","[-0.300048828125, 2.42578125]",8949,[3.05859375],[2.287109375],-19.53,-16.69,incorrect,False,-39.06,-16.69,incorrect,False,-16.4,-16.69,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,27,2.703,9189,"[3.19921875, 11.4921875]","[4.36328125, 9.3515625]",8662,[3.40625],[3.107421875],-19.1,-16.5,incorrect,False,-38.2,-16.5,incorrect,False,-16.67,-16.5,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,28,3.002,7731,"[3.986328125, 12.453125]","[5.12109375, 6.0546875]",8064,[3.904296875],[3.771484375],-18.28,-16.05,incorrect,False,-36.56,-16.05,incorrect,False,-15.95,-16.05,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,29,3.244,5830,"[5.21875, 12.9765625]","[3.767578125, 1.3359375]",7268,[4.68359375],[2.96875],-17.17,-15.82,incorrect,False,-34.34,-15.82,incorrect,False,-15.29,-15.82,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,30,2.355,5774,"[5.78515625, 13.015625]","[-2.697265625, 6.81640625]",7760,[5.06640625],[4.16796875],-17.0,-16.47,incorrect,False,-34.0,-16.47,incorrect,False,-15.75,-16.47,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,31,1.7705,9458,"[4.1796875, 13.65625]","[0.74462890625, 16.609375]",5446,[5.76953125],[9.6953125],-16.94,-16.19,incorrect,False,-33.88,-16.19,incorrect,False,-17.8,-16.19,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,32,2.53,8378,"[3.7421875, 16.15625]","[1.8525390625, 4.37890625]",1098,[8.5546875],[10.578125],-14.516,-12.5,incorrect,False,-29.03,-12.5,incorrect,False,-17.31,-12.5,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,33,3.51,8558,"[3.833984375, 16.0]","[1.0400390625, 4.54296875]",171,[11.796875],[-2.4453125],-13.45,-8.59,incorrect,False,-26.9,-8.59,incorrect,False,-16.55,-8.59,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,34,3.092,6712,"[3.8046875, 15.9765625]","[0.77392578125, 7.60546875]",298,[10.34375],[7.83203125],-12.7,-10.05,incorrect,False,-25.4,-10.05,incorrect,False,-16.6,-10.05,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,35,2.998,6959,"[3.607421875, 16.296875]","[6.25, 10.78125]",209,[11.25],[2.02734375],-11.67,-9.49,incorrect,False,-23.34,-9.49,incorrect,False,-17.16,-9.49,incorrect,False
