task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,4.6069555,5954,"[-0.27145203948020935, 7.418627738952637, 11.943625450134277]","[10.150577545166016, 4.821688175201416, 3.247990846633911]",7729,[-0.6383201479911804],[22.919408798217773],-5.8861194,-12.599815,correct,True,-17.658358,-12.599815,incorrect,False,-12.232946,-12.599815,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,1.0363758,149,"[5.004732131958008, 8.504223823547363, 12.434991836547852]","[4.140038967132568, 4.102746486663818, 7.0567498207092285]",4,[11.428380966186523],[3.065370798110962],-5.0023875,-3.7563052,incorrect,False,-15.007162,-3.7563052,incorrect,False,-10.179958,-3.7563052,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,3.8388267,73,"[5.500837802886963, 8.858526229858398, 13.67172908782959]","[5.298291206359863, 1.6988993883132935, 8.369548797607422]",3,[10.454774856567383],[-4.044806957244873],-3.4115522,-2.3337076,incorrect,False,-10.234656,-2.3337076,incorrect,False,-7.2876453,-2.3337076,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,4.1297665,37,"[6.174942970275879, 10.788129806518555, 16.210285186767578]","[4.446680068969727, 8.803563117980957, 6.332485198974609]",16,[7.402386665344238],[3.402330160140991],-2.6394124,-4.890116,correct,True,-7.918237,-4.890116,incorrect,False,-6.117557,-4.890116,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,5.2965355,32,"[6.460180282592773, 13.196784973144531, 16.124942779541016]","[4.5521440505981445, 6.21934700012207, 7.420207977294922]",15,[7.214168071746826],[5.280301094055176],-1.9428946,-4.8678308,correct,True,-5.828684,-4.8678308,incorrect,False,-5.621817,-4.8678308,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,5.317776,14,"[9.626078605651855, 21.121597290039062, 23.565786361694336]",,4,[11.228418350219727],,-1.548889,-3.036456,correct,True,-4.646667,-3.036456,incorrect,False,-4.638793,-3.036456,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,9.414411,38379,"[-1.7241593599319458, 9.598067283630371]","[1.3978034257888794, 0.24596410989761353]",15826,"[-0.046460747718811035, 7.516836166381836, 2.4933125972747803]","[0.4135546088218689, -0.34857451915740967, 1.8995814323425293]",-8.768867,-8.471717,incorrect,False,-17.537733,-25.415152,correct,True,-12.989075,-11.311376,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,9.507163,24807,"[-0.7877789735794067, 7.799920558929443]","[1.0818021297454834, -0.15031078457832336]",10889,"[0.22307609021663666, 5.8393635749816895, 3.342860698699951]","[-2.5997066497802734, 0.6702367067337036, 5.460409164428711]",-8.458121,-8.355694,incorrect,False,-16.916243,-25.067081,correct,True,-11.845709,-10.834854,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,9.3205385,16697,"[-0.25449860095977783, 6.893357753753662]","[-5.443284034729004, 4.527331829071045]",19641,"[-0.47464755177497864, 5.350377082824707, 5.251766204833984]","[-1.578009009361267, 3.7156739234924316, 9.16336441040039]",-8.313208,-7.8690457,incorrect,False,-16.626415,-23.607138,correct,True,-11.372043,-11.592192,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,6.6406417,34624,"[-2.2807791233062744, 9.089848518371582]","[-4.024301052093506, -3.688276767730713]",18960,"[-0.9474070072174072, 6.325934886932373, 9.877030372619629]","[-0.05997622013092041, 1.800267219543457, 3.2396798133850098]",-8.670999,-6.318062,incorrect,False,-17.341997,-18.954185,correct,True,-13.863041,-12.529669,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,7.4940286,41987,"[-3.2190093994140625, 7.695301055908203]","[2.089367389678955, -0.9982489943504333]",16210,"[-0.7779442667961121, 6.152836799621582, 10.717978477478027]","[2.4412636756896973, 1.4309719800949097, 7.97088098526001]",-9.506308,-6.00354,incorrect,False,-19.012615,-18.01062,incorrect,False,-14.483512,-12.042447,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,7.8391476,31176,"[-1.893960952758789, 7.401837348937988]","[-3.1235554218292236, 6.710235595703125]",7797,"[0.3361169099807739, 6.282501220703125, 13.336763381958008]","[0.5660586357116699, 4.008924961090088, 5.686927318572998]",-8.978718,-5.368912,incorrect,False,-17.957436,-16.106737,incorrect,False,-13.238734,-11.0086565,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,7.958844,39631,"[-2.7765040397644043, 9.070659637451172]","[-0.4367581605911255, -3.1954305171966553]",5635,"[0.7347233295440674, 7.209527015686035, 14.358278274536133]","[-2.531693935394287, -0.2278032898902893, 5.748734951019287]",-8.636014,-4.915275,incorrect,False,-17.272028,-14.745825,incorrect,False,-14.139004,-10.627777,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,7.5000715,41115,"[-2.699592351913452, 8.449955940246582]","[-3.0081334114074707, 0.17324090003967285]",11899,"[0.04086118936538696, 6.851988792419434, 17.14143180847168]","[-4.8653564453125, 4.391483306884766, 4.238157749176025]",-9.11409,-5.2972646,incorrect,False,-18.22818,-15.891793,incorrect,False,-14.342399,-11.601946,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,6.3672056,40325,"[-3.509101629257202, 8.572956085205078]","[-0.8472533226013184, 1.6715302467346191]",21176,"[-1.59483003616333, 7.735689640045166, 18.773550033569336]","[0.19394996762275696, 4.644210338592529, 2.521700382232666]",-9.397375,-5.434328,incorrect,False,-18.79475,-16.302984,incorrect,False,-14.955545,-13.041275,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,4.72195,31356,"[-3.2842581272125244, 8.648541450500488]","[1.8063502311706543, 0.6348857879638672]",12028,"[-1.205662727355957, 8.544681549072266, 18.053829193115234]","[-1.40293550491333, 5.528875350952148, 2.0395729541778564]",-9.533695,-5.2283797,incorrect,False,-19.06739,-15.685139,incorrect,False,-15.23983,-13.161234,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,4.8298564,19819,"[-2.150064706802368, 9.147088050842285]","[21.265411376953125, 5.289892196655273]",14006,"[-1.4939061403274536, 9.78115177154541, 18.273828506469727]","[21.79715919494629, 9.317694664001465, 11.018003463745117]",-8.573331,-4.869161,incorrect,False,-17.146662,-14.607483,incorrect,False,-14.053272,-13.397113,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,0.19638908,7,"[10.815918922424316, 10.772878646850586]","[-4.876593112945557, -2.665836811065674]",4,"[11.527795791625977, 12.705782890319824, 21.596126556396484]","[1.33427095413208, 6.527660369873047, -4.846887111663818]",-4.127291,-2.0884027,incorrect,False,-8.254582,-6.2652082,incorrect,False,-6.8519883,-6.140102,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,4.215398,17,"[7.31706428527832, 9.041542053222656]","[-4.777956008911133, 1.7670494318008423]",3,"[10.310367584228516, 13.551382064819336, 18.96451187133789]","[-5.400154113769531, 5.941995143890381, -1.4305142164230347]",-3.862555,-0.7410849,incorrect,False,-7.72511,-2.2232547,incorrect,False,-5.1581197,-2.164814,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,4.853128,129,"[4.77109432220459, 10.766016960144043]","[3.999525547027588, 6.310246467590332]",16,"[7.065183639526367, 14.789957046508789, 17.61518669128418]","[5.874438285827637, 12.676275253295898, 2.451270341873169]",-5.23921,-1.7065006,incorrect,False,-10.47842,-5.119502,incorrect,False,-7.3116536,-5.017564,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,5.0550036,84,"[5.529230117797852, 12.129714012145996]","[7.717607498168945, 10.10949993133545]",10,"[8.060051918029785, 16.505403518676758, 15.751242637634277]","[4.791626453399658, -1.1072049140930176, 9.337457656860352]",-3.9719887,-1.440719,incorrect,False,-7.9439774,-4.322157,incorrect,False,-6.7734137,-4.242592,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,4.9702272,10,"[10.762808799743652, 19.045665740966797]",,2,"[11.65032958984375, 18.219749450683594, 19.629398345947266]",,-2.3653703,-0.90666455,incorrect,False,-4.7307405,-2.7199936,incorrect,False,-3.56273,-2.675209,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,0,9.374995,16935,[-0.2651938199996948],[0.3127051591873169],25279,[-0.857758641242981],[1.2676599025726318],-11.411171,-12.003736,correct,True,-11.411171,-12.003736,correct,True,-11.411171,-12.003736,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,1,9.438584,12520,[0.015691198408603668],[-1.5055376291275024],14763,[-0.17046064138412476],[0.30838215351104736],-10.997654,-11.183805,correct,True,-10.997654,-11.183805,correct,True,-10.997654,-11.183805,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,2,9.067917,14967,[-0.3234608769416809],[-3.090771198272705],11094,[0.01255306601524353],[-4.631592750549316],-11.33407,-10.998056,incorrect,False,-11.33407,-10.998056,incorrect,False,-11.33407,-10.998056,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,3,5.826515,22253,[-1.3990505933761597],[-2.3167946338653564],26918,[-1.7886155843734741],[-0.35606181621551514],-13.095447,-13.485011,correct,True,-13.095447,-13.485011,correct,True,-13.095447,-13.485011,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,4,7.1263094,29593,[-1.9040695428848267],[-0.7891465425491333],26869,[-1.666005253791809],[0.3852699100971222],-13.281229,-13.043164,incorrect,False,-13.281229,-13.043164,incorrect,False,-13.281229,-13.043164,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,5,7.618473,29795,[-1.8240561485290527],[-2.013932228088379],22542,[-1.2080379724502563],[1.898522973060608],-13.212858,-12.596841,incorrect,False,-13.212858,-12.596841,incorrect,False,-13.212858,-12.596841,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,6,8.092483,33951,[-2.34036922454834],[3.5530714988708496],12451,[-0.3317846655845642],[0.8957216739654541],-13.556173,-11.547588,incorrect,False,-13.556173,-11.547588,incorrect,False,-13.556173,-11.547588,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,7,7.3690233,21250,[-0.9042500257492065],[-7.196773052215576],10301,[0.14493349194526672],[0.750429630279541],-12.498234,-11.44905,incorrect,False,-12.498234,-11.44905,incorrect,False,-12.498234,-11.44905,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,8,6.0716705,38995,[-3.3532235622406006],[2.650078296661377],4307,[0.5869469046592712],[0.5014525055885315],-14.928078,-10.987907,incorrect,False,-14.928078,-10.987907,incorrect,False,-14.928078,-10.987907,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,9,4.575474,17632,[-1.7881278991699219],[-0.4565783143043518],2729,[0.8605644106864929],[-1.484918475151062],-13.867935,-11.219243,incorrect,False,-13.867935,-11.219243,incorrect,False,-13.867935,-11.219243,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,10,4.485862,15826,[-1.6514962911605835],[23.216463088989258],3893,[0.38718682527542114],[24.408018112182617],-13.657539,-11.618856,incorrect,False,-13.657539,-11.618856,incorrect,False,-13.657539,-11.618856,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,11,1.1968892,5,[10.563854217529297],[1.1812119483947754],2,[12.664685249328613],[1.6490391492843628],-4.516513,-2.4156818,incorrect,False,-4.516513,-2.4156818,incorrect,False,-4.516513,-2.4156818,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,12,3.9831,7,[9.02366828918457],[-1.4633979797363281],1,[10.858710289001465],[-2.6556460857391357],-3.639274,-1.8042319,incorrect,False,-3.639274,-1.8042319,incorrect,False,-3.639274,-1.8042319,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,13,3.9057631,20,[7.045070648193359],[9.179774284362793],7,[8.180376052856445],[8.941015243530273],-5.33148,-4.1961746,incorrect,False,-5.33148,-4.1961746,incorrect,False,-5.33148,-4.1961746,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,14,5.047793,7,[8.616642951965332],[1.9447426795959473],3,[9.44491958618164],[1.4097942113876343],-3.5413265,-2.71305,incorrect,False,-3.5413265,-2.71305,incorrect,False,-3.5413265,-2.71305,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,15,5.0797534,5,[10.96837043762207],,2,[11.465312004089355],,-3.3122058,-2.8152642,incorrect,False,-3.3122058,-2.8152642,incorrect,False,-3.3122058,-2.8152642,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,0,9.279144,10230,"[0.41167765855789185, 7.5997819900512695]","[1.039350986480713, 2.9018712043762207]",12359,[0.20224760472774506],[0.8025228977203369],-8.78894,-11.065669,correct,True,-17.57788,-11.065669,incorrect,False,-10.856239,-11.065669,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,1,9.466774,6271,"[0.6861482858657837, 7.560384273529053]","[0.8189374804496765, 0.8386814594268799]",6595,[0.6388809680938721],[-0.6788387894630432],-7.9871526,-10.386181,correct,True,-15.974305,-10.386181,incorrect,False,-10.338913,-10.386181,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,2,9.169828,5491,"[0.7984247207641602, 6.820167064666748]","[1.0875194072723389, -1.9648278951644897]",7728,[0.49932602047920227],[-1.592848777770996],-8.215634,-10.61796,correct,True,-16.431269,-10.61796,incorrect,False,-10.318861,-10.61796,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,3,6.430735,3175,"[1.2518832683563232, 6.823329448699951]","[3.2635416984558105, 3.0787510871887207]",8127,[0.29136326909065247],[-0.6700155735015869],-9.308664,-11.4220915,correct,True,-18.617329,-11.4220915,incorrect,False,-10.461572,-11.4220915,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,4,7.401007,1004,"[2.1666667461395264, 7.223302364349365]","[0.27015265822410583, -0.04249250888824463]",8087,[0.2536579966545105],[-0.6168950796127319],-7.8068166,-11.128299,correct,True,-15.613633,-11.128299,incorrect,False,-9.21529,-11.128299,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,5,7.6164455,1402,"[1.9662973880767822, 6.7758331298828125]","[1.9564781188964844, -1.1432675123214722]",9145,[0.1960546225309372],[-1.866353154182434],-8.003836,-11.261525,correct,True,-16.007671,-11.261525,incorrect,False,-9.491282,-11.261525,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,6,8.176585,755,"[2.5657541751861572, 5.890696048736572]","[-2.7970902919769287, -2.9426887035369873]",13129,[-0.22160859405994415],[0.4252009987831116],-8.067995,-11.596542,correct,True,-16.13599,-11.596542,incorrect,False,-8.809179,-11.596542,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,7,7.720809,2886,"[1.5617927312850952, 5.357542991638184]","[6.295109748840332, 2.0641613006591797]",11092,[0.2016177922487259],[-2.1051878929138184],-8.95847,-11.4387045,correct,True,-17.91694,-11.4387045,incorrect,False,-10.078529,-11.4387045,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,8,6.197919,159,"[3.7545816898345947, 6.505931854248047]","[2.555408000946045, 2.537932872772217]",9099,[-0.2918241620063782],[-1.2452800273895264],-7.813179,-11.805615,correct,True,-15.626358,-11.805615,incorrect,False,-7.75921,-11.805615,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,9,4.465029,135,"[4.298234462738037, 7.11430549621582]","[1.3451104164123535, 0.24551111459732056]",7553,[-0.5295686721801758],[1.819566011428833],-7.5732684,-12.626527,correct,True,-15.146537,-12.626527,incorrect,False,-7.798723,-12.626527,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,10,4.3689537,127,"[4.34580135345459, 7.293354511260986]","[7.341375350952148, 28.194936752319336]",3787,[0.3770558834075928],[15.256823539733887],-7.5420957,-11.711811,correct,True,-15.084191,-11.711811,incorrect,False,-7.743066,-11.711811,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,11,3.2258577,37,"[6.703364372253418, 18.857460021972656]","[4.131536960601807, 6.7860918045043945]",17,[7.653395175933838],[2.577491283416748],-3.251406,-5.4867244,correct,True,-6.502812,-5.4867244,incorrect,False,-6.436755,-5.4867244,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,12,4.5417113,33,"[6.721009254455566, 19.96765899658203]","[4.970279693603516, -3.586804151535034]",25,[7.055426597595215],[-0.6674007177352905],-2.8091187,-5.2725596,correct,True,-5.6182375,-5.2725596,incorrect,False,-5.606977,-5.2725596,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,13,4.989068,17,"[6.950557708740234, 18.195905685424805]","[5.304899215698242, -2.0334160327911377]",57,[5.7327470779418945],[2.3422088623046875],-2.5019035,-6.2070312,correct,True,-5.003807,-6.2070312,correct,True,-4.9892206,-6.2070312,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,14,5.6795835,13,"[7.311453342437744, 15.194387435913086]","[3.316298007965088, 6.411684989929199]",71,[5.529637336730957],[6.332414627075195],-2.3671868,-6.3762174,correct,True,-4.7343736,-6.3762174,correct,True,-4.5944014,-6.3762174,correct,True
