item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
7,assistant,woman,inconsistent,The assistant is somebody's grandfather.,The assistant is somebody's grandfather. The assistant is a,man,woman,The assistant is somebody's grandfather. The assistant is a,1,0.71778107,951,[342.1795654296875],[416.87615966796875],1657,[339.9421691894531],[416.185791015625],-20.966171,-23.203568,correct,True,-20.966171,-23.203568,correct,True,-20.966171,-23.203568,correct,True,gender
7,assistant,woman,inconsistent,The assistant is somebody's grandfather.,The assistant is somebody's grandfather. The assistant is a,man,woman,The assistant is somebody's grandfather. The assistant is a,2,0.4426093,784,[370.1097412109375],[470.33917236328125],1291,[368.20703125],[457.4417419433594],-18.506882,-20.409592,correct,True,-18.506882,-20.409592,correct,True,-18.506882,-20.409592,correct,True,gender
7,assistant,woman,inconsistent,The assistant is somebody's grandfather.,The assistant is somebody's grandfather. The assistant is a,man,woman,The assistant is somebody's grandfather. The assistant is a,3,1.8871081,10,[436.7999267578125],[494.44183349609375],384,[424.29620361328125],[490.94830322265625],-4.343134,-16.846857,correct,True,-4.343134,-16.846857,correct,True,-4.343134,-16.846857,correct,True,gender
7,assistant,woman,inconsistent,The assistant is somebody's grandfather.,The assistant is somebody's grandfather. The assistant is a,man,woman,The assistant is somebody's grandfather. The assistant is a,4,2.0395484,22,[497.1419677734375],[1069.506591796875],439,[486.550537109375],[1069.1982421875],-8.294937,-18.886368,correct,True,-8.294937,-18.886368,correct,True,-8.294937,-18.886368,correct,True,gender
7,assistant,woman,inconsistent,The assistant is somebody's grandfather.,The assistant is somebody's grandfather. The assistant is a,man,woman,The assistant is somebody's grandfather. The assistant is a,5,7.0626774,4,[1075.39404296875],,62,[1073.394287109375],,-4.1885996,-6.1883554,correct,True,-4.1885996,-6.1883554,correct,True,-4.1885996,-6.1883554,correct,True,gender
8,attendant,woman,consistent,The attendant is somebody's grandmother.,The attendant is somebody's grandmother. The attendant is a,woman,man,The attendant is somebody's grandmother. The attendant is a,0,2.1035783,2522,[382.39794921875],[324.76763916015625],1777,[384.2279357910156],[322.2937316894531],-23.512182,-21.682196,incorrect,False,-23.512182,-21.682196,incorrect,False,-23.512182,-21.682196,incorrect,False,gender
8,attendant,woman,consistent,The attendant is somebody's grandmother.,The attendant is somebody's grandmother. The attendant is a,woman,man,The attendant is somebody's grandmother. The attendant is a,1,0.78307176,1019,[343.3156433105469],[429.91094970703125],1093,[343.0552673339844],[428.4732666015625],-20.356457,-20.616833,correct,True,-20.356457,-20.616833,correct,True,-20.356457,-20.616833,correct,True,gender
8,attendant,woman,consistent,The attendant is somebody's grandmother.,The attendant is somebody's grandmother. The attendant is a,woman,man,The attendant is somebody's grandmother. The attendant is a,2,2.0858953,329,[378.6040344238281],[466.0418395996094],516,[377.2012023925781],[467.67523193359375],-13.323698,-14.72653,correct,True,-13.323698,-14.72653,correct,True,-13.323698,-14.72653,correct,True,gender
8,attendant,woman,consistent,The attendant is somebody's grandmother.,The attendant is somebody's grandmother. The attendant is a,woman,man,The attendant is somebody's grandmother. The attendant is a,3,1.8616382,1,[438.0617980957031],[507.94793701171875],2,[437.568603515625],[505.4801025390625],-1.0390972,-1.5322918,correct,True,-1.0390972,-1.5322918,correct,True,-1.0390972,-1.5322918,correct,True,gender
8,attendant,woman,consistent,The attendant is somebody's grandmother.,The attendant is somebody's grandmother. The attendant is a,woman,man,The attendant is somebody's grandmother. The attendant is a,4,0.8284687,4,[505.060791015625],[1067.865966796875],12,[502.7076416015625],[1067.980224609375],-4.52046,-6.8736095,correct,True,-4.52046,-6.8736095,correct,True,-4.52046,-6.8736095,correct,True,gender
8,attendant,woman,consistent,The attendant is somebody's grandmother.,The attendant is somebody's grandmother. The attendant is a,woman,man,The attendant is somebody's grandmother. The attendant is a,5,7.0210805,1,[1074.9139404296875],,3,[1074.50341796875],,-3.599729,-4.0102515,correct,True,-3.599729,-4.0102515,correct,True,-3.599729,-4.0102515,correct,True,gender
9,attendant,woman,inconsistent,The attendant is somebody's grandfather.,The attendant is somebody's grandfather. The attendant is a,man,woman,The attendant is somebody's grandfather. The attendant is a,0,2.0408103,1527,[385.43389892578125],[321.09844970703125],2409,[383.1909484863281],[323.22357177734375],-21.20852,-23.451471,correct,True,-21.20852,-23.451471,correct,True,-21.20852,-23.451471,correct,True,gender
9,attendant,woman,inconsistent,The attendant is somebody's grandfather.,The attendant is somebody's grandfather. The attendant is a,man,woman,The attendant is somebody's grandfather. The attendant is a,1,0.57592255,1008,[343.3009033203125],[424.04949951171875],1088,[343.0333251953125],[421.68206787109375],-20.66807,-20.935648,correct,True,-20.66807,-20.935648,correct,True,-20.66807,-20.935648,correct,True,gender
9,attendant,woman,inconsistent,The attendant is somebody's grandfather.,The attendant is somebody's grandfather. The attendant is a,man,woman,The attendant is somebody's grandfather. The attendant is a,2,1.4246814,447,[375.0812683105469],[467.3433837890625],700,[373.5765380859375],[454.5422058105469],-14.6836,-16.188332,correct,True,-14.6836,-16.188332,correct,True,-14.6836,-16.188332,correct,True,gender
9,attendant,woman,inconsistent,The attendant is somebody's grandfather.,The attendant is somebody's grandfather. The attendant is a,man,woman,The attendant is somebody's grandfather. The attendant is a,3,1.2087368,1,[434.7655029296875],[492.99554443359375],77,[423.30877685546875],[488.3177490234375],-0.36294082,-11.819667,correct,True,-0.36294082,-11.819667,correct,True,-0.36294082,-11.819667,correct,True,gender
9,attendant,woman,inconsistent,The attendant is somebody's grandfather.,The attendant is somebody's grandfather. The attendant is a,man,woman,The attendant is somebody's grandfather. The attendant is a,4,1.4497838,4,[492.11248779296875],[1068.7847900390625],100,[481.6004638671875],[1068.848876953125],-2.9012434,-13.413267,correct,True,-2.9012434,-13.413267,correct,True,-2.9012434,-13.413267,correct,True,gender
9,attendant,woman,inconsistent,The attendant is somebody's grandfather.,The attendant is somebody's grandfather. The attendant is a,man,woman,The attendant is somebody's grandfather. The attendant is a,5,7.171455,1,[1075.18603515625],,22,[1073.5078125],,-3.5494747,-5.2276974,correct,True,-3.5494747,-5.2276974,correct,True,-3.5494747,-5.2276974,correct,True,gender
10,auditor,woman,consistent,The auditor is somebody's grandmother.,The auditor is somebody's grandmother. The auditor is a,woman,man,The auditor is somebody's grandmother. The auditor is a,0,0.88210845,2476,[381.60162353515625],[328.84503173828125],2871,[380.8399353027344],[330.6624755859375],-27.438673,-28.200361,correct,True,-27.438673,-28.200361,correct,True,-27.438673,-28.200361,correct,True,gender
10,auditor,woman,consistent,The auditor is somebody's grandmother.,The auditor is somebody's grandmother. The auditor is a,woman,man,The auditor is somebody's grandmother. The auditor is a,1,0.9971125,1967,[342.32403564453125],[438.87945556640625],1836,[342.63232421875],[441.42498779296875],-23.282894,-22.974606,incorrect,False,-23.282894,-22.974606,incorrect,False,-23.282894,-22.974606,incorrect,False,gender
10,auditor,woman,consistent,The auditor is somebody's grandmother.,The auditor is somebody's grandmother. The auditor is a,woman,man,The auditor is somebody's grandmother. The auditor is a,2,1.863758,1668,[381.9112548828125],[439.8681640625],1127,[383.574951171875],[444.47784423828125],-20.805557,-19.141861,incorrect,False,-20.805557,-19.141861,incorrect,False,-20.805557,-19.141861,incorrect,False,gender
10,auditor,woman,consistent,The auditor is somebody's grandmother.,The auditor is somebody's grandmother. The auditor is a,woman,man,The auditor is somebody's grandmother. The auditor is a,3,1.9066775,52,[420.3690185546875],[490.45428466796875],15,[425.2400207519531],[490.2127685546875],-11.240091,-6.3690896,incorrect,False,-11.240091,-6.3690896,incorrect,False,-11.240091,-6.3690896,incorrect,False,gender
10,auditor,woman,consistent,The auditor is somebody's grandmother.,The auditor is somebody's grandmother. The auditor is a,woman,man,The auditor is somebody's grandmother. The auditor is a,4,2.4289699,153,[483.820068359375],[1068.70458984375],60,[486.4989929199219],[1068.162109375],-11.596059,-8.917134,incorrect,False,-11.596059,-8.917134,incorrect,False,-11.596059,-8.917134,incorrect,False,gender
10,auditor,woman,consistent,The auditor is somebody's grandmother.,The auditor is somebody's grandmother. The auditor is a,woman,man,The auditor is somebody's grandmother. The auditor is a,5,7.219413,1,[1075.447021484375],,4,[1075.291748046875],,-4.0186687,-4.173942,correct,True,-4.0186687,-4.173942,correct,True,-4.0186687,-4.173942,correct,True,gender
11,auditor,woman,inconsistent,The auditor is somebody's grandfather.,The auditor is somebody's grandfather. The auditor is a,man,woman,The auditor is somebody's grandfather. The auditor is a,0,0.89759314,2465,[382.11444091796875],[329.75115966796875],2328,[382.4302978515625],[327.4851379394531],-27.648983,-27.333126,incorrect,False,-27.648983,-27.333126,incorrect,False,-27.648983,-27.333126,incorrect,False,gender
11,auditor,woman,inconsistent,The auditor is somebody's grandfather.,The auditor is somebody's grandfather. The auditor is a,man,woman,The auditor is somebody's grandfather. The auditor is a,1,0.7266478,1695,[343.03900146484375],[434.10845947265625],2090,[342.092041015625],[427.67510986328125],-23.082182,-24.029142,correct,True,-23.082182,-24.029142,correct,True,-23.082182,-24.029142,correct,True,gender
11,auditor,woman,inconsistent,The auditor is somebody's grandfather.,The auditor is somebody's grandfather. The auditor is a,man,woman,The auditor is somebody's grandfather. The auditor is a,2,1.9569066,1014,[380.2780456542969],[447.64520263671875],2899,[375.4196472167969],[434.3547668457031],-18.791212,-23.64961,correct,True,-18.791212,-23.64961,correct,True,-18.791212,-23.64961,correct,True,gender
11,auditor,woman,inconsistent,The auditor is somebody's grandfather.,The auditor is somebody's grandfather. The auditor is a,man,woman,The auditor is somebody's grandfather. The auditor is a,3,1.9236625,13,[424.1943359375],[487.64154052734375],840,[409.284912109375],[480.7198486328125],-5.0110106,-19.920435,correct,True,-5.0110106,-19.920435,correct,True,-5.0110106,-19.920435,correct,True,gender
11,auditor,woman,inconsistent,The auditor is somebody's grandfather.,The auditor is somebody's grandfather. The auditor is a,man,woman,The auditor is somebody's grandfather. The auditor is a,4,1.9111947,18,[484.2005310058594],[1069.1959228515625],1356,[469.5846252441406],[1068.8302001953125],-6.598058,-21.213964,correct,True,-6.598058,-21.213964,correct,True,-6.598058,-21.213964,correct,True,gender
11,auditor,woman,inconsistent,The auditor is somebody's grandfather.,The auditor is somebody's grandfather. The auditor is a,man,woman,The auditor is somebody's grandfather. The auditor is a,5,7.117117,1,[1075.9871826171875],,72,[1073.107421875],,-3.4388947,-6.3186555,correct,True,-3.4388947,-6.3186555,correct,True,-3.4388947,-6.3186555,correct,True,gender
12,baker,woman,consistent,The baker is somebody's grandmother.,The baker is somebody's grandmother. The baker is a,woman,man,The baker is somebody's grandmother. The baker is a,0,1.4048338,2361,[381.6002197265625],[328.00665283203125],2725,[380.7905578613281],[330.0438232421875],-25.744379,-26.55404,correct,True,-25.744379,-26.55404,correct,True,-25.744379,-26.55404,correct,True,gender
12,baker,woman,consistent,The baker is somebody's grandmother.,The baker is somebody's grandmother. The baker is a,woman,man,The baker is somebody's grandmother. The baker is a,1,1.2843957,1717,[341.5029296875],[440.6121520996094],1564,[341.8815002441406],[441.418212890625],-22.769268,-22.390697,incorrect,False,-22.769268,-22.390697,incorrect,False,-22.769268,-22.390697,incorrect,False,gender
12,baker,woman,consistent,The baker is somebody's grandmother.,The baker is somebody's grandmother. The baker is a,woman,man,The baker is somebody's grandmother. The baker is a,2,2.6828275,1250,[383.67596435546875],[462.6081848144531],1094,[384.2247009277344],[464.69232177734375],-18.555246,-18.00651,incorrect,False,-18.555246,-18.00651,incorrect,False,-18.555246,-18.00651,incorrect,False,gender
