task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,6.383,1304,"[7.06640625, 7.24609375, 11.328125]","[6.69140625, 10.296875, 15.4140625]",16185,[2.908203125],[2.291015625],-6.56,-13.7,correct,True,-19.69,-13.7,incorrect,False,-9.54,-13.7,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,6.348,1435,"[7.0625, 7.46484375, 11.546875]","[1.4423828125, -0.53271484375, -10.015625]",17837,[2.77734375],[11.5],-6.547,-13.96,correct,True,-19.64,-13.96,incorrect,False,-9.68,-13.96,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,6.473,1785,"[7.3671875, 7.6875, 11.359375]","[5.84375, 2.3671875, 22.34375]",14042,[3.875],[3.73828125],-6.64,-13.39,correct,True,-19.92,-13.39,incorrect,False,-9.9,-13.39,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,5.723,2113,"[7.16015625, 7.41015625, 12.0]","[19.390625, 18.953125, 12.8984375]",14388,[3.82421875],[26.296875],-6.562,-13.68,correct,True,-19.69,-13.68,incorrect,False,-10.34,-13.68,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,5.793,834,"[8.5703125, 8.1640625, 12.109375]","[6.23046875, 3.076171875, 5.171875]",4608,[6.29296875],[3.904296875],-5.938,-11.47,correct,True,-17.81,-11.47,incorrect,False,-9.195,-11.47,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,4.64,1058,"[8.390625, 7.95703125, 12.046875]","[4.75, 11.265625, 13.9375]",5043,[6.05859375],[4.68359375],-6.297,-12.4,correct,True,-18.89,-12.4,incorrect,False,-10.06,-12.4,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,4.535,1254,"[7.98046875, 8.2578125, 12.28125]","[9.578125, 17.359375, -3.5]",5302,[5.87890625],[31.625],-6.074,-12.336,correct,True,-18.22,-12.336,incorrect,False,-10.234,-12.336,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,3.727,1053,"[8.2421875, 9.2734375, 12.046875]","[1.4462890625, -2.1328125, -10.8828125]",455,[9.3984375],[5.10546875],-6.125,-9.39,correct,True,-18.38,-9.39,incorrect,False,-10.55,-9.39,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,4.523,514,"[9.5390625, 9.6640625, 11.46875]","[14.203125, 18.859375, 8.3671875]",220,[10.6484375],[36.8125],-5.96,-8.02,correct,True,-17.89,-8.02,incorrect,False,-9.13,-8.02,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,4.797,351,"[10.109375, 10.40625, 11.46875]","[22.625, -1.404296875, 11.5859375]",15,[13.234375],[27.765625],-5.45,-5.28,incorrect,False,-16.34,-5.28,incorrect,False,-8.41,-5.28,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,4.31,80,"[11.828125, 10.0703125, 11.984375]","[22.109375, 3.638671875, 10.6484375]",5,[15.21875],[21.21875],-4.67,-3.531,incorrect,False,-14.01,-3.531,incorrect,False,-6.92,-3.531,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,4.965,47,"[13.0, 9.7109375, 12.3046875]","[16.8125, 32.40625, -1.0537109375]",4,[16.03125],[33.9375],-3.943,-2.957,incorrect,False,-11.83,-2.957,incorrect,False,-5.99,-2.957,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,2.557,20,"[14.2734375, 15.6640625, 12.15625]","[-46.59375, -32.6875, -22.4375]",1,[19.03125],[-61.46875],-2.375,-1.096,incorrect,False,-7.125,-1.096,incorrect,False,-5.855,-1.096,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,4.758,10,"[4.2109375, 1.3193359375, -1.896484375]",,5,[5.57421875],,-1.412,-2.871,correct,True,-4.24,-2.871,incorrect,False,-4.234,-2.871,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,1.2,18153,"[2.720703125, 15.0859375]","[0.94482421875, 0.07720947265625]",23236,"[1.6787109375, 17.34375, 4.984375]","[3.140625, 14.1640625, 17.984375]",-11.73,-12.375,correct,True,-23.45,-37.12,correct,True,-19.03,-20.08,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,2.133,17625,"[2.439453125, 12.5546875]","[0.6826171875, -0.3642578125]",20819,"[1.810546875, 17.09375, 9.3203125]","[3.376953125, 10.4140625, 10.828125]",-11.31,-9.4,incorrect,False,-22.62,-28.19,correct,True,-17.17,-17.8,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,3.32,17949,"[2.158203125, 11.6328125]","[-1.3662109375, -5.6171875]",19094,"[1.9384765625, 16.390625, 9.640625]","[-0.303955078125, 18.1875, 23.0625]",-10.97,-8.42,incorrect,False,-21.94,-25.27,correct,True,-16.16,-16.38,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,3.695,19523,"[1.6259765625, 10.5859375]","[5.5390625, -0.47265625]",19792,"[1.587890625, 16.796875, 12.84375]","[4.61328125, 7.1796875, 27.171875]",-11.164,-8.16,incorrect,False,-22.33,-24.47,correct,True,-16.06,-16.11,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,4.742,16972,"[2.138671875, 9.375]","[6.78515625, 0.290771484375]",17826,"[1.984375, 16.015625, 15.78125]","[5.71875, 8.7890625, -5.4921875]",-10.84,-6.02,incorrect,False,-21.69,-18.06,incorrect,False,-14.77,-14.93,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,6.7,14908,"[3.14453125, 7.8828125]","[17.578125, 3.07421875]",16894,"[2.79296875, 14.546875, 12.28125]","[14.1796875, -13.8671875, 6.046875]",-10.41,-6.37,incorrect,False,-20.81,-19.12,incorrect,False,-13.09,-13.445,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,7.76,13634,"[3.251953125, 6.75390625]","[3.26953125, -0.0736083984375]",15192,"[2.994140625, 14.234375, 11.453125]","[6.10546875, 9.34375, 6.46484375]",-10.5,-6.344,incorrect,False,-21.0,-19.03,incorrect,False,-12.37,-12.625,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,7.848,13933,"[3.171875, 5.98046875]","[0.9482421875, 3.28515625]",10924,"[3.703125, 13.4140625, 10.953125]","[0.122802734375, 5.38671875, 3.689453125]",-10.734,-6.395,incorrect,False,-21.47,-19.19,incorrect,False,-12.42,-11.89,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,7.9,18237,"[2.6640625, 5.6171875]","[3.240234375, 2.958984375]",16339,"[2.96484375, 12.109375, 10.1328125]","[3.791015625, 21.53125, -5.01953125]",-10.914,-7.016,incorrect,False,-21.83,-21.05,incorrect,False,-13.016,-12.71,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,7.395,19037,"[2.6796875, 5.39453125]","[14.125, 2.177734375]",16879,"[3.052734375, 13.1796875, 8.7890625]","[8.953125, 16.15625, -2.6484375]",-11.21,-7.22,incorrect,False,-22.42,-21.66,incorrect,False,-13.58,-13.2,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,6.2,6793,"[4.6875, 5.0078125]","[6.7890625, -18.265625]",9444,"[4.0703125, 13.6953125, 7.43359375]","[-0.998046875, 15.796875, 10.484375]",-10.66,-7.297,incorrect,False,-21.31,-21.89,correct,True,-12.06,-12.68,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,6.188,6615,"[4.8671875, 4.234375]","[15.890625, 8.6015625]",13541,"[3.37109375, 13.96875, 7.53125]","[14.4375, -12.9453125, 11.4296875]",-11.12,-7.504,incorrect,False,-22.23,-22.52,correct,True,-12.01,-13.5,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,6.176,7685,"[4.95703125, 4.38671875]","[11.7578125, 0.8271484375]",10319,"[4.33203125, 14.0546875, 7.15625]","[6.52734375, 10.984375, 14.7890625]",-11.336,-7.57,incorrect,False,-22.67,-22.72,correct,True,-12.555,-13.18,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,5.547,4430,"[5.96875, 4.2421875]","[17.234375, 3.787109375]",9122,"[4.62890625, 13.9609375, 7.50390625]","[18.9375, 9.171875, 10.359375]",-10.94,-7.312,incorrect,False,-21.88,-21.94,correct,True,-11.695,-13.04,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,5.527,2444,"[7.140625, 4.20703125]","[-6.06640625, 6.2734375]",4599,"[6.15234375, 13.8046875, 7.63671875]","[10.2890625, 12.3046875, 12.40625]",-10.516,-6.88,incorrect,False,-21.03,-20.64,incorrect,False,-10.82,-11.81,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,4.492,5102,"[5.875, 4.2265625]","[11.1484375, -3.63671875]",3632,"[6.5078125, 13.8671875, 7.80859375]","[11.4375, -4.859375, 2.8359375]",-11.5,-6.96,incorrect,False,-23.0,-20.88,incorrect,False,-12.83,-12.195,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,4.156,3449,"[6.48046875, 4.01953125]","[8.6015625, -11.9921875]",2321,"[7.10546875, 12.8984375, 7.51953125]","[14.5859375, 16.65625, 9.1328125]",-11.14,-6.934,incorrect,False,-22.28,-20.8,incorrect,False,-12.055,-11.43,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,3.604,2667,"[6.7109375, 3.544921875]","[15.328125, 9.625]",1133,"[8.1015625, 13.2890625, 7.54296875]","[10.75, -11.9609375, 12.3515625]",-11.47,-6.6,incorrect,False,-22.94,-19.8,incorrect,False,-12.25,-10.86,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,18,4.363,1605,"[7.86328125, 4.015625]","[44.125, 9.453125]",432,"[9.875, 13.5625, 8.0390625]","[53.46875, 25.765625, 45.46875]",-10.81,-6.0,incorrect,False,-21.62,-18.0,incorrect,False,-11.125,-9.12,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,19,3.922,83,"[11.9765625, 4.33203125]","[16.140625, 30.6875]",10,"[14.984375, 15.1328125, 10.8828125]","[23.15625, 25.515625, -8.0859375]",-8.72,-2.957,incorrect,False,-17.44,-8.87,incorrect,False,-7.17,-4.164,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,20,3.043,61,"[12.6640625, 6.28515625]","[18.84375, -0.677734375]",5,"[16.4375, 16.703125, 9.6171875]","[21.703125, 1.16015625, 18.1875]",-7.715,-2.719,incorrect,False,-15.43,-8.16,incorrect,False,-7.08,-3.305,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,21,3.379,41,"[13.296875, 5.765625]","[12.0625, 8.5234375]",3,"[17.1875, 16.390625, 10.2421875]","[-3.0859375, -10.3125, 27.640625]",-7.305,-2.2,incorrect,False,-14.61,-6.594,incorrect,False,-6.45,-2.559,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,22,4.11,41,"[13.4375, 6.03125]","[-35.28125, -6.96875]",12,"[15.515625, 15.3515625, 11.703125]","[-38.78125, -26.921875, 1.0751953125]",-6.008,-2.11,incorrect,False,-12.016,-6.332,incorrect,False,-5.992,-3.912,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,23,3.863,6,"[4.43359375, -2.818359375]",,3,"[6.05859375, 3.81640625, 4.5546875]",,-2.078,-0.7607,incorrect,False,-4.156,-2.283,incorrect,False,-3.822,-2.197,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,0,1.154,38219,[-1.78125],[1.94921875],6559,[5.625],[3.6015625],-23.72,-16.31,incorrect,False,-23.72,-16.31,incorrect,False,-23.72,-16.31,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,1,2.152,35854,[-1.3916015625],[1.7607421875],5453,[5.34375],[1.2333984375],-21.0,-14.26,incorrect,False,-21.0,-14.26,incorrect,False,-21.0,-14.26,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,2,3.209,33946,[-1.1474609375],[-0.62548828125],5835,[4.87109375],[3.0],-19.58,-13.56,incorrect,False,-19.58,-13.56,incorrect,False,-19.58,-13.56,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,3,3.418,33690,[-1.2041015625],[6.15625],5875,[4.59765625],[2.521484375],-19.08,-13.27,incorrect,False,-19.08,-13.27,incorrect,False,-19.08,-13.27,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,4,4.668,29600,[-0.2135009765625],[7.265625],6837,[4.25390625],[5.20703125],-17.19,-12.72,incorrect,False,-17.19,-12.72,incorrect,False,-17.19,-12.72,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,5,6.53,24581,[1.4208984375],[18.5],8094,[4.4453125],[9.046875],-14.875,-11.85,incorrect,False,-14.875,-11.85,incorrect,False,-14.875,-11.85,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,6,7.785,24280,[1.451171875],[0.95751953125],10777,[3.728515625],[4.60546875],-14.086,-11.805,incorrect,False,-14.086,-11.805,incorrect,False,-14.086,-11.805,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,7,7.844,24652,[1.22265625],[1.21484375],9942,[3.904296875],[1.6953125],-14.375,-11.695,incorrect,False,-14.375,-11.695,incorrect,False,-14.375,-11.695,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,8,7.934,26590,[1.1201171875],[6.5390625],13723,[3.43359375],[7.578125],-14.54,-12.23,incorrect,False,-14.54,-12.23,incorrect,False,-14.54,-12.23,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,9,7.547,22737,[2.05078125],[1.4384765625],10465,[4.17578125],[1.7822265625],-14.12,-11.99,incorrect,False,-14.12,-11.99,incorrect,False,-14.12,-11.99,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,10,6.332,21709,[1.830078125],[11.3125],11633,[3.693359375],[9.7578125],-14.82,-12.96,incorrect,False,-14.82,-12.96,incorrect,False,-14.82,-12.96,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,11,6.312,16776,[2.919921875],[17.125],8774,[4.41015625],[11.21875],-13.82,-12.33,incorrect,False,-13.82,-12.33,incorrect,False,-13.82,-12.33,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,12,6.438,18611,[2.955078125],[5.84375],7805,[5.04296875],[6.421875],-14.25,-12.16,incorrect,False,-14.25,-12.16,incorrect,False,-14.25,-12.16,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,13,5.63,16649,[3.333984375],[27.671875],7090,[5.234375],[28.34375],-14.07,-12.17,incorrect,False,-14.07,-12.17,incorrect,False,-14.07,-12.17,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,14,5.8,5516,[5.91796875],[3.3984375],1492,[7.75390625],[5.9765625],-11.72,-9.88,incorrect,False,-11.72,-9.88,incorrect,False,-11.72,-9.88,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,15,4.605,5998,[5.6328125],[-1.32421875],1712,[7.5859375],[6.8984375],-12.65,-10.695,incorrect,False,-12.65,-10.695,incorrect,False,-12.65,-10.695,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,16,4.633,9609,[4.6953125],[19.171875],1669,[7.5],[26.3125],-13.33,-10.52,incorrect,False,-13.33,-10.52,incorrect,False,-13.33,-10.52,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,17,3.816,2901,[6.5546875],[16.25],235,[10.0],[7.66015625],-11.92,-8.48,incorrect,False,-11.92,-8.48,incorrect,False,-11.92,-8.48,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,18,4.633,745,[8.8828125],[61.0],48,[12.28125],[41.90625],-9.6,-6.2,incorrect,False,-9.6,-6.2,incorrect,False,-9.6,-6.2,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,19,4.793,13,[13.796875],[15.9453125],5,[15.1953125],[21.09375],-4.758,-3.357,incorrect,False,-4.758,-3.357,incorrect,False,-4.758,-3.357,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,20,4.137,14,[14.1015625],[24.3125],4,[15.9765625],[18.078125],-4.617,-2.742,incorrect,False,-4.617,-2.742,incorrect,False,-4.617,-2.742,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,21,4.695,8,[15.140625],[43.34375],3,[16.390625],[30.890625],-3.834,-2.584,incorrect,False,-3.834,-2.584,incorrect,False,-3.834,-2.584,incorrect,False
