task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,4,8.164,43042,"[0.298828125, 9.234375]","[1.626953125, 3.1796875]",13542,[4.390625],[5.5234375],-12.67,-12.305,incorrect,False,-25.34,-12.305,incorrect,False,-16.39,-12.305,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,5,8.16,41530,"[0.5166015625, 8.359375]","[2.837890625, -5.6953125]",11193,[4.58984375],[0.8115234375],-12.78,-11.914,incorrect,False,-25.56,-11.914,incorrect,False,-15.984,-11.914,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,6,7.688,27558,"[2.158203125, 7.109375]","[0.12078857421875, 7.1875]",5514,[5.5625],[1.05078125],-12.58,-10.94,incorrect,False,-25.16,-10.94,incorrect,False,-14.34,-10.94,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,7.82,32107,"[1.6513671875, 7.140625]","[-1.4853515625, 9.390625]",10158,[4.44140625],[0.955078125],-12.64,-11.88,incorrect,False,-25.28,-11.88,incorrect,False,-14.67,-11.88,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,7.45,33688,"[1.26171875, 7.38671875]","[-0.74609375, 0.199951171875]",11546,[4.01171875],[7.69921875],-12.64,-12.28,incorrect,False,-25.28,-12.28,incorrect,False,-15.03,-12.28,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,9,7.152,36890,"[0.9541015625, 6.71875]","[0.798828125, 3.556640625]",9046,[4.6015625],[3.794921875],-13.29,-12.0,incorrect,False,-26.58,-12.0,incorrect,False,-15.65,-12.0,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,10,7.11,34084,"[0.9248046875, 6.37109375]","[3.615234375, -1.7666015625]",8052,[4.44921875],[1.3408203125],-13.19,-11.66,incorrect,False,-26.38,-11.66,incorrect,False,-15.18,-11.66,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,11,6.49,29763,"[1.291015625, 6.328125]","[-0.47216796875, -2.03125]",8874,[4.04296875],[-1.021484375],-12.625,-11.95,incorrect,False,-25.25,-11.95,incorrect,False,-14.7,-11.95,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,12,6.49,25565,"[1.3193359375, 6.11328125]","[-4.39453125, 5.6640625]",9706,[3.4296875],[0.8955078125],-12.56,-12.21,incorrect,False,-25.12,-12.21,incorrect,False,-14.32,-12.21,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,13,6.582,33795,"[0.18798828125, 6.08984375]","[0.7177734375, -0.41650390625]",11671,[2.93359375],[5.1171875],-12.984,-12.49,incorrect,False,-25.97,-12.49,incorrect,False,-15.234,-12.49,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,14,6.184,33421,"[0.257568359375, 5.79296875]","[5.7265625, 8.3359375]",10247,[3.23046875],[4.203125],-13.2,-12.49,incorrect,False,-26.4,-12.49,incorrect,False,-15.47,-12.49,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,15,5.664,24219,"[1.0849609375, 5.95703125]","[-2.001953125, 12.46875]",7888,[3.384765625],[18.640625],-12.55,-12.14,incorrect,False,-25.1,-12.14,incorrect,False,-14.445,-12.14,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,16,6.19,22577,"[0.69921875, 6.38671875]","[10.0859375, 2.7734375]",1061,[5.32421875],[12.0546875],-11.664,-9.36,incorrect,False,-23.33,-9.36,incorrect,False,-13.984,-9.36,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,17,6.99,17537,"[1.6171875, 6.34765625]","[0.7548828125, -1.8818359375]",709,[6.01953125],[-3.03125],-11.08,-8.73,incorrect,False,-22.16,-8.73,incorrect,False,-13.125,-8.73,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,18,7.156,10768,"[2.734375, 6.296875]","[15.140625, 51.6875]",1408,[5.40234375],[17.609375],-10.414,-9.414,incorrect,False,-20.83,-9.414,incorrect,False,-12.086,-9.414,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,19,7.13,3697,"[4.40234375, 9.1875]","[4.89453125, -5.48828125]",343,[7.05078125],[30.328125],-7.89,-7.926,correct,True,-15.78,-7.926,incorrect,False,-10.57,-7.926,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,20,7.074,2245,"[4.52734375, 8.7578125]","[4.5625, 25.265625]",20,[9.3828125],[10.390625],-7.41,-5.168,incorrect,False,-14.82,-5.168,incorrect,False,-10.02,-5.168,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,21,7.164,909,"[4.64453125, 9.6796875]","[11.546875, -4.01171875]",3,[9.671875],[17.75],-5.992,-3.85,incorrect,False,-11.984,-3.85,incorrect,False,-8.875,-3.85,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,22,5.203,98,"[5.5859375, 8.9453125]","[-5.72265625, -7.98046875]",2,[10.9375],[-9.046875],-3.922,-1.94,incorrect,False,-7.844,-1.94,incorrect,False,-7.293,-1.94,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,23,4.52,8,"[0.9482421875, -2.107421875]",,2,[2.587890625],,-1.87,-2.09,correct,True,-3.74,-2.09,incorrect,False,-3.729,-2.09,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,0,6.133,17495,[3.6640625],[2.24609375],9076,[5.1171875],[2.48046875],-14.08,-12.625,incorrect,False,-14.08,-12.625,incorrect,False,-14.08,-12.625,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,1,7.527,17241,[3.388671875],[3.591796875],9512,[4.60546875],[1.6806640625],-13.05,-11.83,incorrect,False,-13.05,-11.83,incorrect,False,-13.05,-11.83,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,2,7.82,16942,[3.404296875],[4.05078125],10051,[4.45703125],[3.7734375],-12.82,-11.766,incorrect,False,-12.82,-11.766,incorrect,False,-12.82,-11.766,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,3,8.09,18852,[3.498046875],[10.0],12533,[4.39453125],[8.7265625],-13.03,-12.14,incorrect,False,-13.03,-12.14,incorrect,False,-13.03,-12.14,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,4,8.22,13659,[4.30859375],[5.32421875],9724,[4.94140625],[0.75390625],-12.27,-11.64,incorrect,False,-12.27,-11.64,incorrect,False,-12.27,-11.64,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,5,8.125,10561,[4.48828125],[1.1220703125],11934,[4.265625],[-0.7353515625],-11.8,-12.016,correct,True,-11.8,-12.016,correct,True,-11.8,-12.016,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,6,7.7,4772,[5.5859375],[1.8818359375],11790,[4.07421875],[2.962890625],-10.7,-12.22,correct,True,-10.7,-12.22,correct,True,-10.7,-12.22,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,7,7.79,8354,[4.63671875],[0.6982421875],13357,[3.796875],[1.4453125],-11.58,-12.414,correct,True,-11.58,-12.414,correct,True,-11.58,-12.414,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,8,7.37,9648,[4.1328125],[6.98828125],13640,[3.494140625],[0.0197906494140625],-12.01,-12.65,correct,True,-12.01,-12.65,correct,True,-12.01,-12.65,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,9,7.117,8568,[4.55859375],[3.5625],18989,[3.001953125],[3.1015625],-11.94,-13.49,correct,True,-11.94,-13.49,correct,True,-11.94,-13.49,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,10,7.297,8399,[4.3671875],[-0.1026611328125],16498,[3.029296875],[0.732421875],-11.74,-13.08,correct,True,-11.74,-13.08,correct,True,-11.74,-13.08,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,11,7.13,9698,[3.849609375],[-0.859375],16974,[2.76171875],[0.51025390625],-12.016,-13.1,correct,True,-12.016,-13.1,correct,True,-12.016,-13.1,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,12,6.96,10910,[3.185546875],[1.365234375],16678,[2.34765625],[3.318359375],-12.36,-13.2,correct,True,-12.36,-13.2,correct,True,-12.36,-13.2,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,13,6.94,12103,[2.85546875],[7.16796875],14349,[2.529296875],[-0.775390625],-12.52,-12.84,correct,True,-12.52,-12.84,correct,True,-12.52,-12.84,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,14,6.97,9405,[3.416015625],[5.58984375],18376,[2.107421875],[2.501953125],-12.125,-13.43,correct,True,-12.125,-13.43,correct,True,-12.125,-13.43,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,15,6.594,6345,[3.76171875],[16.65625],15886,[2.169921875],[6.48828125],-11.555,-13.15,correct,True,-11.555,-13.15,correct,True,-11.555,-13.15,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,16,6.816,1010,[5.5390625],[10.828125],8896,[2.763671875],[11.9609375],-9.13,-11.91,correct,True,-9.13,-11.91,correct,True,-9.13,-11.91,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,17,7.258,637,[6.06640625],[3.59765625],5472,[3.638671875],[2.396484375],-8.586,-11.016,correct,True,-8.586,-11.016,correct,True,-8.586,-11.016,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,18,7.266,9,[10.1796875],[16.59375],1754,[5.21484375],[6.21875],-4.63,-9.59,correct,True,-4.63,-9.59,correct,True,-4.63,-9.59,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,19,7.14,3,[11.140625],[33.125],1602,[5.3828125],[9.15625],-3.803,-9.56,correct,True,-3.803,-9.56,correct,True,-3.803,-9.56,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,20,5.36,1,[13.5625],[15.9609375],580,[5.8359375],[-2.662109375],-1.1455,-8.875,correct,True,-1.1455,-8.875,correct,True,-1.1455,-8.875,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,21,2.725,1,[14.328125],[17.8125],575,[5.09765625],[11.890625],-0.4092,-9.64,correct,True,-0.4092,-9.64,correct,True,-0.4092,-9.64,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,22,0.6636,1,[15.34375],[-10.515625],93,[5.984375],[-6.68359375],-0.0735,-9.43,correct,True,-0.0735,-9.43,correct,True,-0.0735,-9.43,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,23,1.672,1,[5.90234375],,31,[-0.62255859375],,-0.2585,-6.785,correct,True,-0.2585,-6.785,correct,True,-0.2585,-6.785,correct,True
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,0,6.086,19262,[3.291015625],[1.18359375],16387,[3.744140625],[2.037109375],-14.36,-13.91,incorrect,False,-14.36,-13.91,incorrect,False,-14.36,-13.91,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,1,7.504,20754,[2.89453125],[3.123046875],16893,[3.423828125],[3.650390625],-13.53,-13.0,incorrect,False,-13.53,-13.0,incorrect,False,-13.53,-13.0,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,2,7.758,20495,[2.912109375],[5.7578125],16564,[3.44140625],[3.255859375],-13.33,-12.8,incorrect,False,-13.33,-12.8,incorrect,False,-13.33,-12.8,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,3,8.016,20961,[3.275390625],[3.728515625],19756,[3.43359375],[11.421875],-13.35,-13.195,incorrect,False,-13.35,-13.195,incorrect,False,-13.35,-13.195,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,4,8.16,21555,[3.337890625],[-0.51904296875],13617,[4.40625],[6.1484375],-13.39,-12.32,incorrect,False,-13.39,-12.32,incorrect,False,-13.39,-12.32,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,5,8.05,25688,[2.689453125],[-0.0180206298828125],10566,[4.71875],[0.7001953125],-13.88,-11.86,incorrect,False,-13.88,-11.86,incorrect,False,-13.88,-11.86,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,6,7.535,26054,[2.453125],[1.2998046875],5334,[5.70703125],[1.7216796875],-14.195,-10.94,incorrect,False,-14.195,-10.94,incorrect,False,-14.195,-10.94,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,7,7.723,27977,[2.1640625],[-0.97314453125],8714,[4.71484375],[-0.640625],-14.234,-11.69,incorrect,False,-14.234,-11.69,incorrect,False,-14.234,-11.69,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,8,7.36,29379,[1.7822265625],[-2.822265625],10956,[4.0703125],[5.8984375],-14.53,-12.24,incorrect,False,-14.53,-12.24,incorrect,False,-14.53,-12.24,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,9,7.08,36037,[1.1025390625],[-1.2041015625],10449,[4.35546875],[4.00390625],-15.55,-12.3,incorrect,False,-15.55,-12.3,incorrect,False,-15.55,-12.3,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,10,7.207,37323,[0.66064453125],[-1.0576171875],9434,[4.30078125],[-1.5390625],-15.625,-11.984,incorrect,False,-15.625,-11.984,incorrect,False,-15.625,-11.984,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,11,7.004,37425,[0.469482421875],[2.17578125],11386,[3.689453125],[-0.875],-15.57,-12.34,incorrect,False,-15.57,-12.34,incorrect,False,-15.57,-12.34,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,12,6.867,36053,[0.1773681640625],[-1.837890625],13700,[2.8984375],[2.669921875],-15.484,-12.766,incorrect,False,-15.484,-12.766,incorrect,False,-15.484,-12.766,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,13,6.855,37870,[-0.2293701171875],[3.751953125],12997,[2.859375],[8.0078125],-15.734,-12.64,incorrect,False,-15.734,-12.64,incorrect,False,-15.734,-12.64,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,14,6.84,35182,[0.306884765625],[2.958984375],9472,[3.576171875],[5.3359375],-15.46,-12.19,incorrect,False,-15.46,-12.19,incorrect,False,-15.46,-12.19,incorrect,False
