task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",22,5.1729374,47,"[6.316335201263428, 5.687776565551758, 12.704549789428711]","[6.153160572052002, 6.6374592781066895, 3.755183458328247]",64,[5.8299031257629395],[8.657820701599121],-3.9507296,-6.471874,correct,True,-11.852189,-6.471874,incorrect,False,-5.985442,-6.471874,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",23,5.0996,38,"[6.693785190582275, 6.406167984008789, 12.643939971923828]","[4.285171985626221, 3.3387415409088135, 2.0639662742614746]",40,[6.643031597137451],[-0.7228735685348511],-3.7854583,-5.72157,correct,True,-11.356375,-5.72157,incorrect,False,-5.6708164,-5.72157,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",24,5.0521116,35,"[6.739916801452637, 6.5365071296691895, 12.464425086975098]","[6.968052387237549, 5.371562480926514, 8.846923828125]",65,[6.021426677703857],[-5.608854293823242],-3.831527,-6.3813167,correct,True,-11.494581,-6.3813167,incorrect,False,-5.6628265,-6.3813167,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",25,4.9155474,32,"[7.2123308181762695, 7.0414652824401855, 13.502725601196289]","[15.580212593078613, 5.695687770843506, 2.2130212783813477]",128,[5.155061721801758],[-2.6631886959075928],-3.421899,-7.396497,correct,True,-10.2656975,-7.396497,incorrect,False,-5.3392277,-7.396497,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",26,4.7730827,12,"[8.44864273071289, 7.761403560638428, 13.886137008666992]","[-2.6229562759399414, 4.471254348754883, -1.9561532735824585]",187,[4.8238654136657715],[-0.13903386890888214],-2.8209097,-7.8450966,correct,True,-8.462729,-7.8450966,incorrect,False,-4.2203193,-7.8450966,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",27,4.8007703,20,"[8.021964073181152, 8.42237377166748, 13.64291763305664]","[4.147973537445068, 5.135722637176514, 7.940710067749023]",208,[4.710165500640869],[0.8134151101112366],-2.6995523,-7.9675074,correct,True,-8.098657,-7.9675074,incorrect,False,-4.655709,-7.9675074,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",28,4.628942,17,"[8.329294204711914, 9.51629638671875, 15.015161514282227]","[1.8436094522476196, 4.137326717376709, 2.9736759662628174]",224,[4.751254558563232],[5.22099494934082],-2.2077768,-8.106449,correct,True,-6.62333,-8.106449,correct,True,-4.52841,-8.106449,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",29,5.186732,9,"[8.43853759765625, 10.566405296325684, 15.48289680480957]","[1.8823559284210205, 5.072868347167969, 4.655745983123779]",136,[5.214249610900879],[5.952486991882324],-1.6832957,-7.3056154,correct,True,-5.049887,-7.3056154,correct,True,-4.0813274,-7.3056154,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",30,5.4765387,4,"[9.643379211425781, 14.337404251098633, 17.723779678344727]","[0.9182124733924866, 2.5782063007354736, 4.872854709625244]",45,[7.190786838531494],[5.561331272125244],-1.1488484,-5.8625016,correct,True,-3.4465454,-5.8625016,correct,True,-3.4099092,-5.8625016,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",31,4.9367366,6,"[12.33053970336914, 22.2613525390625, 24.12091636657715]",,3,[12.919259071350098],,-1.1546427,-2.8742077,correct,True,-3.463928,-2.8742077,incorrect,False,-3.462927,-2.8742077,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,4.2499022,21008,"[2.299315929412842, 7.014952182769775, 1.5626206398010254]","[-1.7742551565170288, 0.520051896572113, -3.2414398193359375]",33353,[0.9051335453987122],[-0.8225067257881165],-13.203308,-15.768097,correct,True,-39.609924,-15.768097,incorrect,False,-14.373913,-15.768097,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,5.022638,22710,"[1.8657437562942505, 6.7613677978515625, -0.13179422914981842]","[-1.7608964443206787, 3.363420009613037, 4.761362075805664]",32764,[0.7434633374214172],[1.4710804224014282],-13.255222,-15.141991,correct,True,-39.765667,-15.141991,incorrect,False,-14.019711,-15.141991,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,5.979443,26071,"[1.3302476406097412, 6.845797538757324, 2.8240649700164795]","[-1.4447975158691406, 2.5084526538848877, 5.136811256408691]",28401,[1.0871901512145996],[2.6017727851867676],-11.8761015,-13.959025,correct,True,-35.628304,-13.959025,incorrect,False,-13.715967,-13.959025,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,6.3197594,34515,"[0.6415217518806458, 6.417037010192871, 5.174281597137451]","[1.3297380208969116, 0.005824481602758169, 3.635983467102051]",24737,[1.6776347160339355],[-3.1492981910705566],-10.90529,-13.525651,correct,True,-32.71587,-13.525651,incorrect,False,-14.561765,-13.525651,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,7.30021,28876,"[1.016502022743225, 6.421077728271484, 6.149949550628662]","[-2.021123170852661, 3.4383420944213867, 8.597952842712402]",31961,[0.697499692440033],[1.1460169553756714],-9.817844,-13.890334,correct,True,-29.453533,-13.890334,incorrect,False,-13.571331,-13.890334,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,8.556695,33530,"[0.09021689742803574, 6.854128837585449, 8.549633026123047]","[-3.0916383266448975, -0.6538054943084717, 5.954222202301025]",22795,[1.1269561052322388],[0.38713958859443665],-8.628692,-12.5368595,correct,True,-25.886074,-12.5368595,incorrect,False,-13.573599,-12.5368595,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,8.510084,41104,"[-0.9630914926528931, 6.508473873138428, 9.359707832336426]","[-0.029649633914232254, -4.3421831130981445, -2.452162981033325]",19352,[1.242809534072876],[-3.929499626159668],-8.614089,-12.206262,correct,True,-25.842266,-12.206262,incorrect,False,-14.412163,-12.206262,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,8.634819,39995,"[-0.8611567616462708, 5.0445356369018555, 8.68346118927002]","[0.9314659237861633, 1.8254249095916748, 3.8981828689575195]",35931,[-0.3933919370174408],[0.36281806230545044],-9.166096,-13.662807,correct,True,-27.498287,-13.662807,incorrect,False,-14.130573,-13.662807,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,8.034614,38797,"[-0.5968650579452515, 5.5049052238464355, 9.38059139251709]","[-0.3163531720638275, 1.9440103769302368, 2.481098175048828]",35614,[-0.2460346668958664],[-5.29099178314209],-8.6443615,-13.746653,correct,True,-25.933084,-13.746653,incorrect,False,-14.097483,-13.746653,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,8.557457,38452,"[-0.7053235769271851, 5.7434282302856445, 9.599201202392578]","[3.4475040435791016, 0.723982036113739, 2.728861093521118]",45879,[-1.861624836921692],[-0.7270640730857849],-8.396623,-15.131369,correct,True,-25.189869,-15.131369,incorrect,False,-13.975067,-15.131369,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,8.195452,25355,"[0.49901261925697327, 5.958858489990234, 10.089441299438477]","[-1.9335556030273438, 2.1353180408477783, 0.371500164270401]",46173,[-2.021496534347534],[-1.9992436170578003],-7.8526254,-15.3428545,correct,True,-23.557877,-15.3428545,incorrect,False,-12.822345,-15.3428545,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,8.350577,31236,"[-0.19678647816181183, 6.429413318634033, 10.104186058044434]","[4.062707901000977, 4.431272506713867, 1.1379302740097046]",47656,[-2.629498243331909],[-1.130131483078003],-7.9235935,-15.788367,correct,True,-23.77078,-15.788367,incorrect,False,-13.355656,-15.788367,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",12,7.65294,20650,"[1.0986802577972412, 7.231995105743408, 9.849149703979492]","[0.47558286786079407, 4.266817092895508, 2.4200918674468994]",48997,[-2.894634962081909],[7.762444972991943],-7.5665894,-16.535152,correct,True,-22.699768,-16.535152,incorrect,False,-12.541836,-16.535152,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",13,8.236361,17336,"[1.129137396812439, 8.011911392211914, 10.217232704162598]","[3.195197343826294, 2.3910672664642334, 6.612037181854248]",28731,[0.053653523325920105],[1.015582799911499],-6.9515424,-13.137929,correct,True,-20.854628,-13.137929,incorrect,False,-12.062446,-13.137929,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",14,7.8276124,10466,"[1.973863124847412, 8.229076385498047, 11.725475311279297]","[3.688263416290283, 6.434739589691162, 4.73972225189209]",26421,[0.36389899253845215],[5.297353744506836],-6.3007145,-13.049812,correct,True,-18.902143,-13.049812,incorrect,False,-11.439849,-13.049812,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",15,6.556305,5052,"[2.751713991165161, 9.116021156311035, 12.476012229919434]","[-0.8078981637954712, 1.0249873399734497, 1.9937564134597778]",11710,[1.7470612525939941],[0.9385660886764526],-5.530803,-11.938607,correct,True,-16.59241,-11.938607,incorrect,False,-10.933955,-11.938607,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",16,6.4723334,5221,"[2.326542854309082, 8.676451683044434, 12.680816650390625]","[10.816963195800781, 8.534148216247559, 4.877096176147461]",8024,[1.8501183986663818],[6.856464862823486],-5.576084,-11.522397,correct,True,-16.728252,-11.522397,incorrect,False,-11.045973,-11.522397,correct,True
