task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",10,8.511538,400,"[2.5616722106933594, 3.7992420196533203, 9.46110725402832]","[1.975442886352539, 0.6851373910903931, 2.852717399597168]",24324,[-1.7702301740646362],[0.612167477607727],-5.94385,-12.481335,correct,True,-17.83155,-12.481335,incorrect,False,-8.149431,-12.481335,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",11,7.6656537,208,"[3.245704174041748, 4.032415866851807, 10.02872371673584]","[-0.09876281768083572, 1.7498669624328613, 5.657593727111816]",19573,[-1.5890839099884033],[-0.05701325088739395],-5.5844483,-12.49757,correct,True,-16.753345,-12.49757,incorrect,False,-7.6627817,-12.49757,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",12,6.8572288,376,"[2.97084903717041, 4.1699395179748535, 10.755788803100586]","[3.8878631591796875, 0.3866887092590332, 5.228014945983887]",16421,[-1.4773510694503784],[2.9562771320343018],-5.5946507,-12.661619,correct,True,-16.783953,-12.661619,incorrect,False,-8.213419,-12.661619,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",13,7.7193484,137,"[3.738001585006714, 3.8094534873962402, 11.218835830688477]","[3.130918502807617, 4.7298688888549805, 3.1669769287109375]",8677,[-0.4301055073738098],[0.5205177664756775],-5.135908,-11.35731,correct,True,-15.407724,-11.35731,incorrect,False,-7.1892033,-11.35731,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",14,6.9785695,116,"[4.269606590270996, 4.423985481262207, 11.443429946899414]","[1.1586718559265137, -1.2685270309448242, 1.4527504444122314]",7031,[-0.2940656542778015],[2.1612682342529297],-4.80135,-11.496483,correct,True,-14.40405,-11.496483,incorrect,False,-6.932811,-11.496483,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",15,5.560028,172,"[3.9769389629364014, 3.5038092136383057, 10.632747650146484]","[2.8171825408935547, 0.9249641299247742, 0.384830117225647]",4428,[0.24472476541996002],[-1.6359283924102783],-5.3765907,-11.344501,correct,True,-16.129772,-11.344501,incorrect,False,-7.6122866,-11.344501,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",16,6.4771843,167,"[4.035467624664307, 3.2056379318237305, 9.746917724609375]","[5.033141136169434, 4.009067535400391, 1.5458303689956665]",5774,[-0.14250028133392334],[6.751389026641846],-5.4304276,-11.483728,correct,True,-16.291283,-11.483728,incorrect,False,-7.3057604,-11.483728,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",17,5.894304,132,"[4.50272274017334, 3.4853124618530273, 9.479635238647461]","[2.1454339027404785, -0.8064906001091003, 4.310277938842773]",1965,[1.2019950151443481],[-0.29376763105392456],-5.305202,-10.393284,correct,True,-15.9156065,-10.393284,incorrect,False,-7.0925555,-10.393284,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",18,5.65456,163,"[4.398172855377197, 3.1190707683563232, 9.589035034179688]","[7.341141700744629, -0.09819395840167999, 3.092393398284912]",2367,[1.042306661605835],[9.927005767822266],-5.5124955,-10.74922,correct,True,-16.537487,-10.74922,incorrect,False,-7.3933544,-10.74922,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",19,6.323177,73,"[5.164173126220703, 2.7947018146514893, 9.346338272094727]","[8.163612365722656, 4.34689474105835, 3.209397554397583]",549,[2.8432037830352783],[12.271452903747559],-5.3611774,-8.718288,correct,True,-16.083532,-8.718288,incorrect,False,-6.3973193,-8.718288,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",20,5.9120336,38,"[5.925434112548828, 3.059847116470337, 9.353828430175781]","[5.078453540802002, -1.1699774265289307, 0.23044350743293762]",121,[4.725790023803711],[7.53206205368042],-5.123029,-7.017684,correct,True,-15.369088,-7.017684,incorrect,False,-5.81804,-7.017684,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",21,4.9912252,51,"[6.095605373382568, 2.918959140777588, 9.238842010498047]","[2.7817769050598145, 13.294840812683105, 2.4550929069519043]",98,[5.2722296714782715],[2.9937329292297363],-5.3229694,-6.958924,correct,True,-15.968908,-6.958924,incorrect,False,-6.135548,-6.958924,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",22,4.598734,60,"[5.974686622619629, 3.8076608180999756, 9.493703842163086]","[10.149489402770996, 4.107324600219727, -0.10595333576202393]",116,[5.233907222747803],[12.011802673339844],-5.18748,-7.268399,correct,True,-15.56244,-7.268399,incorrect,False,-6.5276194,-7.268399,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",23,4.6182656,39,"[6.60439395904541, 4.168937683105469, 9.56875991821289]","[5.288634300231934, 6.285982608795166, 5.402116298675537]",55,[6.050574779510498],[20.531936645507812],-5.0339293,-6.510822,correct,True,-15.1017885,-6.510822,incorrect,False,-5.9570026,-6.510822,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",24,4.3430004,36,"[6.843140602111816, 4.632952690124512, 10.22183609008789]","[4.081597805023193, 7.220463752746582, 6.615364074707031]",14,[7.6618146896362305],[-4.511701583862305],-4.7938256,-5.066192,correct,True,-14.381476,-5.066192,incorrect,False,-5.884866,-5.066192,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",25,4.1751328,37,"[7.042121887207031, 5.2826008796691895, 11.14103889465332]","[20.085798263549805, 0.8976709842681885, 1.7236840724945068]",34,[7.100956439971924],[-2.4367613792419434],-4.4224854,-5.803596,correct,True,-13.267456,-5.803596,incorrect,False,-5.8624306,-5.803596,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",26,4.059199,9,"[8.664080619812012, 5.527293682098389, 11.526379585266113]","[3.2263336181640625, 1.5797299146652222, 4.840427875518799]",45,[6.754876613616943],[4.834602355957031],-3.8268623,-6.2424574,correct,True,-11.480587,-6.2424574,incorrect,False,-4.3332534,-6.2424574,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",27,4.096753,9,"[8.837997436523438, 5.837947845458984, 12.247370719909668]","[6.545146465301514, 7.937868595123291, 13.950738906860352]",30,[7.085485935211182],[-3.4095840454101562],-3.5037763,-5.8406067,correct,True,-10.511329,-5.8406067,incorrect,False,-4.0880957,-5.8406067,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",28,4.1248555,7,"[9.356521606445312, 6.898362159729004, 14.338038444519043]","[5.385326385498047, 5.819589138031006, 9.817303657531738]",43,[6.812196254730225],[3.1648097038269043],-2.7432168,-6.164942,correct,True,-8.2296505,-6.164942,incorrect,False,-3.6206164,-6.164942,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",29,4.571288,6,"[9.830245018005371, 8.132787704467773, 15.905115127563477]","[-4.899599075317383, 3.74275279045105, 4.392287254333496]",32,[7.100930690765381],[7.410212516784668],-2.1344764,-5.7840242,correct,True,-6.403429,-5.7840242,incorrect,False,-3.0547101,-5.7840242,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",30,5.3686767,8,"[9.225713729858398, 9.922618865966797, 16.876659393310547]","[2.086483955383301, 5.579160690307617, 6.107248306274414]",15,[7.898514270782471],[5.242530822753906],-1.6468679,-4.8301787,correct,True,-4.9406037,-4.8301787,incorrect,False,-3.5029793,-4.8301787,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",31,4.34913,6,"[13.119759559631348, 20.433326721191406, 22.551191329956055]",,1,[13.645120620727539],,-0.95115227,-2.3208172,correct,True,-2.8534567,-2.3208172,incorrect,False,-2.8461783,-2.3208172,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,9.61454,39635,"[-1.2027415037155151, 1.9295796155929565, 1.5594477653503418]","[5.579538822174072, 2.3692662715911865, 1.6934219598770142]",29055,[-0.4893733561038971],[1.1794826984405518],-10.790349,-11.812793,correct,True,-32.371048,-11.812793,incorrect,False,-12.526161,-11.812793,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,9.720638,25210,"[-0.20051757991313934, 2.2096197605133057, 1.8984322547912598]","[-2.4481165409088135, 0.49727606773376465, 2.9749538898468018]",26300,[-0.2612559199333191],[1.1964759826660156],-10.359973,-11.616949,correct,True,-31.079918,-11.616949,incorrect,False,-11.5562105,-11.616949,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,9.729459,32919,"[-0.6906265616416931, 1.989020824432373, 2.8586881160736084]","[5.028867244720459, 4.21917200088501, 1.516425609588623]",20208,[0.037241317331790924],[-0.1278078556060791],-10.307058,-11.281428,correct,True,-30.921175,-11.281428,incorrect,False,-12.009296,-11.281428,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,9.719602,9733,"[0.5178925395011902, 2.869694709777832, 3.2135183811187744]","[0.8076024651527405, 5.34632682800293, 5.457592487335205]",16486,[0.01687164604663849],[0.909073531627655],-9.596691,-11.115796,correct,True,-28.790073,-11.115796,incorrect,False,-10.614776,-11.115796,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,9.686171,9967,"[0.6756228804588318, 3.979081630706787, 4.955812454223633]","[2.075732707977295, -0.07780297100543976, 5.606917858123779]",15409,[0.27262037992477417],[-1.9411790370941162],-8.471977,-11.055215,correct,True,-25.415932,-11.055215,incorrect,False,-10.652212,-11.055215,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,9.628908,3173,"[1.1704782247543335, 3.49904727935791, 6.037099838256836]","[-0.08100466430187225, -0.8106591105461121, 4.127804756164551]",16567,[-0.2830260396003723],[-1.383371353149414],-7.8741837,-11.226124,correct,True,-23.622551,-11.226124,incorrect,False,-9.772619,-11.226124,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,9.831066,5998,"[1.0233089923858643, 3.2412281036376953, 6.645327568054199]","[3.1509101390838623, 0.06492775678634644, 2.724182605743408]",28264,[-0.6883324980735779],[-1.3180800676345825],-7.8003883,-11.904524,correct,True,-23.401165,-11.904524,incorrect,False,-10.192883,-11.904524,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,9.715075,1044,"[2.091118335723877, 2.9498026371002197, 6.669544696807861]","[2.103067636489868, 5.622859001159668, 3.8514974117279053]",30113,[-1.1236218214035034],[-0.9273312091827393],-7.3135395,-12.1868,correct,True,-21.940619,-12.1868,incorrect,False,-8.972059,-12.1868,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,8.936482,369,"[2.755727529525757, 4.329494476318359, 7.166959285736084]","[-0.8911572098731995, 3.0452349185943604, 5.560688018798828]",24622,[-1.400242805480957],[-0.11454068124294281],-6.338512,-12.266343,correct,True,-19.015535,-12.266343,incorrect,False,-8.110373,-12.266343,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,8.665539,801,"[2.1039328575134277, 4.835665702819824, 8.020855903625488]","[1.902155876159668, 0.1796168088912964, 8.496648788452148]",23652,[-1.262062907218933],[-1.1920042037963867],-6.1519036,-12.197872,correct,True,-18.455711,-12.197872,incorrect,False,-8.831876,-12.197872,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,8.485488,447,"[2.463284969329834, 4.323441982269287, 9.345608711242676]","[1.5622678995132446, 0.4786858558654785, 3.61548113822937]",20728,[-1.4893624782562256],[0.3594621419906616],-5.814299,-12.192528,correct,True,-17.442898,-12.192528,incorrect,False,-8.23988,-12.192528,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,7.6350694,269,"[3.002941846847534, 4.505366802215576, 10.072986602783203]","[0.24051854014396667, 1.2766108512878418, 4.064725399017334]",17461,[-1.3856629133224487],[-0.3429311215877533],-5.4765067,-12.29865,correct,True,-16.42952,-12.29865,incorrect,False,-7.9100447,-12.29865,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",12,6.747981,416,"[2.836561679840088, 4.515901565551758, 10.475908279418945]","[3.774254322052002, 0.03843820095062256, 2.574939012527466]",15457,[-1.368147611618042],[2.4446520805358887],-5.5713954,-12.578112,correct,True,-16.714186,-12.578112,incorrect,False,-8.373403,-12.578112,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",13,7.702199,155,"[3.5889644622802734, 4.031175136566162, 10.404138565063477]","[3.3335816860198975, 3.660083293914795, 3.07068133354187]",8981,[-0.4798726439476013],[0.8818532228469849],-5.2959943,-11.40448,correct,True,-15.887983,-11.40448,incorrect,False,-7.335643,-11.40448,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",14,7.0034456,118,"[4.159669876098633, 4.430895805358887, 10.621344566345215]","[1.578788161277771, -1.1120617389678955, 2.0363540649414062]",6942,[-0.2634265720844269],[0.682134211063385],-4.996619,-11.440628,correct,True,-14.989858,-11.440628,incorrect,False,-7.017532,-11.440628,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",15,5.404081,164,"[3.9713082313537598, 3.5254769325256348, 9.984482765197754]","[2.8233001232147217, 0.8374249935150146, 0.4280131459236145]",5788,[-0.06719165295362473],[-1.674511194229126],-5.5223904,-11.678059,correct,True,-16.567171,-11.678059,incorrect,False,-7.639559,-11.678059,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",16,6.412316,162,"[4.032350063323975, 3.208794116973877, 9.153741836547852]","[6.503911972045898, 4.5545549392700195, 2.132389783859253]",7178,[-0.4187956750392914],[6.230340957641602],-5.5712566,-11.754015,correct,True,-16.71377,-11.754015,incorrect,False,-7.302869,-11.754015,correct,True
