task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,8.513318,8679,"[0.7852064967155457, 8.202435493469238, 2.8285889625549316]","[1.7111597061157227, 2.528860092163086, 2.660601854324341]",29332,[-1.3085311651229858],[1.9237046241760254],-8.587837,-13.082654,correct,True,-25.763512,-13.082654,incorrect,False,-10.988916,-13.082654,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,7.7209287,5988,"[1.1806000471115112, 7.552649974822998, 3.9931483268737793]","[2.3612847328186035, 5.461653709411621, 6.747097015380859]",20754,[-0.5815623998641968],[-0.9338942170143127],-8.28492,-12.5410795,correct,True,-24.85476,-12.5410795,incorrect,False,-10.778917,-12.5410795,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,7.1704326,2822,"[1.627684473991394, 7.7460455894470215, 7.92127799987793]","[0.5802093148231506, 6.266504287719727, 6.577311992645264]",18730,[-0.7215156555175781],[-0.976371705532074],-6.630081,-12.467739,correct,True,-19.890244,-12.467739,incorrect,False,-10.11854,-12.467739,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,5.211255,2729,"[1.73892343044281, 9.498332977294922, 10.614202499389648]","[1.5173604488372803, 8.58329963684082, 5.809192657470703]",19378,[-0.9736291170120239],[3.6638901233673096],-5.3704505,-13.450271,correct,True,-16.111351,-13.450271,incorrect,False,-10.737719,-13.450271,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,6.2653456,2405,"[2.077805757522583, 11.380351066589355, 12.104601860046387]","[0.642223060131073, 3.105928421020508, 2.242804527282715]",10425,[0.32892298698425293],[-0.814390242099762],-4.2382264,-11.951297,correct,True,-12.71468,-11.951297,incorrect,False,-10.2024145,-11.951297,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,5.9485497,2579,"[1.9982845783233643, 11.791271209716797, 11.658045768737793]","[-1.6274592876434326, -1.512193202972412, 3.91767954826355]",12501,[0.014758610166609287],[-0.9249396324157715],-4.1949725,-12.4189625,correct,True,-12.584917,-12.4189625,incorrect,False,-10.435437,-12.4189625,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,4.8403587,6580,"[1.1736445426940918, 11.142111778259277, 12.085952758789062]","[3.8632309436798096, 1.3332533836364746, 3.6741862297058105]",17296,[-0.2959018349647522],[1.0873347520828247],-4.571767,-13.208313,correct,True,-13.715301,-13.208313,incorrect,False,-11.738767,-13.208313,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,5.4643826,1856,"[2.466515064239502, 10.595093727111816, 12.351510047912598]","[3.049961805343628, 0.6853299140930176, 2.3931796550750732]",12499,[0.21528208255767822],[-2.016310691833496],-4.1719446,-12.487799,correct,True,-12.515834,-12.487799,incorrect,False,-10.236567,-12.487799,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,3.495453,447,"[3.7092690467834473, 10.71138858795166, 12.314029693603516]","[2.027404546737671, -6.081326484680176, -2.8552041053771973]",14888,[-0.5281797647476196],[-1.1962281465530396],-4.009518,-14.045837,correct,True,-12.028555,-14.045837,correct,True,-9.808388,-14.045837,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,4.90804,237,"[4.360354900360107, 8.960275650024414, 11.47715950012207]","[0.05117739737033844, -2.73995041847229, -1.4219070672988892]",17658,[-0.9248193502426147],[1.951006293296814],-4.2098804,-13.672631,correct,True,-12.629642,-13.672631,correct,True,-8.387458,-13.672631,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,4.207699,305,"[4.0725789070129395, 8.225650787353516, 11.062905311584473]","[1.1623915433883667, -1.1132714748382568, 2.323072671890259]",6672,[-0.004547120071947575],[-1.2017979621887207],-4.7698636,-13.045884,correct,True,-14.30959,-13.045884,incorrect,False,-8.968759,-13.045884,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,4.1167736,245,"[4.1569342613220215, 6.980362415313721, 11.46728515625]","[-1.0985515117645264, 7.257702350616455, 4.2339582443237305]",8041,[-0.3760623037815094],[-1.8564122915267944],-4.902437,-13.236868,correct,True,-14.707312,-13.236868,incorrect,False,-8.703872,-13.236868,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",12,4.0874844,396,"[3.313519239425659, 8.361395835876465, 12.02258014678955]","[3.6030540466308594, 1.4268227815628052, 4.210970878601074]",10497,[-0.9097747802734375],[5.661927700042725],-4.664642,-13.668943,correct,True,-13.993925,-13.668943,incorrect,False,-9.445648,-13.668943,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",13,2.9874492,256,"[4.0000786781311035, 7.708950519561768, 12.4193754196167]","[5.226466178894043, 4.034776210784912, 7.2328925132751465]",2192,[1.0849827527999878],[4.0720391273498535],-4.55093,-12.313122,correct,True,-13.65279,-12.313122,incorrect,False,-9.398026,-12.313122,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",14,2.2661245,137,"[4.995749473571777, 7.86069393157959, 13.657114028930664]","[8.166828155517578, 1.5441417694091797, 4.1458563804626465]",923,[2.27056622505188],[11.865111351013184],-4.187171,-11.744594,correct,True,-12.561513,-11.744594,incorrect,False,-9.01941,-11.744594,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",15,3.2708104,36,"[6.631311893463135, 7.83960485458374, 13.977981567382812]","[11.35156536102295, 5.051653861999512, 3.393608570098877]",89,[5.31341028213501],[1.0612226724624634],-3.305104,-7.7151933,correct,True,-9.915312,-7.7151933,incorrect,False,-6.3972917,-7.7151933,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",16,3.964659,11,"[8.136404991149902, 8.100769996643066, 13.653861045837402]","[7.462246417999268, 3.8808677196502686, 6.10850715637207]",113,[4.763117790222168],[21.836332321166992],-2.4953427,-7.8150377,correct,True,-7.486028,-7.8150377,correct,True,-4.4417505,-7.8150377,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",17,4.0735865,9,"[8.767006874084473, 8.425321578979492, 14.304776191711426]","[7.6247453689575195, -1.4527379274368286, 1.5820127725601196]",11,[8.577593803405762],[0.392941951751709],-2.3870685,-4.2123785,correct,True,-7.161206,-4.2123785,incorrect,False,-4.0229654,-4.2123785,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",18,4.543507,5,"[9.07815170288086, 7.3589019775390625, 13.563166618347168]","[4.536319732666016, 3.684784173965454, 1.9303712844848633]",18,[7.434142589569092],[2.111243963241577],-2.5376287,-4.9746256,correct,True,-7.612886,-4.9746256,incorrect,False,-3.3306165,-4.9746256,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",19,4.600472,6,"[8.740018844604492, 7.14153528213501, 12.203654289245605]","[9.461370468139648, 1.6088792085647583, -2.46950364112854]",26,[6.882970333099365],[-3.1054491996765137],-2.751529,-5.4679213,correct,True,-8.254587,-5.4679213,incorrect,False,-3.6108727,-5.4679213,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",20,4.2133365,4,"[9.567233085632324, 7.337507724761963, 11.649401664733887]","[0.1891380101442337, 4.3786420822143555, 1.0453039407730103]",46,[6.263355255126953],[3.277916431427002],-2.6918755,-6.2743397,correct,True,-8.075626,-6.2743397,incorrect,False,-2.9704616,-6.2743397,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",21,4.487239,4,"[9.26778793334961, 7.922793388366699, 11.63325309753418]","[7.079416275024414, 9.407740592956543, 5.871129035949707]",41,[6.493982791900635],[-2.2841103076934814],-2.294981,-5.9936714,correct,True,-6.884943,-5.9936714,incorrect,False,-3.2198665,-5.9936714,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",22,5.126547,2,"[10.105661392211914, 11.350579261779785, 13.195829391479492]","[1.4642728567123413, 2.541546106338501, 5.717986106872559]",55,[6.111478328704834],[4.984103202819824],-1.0539708,-6.2672606,correct,True,-3.1619124,-6.2672606,correct,True,-2.2730775,-6.2672606,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",23,4.394151,1,"[14.255640029907227, 22.416027069091797, 22.489459991455078]",,4,[12.852407455444336],,-0.5430326,-3.0291579,correct,True,-1.6290978,-3.0291579,correct,True,-1.6259253,-3.0291579,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",0,8.569863,420,"[3.6628990173339844, 7.464710712432861]","[-0.7366636395454407, -1.9299306869506836]",15591,"[0.056115247309207916, 10.55607795715332, 8.575528144836426]","[-2.450416088104248, 4.6236042976379395, 4.950965404510498]",-6.9611034,-6.006449,incorrect,False,-13.922207,-18.019348,correct,True,-8.175016,-11.781801,correct,True
