task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,0,0.49139607,25409,"[-1.2788209915161133, 13.278377532958984]","[2.8068158626556396, 2.369925022125244]",12093,[2.5263593196868896],[2.361873149871826],-26.15152,-28.06362,correct,True,-52.30304,-28.06362,incorrect,False,-31.868797,-28.06362,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,1,1.4879407,23936,"[-0.3363356590270996, 10.812589645385742]","[3.5671486854553223, 0.3506007194519043]",12324,[2.461970806121826],[-0.0024562478065490723],-20.00901,-21.750893,correct,True,-40.01802,-21.750893,incorrect,False,-24.549202,-21.750893,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,2,2.1888337,15155,"[0.9162817001342773, 8.252396583557129]","[-2.6239261627197266, 11.381879806518555]",11980,[1.623138666152954],[-2.2631804943084717],-15.002298,-17.524633,correct,True,-30.004597,-17.524633,incorrect,False,-18.231487,-17.524633,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,3,4.0959606,16683,"[-0.504367470741272, 9.095321655273438]","[2.8463587760925293, 0.9649820327758789]",14143,[0.01939493417739868],[7.5390167236328125],-13.889353,-15.280255,correct,True,-27.778706,-15.280255,incorrect,False,-15.804018,-15.280255,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,4,6.8723927,9250,"[0.7399430871009827, 6.83945369720459]","[3.957963466644287, 17.659217834472656]",2788,[2.8227574825286865],[5.883162021636963],-10.76186,-10.262522,incorrect,False,-21.52372,-10.262522,incorrect,False,-12.345335,-10.262522,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,5,2.7346327,4901,"[1.6114383935928345, 9.549185752868652]","[-0.4316248893737793, -3.880901336669922]",1362,[3.651423454284668],[-1.8784955739974976],-10.1349325,-10.832902,correct,True,-20.269865,-10.832902,incorrect,False,-12.872884,-10.832902,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,6,3.6479328,3962,"[1.013709545135498, 8.78685474395752]","[4.595792770385742, 6.593914985656738]",3468,[1.2689645290374756],[2.3413920402526855],-10.004503,-12.231403,correct,True,-20.009007,-12.231403,incorrect,False,-12.486658,-12.231403,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,7,3.6705213,2846,"[1.9072060585021973, 8.581198692321777]","[12.15414810180664, 6.17510461807251]",3626,[1.5039405822753906],[26.2620849609375],-9.299804,-12.231655,correct,True,-18.599607,-12.231655,incorrect,False,-11.828392,-12.231655,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,8,3.3734303,213,"[4.570508003234863, 8.43879508972168]","[-6.596903324127197, 15.085177421569824]",26,[7.809518814086914],[10.497100830078125],-6.914729,-5.698227,incorrect,False,-13.829458,-5.698227,incorrect,False,-8.937238,-5.698227,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,9,2.8288138,175,"[1.690702199935913, 10.109338760375977]","[-4.139605522155762, 11.693950653076172]",2,[8.650140762329102],[-9.997469902038574],-4.6438956,-2.1821198,incorrect,False,-9.287791,-2.1821198,incorrect,False,-9.141559,-2.1821198,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,10,2.6881623,55,"[0.6678464412689209, 10.932262420654297]","[2.4862942695617676, -32.577144622802734]",4,[5.688192844390869],[-4.305659294128418],-3.8544693,-2.6761575,incorrect,False,-7.7089386,-2.6761575,incorrect,False,-7.6965036,-2.6761575,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,11,5.5141444,30,"[1.2843430042266846, 3.7240262031555176]",,14,[2.2859840393066406],,-2.6581788,-4.2563233,correct,True,-5.3163576,-4.2563233,incorrect,False,-5.257964,-4.2563233,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,0,0.2885083,44626,"[-7.81470251083374, 4.504333019256592]","[4.481999397277832, 0.24147945642471313]",20036,"[0.6279600262641907, 6.629080772399902, 31.802566528320312, 13.337055206298828]","[-0.6827327013015747, -1.285995364189148, 11.451896667480469, 6.471312999725342]",-27.024342,-18.104034,incorrect,False,-54.048683,-72.41614,correct,True,-39.811485,-31.368826,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,1,1.6266825,43185,"[-5.1693949699401855, 3.9727282524108887]","[-0.9752797484397888, -3.905714511871338]",23769,"[0.3377072215080261, 5.29368782043457, 29.231836318969727, 12.204483032226562]","[3.9368221759796143, -4.06475305557251, 1.5428742170333862, 6.123882293701172]",-21.757635,-14.956661,incorrect,False,-43.51527,-59.826645,correct,True,-31.09674,-25.589638,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,2,2.0224462,41641,"[-3.833446502685547, 2.097541332244873]","[-1.101176381111145, 10.512840270996094]",15680,"[1.6685007810592651, 3.343942403793335, 21.168804168701172, 10.582304954528809]","[-0.1017644926905632, -1.4093363285064697, 0.34371745586395264, 17.116535186767578]",-17.875,-10.392761,incorrect,False,-35.75,-41.571045,correct,True,-24.960423,-19.458479,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,3,4.088255,34908,"[-2.9038004875183105, 3.556098699569702]","[-1.12567937374115, -3.8473052978515625]",14957,"[1.0167251825332642, 2.6509735584259033, 17.17060661315918, 12.328049659729004]","[-4.4741716384887695, -3.679311752319336, 0.18064364790916443, 5.8481316566467285]",-13.95515,-9.366136,incorrect,False,-27.9103,-37.464542,correct,True,-19.346474,-15.425946,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,4,6.2921276,27895,"[-2.3233530521392822, 2.0787737369537354]","[-6.664135932922363, 0.3131576478481293]",21360,"[-1.0116991996765137, 1.3211090564727783, 12.830621719360352, 10.95510196685791]","[-0.395626038312912, 3.8898496627807617, -4.56954288482666, -2.6060476303100586]",-12.307732,-7.621743,incorrect,False,-24.615463,-30.486973,correct,True,-16.482927,-15.171272,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,5,1.6521695,26345,"[-3.6257143020629883, 1.883725881576538]","[4.990447521209717, -3.8420565128326416]",14741,"[-0.8620781302452087, 1.8514350652694702, 10.041678428649902, 8.760208129882812]","[3.2030203342437744, -4.347137928009033, -7.121712684631348, -8.628533363342285]",-13.1742325,-7.868074,incorrect,False,-26.348465,-31.472296,correct,True,-18.937,-16.17336,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,6,2.2789137,20628,"[-3.986738681793213, 1.401368498802185]","[-0.2540513277053833, -9.136316299438477]",4866,"[0.46247968077659607, 1.3295845985412598, 9.140519142150879, 8.802337646484375]","[6.119872570037842, -5.645942211151123, 3.4512619972229004, -0.5732704997062683]",-12.479496,-6.8839135,incorrect,False,-24.958992,-27.535654,correct,True,-17.721594,-13.272374,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,7,1.5226115,18370,"[-3.113614559173584, 0.9140929579734802]","[-2.7048556804656982, -3.185757875442505]",2409,"[1.940609097480774, 0.7624509930610657, 8.829584121704102, 8.249281883239746]","[4.455934047698975, -8.547186851501465, -1.6090869903564453, 5.857182025909424]",-12.540066,-6.139818,incorrect,False,-25.080132,-24.559273,incorrect,False,-17.703114,-12.648896,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,8,1.615159,9493,"[-3.1432547569274902, 0.7026517391204834]","[-9.912638664245605, 2.1619656085968018]",633,"[2.657111406326294, 0.02134985662996769, 8.171541213989258, 8.340227127075195]","[1.173600196838379, 8.17673110961914, -5.9839324951171875, -20.489999771118164]",-12.366295,-5.720083,incorrect,False,-24.73259,-22.880333,incorrect,False,-18.005804,-12.205439,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,9,1.1373802,6153,"[-5.219572067260742, 0.9538426995277405]","[-23.77069854736328, 3.297415256500244]",91,"[2.303011417388916, 2.1452460289001465, 6.312633037567139, 4.60987663269043]","[-12.338479042053223, 3.368060350418091, -14.762499809265137, -9.17132568359375]",-10.861219,-4.996527,incorrect,False,-21.722439,-19.986109,incorrect,False,-16.854118,-9.331532,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,10,1.3850446,4478,"[-8.808608055114746, 1.3482112884521484]","[5.390800952911377, 7.403798580169678]",87,"[-0.019568881019949913, 2.561326026916504, 4.778384685516357, 3.4288861751556396]","[2.1714460849761963, -3.5074470043182373, -18.312917709350586, -10.4478759765625]",-10.974026,-4.161274,incorrect,False,-21.948051,-16.645096,incorrect,False,-18.028831,-9.239789,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,11,5.5068064,1783,"[-3.403735637664795, 2.690621852874756]",,54,"[0.8625373244285583, 1.9135032892227173, -0.06490126997232437, -5.006344795227051]",,-5.7802343,-2.6559093,incorrect,False,-11.560469,-10.623637,incorrect,False,-10.351526,-6.0852547,incorrect,False
