task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,7.418861,9762,[2.1313533782958984],[1.0006808042526245],28004,"[-0.16404247283935547, 7.87900447845459]","[-1.8047361373901367, 0.21682333946228027]",-11.825516,-10.287183,incorrect,False,-11.825516,-20.574366,correct,True,-11.825516,-14.120912,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,7.9978075,4858,[2.432105779647827],[0.9833226203918457],26893,"[-0.7540974617004395, 8.015419960021973]","[1.490423321723938, 1.1278878450393677]",-10.598917,-10.023323,incorrect,False,-10.598917,-20.046646,correct,True,-10.598917,-13.785122,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,8.33686,2639,[2.6287503242492676],[-0.2747472822666168],17224,"[-0.03322407603263855, 7.813321113586426]","[-0.6499776840209961, 6.332643508911133]",-9.716888,-9.167793,incorrect,False,-9.716888,-18.335587,correct,True,-9.716888,-12.378863,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,7.9665985,3730,[2.728400230407715],[-1.2808446884155273],23128,"[-0.09733611345291138, 10.04649543762207]","[-2.750690221786499, -0.4760110378265381]",-10.221281,-8.399242,incorrect,False,-10.221281,-16.798485,correct,True,-10.221281,-13.047016,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,7.6663423,3122,[2.2102508544921875],[8.20792293548584],25024,"[-0.9037126898765564, 9.66682243347168]","[4.534339427947998, 5.604614734649658]",-10.057726,-8.715353,incorrect,False,-10.057726,-17.430706,correct,True,-10.057726,-13.171686,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,8.035533,12,[6.022661209106445],[6.95638370513916],1496,"[1.7130088806152344, 10.641682624816895]","[3.8784167766571045, 7.1958794593811035]",-4.9654045,-6.1896987,correct,True,-4.9654045,-12.379397,correct,True,-4.9654045,-9.275059,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,7.674014,2,[7.540558338165283],[2.0481531620025635],405,"[2.955695390701294, 11.892572402954102]","[2.157386302947998, -0.8102266788482666]",-3.505199,-4.8970394,correct,True,-3.505199,-9.794079,correct,True,-3.505199,-8.090067,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,6.073266,7,[7.161453723907471],[14.767440795898438],324,"[3.3230719566345215, 11.27895736694336]","[10.62148380279541, 3.224412679672241]",-4.2485504,-4.8768907,correct,True,-4.2485504,-9.753781,correct,True,-4.2485504,-8.086971,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,4.667959,1,[11.114547729492188],[-1.2125341892242432],26,"[6.5095367431640625, 12.439141273498535]","[-1.660961389541626, -4.758807182312012]",-1.0990471,-3.2693722,correct,True,-1.0990471,-6.5387444,correct,True,-1.0990471,-5.704073,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,5.8412843,1,[9.633554458618164],[1.5589474439620972],51,"[5.451098918914795, 10.608640670776367]","[-2.840754985809326, 2.620936393737793]",-1.9467783,-4.066402,correct,True,-1.9467783,-8.132804,correct,True,-1.9467783,-6.1292477,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,5.7634773,1,[9.848082542419434],[-1.8535711765289307],139,"[4.710205554962158, 11.991003036499023]","[2.546567440032959, 5.679901599884033]",-1.9315627,-4.409665,correct,True,-1.9315627,-8.81933,correct,True,-1.9315627,-7.069436,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,5.542917,3,[9.688604354858398],[6.0988616943359375],88,"[5.9526214599609375, 15.809446334838867]","[7.862905502319336, 9.30306339263916]",-2.7890599,-3.3880208,correct,True,-2.7890599,-6.7760415,correct,True,-2.7890599,-6.525049,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,5.2436104,1,[14.134468078613281],,9,"[11.863693237304688, 22.05059051513672]",,-2.044024,-2.2595997,correct,True,-2.044024,-4.5191994,correct,True,-2.044024,-4.3147907,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,0,7.447014,22667,"[0.6886001825332642, 9.993443489074707]","[2.440912961959839, -0.43328291177749634]",37918,[-1.290853500366211],[3.5255789756774902],-10.571701,-15.806655,correct,True,-21.143402,-15.806655,incorrect,False,-13.827201,-15.806655,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,1,7.257655,11501,"[2.6626601219177246, 8.771217346191406]","[0.3783843219280243, 9.687301635742188]",23981,[0.9333564043045044],[-1.0712286233901978],-10.132739,-14.226126,correct,True,-20.265478,-14.226126,incorrect,False,-12.496822,-14.226126,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,2,6.5384865,12590,"[2.5138092041015625, 10.702432632446289]","[-1.7278224229812622, 2.8674373626708984]",29107,[0.34937533736228943],[2.5644826889038086],-8.958418,-15.160945,correct,True,-17.916836,-15.160945,incorrect,False,-12.996511,-15.160945,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,3,6.6947055,19420,"[1.6328330039978027, 10.354866027832031]","[-0.5548536777496338, 6.728475570678711]",20173,[1.5363996028900146],[1.651405930519104],-9.569636,-14.169858,correct,True,-19.139273,-14.169858,incorrect,False,-14.073425,-14.169858,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,4,6.005453,18888,"[1.4346771240234375, 11.83601188659668]","[-0.45393067598342896, -0.6876074075698853]",12067,[2.443084239959717],[1.6095150709152222],-8.947005,-13.188846,correct,True,-17.89401,-13.188846,incorrect,False,-14.197253,-13.188846,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,5,7.3043294,14012,"[1.3457412719726562, 11.3544282913208]","[3.9563305377960205, -1.1169921159744263]",3956,[3.528441905975342],[5.879782676696777],-8.530006,-10.714849,correct,True,-17.060013,-10.714849,incorrect,False,-12.897551,-10.714849,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,6,6.4947495,7729,"[3.2596797943115234, 11.05344009399414]","[-6.30075740814209, 0.8103326559066772]",1103,[6.0427656173706055],[-1.1730456352233887],-7.760501,-9.307911,correct,True,-15.521002,-9.307911,incorrect,False,-12.090996,-9.307911,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,6.526591,26650,"[0.3956865668296814, 11.309290885925293]","[5.003973960876465, 2.133607864379883]",1602,[5.502025604248047],[-4.14092493057251],-9.043368,-9.80061,correct,True,-18.086737,-9.80061,incorrect,False,-14.906949,-9.80061,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,6.6947517,7293,"[2.7663421630859375, 11.832418441772461]","[0.34826165437698364, 2.625523328781128]",3594,[3.801558017730713],[-0.43281078338623047],-7.1044755,-10.64914,correct,True,-14.208951,-10.64914,incorrect,False,-11.684358,-10.64914,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,9,6.749976,7908,"[3.0783298015594482, 12.760172843933105]","[-3.146378993988037, 0.6334764957427979]",5226,[3.74570369720459],[-0.20378315448760986],-6.5474634,-11.283964,correct,True,-13.094927,-11.283964,incorrect,False,-11.951338,-11.283964,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,10,7.406522,15260,"[1.6309279203414917, 12.732749938964844]","[1.6767851114273071, -4.1064453125]",5215,[3.436997413635254],[0.45707499980926514],-7.1218414,-11.026664,correct,True,-14.243683,-11.026664,incorrect,False,-12.832733,-11.026664,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,11,7.583614,7885,"[2.4812796115875244, 11.428478240966797]","[-0.3000674843788147, 7.1827569007873535]",2920,[3.8050849437713623],[2.1721138954162598],-7.0012956,-10.15473,correct,True,-14.002591,-10.15473,incorrect,False,-11.478536,-10.15473,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,12,7.8856187,6023,"[2.3907408714294434, 13.493310928344727]","[-0.5839985013008118, -0.4132798910140991]",887,[4.593690395355225],[4.758912086486816],-6.0378175,-8.734627,correct,True,-12.075635,-8.734627,incorrect,False,-10.937576,-8.734627,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,13,8.274232,5566,"[2.0645956993103027, 12.602706909179688]","[1.3752529621124268, 3.100748062133789]",90,[5.894021987915039],[-1.5687463283538818],-6.07723,-6.798025,correct,True,-12.15446,-6.798025,incorrect,False,-10.627451,-6.798025,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,14,7.922967,4607,"[2.6927177906036377, 13.714290618896484]","[0.3950682282447815, 2.215766429901123]",179,[5.666965484619141],[-4.666893482208252],-5.599629,-7.488859,correct,True,-11.199258,-7.488859,incorrect,False,-10.463107,-7.488859,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,15,7.94104,2200,"[2.7221598625183105, 14.04240608215332]","[-1.594810128211975, 1.0947552919387817]",660,[3.7554030418395996],[3.9505691528320312],-5.1269703,-8.60532,correct,True,-10.253941,-8.60532,incorrect,False,-9.638563,-8.60532,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,16,8.538327,1923,"[1.5300078392028809, 13.162765502929688]","[0.3058485984802246, 3.5597829818725586]",28,[5.028109073638916],[2.3268728256225586],-5.1522803,-5.911738,correct,True,-10.304561,-5.911738,incorrect,False,-9.40984,-5.911738,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,17,8.522531,1674,"[1.3677077293395996, 12.095174789428711]","[0.6775907278060913, 3.0359811782836914]",17,[4.869900226593018],[3.9188289642333984],-5.1034,-5.7557726,correct,True,-10.2068,-5.7557726,incorrect,False,-9.257965,-5.7557726,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,18,7.5564814,1272,"[1.4295141696929932, 12.360780715942383]","[6.755077362060547, 0.8629344701766968]",16,[5.4016900062561035],[8.129528999328613],-4.940669,-5.236127,correct,True,-9.881338,-5.236127,incorrect,False,-9.2083025,-5.236127,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,19,7.306182,237,"[3.312107563018799, 12.981294631958008]","[4.245273590087891, 4.723104953765869]",4,[7.109345436096191],[2.5922510623931885],-3.9834366,-3.8220725,incorrect,False,-7.966873,-3.8220725,incorrect,False,-7.6193104,-3.8220725,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,20,7.57554,135,"[3.874002456665039, 13.346988677978516]","[1.8438514471054077, 4.4092864990234375]",3,[6.892792701721191],[0.7704472541809082],-3.5719335,-3.8925843,correct,True,-7.143867,-3.8925843,incorrect,False,-6.9113746,-3.8925843,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,21,7.3256283,140,"[4.070677757263184, 15.711252212524414]","[2.608487367630005, -0.45234644412994385]",7,[6.658088684082031],[6.055551528930664],-3.4621055,-4.296446,correct,True,-6.924211,-4.296446,incorrect,False,-6.8838573,-4.296446,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,22,6.6595793,96,"[5.132011413574219, 16.57802391052246]","[7.1699628829956055, 7.116205215454102]",2,[8.811006546020508],[4.508502006530762],-3.3201447,-2.9265428,incorrect,False,-6.6402893,-2.9265428,incorrect,False,-6.605538,-2.9265428,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,23,5.900048,9,"[11.419496536254883, 23.649194717407227]",,2,[13.001724243164062],,-2.3431928,-3.0324645,correct,True,-4.6863856,-3.0324645,incorrect,False,-4.6146927,-3.0324645,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,0,7.427398,39023,[-1.4673576354980469],[3.5643930435180664],13701,[1.8673231601715088],[1.0250107049942017],-15.98783,-12.65315,incorrect,False,-15.98783,-12.65315,incorrect,False,-15.98783,-12.65315,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,1,7.223388,25493,[0.7919613718986511],[-0.5874065160751343],10554,[2.8722715377807617],[-2.4838757514953613],-14.429916,-12.3496065,incorrect,False,-14.429916,-12.3496065,incorrect,False,-14.429916,-12.3496065,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,2,6.654102,28930,[0.4404853284358978],[2.2693793773651123],21747,[1.3187475204467773],[1.5524132251739502],-15.117548,-14.2392845,incorrect,False,-15.117548,-14.2392845,incorrect,False,-15.117548,-14.2392845,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,3,6.6774507,20272,[1.5102906227111816],[1.609609842300415],17021,[1.9523046016693115],[-0.7136769890785217],-14.189064,-13.747049,incorrect,False,-14.189064,-13.747049,incorrect,False,-14.189064,-13.747049,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,4,6.3038106,11878,[2.3663742542266846],[1.7567248344421387],17267,[1.5479991436004639],[-0.05976533889770508],-13.032169,-13.850544,correct,True,-13.032169,-13.850544,correct,True,-13.032169,-13.850544,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,5,7.0700617,4196,[3.549161195755005],[5.254650115966797],13310,[1.5705820322036743],[3.448394775390625],-10.874622,-12.853201,correct,True,-10.874622,-12.853201,correct,True,-10.874622,-12.853201,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,6,5.238922,1400,[5.741167068481445],[-0.9297475814819336],8437,[3.102701187133789],[-1.7181525230407715],-9.861218,-12.499684,correct,True,-9.861218,-12.499684,correct,True,-9.861218,-12.499684,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,7,5.1325617,1808,[5.3594536781311035],[-4.125107765197754],12375,[2.3236474990844727],[-2.0633962154388428],-10.27228,-13.308085,correct,True,-10.27228,-13.308085,correct,True,-10.27228,-13.308085,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,8,4.9098825,4405,[3.6646690368652344],[0.05729091167449951],15812,[1.4677058458328247],[0.33844223618507385],-11.42785,-13.624813,correct,True,-11.42785,-13.624813,correct,True,-11.42785,-13.624813,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,9,4.4067826,5639,[3.782561779022217],[0.3254590928554535],17806,[1.6442872285842896],[-0.37148088216781616],-12.048201,-14.186476,correct,True,-12.048201,-14.186476,correct,True,-12.048201,-14.186476,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,10,7.1709375,4324,[3.7753615379333496],[-0.6692491769790649],17228,[1.426504373550415],[1.8715150356292725],-10.849541,-13.198398,correct,True,-10.849541,-13.198398,correct,True,-10.849541,-13.198398,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,11,7.704776,2740,[3.696594715118408],[1.4855945110321045],8204,[2.2349774837493896],[0.38213980197906494],-10.017582,-11.479198,correct,True,-10.017582,-11.479198,correct,True,-10.017582,-11.479198,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,12,8.116103,890,[4.279805660247803],[5.502785682678223],4792,[2.378019332885742],[-0.18092675507068634],-8.655453,-10.557239,correct,True,-8.655453,-10.557239,correct,True,-8.655453,-10.557239,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,13,8.390068,69,[5.893271446228027],[-1.9607974290847778],4397,[2.157698631286621],[0.6380947232246399],-6.5580425,-10.293615,correct,True,-6.5580425,-10.293615,correct,True,-6.5580425,-10.293615,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,14,8.267376,135,[5.590127944946289],[-2.729727029800415],4086,[2.5035598278045654],[1.573989748954773],-7.1481256,-10.234694,correct,True,-7.1481256,-10.234694,correct,True,-7.1481256,-10.234694,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,15,8.276665,330,[4.313083648681641],[5.441826820373535],1915,[2.8527421951293945],[6.265824317932129],-7.9870687,-9.447411,correct,True,-7.9870687,-9.447411,correct,True,-7.9870687,-9.447411,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,16,8.311332,7,[6.190338134765625],[5.271976947784424],21,[5.385098457336426],[4.731366157531738],-4.8074803,-5.61272,correct,True,-4.8074803,-5.61272,correct,True,-4.8074803,-5.61272,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,17,7.890316,3,[6.938644886016846],[5.131719589233398],9,[6.082167625427246],[3.3727121353149414],-3.8974648,-4.753942,correct,True,-3.8974648,-4.753942,correct,True,-3.8974648,-4.753942,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,18,6.692042,3,[7.538149356842041],[13.750545501708984],12,[6.2537126541137695],[9.758010864257812],-3.5327554,-4.817192,correct,True,-3.5327554,-4.817192,correct,True,-3.5327554,-4.817192,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,19,4.9701138,1,[10.718284606933594],[2.6414923667907715],3,[8.369948387145996],[0.5452615022659302],-1.1961406,-3.544477,correct,True,-1.1961406,-3.544477,correct,True,-1.1961406,-3.544477,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,20,5.578028,1,[10.218584060668945],[0.3031136989593506],5,[7.614139080047607],[0.6489839553833008],-1.3838303,-3.9882753,correct,True,-1.3838303,-3.9882753,correct,True,-1.3838303,-3.9882753,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,21,6.1846886,1,[9.676860809326172],[3.413172721862793],7,[7.300203323364258],[2.3344075679779053],-1.9198376,-4.296495,correct,True,-1.9198376,-4.296495,correct,True,-1.9198376,-4.296495,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,22,5.0518503,1,[11.426700592041016],[3.6104366779327393],5,[8.52666187286377],[5.067630767822266],-1.2687356,-4.1687746,correct,True,-1.2687356,-4.1687746,correct,True,-1.2687356,-4.1687746,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,23,5.173967,1,[14.708898544311523],,3,[12.717517852783203],,-1.6702449,-3.6616256,correct,True,-1.6702449,-3.6616256,correct,True,-1.6702449,-3.6616256,correct,True
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,0,7.3591967,28524,[-0.020938515663146973],[2.0246875286102295],38085,[-1.2969422340393066],[3.274756669998169],-14.575601,-15.851604,correct,True,-14.575601,-15.851604,correct,True,-14.575601,-15.851604,correct,True
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,1,7.2361693,18484,[1.6440013647079468],[1.288547396659851],25110,[0.7991397380828857],[-1.160906434059143],-13.542784,-14.387644,correct,True,-13.542784,-14.387644,correct,True,-13.542784,-14.387644,correct,True
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,2,6.5420375,15075,[2.0991923809051514],[-3.2605631351470947],30334,[0.17175281047821045],[2.512638568878174],-13.362017,-15.289456,correct,True,-13.362017,-15.289456,correct,True,-13.362017,-15.289456,correct,True
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,3,6.6922503,26512,[0.6012690663337708],[-0.08352355659008026],20357,[1.343684434890747],[1.8759135007858276],-14.87631,-14.133895,incorrect,False,-14.87631,-14.133895,incorrect,False,-14.87631,-14.133895,incorrect,False
