task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",10,6.0,1450,"[6.80078125, 6.7421875, 10.5078125]","[11.0859375, 11.71875, 11.921875]",14280,[3.1171875],[5.609375],-6.926,-13.53,correct,True,-20.78,-13.53,incorrect,False,-9.84,-13.53,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",11,6.6,760,"[7.5078125, 7.11328125, 10.6328125]","[0.76513671875, -0.161376953125, -9.09375]",13372,[3.45703125],[10.0703125],-6.445,-12.91,correct,True,-19.34,-12.91,incorrect,False,-8.86,-12.91,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",12,6.28,1201,"[7.61328125, 7.3515625, 10.453125]","[8.6015625, 1.3564453125, 16.328125]",13572,[3.908203125],[2.703125],-6.6,-13.2,correct,True,-19.8,-13.2,incorrect,False,-9.49,-13.2,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",13,4.86,958,"[7.8125, 7.06640625, 10.859375]","[19.515625, 16.046875, 14.2421875]",13507,[3.68359375],[23.984375],-6.516,-13.93,correct,True,-19.55,-13.93,incorrect,False,-9.805,-13.93,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",14,4.848,324,"[9.3359375, 7.64453125, 11.0625]","[10.46875, 14.765625, 3.5390625]",3555,[6.16015625],[7.20703125],-5.84,-11.55,correct,True,-17.53,-11.55,incorrect,False,-8.37,-11.55,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",15,3.863,356,"[9.5234375, 8.0390625, 11.0078125]","[9.0546875, 11.5078125, 16.703125]",3417,[6.26953125],[7.34375],-5.867,-12.234,correct,True,-17.61,-12.234,incorrect,False,-8.984,-12.234,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",16,3.914,268,"[9.5234375, 8.34375, 11.3828125]","[15.140625, 20.265625, -0.488525390625]",2619,[6.41796875],[36.15625],-5.414,-11.66,correct,True,-16.25,-11.66,incorrect,False,-8.55,-11.66,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",17,3.006,200,"[10.4296875, 9.59375, 11.359375]","[-1.28515625, -2.798828125, -10.0078125]",164,[10.703125],[3.263671875],-5.32,-8.34,correct,True,-15.96,-8.34,incorrect,False,-8.62,-8.34,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",18,3.912,120,"[11.25, 9.65625, 10.9609375]","[17.75, 25.53125, 9.1484375]",94,[11.4921875],[48.15625],-5.24,-7.26,correct,True,-15.71,-7.26,incorrect,False,-7.504,-7.26,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",19,3.945,61,"[12.0546875, 10.8515625, 11.0390625]","[27.296875, -3.75390625, 13.046875]",7,[15.015625],[29.703125],-4.562,-3.734,incorrect,False,-13.69,-3.734,incorrect,False,-6.695,-3.734,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",20,3.73,22,"[14.2109375, 10.359375, 11.6484375]","[33.125, 7.15234375, 10.5078125]",2,[17.125],[24.859375],-3.76,-2.188,incorrect,False,-11.28,-2.188,incorrect,False,-5.1,-2.188,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",21,3.607,6,"[16.421875, 10.40625, 11.9765625]","[23.046875, 27.921875, -1.431640625]",1,[18.265625],[27.78125],-2.559,-1.372,incorrect,False,-7.67,-1.372,incorrect,False,-3.217,-1.372,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",22,1.381,3,"[18.515625, 14.5859375, 11.84375]","[-41.09375, -37.28125, -26.9375]",1,[20.671875],[-48.5],-1.154,-0.3667,incorrect,False,-3.463,-0.3667,incorrect,False,-2.523,-0.3667,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",23,4.035,1,"[6.01953125, 0.0662841796875, -2.20703125]",,2,[5.91796875],,-0.6,-1.897,correct,True,-1.801,-1.897,correct,True,-1.796,-1.897,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,1.148,20515,"[2.177734375, 11.8671875, 6.35546875]","[5.23046875, 5.26171875, 28.984375]",25266,[1.1708984375],[2.083984375],-15.85,-21.17,correct,True,-47.56,-21.17,incorrect,False,-20.17,-21.17,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,2.322,15638,"[2.623046875, 10.5078125, 13.640625]","[-0.5703125, 7.2109375, 18.015625]",22519,[1.2666015625],[5.96484375],-10.87,-18.4,correct,True,-32.62,-18.4,incorrect,False,-17.05,-18.4,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,3.236,16670,"[2.208984375, 10.2421875, 15.234375]","[11.03125, 2.689453125, 5.234375]",18770,[1.81640625],[-0.329833984375],-9.586,-16.56,correct,True,-28.75,-16.56,incorrect,False,-16.17,-16.56,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,3.414,10697,"[3.259765625, 9.6640625, 13.921875]","[6.53125, 2.83203125, 5.15625]",19761,[1.513671875],[5.73828125],-8.91,-16.38,correct,True,-26.72,-16.38,incorrect,False,-14.63,-16.38,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,3.994,9593,"[3.720703125, 9.0234375, 12.9375]","[8.0546875, 5.50390625, 10.546875]",18475,[2.072265625],[5.53515625],-8.54,-15.33,correct,True,-25.62,-15.33,incorrect,False,-13.68,-15.33,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,5.926,7559,"[4.57421875, 8.53125, 12.765625]","[7.46484375, -4.91015625, -9.9375]",17713,[2.7265625],[10.2421875],-7.418,-13.77,correct,True,-22.25,-13.77,incorrect,False,-11.93,-13.77,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,7.32,1400,"[6.53515625, 6.74609375, 13.34375]","[0.1722412109375, 9.859375, 7.51953125]",17143,[2.744140625],[7.19921875],-6.406,-13.06,correct,True,-19.22,-13.06,incorrect,False,-9.27,-13.06,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,7.242,5655,"[4.87890625, 7.27734375, 12.71875]","[4.5546875, 6.296875, 3.5234375]",10301,[3.873046875],[0.3603515625],-6.797,-12.06,correct,True,-20.39,-12.06,incorrect,False,-11.055,-12.06,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,7.434,6902,"[4.8125, 7.1796875, 11.6640625]","[14.109375, 7.34375, 9.4765625]",16947,[3.017578125],[0.97314453125],-6.89,-13.0,correct,True,-20.67,-13.0,incorrect,False,-11.2,-13.0,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,7.094,1776,"[6.5546875, 7.22265625, 11.59375]","[7.140625, 4.73046875, 1.2041015625]",19122,[2.595703125],[5.625],-6.395,-13.61,correct,True,-19.19,-13.61,incorrect,False,-9.65,-13.61,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,6.086,1557,"[6.703125, 6.8359375, 10.546875]","[11.0546875, 10.78125, 11.8828125]",14063,[3.146484375],[5.53515625],-6.9,-13.46,correct,True,-20.7,-13.46,incorrect,False,-9.91,-13.46,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,6.645,816,"[7.41015625, 7.13671875, 10.6640625]","[0.8671875, -0.1964111328125, -9.1171875]",13249,[3.462890625],[10.09375],-6.445,-12.875,correct,True,-19.34,-12.875,incorrect,False,-8.93,-12.875,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",12,6.266,1282,"[7.51953125, 7.359375, 10.4921875]","[8.515625, 1.388671875, 16.96875]",13209,[3.939453125],[2.537109375],-6.617,-13.15,correct,True,-19.84,-13.15,incorrect,False,-9.57,-13.15,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",13,4.906,983,"[7.71875, 7.078125, 10.921875]","[18.921875, 16.53125, 14.21875]",13281,[3.685546875],[24.75],-6.516,-13.87,correct,True,-19.55,-13.87,incorrect,False,-9.836,-13.87,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",14,4.938,353,"[9.1796875, 7.68359375, 11.109375]","[9.5078125, 15.3828125, 2.71875]",3242,[6.2578125],[7.52734375],-5.84,-11.375,correct,True,-17.53,-11.375,incorrect,False,-8.45,-11.375,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",15,3.986,414,"[9.28125, 8.1171875, 11.0390625]","[8.4296875, 11.203125, 15.703125]",3102,[6.3984375],[8.390625],-5.883,-12.02,correct,True,-17.64,-12.02,incorrect,False,-9.14,-12.02,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",16,4.098,338,"[9.2265625, 8.3984375, 11.375]","[14.296875, 20.859375, -0.87939453125]",2192,[6.671875],[35.90625],-5.46,-11.29,correct,True,-16.38,-11.29,incorrect,False,-8.734,-11.29,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",17,3.135,260,"[10.0546875, 9.671875, 11.3125]","[-0.83935546875, -2.857421875, -9.9375]",135,[10.8984375],[3.021484375],-5.383,-8.0,correct,True,-16.14,-8.0,incorrect,False,-8.84,-8.0,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",18,4.09,142,"[10.9296875, 9.765625, 10.9296875]","[17.796875, 25.171875, 8.640625]",79,[11.6328125],[48.125],-5.28,-6.934,correct,True,-15.84,-6.934,incorrect,False,-7.637,-6.934,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",19,4.14,71,"[11.7421875, 10.9140625, 10.9765625]","[27.390625, -5.05859375, 13.0078125]",4,[15.0859375],[29.0625],-4.613,-3.453,incorrect,False,-13.84,-3.453,incorrect,False,-6.797,-3.453,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",20,3.795,21,"[13.9609375, 10.3359375, 11.546875]","[33.21875, 7.140625, 10.0859375]",2,[17.109375],[24.71875],-3.85,-2.041,incorrect,False,-11.55,-2.041,incorrect,False,-5.19,-2.041,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",21,3.602,6,"[16.171875, 10.375, 11.8515625]","[24.046875, 28.390625, -1.4326171875]",1,[18.234375],[31.4375],-2.654,-1.3,incorrect,False,-7.96,-1.3,incorrect,False,-3.361,-1.3,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",22,1.046,3,"[18.421875, 14.6015625, 11.734375]","[-41.03125, -35.5625, -26.46875]",1,[21.140625],[-48.96875],-1.315,-0.2405,incorrect,False,-3.947,-0.2405,incorrect,False,-2.959,-0.2405,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",23,3.91,2,"[5.9296875, 0.5244140625, -2.36328125]",,1,[6.19921875],,-0.6216,-1.592,correct,True,-1.865,-1.592,incorrect,False,-1.861,-1.592,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",0,1.17,18419,"[2.642578125, 15.28125]","[0.9130859375, -1.033203125]",23664,"[1.546875, 17.390625, 5.7734375]","[2.626953125, 14.4453125, 17.828125]",-11.97,-12.625,correct,True,-23.94,-37.88,correct,True,-19.66,-20.75,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",1,2.268,17634,"[2.333984375, 12.3125]","[3.236328125, 4.2421875]",21060,"[1.6552734375, 17.15625, 9.9609375]","[1.74609375, 10.5078125, 11.0625]",-11.48,-9.3,incorrect,False,-22.95,-27.88,correct,True,-17.38,-18.06,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",2,3.193,16553,"[2.380859375, 11.6796875]","[-0.2327880859375, -4.26953125]",20493,"[1.6123046875, 16.421875, 10.203125]","[-0.06060791015625, 16.078125, 23.328125]",-10.83,-8.375,incorrect,False,-21.66,-25.11,correct,True,-16.1,-16.86,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",3,3.525,17635,"[1.970703125, 10.5625]","[3.646484375, 0.2861328125]",21095,"[1.333984375, 16.578125, 13.359375]","[2.783203125, 6.95703125, 27.140625]",-10.96,-7.973,incorrect,False,-21.92,-23.9,correct,True,-15.85,-16.48,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",4,3.977,18387,"[2.138671875, 9.5625]","[4.7578125, -0.0806884765625]",21956,"[1.4814453125, 15.7734375, 16.109375]","[4.00390625, 9.8046875, -5.49609375]",-10.92,-6.24,incorrect,False,-21.84,-18.72,incorrect,False,-15.266,-15.92,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",5,5.906,18462,"[2.591796875, 8.0078125]","[18.5625, 2.8203125]",22174,"[1.923828125, 14.5390625, 12.578125]","[14.40625, -14.0390625, 5.4140625]",-10.71,-6.61,incorrect,False,-21.42,-19.83,incorrect,False,-13.9,-14.56,correct,True
