task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",14,2.5583823,33,"[8.130026817321777, 13.774974822998047, 17.050827026367188]","[6.53603458404541, 9.123934745788574, 9.409385681152344]",42,[7.761654376983643],[6.835899353027344],-2.236146,-6.979037,correct,True,-6.708438,-6.979037,correct,True,-6.6106644,-6.979037,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",15,4.5682683,7,"[12.155814170837402, 21.718788146972656, 23.4060001373291]",,5,[12.311577796936035],,-1.1403672,-3.2574944,correct,True,-3.4211016,-3.2574944,incorrect,False,-3.413258,-3.2574944,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,9.088704,24245,"[-0.9315155744552612, 5.944445610046387, 1.1539883613586426]","[0.492351770401001, -1.0847856998443604, 1.566467046737671]",39578,[-2.132786273956299],[-0.01853621006011963],-10.301083,-13.234566,correct,True,-30.903248,-13.234566,incorrect,False,-12.033295,-13.234566,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,8.945548,20652,"[-0.7606843113899231, 4.278257846832275, 1.8307645320892334]","[0.710491955280304, 2.0059900283813477, 7.019092559814453]",36506,[-1.9308133125305176],[-2.042165994644165],-9.995368,-12.957811,correct,True,-29.986103,-12.957811,incorrect,False,-11.787682,-12.957811,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,8.904273,14971,"[-0.3651197552680969, 4.076101303100586, 5.570497035980225]","[-1.6678760051727295, 5.4225544929504395, 2.674980401992798]",39001,[-2.127869129180908],[-3.1114888191223145],-8.32042,-13.162144,correct,True,-24.961262,-13.162144,incorrect,False,-11.399394,-13.162144,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,7.731517,23166,"[-1.007725477218628, 6.095614433288574, 6.602387428283691]","[0.15755487978458405, 7.035158157348633, 7.169659614562988]",45120,[-3.1496548652648926],[2.8805997371673584],-8.160579,-14.627646,correct,True,-24.481735,-14.627646,incorrect,False,-12.485717,-14.627646,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,6.5168586,17638,"[-0.8541776537895203, 7.690052509307861, 9.634357452392578]","[0.2952653765678406, 1.1000820398330688, 3.075655937194824]",28453,[-1.721558690071106],[1.076980471611023],-6.5325584,-13.256505,correct,True,-19.597675,-13.256505,incorrect,False,-12.389124,-13.256505,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,5.3664336,15224,"[-0.65723717212677, 7.604768753051758, 9.941619873046875]","[1.4319958686828613, 0.023601949214935303, 0.029360830783843994]",19317,[-1.008486032485962],[-0.436839759349823],-6.5442634,-12.927745,correct,True,-19.63279,-12.927745,incorrect,False,-12.576496,-12.927745,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,4.5814247,10140,"[-0.09983902424573898, 7.307426452636719, 8.848211288452148]","[-2.5428709983825684, 0.9906944632530212, 8.09400749206543]",18705,[-0.989306628704071],[-0.059405744075775146],-6.726113,-13.276735,correct,True,-20.178339,-13.276735,incorrect,False,-12.387268,-13.276735,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,5.3389792,28680,"[-1.2197707891464233, 8.338722229003906, 11.474632263183594]","[-0.262398898601532, -3.0855774879455566, 5.268313407897949]",23231,[-0.7592276334762573],[-0.9940383434295654],-6.130319,-13.299845,correct,True,-18.390957,-13.299845,incorrect,False,-13.760387,-13.299845,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,3.5978518,21981,"[-1.3869601488113403, 7.593113899230957, 12.95393180847168]","[-2.02677583694458, 8.436912536621094, 1.5725754499435425]",17383,[-0.9728595018386841],[-0.08087095618247986],-6.4603353,-13.911506,correct,True,-19.381006,-13.911506,incorrect,False,-14.325606,-13.911506,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,3.2759306,19233,"[-2.0939583778381348, 9.773512840270996, 12.59395694732666]","[3.575258493423462, 8.379798889160156, 3.8030312061309814]",8424,[-0.7437859177589417],[1.6936259269714355],-6.0655594,-13.889088,correct,True,-18.196678,-13.889088,incorrect,False,-15.23926,-13.889088,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,2.6123095,6136,"[-0.6058038473129272, 12.500221252441406, 14.996355056762695]","[9.290797233581543, 5.575907230377197, 3.212355613708496]",3690,[0.11034189164638519],[16.63387680053711],-5.2572017,-14.504944,correct,True,-15.771605,-14.504944,incorrect,False,-15.221088,-14.504944,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,1.7100537,350,"[3.945542812347412, 12.717087745666504, 15.403349876403809]","[8.960003852844238, 2.486783504486084, 8.381694793701172]",37,[8.038498878479004],[4.140757083892822],-4.2211027,-8.220416,correct,True,-12.663308,-8.220416,incorrect,False,-12.313372,-8.220416,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",12,1.8751704,94,"[5.9698262214660645, 11.695250511169434, 16.398456573486328]","[4.953380584716797, 0.35510754585266113, 8.315869331359863]",33,[7.791959762573242],[-3.038367509841919],-3.3289096,-7.778441,correct,True,-9.986729,-7.778441,incorrect,False,-9.600574,-7.778441,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",13,2.7376533,69,"[6.22470760345459, 12.812704086303711, 18.38418197631836]","[8.862648963928223, 10.53438663482666, 5.4455952644348145]",116,[5.53939151763916],[10.086159706115723],-2.7820323,-8.810049,correct,True,-8.346097,-8.810049,correct,True,-8.124733,-8.810049,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",14,2.8596184,40,"[7.850827693939209, 14.444058418273926, 17.260635375976562]","[6.2153120040893555, 9.535534858703613, 11.260584831237793]",43,[7.759091377258301],[6.7853827476501465],-2.25233,-6.7884946,correct,True,-6.75699,-6.7884946,correct,True,-6.6967583,-6.7884946,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",15,4.6417017,11,"[11.76052474975586, 22.246461868286133, 24.250125885009766]",,4,[12.3694486618042],,-1.2620443,-3.1710248,correct,True,-3.786133,-3.1710248,incorrect,False,-3.7799487,-3.1710248,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",0,9.09733,34593,"[-1.652896761894226, 9.975900650024414]","[0.7201193571090698, -0.3477236032485962]",4183,"[1.046318531036377, 8.404122352600098, 2.7551026344299316]","[-1.4994375705718994, -0.02600480616092682, 1.1540645360946655]",-8.588509,-7.795652,incorrect,False,-17.177017,-23.386955,correct,True,-12.772643,-10.073427,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",1,9.005116,25671,"[-1.171875, 7.899239540100098]","[1.2653484344482422, 0.5190876722335815]",5186,"[0.6756299734115601, 6.562164306640625, 3.250889539718628]","[-4.615242004394531, 1.062636137008667, 6.308030605316162]",-8.551297,-7.9662704,incorrect,False,-17.102594,-23.898811,correct,True,-12.137937,-10.290432,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",2,9.123219,16613,"[-0.4110855758190155, 7.112767696380615]","[-2.43344783782959, 3.050973415374756]",24344,"[-0.9476709961891174, 6.076360702514648, 5.332376003265381]","[0.3967241048812866, 2.086156129837036, 9.048022270202637]",-8.29014,-7.7438455,incorrect,False,-16.58028,-23.231537,correct,True,-11.443537,-11.9801235,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",3,8.20272,26110,"[-1.0425376892089844, 8.475935935974121]","[-3.2040212154388428, -3.132755756378174]",20714,"[-0.6237947940826416, 6.478122234344482, 9.530594825744629]","[-2.3145995140075684, 4.073821544647217, 3.326904296875]",-8.3671875,-6.2909107,incorrect,False,-16.734375,-18.872732,correct,True,-12.522035,-12.103291,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",4,7.504663,31721,"[-1.8658751249313354, 6.1356916427612305]","[-0.43562519550323486, -2.028607130050659]",23758,"[-1.242473840713501, 6.772238731384277, 10.042116165161133]","[0.7699462175369263, 0.8959368467330933, 4.900146007537842]",-9.679659,-6.1082783,incorrect,False,-19.359318,-18.324835,incorrect,False,-13.174237,-12.550836,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",5,6.196773,27941,"[-1.6275273561477661, 5.671708106994629]","[-3.977968692779541, 6.126988410949707]",16314,"[-0.6978191137313843, 6.613968849182129, 11.408729553222656]","[1.9993507862091064, 1.247467279434204, 6.677652835845947]",-10.037434,-5.884157,incorrect,False,-20.074867,-17.652472,incorrect,False,-13.285769,-12.356061,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",6,5.132403,39599,"[-2.9182045459747314, 7.5208539962768555]","[-2.796825408935547, 0.6858815550804138]",7343,"[0.2777259349822998, 6.52135705947876, 12.910399436950684]","[-0.6490329504013062, 4.05983829498291, 7.046032905578613]",-9.813286,-5.4789424,incorrect,False,-19.626572,-16.436827,incorrect,False,-14.95017,-11.754236,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",7,5.834259,48273,"[-3.659600257873535, 7.939186096191406]","[-2.747947931289673, 1.1867858171463013]",14657,"[0.1633480042219162, 7.558033466339111, 15.850759506225586]","[-4.974367141723633, 1.389216423034668, 3.661501407623291]",-10.542744,-5.3168564,incorrect,False,-21.085487,-15.950569,incorrect,False,-16.238218,-12.415269,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",8,3.8093367,47944,"[-4.4764275550842285, 8.48849105834961]","[-2.700760841369629, 4.571463108062744]",26148,"[-1.600345492362976, 7.882747650146484, 17.48208236694336]","[-1.0474140644073486, 5.094344615936279, 1.9842627048492432]",-10.8696785,-5.85112,incorrect,False,-21.739357,-17.55336,incorrect,False,-17.36776,-14.491676,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",9,3.5522,44922,"[-4.889721393585205, 9.41343879699707]","[1.235050916671753, 7.296237945556641]",17097,"[-1.7083724737167358, 9.055120468139648, 16.602108001708984]","[0.6140555739402771, 10.176000595092773, 1.9463640451431274]",-10.63818,-5.6075706,incorrect,False,-21.27636,-16.822712,incorrect,False,-18.06077,-14.87942,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",10,2.5089397,35286,"[-3.8328487873077393, 11.760568618774414]","[16.125446319580078, 6.4737749099731445]",10486,"[-1.1919734477996826, 11.800490379333496, 17.151805877685547]","[18.45323371887207, 9.865338325500488, 11.237415313720703]",-9.851032,-5.3850846,incorrect,False,-19.702065,-16.155254,incorrect,False,-18.517841,-15.876966,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",11,2.477477,159,"[5.336838245391846, 12.927289962768555]","[-2.7813639640808105, -4.228579998016357]",28,"[8.325882911682129, 13.972562789916992, 20.3203125]","[2.648972272872925, 13.931133270263672, -4.076414585113525]",-5.0870333,-2.2898424,incorrect,False,-10.174067,-6.8695273,incorrect,False,-9.820192,-6.8311515,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",12,2.8059568,364,"[3.602447986602783, 10.733606338500977]","[-0.9341244697570801, -0.016863703727722168]",31,"[7.724579811096191, 16.11939239501953, 17.711566925048828]","[-5.424362659454346, 6.374971389770508, -2.0318894386291504]",-6.135577,-2.2809515,incorrect,False,-12.271154,-6.8428545,incorrect,False,-10.956696,-6.834565,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",13,3.2749033,644,"[2.7613489627838135, 12.033116340637207]","[9.403572082519531, 8.157511711120605]",182,"[4.854879379272461, 16.271190643310547, 16.32024574279785]","[12.968130111694336, 13.30736255645752, 4.257878303527832]",-6.824874,-3.0593882,incorrect,False,-13.649748,-9.1781645,incorrect,False,-11.231958,-9.138428,incorrect,False
