task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,8.226289,10,[5.863044738769531],[-0.9416871666908264],14991,"[-1.16676664352417, 7.191447734832764]","[0.4464850127696991, 0.1280667781829834]",-5.0857534,-7.8291078,correct,True,-5.0857534,-15.6582155,correct,True,-5.0857534,-12.115565,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,8.608101,21,[4.901215076446533],[6.058805465698242],14017,"[-0.9133878946304321, 6.377358913421631]","[2.5575432777404785, -1.649253249168396]",-5.9178576,-8.015095,correct,True,-5.9178576,-16.03019,correct,True,-5.9178576,-11.73246,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,8.394162,10,[5.4604172706604],[5.451329708099365],9262,"[-0.4159237742424011, 5.664636135101318]","[2.3011293411254883, 1.344312071800232]",-5.3856626,-8.164923,correct,True,-5.3856626,-16.329845,correct,True,-5.3856626,-11.262003,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,8.055898,10,[5.838569164276123],[13.240401268005371],6890,"[-0.011950023472309113, 5.419983386993408]","[2.3004684448242188, 2.5002095699310303]",-5.158782,-8.23485,correct,True,-5.158782,-16.4697,correct,True,-5.158782,-11.009301,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,8.0388975,3,[7.45229434967041],[5.25156307220459],4926,"[0.3873469829559326, 5.2436842918396]","[2.834662437438965, 0.3834417462348938]",-3.5276718,-8.125267,correct,True,-3.5276718,-16.250534,correct,True,-3.5276718,-10.592619,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,7.691672,3,[7.63294792175293],[9.528731346130371],3343,"[0.8054614663124084, 4.898674488067627]","[3.879897117614746, 3.121026039123535]",-3.4499223,-8.174441,correct,True,-3.4499223,-16.348883,correct,True,-3.4499223,-10.277409,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,7.155174,1,[8.546069145202637],[5.283535003662109],2216,"[1.271270751953125, 5.051357269287109]","[1.1504507064819336, 7.231376647949219]",-2.7315173,-8.014911,correct,True,-2.7315173,-16.029821,correct,True,-2.7315173,-10.006315,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,6.7567043,1,[9.065201759338379],[18.411985397338867],2066,"[1.403377652168274, 5.562616348266602]","[2.770747423171997, 2.4878642559051514]",-2.410702,-7.9085264,correct,True,-2.410702,-15.817053,correct,True,-2.410702,-10.072526,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,4.612354,1,[11.299895286560059],[1.9600470066070557],1677,"[1.752024531364441, 5.87693452835083]","[-2.519423246383667, 0.3964940309524536]",-0.88756835,-8.104811,correct,True,-0.88756835,-16.209621,correct,True,-0.88756835,-10.435439,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,24,4.435682,1,[11.460259437561035],[1.2100340127944946],2093,"[1.4355316162109375, 6.020068168640137]","[3.5782265663146973, -1.790621280670166]",-0.8940131,-8.297561,correct,True,-0.8940131,-16.595121,correct,True,-0.8940131,-10.918741,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,25,4.3269615,1,[11.563902854919434],[5.005225658416748],1468,"[1.9718704223632812, 6.089838027954102]","[-0.6290166974067688, 5.757407188415527]",-0.7612515,-8.0235195,correct,True,-0.7612515,-16.047039,correct,True,-0.7612515,-10.353284,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,26,3.2365417,1,[12.298434257507324],[-2.654848098754883],1612,"[1.904122233390808, 6.912807464599609]","[3.7774219512939453, 9.90030574798584]",-0.48552588,-7.9032617,correct,True,-0.48552588,-15.806523,correct,True,-0.48552588,-10.879838,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,27,4.057535,1,[11.918486595153809],[0.07779516279697418],1123,"[2.4732589721679688, 8.236451148986816]","[0.002262188121676445, 3.979306221008301]",-0.72772294,-6.936484,correct,True,-0.72772294,-13.872968,correct,True,-0.72772294,-10.172951,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,28,3.813192,1,[12.05424976348877],[-4.541914463043213],1079,"[2.5167808532714844, 9.095088958740234]","[-0.7750893831253052, 7.244933128356934]",-0.66131294,-6.534573,correct,True,-0.66131294,-13.069146,correct,True,-0.66131294,-10.198782,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,29,4.7756567,1,[11.49505615234375],[-8.373104095458984],1148,"[2.448633909225464, 10.633735656738281]","[0.7267196178436279, 7.2028021812438965]",-1.1388973,-5.803428,correct,True,-1.1388973,-11.606856,correct,True,-1.1388973,-10.185319,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,30,5.7783,1,[10.289408683776855],[3.4156503677368164],1084,"[2.6409647464752197, 12.963489532470703]","[7.244652271270752, 6.383619785308838]",-2.1355524,-5.0231075,correct,True,-2.1355524,-10.046215,correct,True,-2.1355524,-9.783997,correct,True
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,31,1.9212905,1,[15.421302795410156],,67,"[8.166557312011719, 22.057573318481445]",,-0.43297464,-3.8696473,correct,True,-0.43297464,-7.7392945,correct,True,-0.43297464,-7.6877203,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,0,9.224556,37277,"[-0.6709247827529907, 9.577932357788086]","[0.49238646030426025, 1.5210267305374146]",33558,[-0.4298238754272461],[3.8305373191833496],-7.3069353,-12.134766,correct,True,-14.613871,-12.134766,incorrect,False,-12.375868,-12.134766,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,1,9.51526,35634,"[-0.445515513420105, 8.04988956451416]","[-2.9776835441589355, -1.4552212953567505]",15121,[0.8026182651519775],[-1.3841612339019775],-8.020066,-11.03985,correct,True,-16.040133,-11.03985,incorrect,False,-12.287984,-11.03985,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,2,9.3694515,44769,"[-1.171880841255188, 6.943704605102539]","[-2.8265891075134277, 3.180710792541504]",24384,[0.39111804962158203],[4.9764018058776855],-8.964281,-11.707521,correct,True,-17.928562,-11.707521,incorrect,False,-13.27052,-11.707521,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,3,9.482908,48833,"[-1.9562067985534668, 7.688100337982178]","[1.9370476007461548, 6.39518404006958]",7726,[1.8971177339553833],[-0.24169549345970154],-9.292589,-10.497533,correct,True,-18.585178,-10.497533,incorrect,False,-14.350858,-10.497533,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,4,9.376618,42553,"[-1.0426596403121948, 8.336864471435547]","[0.48392432928085327, 4.723360061645508]",9993,[1.5798373222351074],[0.7634836435317993],-8.387444,-10.7711525,correct,True,-16.774887,-10.7711525,incorrect,False,-13.393649,-10.7711525,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,5,9.725552,36046,"[-0.7702842354774475, 8.727148056030273]","[1.0150896310806274, 2.7644448280334473]",6069,[1.6515344381332397],[2.22031831741333],-7.802607,-10.2158165,correct,True,-15.605214,-10.2158165,incorrect,False,-12.637636,-10.2158165,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,6,9.771839,30401,"[-0.4015115797519684, 9.104035377502441]","[-1.733791470527649, 5.20698356628418]",2888,[2.1656813621520996],[-0.8027278780937195],-7.398774,-9.6294565,correct,True,-14.797548,-9.6294565,incorrect,False,-12.19665,-9.6294565,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,9.68623,30553,"[-0.8380216360092163, 9.834694862365723]","[0.9903707504272461, 4.673647880554199]",2769,[1.9185844659805298],[-0.7968299388885498],-7.0903993,-9.571013,correct,True,-14.180799,-9.571013,incorrect,False,-12.32762,-9.571013,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,9.456797,21354,"[-0.4674937129020691, 10.390348434448242]","[0.36614978313446045, 8.538973808288574]",3171,[1.5849511623382568],[0.46394744515419006],-6.5491443,-9.713999,correct,True,-13.098289,-9.713999,incorrect,False,-11.766442,-9.713999,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,9,9.495767,16325,"[-0.28433918952941895, 11.71078109741211]","[3.539832830429077, 6.1086320877075195]",2410,[1.5886622667312622],[1.5595749616622925],-5.951327,-9.500633,correct,True,-11.902654,-9.500633,incorrect,False,-11.373634,-9.500633,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,10,9.400125,5088,"[0.8631002902984619, 12.229772567749023]","[1.0222351551055908, 4.520051956176758]",1328,[1.9523372650146484],[0.8764489889144897],-5.222981,-9.045826,correct,True,-10.445962,-9.045826,incorrect,False,-10.135062,-9.045826,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,11,8.894023,2964,"[1.1589857339859009, 13.128927230834961]","[1.4737083911895752, 4.752401828765869]",928,[2.1906585693359375],[0.0430244579911232],-4.9565043,-8.716508,correct,True,-9.913009,-8.716508,incorrect,False,-9.74818,-8.716508,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,12,8.706321,1856,"[1.5088258981704712, 13.39517593383789]","[4.187224864959717, 1.949249029159546]",1101,[2.0147337913513184],[3.9935390949249268],-4.7231393,-8.823427,correct,True,-9.446279,-8.823427,incorrect,False,-9.329334,-8.823427,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,13,8.590693,596,"[2.5866987705230713, 12.568923950195312]","[1.9793798923492432, 2.5454812049865723]",363,[2.978024482727051],[0.9133960008621216],-4.271953,-7.949151,correct,True,-8.543906,-7.949151,incorrect,False,-8.340477,-7.949151,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,14,8.398932,436,"[2.9487388134002686, 12.233253479003906]","[2.3857264518737793, 1.8313595056533813]",372,[3.0691733360290527],[-0.5990679264068604],-4.1439233,-7.9149275,correct,True,-8.287847,-7.9149275,incorrect,False,-8.035362,-7.9149275,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,15,8.298046,308,"[3.154334783554077, 10.891371726989746]","[0.8355525732040405, -0.27752262353897095]",594,[2.59879994392395],[2.785707712173462],-4.1928306,-8.324734,correct,True,-8.385661,-8.324734,incorrect,False,-7.7691994,-8.324734,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,16,8.574047,373,"[2.9090070724487305, 9.49661922454834]","[3.3075449466705322, 4.032827377319336]",410,[2.830965518951416],[4.626986026763916],-4.6434393,-7.994488,correct,True,-9.286879,-7.994488,incorrect,False,-7.916446,-7.994488,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,17,8.436718,290,"[3.206825017929077, 9.28048038482666]","[5.893864631652832, 3.5492982864379883]",243,[3.341581344604492],[3.965131998062134],-4.593168,-7.541355,correct,True,-9.186336,-7.541355,incorrect,False,-7.676111,-7.541355,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,18,8.452147,132,"[3.904616594314575, 8.99439811706543]","[2.2214601039886475, 5.529172897338867]",170,[3.7010340690612793],[1.0143507719039917],-4.424237,-7.2343264,correct,True,-8.848474,-7.2343264,incorrect,False,-7.0307446,-7.2343264,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,19,8.443218,142,"[3.850064277648926, 8.868887901306152]","[2.2728564739227295, 5.99294900894165]",211,[3.4861104488372803],[6.568498134613037],-4.478981,-7.388566,correct,True,-8.957962,-7.388566,incorrect,False,-7.0246115,-7.388566,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,20,8.148926,179,"[3.8320770263671875, 8.857763290405273]","[-0.056782860308885574, 0.7730531692504883]",123,[4.150803089141846],[3.9212889671325684],-4.5482564,-6.8218765,correct,True,-9.096513,-6.8218765,incorrect,False,-7.140603,-6.8218765,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,21,7.6418576,273,"[3.6717264652252197, 8.772581100463867]","[2.637094497680664, 0.649097740650177]",123,[4.4595866203308105],[3.9179329872131348],-4.8013,-6.718624,correct,True,-9.6026,-6.718624,incorrect,False,-7.506486,-6.718624,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,22,7.25405,256,"[3.8820953369140625, 8.752635955810547]","[5.111398220062256, 6.656697750091553]",113,[4.787707328796387],[4.278897285461426],-4.829453,-6.5588646,correct,True,-9.658906,-6.5588646,incorrect,False,-7.4644785,-6.5588646,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,23,6.8727245,191,"[4.40068244934082, 9.506823539733887]","[5.8062005043029785, 8.437872886657715]",100,[5.201836585998535],[2.2227494716644287],-4.5388217,-6.3697424,correct,True,-9.077643,-6.3697424,incorrect,False,-7.1709003,-6.3697424,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,24,6.759534,116,"[5.031538486480713, 10.362378120422363]","[3.290785312652588, -5.035005569458008]",84,[5.424990653991699],[3.8346800804138184],-3.9481792,-6.24041,correct,True,-7.8963585,-6.24041,incorrect,False,-6.633871,-6.24041,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,25,6.6742983,89,"[5.435758590698242, 10.314001083374023]","[0.8972005844116211, 4.523396968841553]",50,[5.887189865112305],[3.9312610626220703],-3.7809289,-5.8388414,correct,True,-7.5618577,-5.8388414,incorrect,False,-6.29028,-5.8388414,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,26,6.6007643,77,"[5.53004789352417, 11.166711807250977]","[2.151369094848633, 3.1529109477996826]",34,[6.321232318878174],[3.3811521530151367],-3.5374894,-5.4298253,correct,True,-7.074979,-5.4298253,incorrect,False,-6.221017,-5.4298253,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,27,6.5468936,60,"[5.78642463684082, 11.795171737670898]","[6.846488952636719, 1.3953365087509155]",19,[6.7213335037231445],[1.454930305480957],-3.3118405,-5.0434227,correct,True,-6.623681,-5.0434227,incorrect,False,-5.97834,-5.0434227,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,28,6.3777823,24,"[6.6703200340271, 12.549622535705566]","[1.6322202682495117, 1.6769154071807861]",18,[6.970575332641602],[-1.1246213912963867],-2.7417157,-4.8626804,correct,True,-5.4834313,-4.8626804,incorrect,False,-5.162943,-4.8626804,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,29,6.360041,17,"[7.003557205200195, 13.49856185913086]","[6.670293807983398, 2.148690700531006]",22,[6.9468913078308105],[7.1788105964660645],-2.494999,-4.931406,correct,True,-4.989998,-4.931406,incorrect,False,-4.874749,-4.931406,correct,True
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,30,6.324359,6,"[8.07420825958252, 15.073829650878906]","[5.6467814445495605, 4.851084232330322]",5,[8.080299377441406],[4.137831211090088],-1.9464545,-3.8626149,correct,True,-3.892909,-3.8626149,incorrect,False,-3.8687103,-3.8626149,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,31,3.5294347,2,"[12.968387603759766, 24.338912963867188]",,4,[12.132709503173828],,-0.8719626,-2.5788999,correct,True,-1.7439252,-2.5788999,correct,True,-1.7432157,-2.5788999,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,0,9.23699,33962,[-0.43159228563308716],[4.576043128967285],3161,[1.7672399282455444],[1.0563827753067017],-12.164577,-9.965745,incorrect,False,-12.164577,-9.965745,incorrect,False,-12.164577,-9.965745,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,1,9.484359,11761,[1.0133122205734253],[-0.9405155181884766],2769,[2.0244364738464355],[-1.0095280408859253],-10.809957,-9.798833,incorrect,False,-10.809957,-9.798833,incorrect,False,-10.809957,-9.798833,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,2,9.318981,19682,[0.6921795606613159],[4.157467842102051],7667,[1.5981396436691284],[3.463724374771118],-11.4247875,-10.518827,incorrect,False,-11.4247875,-10.518827,incorrect,False,-11.4247875,-10.518827,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,3,9.418932,7137,[1.9210059642791748],[-0.5251682996749878],2935,[2.5944881439208984],[0.6585607528686523],-10.439811,-9.766329,incorrect,False,-10.439811,-9.766329,incorrect,False,-10.439811,-9.766329,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,4,9.355491,10587,[1.5088199377059937],[1.0326403379440308],3418,[2.474440336227417],[1.5867383480072021],-10.832364,-9.866743,incorrect,False,-10.832364,-9.866743,incorrect,False,-10.832364,-9.866743,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,5,9.681256,6561,[1.6506644487380981],[1.3347595930099487],1648,[2.664872407913208],[-2.9673233032226562],-10.297216,-9.283009,incorrect,False,-10.297216,-9.283009,incorrect,False,-10.297216,-9.283009,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,6,9.749077,3957,[1.9089219570159912],[-0.42826876044273376],5749,[1.617707371711731],[3.0170671939849854],-9.860656,-10.151871,correct,True,-9.860656,-10.151871,correct,True,-9.860656,-10.151871,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,7,9.697731,3596,[1.759177803993225],[0.5585947036743164],1372,[2.4397008419036865],[-0.3239293098449707],-9.766847,-9.086324,incorrect,False,-9.766847,-9.086324,incorrect,False,-9.766847,-9.086324,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,8,9.52313,2349,[1.8270277976989746],[0.5087715983390808],1361,[2.197816848754883],[1.2535338401794434],-9.454859,-9.084069,incorrect,False,-9.454859,-9.084069,incorrect,False,-9.454859,-9.084069,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,9,9.524444,1854,[1.8285799026489258],[0.4490153193473816],796,[2.3850765228271484],[2.0817506313323975],-9.280108,-8.723612,incorrect,False,-9.280108,-8.723612,incorrect,False,-9.280108,-8.723612,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,10,9.470284,1573,[1.8277539014816284],[0.3305145502090454],334,[2.8325815200805664],[-1.8999605178833008],-9.173883,-8.169056,incorrect,False,-9.173883,-8.169056,incorrect,False,-9.173883,-8.169056,incorrect,False
