task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",10,9.548831,754,"[2.751465082168579, 4.487278461456299, 12.328194618225098]","[2.2072746753692627, 4.184655666351318, 2.5135085582733154]",38676,[-1.2955321073532104],[0.07672779262065887],-5.4036307,-12.849227,correct,True,-16.210892,-12.849227,incorrect,False,-8.80223,-12.849227,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",11,9.154194,624,"[3.017765522003174, 4.908504962921143, 11.891884803771973]","[3.1542086601257324, 3.9605536460876465, 4.274560451507568]",35348,[-1.1902272701263428],[0.8035286664962769],-5.2760587,-12.826342,correct,True,-15.828176,-12.826342,incorrect,False,-8.618349,-12.826342,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",12,9.18854,297,"[3.480790138244629, 5.1958327293396, 11.953886985778809]","[2.107058048248291, -0.4295748472213745, 3.4524831771850586]",31819,[-0.9005200862884521],[1.6007417440414429],-4.9960217,-12.508723,correct,True,-14.988066,-12.508723,incorrect,False,-8.127413,-12.508723,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",13,9.17171,297,"[3.600558280944824, 4.702363014221191, 11.686633110046387]","[3.097322463989258, 4.9579243659973145, 2.4936537742614746]",23841,[-0.4533326327800751],[1.2503342628479004],-5.11851,-12.021979,correct,True,-15.35553,-12.021979,incorrect,False,-7.9680886,-12.021979,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",14,8.992719,188,"[3.8826651573181152, 5.111109733581543, 11.041923522949219]","[2.706815481185913, 2.3454067707061768, 4.670510292053223]",17684,[-0.12111866474151611],[0.8417196869850159],-4.9602704,-11.66333,correct,True,-14.880812,-11.66333,incorrect,False,-7.659546,-11.66333,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",15,8.897199,171,"[3.9708924293518066, 4.950072288513184, 10.823247909545898]","[3.4591774940490723, 3.2457804679870605, 2.4384806156158447]",13862,[0.06182682514190674],[-0.4404306709766388],-4.994804,-11.424819,correct,True,-14.984412,-11.424819,incorrect,False,-7.515753,-11.424819,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",16,8.570496,151,"[4.1918535232543945, 4.880323886871338, 10.228904724121094]","[3.6754038333892822, 1.4880964756011963, 2.982415199279785]",13407,[-0.027888406068086624],[0.8753709197044373],-5.043568,-11.545759,correct,True,-15.130705,-11.545759,incorrect,False,-7.3260174,-11.545759,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",17,8.592651,115,"[4.388652801513672, 4.645256519317627, 9.975271224975586]","[2.7828145027160645, 3.7344613075256348, 1.924999713897705]",10799,[0.1333943009376526],[3.812771797180176],-5.076908,-11.317742,correct,True,-15.230724,-11.317742,incorrect,False,-7.062484,-11.317742,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",18,8.238762,139,"[4.382254600524902, 4.654009819030762, 9.70081615447998]","[3.596940040588379, 3.803071975708008, 4.335000038146973]",5787,[0.7051061391830444],[2.952779769897461],-5.2148023,-10.818869,correct,True,-15.644407,-10.818869,incorrect,False,-7.14172,-10.818869,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",19,8.0729475,118,"[4.46912956237793, 4.693732738494873, 9.585936546325684]","[6.051855087280273, 3.128450632095337, 0.12170730531215668]",3810,[1.0646361112594604],[8.752796173095703],-5.18708,-10.441921,correct,True,-15.561239,-10.441921,incorrect,False,-7.037428,-10.441921,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",20,7.547284,102,"[4.912380695343018, 4.7441511154174805, 9.446720123291016]","[8.959564208984375, 4.703232765197754, 3.2426891326904297]",1549,[2.1016197204589844],[7.547005653381348],-5.144182,-9.619205,correct,True,-15.432547,-9.619205,incorrect,False,-6.808445,-9.619205,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",21,6.941854,68,"[5.621582984924316, 4.956735610961914, 9.787345886230469]","[10.581544876098633, 6.117437362670898, 1.0174751281738281]",873,[2.820113182067871],[16.57719612121582],-4.825393,-9.111388,correct,True,-14.47618,-9.111388,incorrect,False,-6.3099184,-9.111388,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",22,6.836652,36,"[6.410969257354736, 5.194092750549316, 9.690003395080566]","[5.640966415405273, 6.103463172912598, 7.739144325256348]",212,[4.4586334228515625],[0.6178609728813171],-4.510916,-7.5430403,correct,True,-13.532749,-7.5430403,incorrect,False,-5.5907044,-7.5430403,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",23,6.631074,25,"[6.664471626281738, 5.479166507720947, 10.411087036132812]","[16.30891990661621, 4.152774810791016, 5.60521936416626]",250,[4.307233810424805],[13.554174423217773],-4.1530857,-7.7821455,correct,True,-12.459257,-7.7821455,incorrect,False,-5.4249077,-7.7821455,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",24,5.9665504,10,"[7.967688083648682, 5.746054649353027, 10.950102806091309]","[8.639058113098145, 7.181318759918213, 5.238097667694092]",117,[5.4488630294799805],[13.035660743713379],-3.7234948,-7.0256886,correct,True,-11.170485,-7.0256886,incorrect,False,-4.5068636,-7.0256886,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",25,5.6312547,10,"[8.458065032958984, 6.206724643707275, 11.398599624633789]","[22.352766036987305, 9.346704483032227, 6.353354454040527]",66,[6.439115524291992],[6.435680866241455],-3.4539921,-6.276104,correct,True,-10.361977,-6.276104,incorrect,False,-4.2571545,-6.276104,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",26,5.046558,5,"[10.167016983032227, 6.961968898773193, 12.094910621643066]","[9.447161674499512, 1.681384801864624, 3.4878618717193604]",58,[6.8658857345581055],[8.30850887298584],-2.6632702,-6.244964,correct,True,-7.9898105,-6.244964,incorrect,False,-2.9438329,-6.244964,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",27,4.970541,3,"[10.73547077178955, 7.333259582519531, 12.62623405456543]","[5.753378391265869, 5.138714790344238, 11.976820945739746]",39,[7.41842794418335],[-0.2686666250228882],-2.3961477,-5.8127394,correct,True,-7.188443,-5.8127394,incorrect,False,-2.4956965,-5.8127394,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",28,4.7805314,3,"[11.118596076965332, 8.055959701538086, 14.106861114501953]","[1.8369206190109253, 2.6701042652130127, 2.5373995304107666]",50,[7.331840991973877],[1.12214994430542],-1.9953247,-6.132013,correct,True,-5.9859743,-6.132013,correct,True,-2.3452578,-6.132013,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",29,4.5659413,3,"[11.16712760925293, 8.586470603942871, 14.677984237670898]","[0.33461105823516846, 0.930036723613739, 2.560007333755493]",54,[7.367562294006348],[3.3372418880462646],-1.8520588,-6.2915406,correct,True,-5.556176,-6.2915406,correct,True,-2.4919753,-6.2915406,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",30,4.3969703,3,"[11.168702125549316, 9.257837295532227, 15.43399715423584]","[3.762742757797241, 5.674784183502197, 5.076466083526611]",44,[7.621483325958252],[2.150655508041382],-1.7060937,-6.107323,correct,True,-5.118281,-6.107323,correct,True,-2.5601044,-6.107323,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",31,4.153141,3,"[11.489666938781738, 10.415484428405762, 16.541614532470703]","[-2.8921573162078857, 4.0224833488464355, 3.351628303527832]",45,[7.819718837738037],[1.366795539855957],-1.3717813,-6.1888194,correct,True,-4.115344,-6.1888194,correct,True,-2.5188713,-6.1888194,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",32,4.06548,4,"[11.212342262268066, 11.417074203491211, 17.345001220703125]","[-7.1592183113098145, 3.962768793106079, 10.326372146606445]",44,[7.913659572601318],[-1.4612571001052856],-1.2390482,-6.1521626,correct,True,-3.7171447,-6.1521626,correct,True,-2.85348,-6.1521626,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",33,4.1431336,6,"[10.507943153381348, 13.380731582641602, 19.466106414794922]","[1.0501420497894287, 3.309471368789673, 0.8754224181175232]",49,[7.797662734985352],[9.665569305419922],-1.2532289,-6.261322,correct,True,-3.7596867,-6.261322,correct,True,-3.5510416,-6.261322,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",34,5.2184014,3,"[10.6449556350708, 15.96414852142334, 19.749439239501953]","[0.8339121341705322, 3.009371757507324, 6.452085494995117]",16,[9.036399841308594],[4.24165678024292],-0.9834047,-4.537651,correct,True,-2.9502141,-4.537651,correct,True,-2.9290955,-4.537651,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",35,4.56648,4,"[13.339581489562988, 20.55695343017578, 23.414167404174805]",,3,[13.582748413085938],,-0.9402388,-2.5756602,correct,True,-2.8207164,-2.5756602,incorrect,False,-2.8188272,-2.5756602,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,8.006672,15949,"[0.5874729156494141, 4.08876371383667, 2.5266785621643066]","[4.978561878204346, 4.245814323425293, 1.5938581228256226]",24765,[-0.0825214684009552],[2.5049386024475098],-9.816432,-12.325597,correct,True,-29.449297,-12.325597,incorrect,False,-11.655602,-12.325597,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,8.211181,6839,"[1.3410992622375488, 4.4611945152282715, 2.6400532722473145]","[-1.1251122951507568, 2.9295852184295654, 5.107600212097168]",16816,[0.32432031631469727],[3.1921629905700684],-9.255977,-11.700774,correct,True,-27.76793,-11.700774,incorrect,False,-10.683995,-11.700774,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,8.327135,9058,"[1.0410783290863037, 4.569244384765625, 4.301843166351318]","[-1.0515960454940796, 4.244372367858887, 5.371373653411865]",10167,[0.9244124293327332],[-3.079075336456299],-8.804173,-11.059028,correct,True,-26.412521,-11.059028,incorrect,False,-10.942362,-11.059028,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,8.945134,12228,"[0.6745530366897583, 5.402617931365967, 5.535457611083984]","[2.436188220977783, 0.6603213548660278, 9.759405136108398]",18858,[0.0763964056968689],[-0.19297091662883759],-8.1774025,-11.746703,correct,True,-24.532207,-11.746703,incorrect,False,-11.148546,-11.746703,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,9.192782,6404,"[1.2784404754638672, 4.985713005065918, 7.85901403427124]","[2.1647374629974365, 1.6474765539169312, 6.106796741485596]",18522,[0.021552547812461853],[-2.444573402404785],-7.226564,-11.661538,correct,True,-21.679691,-11.661538,incorrect,False,-10.40465,-11.661538,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,9.186374,3612,"[1.7773442268371582, 4.901453495025635, 8.629664421081543]","[1.1360392570495605, -0.20601074397563934, 10.053851127624512]",28776,[-0.7206003665924072],[-1.074610948562622],-6.7531147,-12.404727,correct,True,-20.259344,-12.404727,incorrect,False,-9.906783,-12.404727,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,9.349676,2819,"[1.9354978799819946, 4.528247833251953, 10.558445930480957]","[0.17616349458694458, 0.4878137707710266, 3.4483370780944824]",32610,[-0.9897115230560303],[-0.8641613721847534],-6.1695867,-12.618785,correct,True,-18.50876,-12.618785,incorrect,False,-9.693576,-12.618785,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,9.582994,3414,"[1.7399721145629883, 4.169762134552002, 10.371783256530762]","[2.2834811210632324, 2.6791441440582275, 8.36279582977295]",35701,[-1.1410566568374634],[0.11390578746795654],-6.328293,-12.696827,correct,True,-18.984879,-12.696827,incorrect,False,-9.815799,-12.696827,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,9.751375,1740,"[2.190577983856201, 4.399143695831299, 11.300814628601074]","[4.075990676879883, 1.7376768589019775, 4.85802698135376]",36142,[-0.9614959955215454],[-2.174304485321045],-5.8460164,-12.515314,correct,True,-17.53805,-12.515314,incorrect,False,-9.36324,-12.515314,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,9.446144,511,"[3.0518412590026855, 4.539201736450195, 11.586141586303711]","[-0.8679003715515137, 0.9164484143257141, 5.98036527633667]",40094,[-1.446972370147705],[0.6856646537780762],-5.464496,-13.055365,correct,True,-16.393488,-13.055365,incorrect,False,-8.556552,-13.055365,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,9.542648,968,"[2.570852518081665, 4.362176895141602, 11.893048286437988]","[2.0227432250976562, 3.6754915714263916, 2.921213150024414]",37233,[-1.1644442081451416],[0.053087715059518814],-5.5780396,-12.723724,correct,True,-16.73412,-12.723724,incorrect,False,-8.988428,-12.723724,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,9.132829,807,"[2.809508800506592, 4.720546245574951, 11.540358543395996]","[3.0399186611175537, 4.674045085906982, 4.5047688484191895]",33964,[-1.0714120864868164],[0.6255663633346558],-5.4857993,-12.7110195,correct,True,-16.457397,-12.7110195,incorrect,False,-8.830099,-12.7110195,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",12,9.14658,403,"[3.260274887084961, 5.149037837982178, 11.649334907531738]","[2.145559310913086, -0.24169518053531647, 3.906423807144165]",30788,[-0.8313913941383362],[1.3570374250411987],-5.151941,-12.443562,correct,True,-15.455822,-12.443562,incorrect,False,-8.351894,-12.443562,correct,True
