task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,9,7.688,1991,"[7.1484375, 10.1015625]","[6.05078125, 8.796875]",295,[9.0078125],[12.5078125],-7.06,-7.652,correct,True,-14.12,-7.652,incorrect,False,-9.516,-7.652,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,10,7.637,3021,"[6.94140625, 10.0546875]","[3.486328125, 10.84375]",196,[9.6953125],[2.724609375],-7.414,-7.293,incorrect,False,-14.83,-7.293,incorrect,False,-10.05,-7.293,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,11,7.652,3504,"[6.46875, 10.2109375]","[10.3359375, -7.87890625]",438,[8.796875],[3.140625],-7.445,-7.94,correct,True,-14.89,-7.94,incorrect,False,-10.266,-7.94,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,12,7.117,2041,"[7.87890625, 10.3984375]","[5.9765625, -1.0244140625]",696,[9.1328125],[6.5625],-7.15,-8.53,correct,True,-14.3,-8.53,incorrect,False,-9.79,-8.53,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,13,7.406,2052,"[7.5703125, 10.0234375]","[4.04296875, 14.375]",729,[8.7421875],[12.03125],-7.227,-8.5,correct,True,-14.45,-8.5,incorrect,False,-9.67,-8.5,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,14,7.688,3249,"[7.1953125, 10.2578125]","[7.4609375, 7.98046875]",609,[9.125],[9.984375],-7.367,-8.24,correct,True,-14.734,-8.24,incorrect,False,-10.17,-8.24,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,15,7.246,2709,"[7.21875, 10.3203125]","[12.5859375, 9.375]",505,[9.2421875],[15.1328125],-7.363,-8.11,correct,True,-14.73,-8.11,incorrect,False,-10.13,-8.11,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,16,7.402,1530,"[8.046875, 10.3125]","[9.0859375, 24.53125]",173,[10.1796875],[17.015625],-6.844,-7.18,correct,True,-13.69,-7.18,incorrect,False,-9.31,-7.18,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,17,6.58,1675,"[8.203125, 11.25]","[8.1796875, -9.0703125]",120,[11.2265625],[3.1875],-6.613,-6.746,correct,True,-13.23,-6.746,incorrect,False,-9.766,-6.746,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,18,5.875,1029,"[9.2109375, 11.28125]","[9.5, 20.375]",17,[13.515625],[18.296875],-6.37,-5.1,incorrect,False,-12.74,-5.1,incorrect,False,-9.41,-5.1,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,19,5.8,1144,"[9.2734375, 12.5]","[10.2109375, -12.9453125]",12,[14.1640625],[11.71875],-6.02,-4.723,incorrect,False,-12.04,-4.723,incorrect,False,-9.61,-4.723,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,20,5.934,928,"[9.40625, 11.625]","[25.140625, 17.046875]",15,[13.953125],[22.96875],-6.03,-4.773,incorrect,False,-12.06,-4.773,incorrect,False,-9.32,-4.773,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,21,6.047,497,"[10.8046875, 12.3359375]","[-2.376953125, 15.359375]",10,[14.90625],[8.359375],-5.0,-4.33,incorrect,False,-10.0,-4.33,incorrect,False,-8.43,-4.33,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,22,5.598,686,"[10.0390625, 13.1328125]","[-46.40625, -28.0]",6,[14.90625],[-46.0625],-4.77,-4.07,incorrect,False,-9.54,-4.07,incorrect,False,-8.94,-4.07,incorrect,False
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,23,4.906,536,"[0.075927734375, -3.23828125]",,4,[5.10546875],,-4.402,-3.703,incorrect,False,-8.805,-3.703,incorrect,False,-8.734,-3.703,incorrect,False
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,0,5.184,5616,[8.6015625],[11.1875],6853,[8.1953125],[7.75],-12.48,-12.88,correct,True,-12.48,-12.88,correct,True,-12.48,-12.88,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,1,7.05,1860,[9.2734375],[12.6484375],4022,[8.1484375],[12.7734375],-9.664,-10.79,correct,True,-9.664,-10.79,correct,True,-9.664,-10.79,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,2,7.42,841,[9.84375],[6.69140625],1891,[8.890625],[9.046875],-8.59,-9.55,correct,True,-8.59,-9.55,correct,True,-8.59,-9.55,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,3,6.664,749,[9.2578125],[10.84375],963,[8.9921875],[6.0703125],-8.72,-8.984,correct,True,-8.72,-8.984,correct,True,-8.72,-8.984,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,4,6.492,419,[9.671875],[9.9375],1294,[8.4296875],[8.8671875],-8.125,-9.37,correct,True,-8.125,-9.37,correct,True,-8.125,-9.37,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,5,7.09,383,[9.7890625],[2.1640625],1269,[8.5703125],[2.451171875],-7.918,-9.14,correct,True,-7.918,-9.14,correct,True,-7.918,-9.14,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,6,8.15,243,[10.0],[4.87890625],1474,[8.4453125],[5.640625],-7.453,-9.01,correct,True,-7.453,-9.01,correct,True,-7.453,-9.01,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,7,7.773,519,[8.9921875],[9.046875],1502,[7.8984375],[7.35546875],-8.06,-9.16,correct,True,-8.06,-9.16,correct,True,-8.06,-9.16,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,8,8.15,236,[9.0390625],[7.9140625],981,[7.8203125],[9.53125],-7.426,-8.65,correct,True,-7.426,-8.65,correct,True,-7.426,-8.65,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,9,7.62,349,[8.8984375],[17.125],800,[8.1171875],[12.3203125],-7.766,-8.55,correct,True,-7.766,-8.55,correct,True,-7.766,-8.55,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,10,7.824,72,[10.390625],[3.595703125],493,[8.890625],[1.455078125],-6.55,-8.055,correct,True,-6.55,-8.055,correct,True,-6.55,-8.055,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,11,7.797,196,[9.5390625],[2.28515625],1028,[7.9375],[4.5625],-7.18,-8.78,correct,True,-7.18,-8.78,correct,True,-7.18,-8.78,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,12,7.375,357,[9.78125],[5.74609375],773,[9.0078125],[4.7890625],-7.773,-8.55,correct,True,-7.773,-8.55,correct,True,-7.773,-8.55,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,13,7.574,431,[9.1796875],[14.8515625],970,[8.375],[10.109375],-7.957,-8.76,correct,True,-7.957,-8.76,correct,True,-7.957,-8.76,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,14,7.664,300,[9.8359375],[13.6484375],1091,[8.59375],[11.1875],-7.59,-8.83,correct,True,-7.59,-8.83,correct,True,-7.59,-8.83,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,15,7.176,206,[10.296875],[15.875],784,[8.90625],[15.28125],-7.227,-8.62,correct,True,-7.227,-8.62,correct,True,-7.227,-8.62,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,16,7.234,68,[11.21875],[27.96875],286,[9.9375],[27.34375],-6.293,-7.574,correct,True,-6.293,-7.574,correct,True,-6.293,-7.574,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,17,5.133,9,[13.7109375],[5.82421875],40,[12.515625],[3.52734375],-4.836,-6.03,correct,True,-4.836,-6.03,correct,True,-4.836,-6.03,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,18,1.957,2,[19.84375],[26.453125],9,[16.1875],[21.0625],-1.408,-5.066,correct,True,-1.408,-5.066,correct,True,-1.408,-5.066,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,19,1.512,1,[21.359375],[2.6875],5,[17.3125],[18.9375],-0.3557,-4.402,correct,True,-0.3557,-4.402,correct,True,-0.3557,-4.402,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,20,2.605,1,[19.296875],[22.90625],3,[17.8125],[18.953125],-0.706,-2.191,correct,True,-0.706,-2.191,correct,True,-0.706,-2.191,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,21,2.42,1,[20.109375],[-15.6171875],3,[18.328125],[-8.5703125],-0.6113,-2.393,correct,True,-0.6113,-2.393,correct,True,-0.6113,-2.393,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,22,3.844,1,[18.046875],[-47.125],2,[16.890625],[-48.5625],-1.111,-2.268,correct,True,-1.111,-2.268,correct,True,-1.111,-2.268,correct,True
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,23,3.906,1,[8.0],,3,[6.63671875],,-1.1875,-2.55,correct,True,-1.1875,-2.55,correct,True,-1.1875,-2.55,correct,True
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,0,5.41,13854,[6.4453125],[6.90234375],5003,[8.8515625],[11.078125],-14.52,-12.12,incorrect,False,-14.52,-12.12,incorrect,False,-14.52,-12.12,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,1,7.02,10203,[6.5],[-1.4814453125],1704,[9.4453125],[11.59375],-12.51,-9.56,incorrect,False,-12.51,-9.56,incorrect,False,-12.51,-9.56,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,2,7.434,15774,[5.203125],[6.609375],920,[9.8515625],[6.828125],-13.33,-8.68,incorrect,False,-13.33,-8.68,incorrect,False,-13.33,-8.68,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,3,7.047,10930,[5.421875],[6.82421875],842,[9.328125],[10.75],-12.61,-8.7,incorrect,False,-12.61,-8.7,incorrect,False,-12.61,-8.7,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,4,6.504,8692,[5.65234375],[10.671875],433,[9.7109375],[8.15625],-12.21,-8.15,incorrect,False,-12.21,-8.15,incorrect,False,-12.21,-8.15,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,5,6.902,5076,[6.76953125],[11.1015625],533,[9.3984375],[2.96875],-10.9,-8.266,incorrect,False,-10.9,-8.266,incorrect,False,-10.9,-8.266,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,6,8.195,3943,[7.40234375],[8.078125],295,[9.875],[4.3828125],-10.09,-7.625,incorrect,False,-10.09,-7.625,incorrect,False,-10.09,-7.625,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,7,7.918,2107,[7.53125],[9.4453125],629,[8.78125],[9.265625],-9.49,-8.24,incorrect,False,-9.49,-8.24,incorrect,False,-9.49,-8.24,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,8,8.33,905,[7.88671875],[8.9453125],263,[8.90625],[8.953125],-8.57,-7.555,incorrect,False,-8.57,-7.555,incorrect,False,-8.57,-7.555,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,9,7.8,874,[8.0390625],[16.40625],325,[8.953125],[15.046875],-8.625,-7.707,incorrect,False,-8.625,-7.707,incorrect,False,-8.625,-7.707,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,10,7.895,278,[9.453125],[4.3828125],134,[10.03125],[3.845703125],-7.508,-6.93,incorrect,False,-7.508,-6.93,incorrect,False,-7.508,-6.93,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,11,7.85,468,[8.8125],[8.9921875],272,[9.2890625],[2.484375],-7.945,-7.47,incorrect,False,-7.945,-7.47,incorrect,False,-7.945,-7.47,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,12,7.496,410,[9.6484375],[6.87109375],489,[9.5],[6.39453125],-7.883,-8.03,correct,True,-7.883,-8.03,correct,True,-7.883,-8.03,correct,True
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,13,7.754,426,[9.21875],[10.96875],538,[9.0390625],[13.84375],-7.934,-8.11,correct,True,-7.934,-8.11,correct,True,-7.934,-8.11,correct,True
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,14,7.887,482,[9.421875],[12.1484375],378,[9.6171875],[10.1171875],-7.965,-7.77,incorrect,False,-7.965,-7.77,incorrect,False,-7.965,-7.77,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,15,7.46,363,[9.71875],[14.21875],366,[9.7109375],[18.515625],-7.72,-7.727,correct,True,-7.72,-7.727,correct,True,-7.72,-7.727,correct,True
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,16,7.707,162,[10.4453125],[35.90625],63,[11.140625],[27.296875],-6.96,-6.266,incorrect,False,-6.96,-6.266,incorrect,False,-6.96,-6.266,incorrect,False
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,17,6.87,3,[14.1796875],[7.515625],9,[13.578125],[2.0703125],-3.979,-4.582,correct,True,-3.979,-4.582,correct,True,-3.979,-4.582,correct,True
