task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,0.87218136,128,"[539.602294921875, 501.4046630859375]","[1063.419189453125, 1051.6663818359375]",6,"[546.4954223632812, 535.9652709960938, 494.11639404296875]","[1062.26025390625, 1055.204833984375, 1053.7777099609375]",-10.9693985,-2.028119,incorrect,False,-21.938797,-6.0843573,incorrect,False,-11.835875,-4.9427476,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,6.0641613,250,"[1072.294921875, 1045.5224609375]",,216,"[1072.470703125, 1063.2947998046875, 1067.829833984375]",,-3.9795275,-2.7507384,incorrect,False,-7.959055,-8.252215,correct,True,-7.6511497,-7.4753685,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,0,1.8990202,10094,[405.8988037109375],[382.0303955078125],21081,[398.47528076171875],[392.94525146484375],-33.99128,-41.414803,correct,True,-33.99128,-41.414803,correct,True,-33.99128,-41.414803,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,1,2.2132573,14919,[395.74578857421875],[441.14715576171875],12704,[396.83917236328125],[449.92572021484375],-30.551594,-29.45821,incorrect,False,-30.551594,-29.45821,incorrect,False,-30.551594,-29.45821,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,2,0.18516746,4829,[431.5498046875],[459.7796630859375],855,[439.0351867675781],[450.51959228515625],-28.54845,-21.063068,incorrect,False,-28.54845,-21.063068,incorrect,False,-28.54845,-21.063068,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,3,1.291408,2038,[477.8688659667969],[507.83612060546875],1698,[478.5401611328125],[506.09722900390625],-21.892084,-21.220789,incorrect,False,-21.892084,-21.220789,incorrect,False,-21.892084,-21.220789,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,4,1.3786097,70,[541.739013671875],[1064.685546875],99,[540.912109375],[1063.957275390625],-9.668188,-10.495092,correct,True,-9.668188,-10.495092,correct,True,-9.668188,-10.495092,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,5,5.911831,63,[1074.098876953125],,156,[1073.210693359375],,-6.357238,-7.2454214,correct,True,-6.357238,-7.2454214,correct,True,-6.357238,-7.2454214,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,0,1.6378958,10370,"[406.53570556640625, 394.63653564453125]","[381.67303466796875, 407.36810302734375]",29458,[394.48699951171875],[382.7056579589844],-28.451214,-45.86541,correct,True,-56.902428,-45.86541,incorrect,False,-33.816704,-45.86541,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,1,1.717127,9496,"[395.46319580078125, 401.96875]","[426.24847412109375, 431.25799560546875]",25128,[387.7989501953125],[431.95068359375],-24.048595,-35.38628,correct,True,-48.09719,-35.38628,incorrect,False,-27.722036,-35.38628,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,2,1.2322984,4238,"[418.47662353515625, 423.67822265625]","[456.03009033203125, 455.5931091308594]",4312,[418.3853759765625],[460.2088623046875],-22.222412,-27.145649,correct,True,-44.444824,-27.145649,incorrect,False,-27.054401,-27.145649,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,3,1.1643313,1228,"[458.76824951171875, 461.011962890625]","[508.84051513671875, 490.6479797363281]",348,[463.1056823730469],[515.3329467773438],-14.066374,-16.57537,correct,True,-28.132748,-16.57537,incorrect,False,-20.912804,-16.57537,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,4,1.2857647,888,"[524.5233764648438, 527.4818725585938]","[1065.5771484375, 1056.322998046875]",38,[533.6690063476562],[1063.9249267578125],-9.150807,-8.906212,incorrect,False,-18.301615,-8.906212,incorrect,False,-18.051842,-8.906212,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,5,6.208837,113,"[1072.46826171875, 1069.787353515625]",,52,[1073.152587890625],,-3.520326,-5.999647,correct,True,-7.040652,-5.999647,incorrect,False,-6.6839733,-5.999647,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,0,1.9170113,19087,"[387.38665771484375, 421.08245849609375]","[379.2895202636719, 366.6133117675781]",13625,"[390.703125, 433.13653564453125, 439.72381591796875, 423.73553466796875]","[386.67425537109375, 331.7686767578125, 400.28753662109375, 460.04693603515625]",-30.140358,-26.038017,incorrect,False,-60.280716,-104.15207,correct,True,-37.85324,-34.536743,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,1,2.550582,20338,"[380.1925964355469, 401.987548828125]","[427.0224304199219, 453.62579345703125]",7197,"[386.727783203125, 395.0989990234375, 435.6711730957031, 465.4469299316406]","[436.59698486328125, 436.8320617675781, 464.83404541015625, 406.87603759765625]",-25.19675,-26.311634,correct,True,-50.3935,-105.24654,correct,True,-31.926807,-25.391611,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,2,1.2392029,25165,"[407.884765625, 433.3326416015625]","[467.32025146484375, 407.86834716796875]",3237,"[419.61590576171875, 420.26434326171875, 482.52880859375, 453.1265869140625]","[462.3485107421875, 415.18719482421875, 393.7285461425781, 396.07672119140625]",-26.127125,-22.821789,incorrect,False,-52.25425,-91.287155,correct,True,-35.479248,-23.748108,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,3,1.5066987,12050,"[455.51580810546875, 440.52056884765625]","[504.4621887207031, 443.8720703125]",2754,"[462.56427001953125, 432.9998779296875, 487.33709716796875, 459.570068359375]","[518.8120727539062, 475.257080078125, 441.18719482421875, 424.294677734375]",-21.093842,-18.98957,incorrect,False,-42.187683,-75.95828,correct,True,-29.06392,-22.01553,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,4,0.40844294,15176,"[514.1423950195312, 476.3465576171875]","[1065.592529296875, 1060.525146484375]",428,"[528.5504760742188, 494.0595703125, 503.6851501464844, 469.61944580078125]","[1063.8482666015625, 1059.816650390625, 1036.5877685546875, 1014.9324951171875]",-22.050812,-12.099973,incorrect,False,-44.101624,-48.39989,correct,True,-31.691391,-17.284216,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,5,6.1189895,915,"[1071.7958984375, 1065.861083984375]",,366,"[1072.776611328125, 1064.2950439453125, 1054.572021484375, 1038.9456787109375]",,-5.481369,-4.088602,incorrect,False,-10.962738,-16.354408,correct,True,-9.168503,-8.187806,incorrect,False
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,0,1.394723,32605,[384.7017822265625],[395.05877685546875],30215,[386.28350830078125],[397.4537353515625],-49.213913,-47.632187,incorrect,False,-49.213913,-47.632187,incorrect,False,-49.213913,-47.632187,incorrect,False
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,1,1.416384,20935,[387.6990661621094],[446.42315673828125],14529,[390.59625244140625],[450.6054992675781],-33.724365,-30.827179,incorrect,False,-33.724365,-30.827179,incorrect,False,-33.724365,-30.827179,incorrect,False
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,2,0.83447295,3081,[427.91943359375],[457.554931640625],816,[433.290283203125],[460.81610107421875],-25.893217,-20.522367,incorrect,False,-25.893217,-20.522367,incorrect,False,-25.893217,-20.522367,incorrect,False
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,3,0.7947258,1951,[471.16656494140625],[515.1588134765625],192,[478.93017578125],[518.8301391601562],-22.345938,-14.582326,incorrect,False,-22.345938,-14.582326,incorrect,False,-22.345938,-14.582326,incorrect,False
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,4,1.8883278,215,[539.1131591796875],[1064.53564453125],6,[547.8450927734375],[1063.073974609375],-12.396379,-3.664446,incorrect,False,-12.396379,-3.664446,incorrect,False,-12.396379,-3.664446,incorrect,False
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,5,6.0278516,87,[1073.60205078125],,56,[1073.9864501953125],,-6.5790114,-6.194612,incorrect,False,-6.5790114,-6.194612,incorrect,False,-6.5790114,-6.194612,incorrect,False
capitals-recall,7,country,Pakistan,has_competitor,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,The capital of Pakistan is,0,1.828306,3966,"[411.48126220703125, 451.02239990234375]","[379.1944580078125, 393.40155029296875]",8991,"[406.039306640625, 421.09765625]","[377.9277648925781, 410.37506103515625]",-13.25921,-22.729427,correct,True,-26.51842,-45.458855,correct,True,-26.470741,-31.912697,correct,True
capitals-recall,7,country,Pakistan,has_competitor,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,The capital of Pakistan is,1,1.5709779,6624,"[398.4208679199219, 441.820068359375]","[418.56097412109375, 434.903076171875]",14947,"[393.27215576171875, 423.48681640625]","[417.14190673828125, 409.53277587890625]",-13.4647455,-19.968027,correct,True,-26.929491,-39.936054,correct,True,-26.037819,-31.186531,correct,True
capitals-recall,7,country,Pakistan,has_competitor,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,The capital of Pakistan is,2,1.2866277,856,"[415.83026123046875, 454.79364013671875]","[461.81610107421875, 421.1568908691406]",3194,"[410.648681640625, 427.51483154296875]","[459.9574890136719, 446.4708557128906]",-9.65252,-19.165483,correct,True,-19.30504,-38.330967,correct,True,-19.214443,-24.396023,correct,True
capitals-recall,7,country,Pakistan,has_competitor,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,The capital of Pakistan is,3,1.1061826,874,"[461.52392578125, 466.6279296875]","[522.7098388671875, 466.23681640625]",4413,"[454.7746887207031, 461.6752624511719]","[521.657958984375, 408.1851501464844]",-10.743959,-19.219513,correct,True,-21.487919,-38.439026,correct,True,-19.758545,-26.507782,correct,True
capitals-recall,7,country,Pakistan,has_competitor,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,The capital of Pakistan is,4,1.4248191,37,"[537.541748046875, 535.478515625]","[1063.42919921875, 1051.823974609375]",367,"[531.1087036132812, 477.27227783203125]","[1063.912353515625, 1034.35595703125]",-4.3875036,-13.185396,correct,True,-8.775007,-26.370792,correct,True,-8.775006,-15.208051,correct,True
capitals-recall,7,country,Pakistan,has_competitor,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,The capital of Pakistan is,5,6.0462217,140,"[1071.759033203125, 1071.8096923828125]",,324,"[1070.8250732421875, 1040.245849609375]",,-3.490107,-4.117277,correct,True,-6.980214,-8.234554,correct,True,-6.977324,-7.911284,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,0,1.6263468,20721,"[399.08416748046875, 448.1749572753906]","[382.1141357421875, 383.8211669921875]",15116,"[402.61907958984375, 498.5933837890625]","[381.9066162109375, 361.8522644042969]",-27.722492,-18.874498,incorrect,False,-55.444984,-37.748997,incorrect,False,-41.28388,-37.748966,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,1,2.2025113,18880,"[390.7816162109375, 438.1822509765625]","[419.3312072753906, 409.185791015625]",13722,"[393.2764587402344, 465.5875244140625]","[433.07244873046875, 405.9198913574219]",-24.035648,-14.967303,incorrect,False,-48.071297,-29.934607,incorrect,False,-32.370983,-29.87614,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,2,2.163231,18477,"[410.06878662109375, 439.9898681640625]","[456.8780517578125, 409.5333251953125]",2467,"[421.7249755859375, 458.0033874511719]","[454.7132568359375, 436.54229736328125]",-26.544537,-11.06483,incorrect,False,-53.089073,-22.12966,incorrect,False,-33.692886,-22.036697,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,3,1.5847199,12125,"[450.7110595703125, 453.57464599609375]","[518.05126953125, 453.120849609375]",1730,"[460.3027038574219, 481.52301025390625]","[522.3536376953125, 423.58367919921875]",-22.991447,-10.403075,incorrect,False,-45.982895,-20.80615,incorrect,False,-30.343403,-20.751759,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,4,1.6659169,7075,"[524.1053466796875, 495.12054443359375]","[1061.40625, 1049.405029296875]",494,"[534.579833984375, 506.548828125]","[1062.9730224609375, 1042.2298583984375]",-13.28798,-8.013613,incorrect,False,-26.57596,-16.027225,incorrect,False,-26.501713,-16.027225,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,5,6.1429057,5775,"[1068.4603271484375, 1056.578857421875]",,450,"[1072.019287109375, 1057.402099609375]",,-6.025466,-4.1721487,incorrect,False,-12.050932,-8.344297,incorrect,False,-11.895353,-8.336393,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,0,2.0877209,4698,[416.1943359375],[372.212158203125],15659,"[407.19854736328125, 409.2787780761719]","[370.489990234375, 372.45465087890625]",-27.046555,-28.522854,correct,True,-27.046555,-57.045708,correct,True,-27.046555,-36.042343,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,1,2.850124,5398,[397.397705078125],[408.92315673828125],17859,"[389.81829833984375, 397.95489501953125]","[413.5290832519531, 415.93243408203125]",-23.52553,-28.082344,correct,True,-23.52553,-56.16469,correct,True,-23.52553,-31.104937,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,2,1.0402786,14533,[407.876708984375],[479.37432861328125],18287,"[406.08221435546875, 410.72882080078125]","[479.26275634765625, 463.5994873046875]",-33.246826,-27.254326,incorrect,False,-33.246826,-54.50865,correct,True,-33.246826,-35.04132,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,3,0.7197035,2683,[465.9410400390625],[517.2046508789062],3750,"[464.4272155761719, 457.12835693359375]","[520.8372802734375, 433.91888427734375]",-23.560661,-16.352545,incorrect,False,-23.560661,-32.70509,correct,True,-23.560661,-25.074486,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,4,0.39934382,314,[533.7811279296875],[1063.59375],191,"[535.3876953125, 487.682373046875]","[1065.3974609375, 1046.0572509765625]",-16.688637,-8.483204,incorrect,False,-16.688637,-16.966408,correct,True,-16.688637,-15.082069,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,5,5.931393,266,[1071.955078125],,21,"[1074.1083984375, 1060.2655029296875]",,-7.77886,-2.8398087,incorrect,False,-7.77886,-5.6796174,incorrect,False,-7.77886,-5.62554,incorrect,False
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,0,1.7275186,12971,"[405.0478820800781, 394.41693115234375]","[368.3819580078125, 408.2090148925781]",10124,[407.0918884277344],[365.41387939453125],-23.905699,-33.020657,correct,True,-47.811398,-33.020657,incorrect,False,-35.064663,-33.020657,incorrect,False
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,1,1.8939829,22830,"[386.9503479003906, 402.5170593261719]","[406.8324890136719, 419.2701110839844]",23149,[386.8117980957031],[419.0548095703125],-24.596313,-34.53193,correct,True,-49.192627,-34.53193,incorrect,False,-34.39338,-34.53193,correct,True
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,2,0.9774924,21956,"[398.79144287109375, 416.1637268066406]","[477.1739807128906, 444.6300048828125]",4969,[408.0356750488281],[479.8507080078125],-28.564638,-26.3217,incorrect,False,-57.129276,-26.3217,incorrect,False,-35.565933,-26.3217,incorrect,False
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,3,0.82843596,5551,"[454.46746826171875, 452.88482666015625]","[522.8309936523438, 397.4123840332031]",321,[465.314697265625],[522.3837280273438],-23.615356,-16.634209,incorrect,False,-47.230713,-16.634209,incorrect,False,-27.481438,-16.634209,incorrect,False
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,4,0.7073375,904,"[528.7852783203125, 461.07568359375]","[1064.842041015625, 1024.8607177734375]",46,[537.325927734375],[1063.979248046875],-9.495274,-10.33542,correct,True,-18.990547,-10.33542,incorrect,False,-18.87607,-10.33542,incorrect,False
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,5,5.975393,79,"[1072.400390625, 1031.9176025390625]",,26,[1073.35546875],,-3.2261846,-5.492377,correct,True,-6.452369,-5.492377,incorrect,False,-6.447455,-5.492377,incorrect,False
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,0,1.2657642,12087,"[392.7130432128906, 386.6741027832031, 420.98358154296875, 383.29815673828125]","[392.2864685058594, 410.518798828125, 425.46435546875, 497.9437255859375]",16882,[389.683349609375],[396.5487365722656],-24.396961,-37.300655,correct,True,-97.587845,-37.300655,incorrect,False,-34.27098,-37.300655,correct,True
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,1,0.48696062,19315,"[392.11639404296875, 395.7662658691406, 438.3450622558594, 466.109130859375]","[439.6572265625, 424.9799499511719, 387.3273010253906, 408.6324462890625]",18477,[392.5209655761719],[438.51904296875],-23.75372,-35.147297,correct,True,-95.01488,-35.147297,incorrect,False,-35.55186,-35.147297,incorrect,False
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,2,1.1038975,6392,"[425.45263671875, 412.2932434082031, 421.323974609375, 446.989013671875]","[463.5440673828125, 461.2855224609375, 381.15460205078125, 401.8912353515625]",6675,[425.25018310546875],[464.1444091796875],-21.7578,-27.687315,correct,True,-87.0312,-27.687315,incorrect,False,-27.484863,-27.687315,correct,True
