task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,5.537041,301,"[3.7171554565429688, 5.9844970703125, 10.386966705322266]","[2.1451056003570557, -0.6226063370704651, 2.13713002204895]",16578,[-1.5653396844863892],[2.064328193664551],-5.459188,-13.665185,correct,True,-16.377563,-13.665185,incorrect,False,-8.382689,-13.665185,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,6.9610124,199,"[3.9751760959625244, 5.311184883117676, 10.444229125976562]","[-1.257563591003418, 6.2079010009765625, 1.8968602418899536]",10235,[-0.5880138278007507],[-1.4817850589752197],-5.47283,-12.004272,correct,True,-16.41849,-12.004272,incorrect,False,-7.4410825,-12.004272,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,6.004055,361,"[3.25986909866333, 6.544914722442627, 10.473618507385254]","[4.856564044952393, 3.8313381671905518, 2.603720188140869]",10183,[-0.9677453637123108],[11.671306610107422],-5.4045434,-12.581832,correct,True,-16.21363,-12.581832,incorrect,False,-8.354218,-12.581832,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,5.985593,112,"[4.378146648406982, 6.738397121429443, 10.429535865783691]","[3.3388001918792725, 2.523569345474243, 6.290380477905273]",408,[2.9836549758911133],[4.678422451019287],-4.61845,-8.476902,correct,True,-13.8553505,-8.476902,incorrect,False,-7.08241,-8.476902,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,5.556072,93,"[4.745308876037598, 6.677846908569336, 11.511964797973633]","[4.421539306640625, 2.5436229705810547, 2.7908639907836914]",185,[3.9943203926086426],[11.659012794494629],-4.2555065,-7.70407,correct,True,-12.76652,-7.70407,incorrect,False,-6.9530816,-7.70407,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,6.860038,39,"[5.483985424041748, 6.9516520500183105, 11.568143844604492]","[3.8745296001434326, 4.453782081604004, 1.8156938552856445]",8,[7.057921886444092],[-0.5747179388999939],-3.8161411,-4.2419024,correct,True,-11.448423,-4.2419024,incorrect,False,-5.815839,-4.2419024,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,7.566875,19,"[5.548279762268066, 7.23271369934082, 11.067106246948242]","[6.876723289489746, 4.8686418533325195, 6.611134052276611]",12,[5.924203395843506],[18.518678665161133],-3.5313652,-5.136959,correct,True,-10.594095,-5.136959,incorrect,False,-5.512883,-5.136959,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,4.8544526,17,"[6.300240516662598, 7.904305458068848, 11.960169792175293]","[8.31930923461914, -2.3449370861053467, 1.6227129697799683]",2,[9.050031661987305],[0.10203046351671219],-3.2851648,-2.8566184,incorrect,False,-9.8554945,-2.8566184,incorrect,False,-5.6064095,-2.8566184,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,6.360882,9,"[7.158708572387695, 6.730891227722168, 11.483596801757812]","[4.652650833129883, 5.051296234130859, 3.0544021129608154]",5,[7.790236473083496],[0.8124220967292786],-3.2416184,-3.6375833,correct,True,-9.724855,-3.6375833,incorrect,False,-4.269111,-3.6375833,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,6.287984,10,"[7.114937782287598, 7.054586887359619, 10.74074649810791]","[9.143756866455078, 3.7696025371551514, -2.1760213375091553]",12,[6.9175519943237305],[-3.2361156940460205],-3.0624588,-4.4931755,correct,True,-9.187376,-4.4931755,incorrect,False,-4.2957897,-4.4931755,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,5.6620913,4,"[8.099363327026367, 7.6116814613342285, 10.20796012878418]","[0.4277224540710449, 6.623585224151611, 2.798837661743164]",20,[6.279571056365967],[-0.050266582518815994],-2.855274,-5.338705,correct,True,-8.565822,-5.338705,incorrect,False,-3.518913,-5.338705,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,6.457631,3,"[7.8927083015441895, 8.575241088867188, 10.67393684387207]","[-0.9244638681411743, 6.247570991516113, 5.59913444519043]",18,[6.107938289642334],[-3.941185474395752],-2.2943192,-5.316555,correct,True,-6.8829575,-5.316555,incorrect,False,-3.5317852,-5.316555,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,7.1488323,4,"[7.7804083824157715, 11.470335960388184, 12.349271774291992]","[2.024088144302368, 1.0289645195007324, 2.6695520877838135]",34,[5.610470294952393],[4.1694135665893555],-1.5895166,-5.817687,correct,True,-4.76855,-5.817687,correct,True,-3.6477492,-5.817687,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,4.994266,1,"[13.029470443725586, 23.14837646484375, 22.164106369018555]",,3,[12.681715965270996],,-0.74237067,-2.5722368,correct,True,-2.227112,-2.5722368,correct,True,-2.2244823,-2.5722368,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,8.683667,506,"[3.3687744140625, 6.886793613433838]","[-3.2962124347686768, -1.8739324808120728]",15119,"[0.04759826511144638, 10.698662757873535, 7.963018417358398]","[-2.0490028858184814, 5.145904541015625, 4.836580753326416]",-7.236339,-6.067013,incorrect,False,-14.472678,-18.201038,correct,True,-8.366827,-11.688004,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,8.384914,2854,"[1.8804709911346436, 4.821518898010254]","[1.0826916694641113, 1.678674340248108]",20823,"[-0.5986161828041077, 10.24559211730957, 8.919818878173828]","[0.7822580933570862, 0.4803241491317749, 5.185842990875244]",-8.586456,-5.742499,incorrect,False,-17.172913,-17.227497,correct,True,-9.850952,-12.33004,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,8.174548,2213,"[1.9559203386306763, 4.540469646453857]","[1.199878454208374, 1.048087239265442]",15800,"[-0.24269752204418182, 8.734697341918945, 10.49378776550293]","[1.5266432762145996, 0.9490981101989746, 4.505707263946533]",-8.423292,-5.6142774,incorrect,False,-16.846584,-16.842833,incorrect,False,-9.658717,-11.857335,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,6.6916203,1326,"[2.6326236724853516, 5.063448905944824]","[0.4967058300971985, 2.1009085178375244]",9736,"[0.39677590131759644, 9.051697731018066, 11.748758316040039]","[-1.240119457244873, 5.5304951667785645, 8.359831809997559]",-8.202372,-5.239198,incorrect,False,-16.404743,-15.717594,incorrect,False,-9.507641,-11.743488,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,6.6981697,1091,"[2.909961700439453, 5.668706893920898]","[3.0831139087677, -3.1605920791625977]",11930,"[0.04467453435063362, 10.093812942504883, 14.347146987915039]","[2.3322322368621826, -1.0377272367477417, 3.901705026626587]",-7.9389877,-4.768585,incorrect,False,-15.877975,-14.305756,incorrect,False,-9.300379,-12.165667,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,7.212329,410,"[3.9348509311676025, 4.920366287231445]","[-1.6733975410461426, 1.3383196592330933]",5964,"[1.0763962268829346, 9.259197235107422, 14.37606430053711]","[-3.6215274333953857, 1.0164799690246582, 2.904062032699585]",-7.703969,-4.6007247,incorrect,False,-15.407938,-13.802174,incorrect,False,-8.191168,-11.049622,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,7.2789955,685,"[3.427314043045044, 5.359717845916748]","[2.912231922149658, 4.608619689941406]",15420,"[-0.28630515933036804, 9.16480541229248, 14.774962425231934]","[4.65139627456665, 4.2374725341796875, 0.32777848839759827]",-7.769602,-5.058702,incorrect,False,-15.539204,-15.1761055,incorrect,False,-8.708316,-12.421935,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,7.5741434,234,"[4.251747131347656, 6.363667011260986]","[-4.769577980041504, -0.6662715673446655]",3921,"[1.5855307579040527, 9.670256614685059, 14.95329475402832]","[-2.4992263317108154, -0.4256296753883362, -0.6890106201171875]",-6.761115,-4.162058,incorrect,False,-13.52223,-12.486174,incorrect,False,-7.7341256,-10.400342,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,7.1010685,847,"[2.7844507694244385, 6.262303352355957]","[-0.874836266040802, -2.5092613697052]",5251,"[0.8127686381340027, 8.699602127075195, 14.73922061920166]","[-2.467615842819214, 2.3124916553497314, 1.096458911895752]",-7.4653707,-4.5933685,incorrect,False,-14.930741,-13.780106,incorrect,False,-8.971387,-10.9430685,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,6.174005,771,"[2.849526882171631, 5.527464866638184]","[-3.812455177307129, -1.6318891048431396]",7733,"[0.10300058871507645, 9.319314956665039, 14.640816688537598]","[-2.041632890701294, 5.215292453765869, -2.7996315956115723]",-7.8144145,-4.6984124,incorrect,False,-15.628829,-14.095238,incorrect,False,-9.092265,-11.838792,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,5.7300553,1897,"[1.5652462244033813, 5.0020599365234375]","[2.0201854705810547, 0.32989248633384705]",9115,"[-0.5081728100776672, 10.066292762756348, 13.884210586547852]","[6.098588943481445, 1.2438180446624756, 10.0135498046875]",-8.717789,-4.71426,incorrect,False,-17.435577,-14.14278,incorrect,False,-10.411787,-12.485207,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,7.2422223,937,"[2.2105555534362793, 4.791162490844727]","[1.1596028804779053, -0.502589762210846]",1409,"[1.7906651496887207, 9.419527053833008, 16.686065673828125]","[2.14005708694458, 4.211111545562744, 0.9214033484458923]",-7.9777985,-3.7527418,incorrect,False,-15.955597,-11.258225,incorrect,False,-9.118475,-9.538365,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,6.4746327,601,"[2.5530641078948975, 4.470657825469971]","[-0.45669665932655334, -4.557712078094482]",668,"[2.4177868366241455, 9.514488220214844, 16.103002548217773]","[3.982095956802368, 5.759274005889893, 3.5552196502685547]",-7.8216667,-3.5667756,incorrect,False,-15.643333,-10.700327,incorrect,False,-8.868161,-9.003439,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,6.040736,757,"[2.1945557594299316, 3.1636362075805664]","[4.404787063598633, 3.717437267303467]",246,"[3.4370501041412354, 9.970520973205566, 16.04852294921875]","[2.2474634647369385, 5.5089240074157715, 1.927011489868164]",-8.486451,-3.1444337,incorrect,False,-16.972902,-9.433301,incorrect,False,-9.205162,-7.9626675,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,5.6996355,317,"[3.2933011054992676, 3.8109514713287354]","[20.29640769958496, 2.259662389755249]",221,"[3.6965174674987793, 10.26630973815918, 15.818317413330078]","[19.327234268188477, 6.823627948760986, 8.888043403625488]",-7.6040072,-2.9652822,incorrect,False,-15.2080145,-8.895846,incorrect,False,-8.293994,-7.8907776,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,4.0317163,2,"[10.020752906799316, 4.384178638458252]","[-1.4341645240783691, 4.107353687286377]",3,"[9.985107421875, 11.043560981750488, 17.612354278564453]","[-1.8997373580932617, 1.976645588874817, 1.6254292726516724]",-4.430907,-0.97542065,incorrect,False,-8.861814,-2.926262,incorrect,False,-2.3030617,-2.3387072,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,6.712665,2,"[8.504253387451172, 4.997035980224609]","[9.071287155151367, 4.098705291748047]",3,"[8.3399658203125, 10.493203163146973, 16.96876335144043]","[6.588140964508057, 6.325075149536133, -4.132033348083496]",-4.3839545,-1.3070514,incorrect,False,-8.767909,-3.9211543,incorrect,False,-2.9414964,-3.105784,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,5.4949994,3,"[9.551077842712402, 5.765097141265869]","[5.084549427032471, -1.0440882444381714]",4,"[8.886639595031738, 10.997614860534668, 15.39432430267334]","[-0.8831334710121155, 7.531685829162598, 0.05180419608950615]",-3.8081882,-1.2864968,incorrect,False,-7.6163764,-3.8594902,incorrect,False,-2.302166,-2.9666042,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,18,6.297642,1,"[9.49384880065918, 5.286619186401367]","[-1.4892408847808838, 2.0207021236419678]",6,"[7.616973400115967, 11.363364219665527, 14.399740219116211]","[3.883434534072876, 10.05392837524414, -1.3109025955200195]",-3.842574,-1.5723542,incorrect,False,-7.685148,-4.7170625,incorrect,False,-2.0194974,-3.8963728,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,19,6.795185,3,"[7.912353515625, 5.202178001403809]","[-0.6135697960853577, 0.017863783985376358]",6,"[7.414051055908203, 11.88980770111084, 12.050146102905273]","[-0.9149647355079651, 6.151683807373047, -6.566410541534424]",-4.6610055,-1.6748842,incorrect,False,-9.322011,-5.0246525,incorrect,False,-3.4661872,-3.9644897,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,20,6.132518,10,"[7.542023658752441, 5.455231189727783]","[-0.3721964657306671, 8.825288772583008]",14,"[6.9873480796813965, 12.585941314697266, 10.792349815368652]","[2.9942524433135986, 0.2266809046268463, 5.312979698181152]",-5.01986,-2.3384316,incorrect,False,-10.03972,-7.015295,incorrect,False,-4.1112823,-4.6659584,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,21,6.8210716,7,"[7.264477729797363, 7.272355556488037]","[1.9384911060333252, 2.826655387878418]",8,"[7.220082759857178, 12.333102226257324, 11.731613159179688]","[3.498882293701172, 1.0725141763687134, 2.079970121383667]",-4.0092745,-1.7889603,incorrect,False,-8.018549,-5.366881,incorrect,False,-4.1970797,-4.241475,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,22,6.9410834,5,"[7.638640403747559, 8.620577812194824]","[2.4114866256713867, 4.713322639465332]",4,"[7.812130928039551, 12.842133522033691, 12.665349960327148]","[3.0903568267822266, 0.5886961817741394, 8.758390426635742]",-3.4951327,-1.6245848,incorrect,False,-6.9902654,-4.8737545,incorrect,False,-3.9583197,-3.7848291,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,23,3.2364683,2,"[14.504228591918945, 18.863149642944336]",,1,"[15.126279830932617, 20.07868766784668, 21.176790237426758]",,-1.5308802,-0.40028036,incorrect,False,-3.0617604,-1.2008411,incorrect,False,-1.7648402,-1.142789,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,0,8.725556,43234,[-2.960834264755249],[1.964919090270996],40154,[-2.5091564655303955],[0.0012690149014815688],-14.610964,-14.159286,incorrect,False,-14.610964,-14.159286,incorrect,False,-14.610964,-14.159286,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,1,8.596642,33705,[-1.8196334838867188],[1.1911182403564453],36512,[-2.112867593765259],[-2.133697748184204],-13.479162,-13.772396,correct,True,-13.479162,-13.772396,correct,True,-13.479162,-13.772396,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,2,8.342736,25150,[-1.1527491807937622],[-1.7544856071472168],37610,[-2.3639166355133057],[-2.067758321762085],-12.700819,-13.911986,correct,True,-12.700819,-13.911986,correct,True,-12.700819,-13.911986,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,3,6.6944942,28104,[-1.683178424835205],[-2.3727025985717773],40695,[-3.1195895671844482],[1.766063928604126],-13.806258,-15.24267,correct,True,-13.806258,-15.24267,correct,True,-13.806258,-15.24267,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,4,7.3837266,34437,[-2.3299708366394043],[1.3253782987594604],34419,[-2.328293561935425],[-3.820345163345337],-14.405902,-14.404224,incorrect,False,-14.405902,-14.404224,incorrect,False,-14.405902,-14.404224,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,5,7.1693006,25692,[-1.4105521440505981],[-1.282845377922058],42943,[-3.5639760494232178],[1.8822681903839111],-13.5235615,-15.676985,correct,True,-13.5235615,-15.676985,correct,True,-13.5235615,-15.676985,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,6,7.2652965,28879,[-1.769762635231018],[1.0821150541305542],37629,[-2.7579076290130615],[0.2148953229188919],-13.880526,-14.868671,correct,True,-13.880526,-14.868671,correct,True,-13.880526,-14.868671,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,7,7.369344,22237,[-1.0521366596221924],[-3.471212387084961],34191,[-2.2942750453948975],[-0.9512321352958679],-13.0543995,-14.296538,correct,True,-13.0543995,-14.296538,correct,True,-13.0543995,-14.296538,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,8,7.2512283,29736,[-2.153597116470337],[-3.1896345615386963],33438,[-2.5531930923461914],[2.2622039318084717],-13.915477,-14.315073,correct,True,-13.915477,-14.315073,correct,True,-13.915477,-14.315073,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,9,6.027116,36049,[-3.256497859954834],[-0.7126787304878235],22747,[-1.7920433282852173],[0.9619712233543396],-15.292885,-13.828431,incorrect,False,-15.292885,-13.828431,incorrect,False,-15.292885,-13.828431,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,10,5.6838026,31755,[-3.1859846115112305],[3.2138583660125732],14457,[-1.2839375734329224],[3.625109910964966],-15.22193,-13.319883,incorrect,False,-15.22193,-13.319883,incorrect,False,-15.22193,-13.319883,incorrect,False
