task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,True,"The capital of Canada is either Ottawa or Toronto. In fact,","The capital of Canada is either Ottawa or Toronto. In fact, the capital of Canada is",0,0.9620409,8696,[396.35693359375],[384.919677734375],19120,[389.176025390625],[391.9438171386719],-34.899006,-42.079914,correct,True,-34.899006,-42.079914,correct,True,-34.899006,-42.079914,correct,True
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,True,"The capital of Canada is either Ottawa or Toronto. In fact,","The capital of Canada is either Ottawa or Toronto. In fact, the capital of Canada is",1,1.0588531,14910,[391.17523193359375],[431.35540771484375],19025,[389.11187744140625],[439.5385437011719],-33.893272,-35.956627,correct,True,-33.893272,-35.956627,correct,True,-33.893272,-35.956627,correct,True
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,True,"The capital of Canada is either Ottawa or Toronto. In fact,","The capital of Canada is either Ottawa or Toronto. In fact, the capital of Canada is",2,1.1448753,8710,[419.404541015625],[479.8923034667969],3994,[423.7821960449219],[463.6473388671875],-34.328594,-29.95094,incorrect,False,-34.328594,-29.95094,incorrect,False,-34.328594,-29.95094,incorrect,False
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,True,"The capital of Canada is either Ottawa or Toronto. In fact,","The capital of Canada is either Ottawa or Toronto. In fact, the capital of Canada is",3,0.615228,1766,[482.42791748046875],[498.9192199707031],15893,[472.17718505859375],[498.3074645996094],-22.079792,-32.330524,correct,True,-22.079792,-32.330524,correct,True,-22.079792,-32.330524,correct,True
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,True,"The capital of Canada is either Ottawa or Toronto. In fact,","The capital of Canada is either Ottawa or Toronto. In fact, the capital of Canada is",4,0.01261751,2,[567.0075073242188],[1068.565185546875],116,[556.376953125],[1067.401611328125],-8.040138,-18.670692,correct,True,-8.040138,-18.670692,correct,True,-8.040138,-18.670692,correct,True
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,True,"The capital of Canada is either Ottawa or Toronto. In fact,","The capital of Canada is either Ottawa or Toronto. In fact, the capital of Canada is",5,5.596894,4,[1075.863037109375],,91,[1072.7847900390625],,-3.5205362,-6.5987835,correct,True,-3.5205362,-6.5987835,correct,True,-3.5205362,-6.5987835,correct,True
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,False,"The capital of Canada is either Toronto or Ottawa. In fact,","The capital of Canada is either Toronto or Ottawa. In fact, the capital of Canada is",0,0.9770013,8813,[396.29632568359375],[384.8269348144531],19331,[389.08477783203125],[391.87091064453125],-34.92956,-42.14111,correct,True,-34.92956,-42.14111,correct,True,-34.92956,-42.14111,correct,True
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,False,"The capital of Canada is either Toronto or Ottawa. In fact,","The capital of Canada is either Toronto or Ottawa. In fact, the capital of Canada is",1,0.9726688,15063,[391.093017578125],[430.2217102050781],19172,[389.02398681640625],[438.4184265136719],-34.072136,-36.141167,correct,True,-34.072136,-36.141167,correct,True,-34.072136,-36.141167,correct,True
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,False,"The capital of Canada is either Toronto or Ottawa. In fact,","The capital of Canada is either Toronto or Ottawa. In fact, the capital of Canada is",2,1.1528846,8941,[418.47930908203125],[474.97412109375],4124,[422.8541564941406],[463.93212890625],-34.377895,-30.003048,incorrect,False,-34.377895,-30.003048,incorrect,False,-34.377895,-30.003048,incorrect,False
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,False,"The capital of Canada is either Toronto or Ottawa. In fact,","The capital of Canada is either Toronto or Ottawa. In fact, the capital of Canada is",3,0.61925936,3182,[477.4592590332031],[498.995361328125],11355,[471.56182861328125],[506.89508056640625],-24.444117,-30.341547,correct,True,-24.444117,-30.341547,correct,True,-24.444117,-30.341547,correct,True
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,False,"The capital of Canada is either Toronto or Ottawa. In fact,","The capital of Canada is either Toronto or Ottawa. In fact, the capital of Canada is",4,0.0039377366,24,[561.5154418945312],[1068.436279296875],17,[562.2080078125],[1067.760986328125],-14.266939,-13.574373,incorrect,False,-14.266939,-13.574373,incorrect,False,-14.266939,-13.574373,incorrect,False
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,False,"The capital of Canada is either Toronto or Ottawa. In fact,","The capital of Canada is either Toronto or Ottawa. In fact, the capital of Canada is",5,5.647206,14,[1074.8175048828125],,24,[1074.27587890625],,-4.6626186,-5.2042446,correct,True,-4.6626186,-5.2042446,correct,True,-4.6626186,-5.2042446,correct,True
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,True,"The capital of India is either New Delhi or Mumbai. In fact,","The capital of India is either New Delhi or Mumbai. In fact, the capital of India is",0,0.91994303,9978,"[395.69024658203125, 392.9753112792969]","[383.79400634765625, 385.21270751953125]",26711,[385.34857177734375],[382.66510009765625],-29.613098,-45.33388,correct,True,-59.226196,-45.33388,incorrect,False,-34.992207,-45.33388,correct,True
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,True,"The capital of India is either New Delhi or Mumbai. In fact,","The capital of India is either New Delhi or Mumbai. In fact, the capital of India is",1,0.8716843,8226,"[389.7165222167969, 388.69158935546875]","[414.94586181640625, 437.96795654296875]",22932,[381.63153076171875],[416.1291809082031],-25.52493,-37.386505,correct,True,-51.04986,-37.386505,incorrect,False,-29.301514,-37.386505,correct,True
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,True,"The capital of India is either New Delhi or Mumbai. In fact,","The capital of India is either New Delhi or Mumbai. In fact, the capital of India is",2,1.3249887,11662,"[405.38055419921875, 417.82220458984375]","[479.9403381347656, 484.11566162109375]",19056,[401.4266357421875],[471.1458435058594],-25.276142,-37.70599,correct,True,-50.552284,-37.70599,incorrect,False,-33.75207,-37.70599,correct,True
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,True,"The capital of India is either New Delhi or Mumbai. In fact,","The capital of India is either New Delhi or Mumbai. In fact, the capital of India is",3,0.2596971,560,"[471.3027038574219, 483.75262451171875]","[525.7089233398438, 515.8892822265625]",5655,[462.56500244140625],[526.97314453125],-8.913019,-26.56333,correct,True,-17.826038,-26.56333,correct,True,-17.825628,-26.56333,correct,True
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,True,"The capital of India is either New Delhi or Mumbai. In fact,","The capital of India is either New Delhi or Mumbai. In fact, the capital of India is",4,0.018516947,30,"[567.9728393554688, 561.3740844726562]","[1068.2088623046875, 1064.087890625]",208,[562.8167114257812],[1069.1583251953125],-6.513395,-18.182919,correct,True,-13.02679,-18.182919,correct,True,-13.02679,-18.182919,correct,True
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,True,"The capital of India is either New Delhi or Mumbai. In fact,","The capital of India is either New Delhi or Mumbai. In fact, the capital of India is",5,6.003941,24,"[1073.7705078125, 1077.1854248046875]",,16,[1074.065673828125],,-2.6112874,-4.882144,correct,True,-5.2225747,-4.882144,incorrect,False,-5.17731,-4.882144,incorrect,False
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,False,"The capital of India is either Mumbai or New Delhi. In fact,","The capital of India is either Mumbai or New Delhi. In fact, the capital of India is",0,0.9283303,10093,"[396.18768310546875, 393.7547302246094]","[383.6222839355469, 389.22247314453125]",26672,[385.9583435058594],[382.75665283203125],-29.760267,-45.293335,correct,True,-59.520535,-45.293335,incorrect,False,-35.063995,-45.293335,correct,True
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,False,"The capital of India is either Mumbai or New Delhi. In fact,","The capital of India is either Mumbai or New Delhi. In fact, the capital of India is",1,0.90703785,8278,"[390.01806640625, 391.3818054199219]","[414.2613525390625, 429.2926025390625]",22534,[382.1835632324219],[415.23040771484375],-25.474873,-37.13598,correct,True,-50.949745,-37.13598,incorrect,False,-29.301476,-37.13598,correct,True
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,False,"The capital of India is either Mumbai or New Delhi. In fact,","The capital of India is either Mumbai or New Delhi. In fact, the capital of India is",2,1.4552376,12284,"[405.03802490234375, 414.5041198730469]","[473.6178894042969, 481.9880065917969]",19699,[401.0946350097656],[481.6075134277344],-25.705635,-38.111095,correct,True,-51.41127,-38.111095,incorrect,False,-34.167706,-38.111095,correct,True
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,False,"The capital of India is either Mumbai or New Delhi. In fact,","The capital of India is either Mumbai or New Delhi. In fact, the capital of India is",3,0.19404455,3402,"[465.1809387207031, 475.0719909667969]","[503.51092529296875, 520.1828002929688]",967,[469.9801940917969],[521.57080078125],-12.6943245,-20.581165,correct,True,-25.388649,-20.581165,incorrect,False,-25.38042,-20.581165,incorrect,False
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,False,"The capital of India is either Mumbai or New Delhi. In fact,","The capital of India is either Mumbai or New Delhi. In fact, the capital of India is",4,0.24634194,1640,"[543.1465454101562, 556.078369140625]","[1069.010498046875, 1062.125244140625]",2,[563.3688354492188],[1068.70263671875],-12.055536,-3.8887835,incorrect,False,-24.111073,-3.8887835,incorrect,False,-24.111073,-3.8887835,incorrect,False
capitals-recognition,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,False,"The capital of India is either Mumbai or New Delhi. In fact,","The capital of India is either Mumbai or New Delhi. In fact, the capital of India is",5,5.800933,156,"[1072.099609375, 1076.160888671875]",,3,[1076.070556640625],,-3.5508409,-3.118087,incorrect,False,-7.1016817,-3.118087,incorrect,False,-7.089034,-3.118087,incorrect,False
capitals-recognition,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,True,"The capital of Morrocco is either Rabat or Marrakesh. In fact,","The capital of Morrocco is either Rabat or Marrakesh. In fact, the capital of Morrocco is",0,1.2055106,19941,"[381.8382263183594, 411.1336669921875]","[391.5997009277344, 374.0876159667969]",9776,"[387.5623474121094, 437.2994079589844, 448.9088439941406, 443.9402160644531]","[393.8334655761719, 330.89617919921875, 402.5205993652344, 452.38525390625]",-31.956358,-26.462177,incorrect,False,-63.912716,-105.84871,correct,True,-37.511536,-31.787413,incorrect,False
capitals-recognition,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,True,"The capital of Morrocco is either Rabat or Marrakesh. In fact,","The capital of Morrocco is either Rabat or Marrakesh. In fact, the capital of Morrocco is",1,2.3805082,15320,"[383.5205383300781, 397.63507080078125]","[419.8630676269531, 452.677001953125]",6585,"[388.71197509765625, 398.3194885253906, 446.6669006347656, 471.2745361328125]","[426.0870361328125, 441.92974853515625, 451.3197021484375, 401.6209411621094]",-25.986555,-30.109657,correct,True,-51.97311,-120.43863,correct,True,-32.127514,-26.936075,incorrect,False
capitals-recognition,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,True,"The capital of Morrocco is either Rabat or Marrakesh. In fact,","The capital of Morrocco is either Rabat or Marrakesh. In fact, the capital of Morrocco is",2,0.9983792,19190,"[405.4999694824219, 431.40545654296875]","[487.4324645996094, 425.70941162109375]",4928,"[413.4941711425781, 427.133056640625, 482.4518737792969, 455.4925231933594]","[475.85064697265625, 439.328125, 441.1649169921875, 432.290283203125]",-28.370655,-24.675755,incorrect,False,-56.74131,-98.70302,correct,True,-38.112717,-30.118517,incorrect,False
