task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",10,7.7e-06,235,"[15.1015625, 1.599609375, 15.375]","[4.265625, -3.26171875, 12.75]",7212,[8.3984375],[-1.5654296875],-53.84,-42.94,incorrect,False,-161.5,-42.94,incorrect,False,-36.25,-42.94,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",11,4.23e-05,201,"[14.390625, 0.927734375, 17.0]","[8.8125, 2.767578125, -4.36328125]",8618,[7.46875],[9.3671875],-49.97,-40.0,incorrect,False,-149.9,-40.0,incorrect,False,-33.1,-40.0,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",12,0.0001547,749,"[15.390625, 1.2568359375, 14.734375]","[-1.27734375, -1.736328125, 0.359619140625]",13224,[9.4453125],[7.44140625],-45.16,-34.1,incorrect,False,-135.5,-34.1,incorrect,False,-28.14,-34.1,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",13,0.0002145,889,"[14.46875, 0.9384765625, 13.6015625]","[2.837890625, -5.7421875, -10.5390625]",8324,[10.28125],[9.515625],-47.7,-31.97,incorrect,False,-143.1,-31.97,incorrect,False,-27.78,-31.97,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",14,0.001035,1185,"[13.21875, -0.29443359375, 10.375]","[9.09375, -4.7421875, 15.1953125]",4892,[10.8828125],[1.6865234375],-42.22,-26.12,incorrect,False,-126.7,-26.12,incorrect,False,-23.78,-26.12,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",15,0.000631,194,"[13.953125, -0.92529296875, 13.5]","[4.5390625, -4.7421875, 8.9375]",1455,[10.4375],[0.919921875],-35.47,-27.44,incorrect,False,-106.44,-27.44,incorrect,False,-23.92,-27.44,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",16,0.006134,187,"[13.6640625, -1.4169921875, 14.5703125]","[3.49609375, 7.82421875, -16.125]",1839,[9.34375],[-1.3271484375],-30.67,-23.31,incorrect,False,-92.0,-23.31,incorrect,False,-19.0,-23.31,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",17,0.010956,248,"[12.84375, -0.0175933837890625, 10.1953125]","[2.265625, 1.177734375, -11.3671875]",1559,[7.55078125],[0.82861328125],-29.83,-26.36,incorrect,False,-89.5,-26.36,incorrect,False,-21.06,-26.36,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",18,0.3274,295,"[12.1328125, 0.1605224609375, 7.75]","[9.0078125, 5.359375, 21.1875]",1562,[7.0],[-3.126953125],-27.3,-24.56,incorrect,False,-81.9,-24.56,incorrect,False,-19.44,-24.56,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",19,0.591,293,"[13.21875, 1.1025390625, 11.953125]","[5.34375, -9.859375, 3.5625]",2384,[5.7421875],[-13.5859375],-30.75,-27.06,incorrect,False,-92.25,-27.06,incorrect,False,-19.6,-27.06,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",20,0.3586,273,"[13.015625, -0.56298828125, 11.8125]","[12.3046875, 7.1328125, -5.9921875]",3141,[2.294921875],[-6.81640625],-26.44,-30.69,correct,True,-79.3,-30.69,incorrect,False,-19.97,-30.69,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",21,1.194,189,"[14.4921875, 0.55322265625, 10.09375]","[9.296875, -2.724609375, -14.984375]",3792,[0.07110595703125],[-7.91015625],-30.31,-32.28,correct,True,-90.94,-32.28,incorrect,False,-17.86,-32.28,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",22,1.174,182,"[15.1484375, -0.059844970703125, 6.58984375]","[6.38671875, 19.03125, 8.25]",3673,[-1.857421875],[-0.81396484375],-26.36,-36.03,correct,True,-79.1,-36.03,incorrect,False,-19.02,-36.03,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",23,0.908,213,"[15.90625, 3.62890625, 7.7890625]","[4.328125, -9.6953125, 7.6953125]",4953,[-1.9580078125],[16.640625],-32.12,-36.94,correct,True,-96.4,-36.94,incorrect,False,-19.08,-36.94,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",24,0.5835,264,"[14.8359375, 2.505859375, 8.4296875]","[-8.0546875, -5.58203125, 10.390625]",2707,[3.330078125],[-8.78125],-28.97,-30.56,correct,True,-86.94,-30.56,incorrect,False,-19.05,-30.56,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",25,0.8213,296,"[12.3203125, 1.5419921875, 9.328125]","[-3.830078125, -1.9990234375, -6.07421875]",3258,[1.3916015625],[-3.333984375],-25.78,-28.61,correct,True,-77.4,-28.61,incorrect,False,-17.69,-28.61,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",26,0.8896,419,"[9.984375, 1.21484375, 8.390625]","[2.546875, 17.796875, 0.293212890625]",3367,[0.294921875],[-5.9296875],-27.48,-30.27,correct,True,-82.44,-30.27,incorrect,False,-20.58,-30.27,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",27,0.11676,483,"[9.8671875, 3.34375, 8.296875]","[-4.5, 0.295166015625, 4.1484375]",3894,[-1.150390625],[-9.9921875],-32.5,-37.5,correct,True,-97.44,-37.5,incorrect,False,-26.5,-37.5,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",28,0.1438,644,"[6.64453125, 3.1953125, 8.453125]","[-8.359375, 10.4765625, 6.1484375]",3987,[-4.26953125],[-4.91796875],-33.53,-42.16,correct,True,-100.6,-42.16,incorrect,False,-31.25,-42.16,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",29,0.2161,811,"[4.7265625, 4.63671875, 8.7265625]","[-11.9765625, -15.328125, -15.3046875]",4299,[-5.0703125],[-19.546875],-34.06,-42.66,correct,True,-102.2,-42.66,incorrect,False,-32.88,-42.66,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",30,1.24,931,"[0.685546875, 2.34765625, 6.56640625]","[2.283203125, 14.21875, -1.81640625]",4139,[-10.046875],[-11.28125],-33.7,-48.12,correct,True,-101.06,-48.12,incorrect,False,-37.38,-48.12,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",31,0.637,707,"[1.2431640625, 4.0078125, 6.234375]","[10.7890625, -3.734375, 1.29296875]",4198,[-11.9140625],[-3.24609375],-35.34,-49.16,correct,True,-106.06,-49.16,incorrect,False,-36.0,-49.16,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",32,0.8774,439,"[4.36328125, 2.84375, 5.89453125]","[-5.10546875, 20.28125, 14.296875]",3912,[-10.984375],[-9.125],-29.64,-50.8,correct,True,-88.9,-50.8,incorrect,False,-35.47,-50.8,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",33,1.189,458,"[2.212890625, 5.5390625, 7.01953125]","[76.1875, 37.5625, 49.46875]",3455,[-11.90625],[13.46875],-27.53,-49.34,correct,True,-82.56,-49.34,incorrect,False,-35.22,-49.34,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",34,1.135,19,"[27.109375, 12.15625, 18.046875]","[-4.39453125, 19.953125, 30.21875]",1891,[-5.046875],[-27.28125],-17.47,-43.7,correct,True,-52.44,-43.7,incorrect,False,-11.55,-43.7,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",35,0.459,41,"[21.359375, 16.71875, 21.8125]","[24.09375, 26.828125, 16.59375]",2741,[-11.6875],[43.46875],-19.05,-51.8,correct,True,-57.12,-51.8,incorrect,False,-18.75,-51.8,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",36,0.582,27,"[27.5, 20.953125, 23.109375]","[-1.3955078125, 14.71875, 22.640625]",234,[11.234375],[-17.1875],-17.84,-31.22,correct,True,-53.5,-31.22,incorrect,False,-14.945,-31.22,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",37,0.6353,42,"[22.84375, 22.453125, 25.078125]","[-15.5703125, -20.640625, -7.8046875]",398,[5.4453125],[-6.3125],-18.55,-36.03,correct,True,-55.66,-36.03,incorrect,False,-18.62,-36.03,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",38,1.209,64,"[15.609375, 16.390625, 21.40625]","[17.484375, 3.134765625, 4.63671875]",405,[3.12890625],[4.26171875],-16.69,-32.12,correct,True,-50.1,-32.12,incorrect,False,-19.64,-32.12,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",39,0.856,63,"[18.125, 15.3046875, 19.65625]","[4.23828125, 3.71484375, 28.15625]",509,[3.86328125],[1.564453125],-7.863,-33.28,correct,True,-23.58,-33.28,correct,True,-19.02,-33.28,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",40,0.929,61,"[17.359375, 14.9609375, 22.421875]","[1.6337890625, 11.4140625, 29.46875]",521,[3.814453125],[13.09375],-7.715,-31.61,correct,True,-23.14,-31.61,correct,True,-18.06,-31.61,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",41,1.296,53,"[16.1875, 16.203125, 25.484375]","[11.1953125, 23.0, 9.90625]",357,[5.4453125],[1.4853515625],-6.133,-25.62,correct,True,-18.4,-25.62,correct,True,-14.88,-25.62,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",42,1.315,48,"[16.46875, 20.578125, 25.078125]","[14.5546875, 29.78125, 13.4609375]",405,[5.23828125],[14.453125],-4.47,-24.47,correct,True,-13.41,-24.47,correct,True,-13.234,-24.47,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",43,1.03,33,"[17.28125, 27.9375, 24.390625]","[17.0625, 7.265625, 41.6875]",295,[6.8828125],[4.828125],-3.604,-21.19,correct,True,-10.805,-21.19,correct,True,-10.8,-21.19,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",44,1.453,12,"[18.578125, 27.703125, 29.0625]","[7.46875, 6.5390625, 45.3125]",254,[7.0390625],[12.2578125],-1.777,-16.88,correct,True,-5.332,-16.88,correct,True,-5.332,-16.88,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",45,1.535,8,"[17.625, 26.984375, 33.5]","[-21.9375, -9.7890625, 30.84375]",239,[8.6328125],[-14.6796875],-1.769,-14.29,correct,True,-5.305,-14.29,correct,True,-5.3,-14.29,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",46,3.238,1,"[5.55078125, 15.796875, 35.25]","[-35.5, -104.0, 96.8125]",21,[1.2900390625],[-33.78125],-0.4285,-5.547,correct,True,-1.285,-5.547,correct,True,-1.285,-5.547,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",47,3.447,5,"[-13.25, -63.75, 85.75]",,20,[-15.234375],,-1.405,-4.78,correct,True,-4.215,-4.78,correct,True,-2.797,-4.78,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,0.0,199,"[30.5, 70.3125, 68.0]","[-36.6875, -30.015625, -11.25]",6846,[15.4296875],[34.53125],-143.2,-79.94,incorrect,False,-430.0,-79.94,incorrect,False,-64.9,-79.94,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,0.0001219,18546,"[25.828125, 33.9375, 57.0]","[-7.66796875, -36.25, -4.34765625]",38095,[20.921875],[-10.4140625],-110.5,-52.78,incorrect,False,-331.5,-52.78,incorrect,False,-47.88,-52.78,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,1.1e-06,12675,"[24.140625, 29.5625, 49.03125]","[-15.0703125, -17.40625, -13.875]",34852,[18.984375],[-12.0625],-101.9,-50.12,incorrect,False,-305.5,-50.12,incorrect,False,-45.0,-50.12,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,0.0,9452,"[21.390625, 24.09375, 37.59375]","[-5.42578125, -22.734375, -4.81640625]",29611,[16.8125],[-0.263427734375],-93.2,-48.62,incorrect,False,-279.5,-48.62,incorrect,False,-44.06,-48.62,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,0.0,2759,"[19.34375, 20.8125, 33.1875]","[-7.46875, -3.447265625, -3.455078125]",12493,[15.671875],[-5.16796875],-87.9,-48.88,incorrect,False,-263.8,-48.88,incorrect,False,-45.22,-48.88,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,1e-06,3410,"[18.46875, 18.359375, 28.984375]","[-17.65625, -12.6484375, 14.421875]",13913,[15.03125],[-10.859375],-82.5,-48.3,incorrect,False,-247.5,-48.3,incorrect,False,-44.88,-48.3,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,1.1e-06,4151,"[15.3515625, 16.046875, 31.265625]","[7.0625, -13.625, -1.814453125]",11537,[12.921875],[-4.5234375],-73.75,-46.06,incorrect,False,-221.4,-46.06,incorrect,False,-43.66,-46.06,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,2e-06,2230,"[15.5859375, 14.4453125, 28.65625]","[8.421875, -31.9375, -23.359375]",10655,[12.2265625],[-6.8046875],-68.0,-46.1,incorrect,False,-204.0,-46.1,incorrect,False,-42.72,-46.1,correct,True
