task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,0.00901,2507,"[5.23828125, 4.78515625, 12.3828125]","[0.580078125, -5.59765625, 2.30078125]",8721,[2.494140625],[-2.431640625],-52.06,-31.28,incorrect,False,-156.1,-31.28,incorrect,False,-28.55,-31.28,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,0.08203,2952,"[5.171875, 2.111328125, 11.90625]","[3.310546875, -2.68359375, -0.272216796875]",12267,[1.86328125],[-4.41015625],-46.38,-30.1,incorrect,False,-139.1,-30.1,incorrect,False,-26.78,-30.1,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,0.1368,2787,"[5.55078125, 1.3154296875, 11.3671875]","[-2.833984375, -1.5771484375, 3.625]",18920,[0.68994140625],[-2.68359375],-43.1,-30.27,incorrect,False,-129.2,-30.27,incorrect,False,-25.4,-30.27,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,0.5967,5652,"[4.58203125, 0.84375, 12.046875]","[0.646484375, 4.55078125, 1.6005859375]",25273,[0.027435302734375],[3.173828125],-41.16,-29.69,incorrect,False,-123.5,-29.69,incorrect,False,-25.14,-29.69,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,0.7007,6408,"[4.46484375, 2.08203125, 11.7109375]","[-0.52734375, 5.0, 9.4609375]",21704,[0.88623046875],[-4.5390625],-37.56,-27.58,incorrect,False,-112.6,-27.58,incorrect,False,-24.0,-27.58,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,0.3428,8449,"[3.912109375, 3.455078125, 13.453125]","[4.328125, 2.994140625, -2.794921875]",30038,[-0.53955078125],[-2.033203125],-33.12,-28.62,incorrect,False,-99.4,-28.62,incorrect,False,-24.17,-28.62,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,0.7275,4135,"[5.2109375, 3.931640625, 11.640625]","[5.3125, -4.03125, -1.7294921875]",31882,[-1.3935546875],[2.3359375],-28.98,-26.33,incorrect,False,-86.94,-26.33,incorrect,False,-19.72,-26.33,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,0.845,1807,"[6.67578125, 2.744140625, 10.703125]","[-1.107421875, -5.3203125, 10.03125]",24777,[-0.1810302734375],[1.71875],-25.78,-21.88,incorrect,False,-77.3,-21.88,incorrect,False,-15.02,-21.88,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,1.674,4225,"[5.58984375, 1.7373046875, 12.140625]","[-1.70703125, -1.8662109375, 7.1953125]",24512,[0.466552734375],[-1.318359375],-24.9,-20.31,incorrect,False,-74.75,-20.31,incorrect,False,-15.2,-20.31,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,2.688,6728,"[4.34375, 1.2431640625, 13.09375]","[3.375, -10.234375, 2.859375]",25954,[-0.05938720703125],[2.62109375],-22.86,-19.97,incorrect,False,-68.6,-19.97,incorrect,False,-15.58,-19.97,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,1.979,6398,"[5.0703125, -0.650390625, 13.2265625]","[5.08203125, 2.197265625, 0.74755859375]",25668,[0.69970703125],[-2.453125],-21.83,-20.19,incorrect,False,-65.5,-20.19,incorrect,False,-15.836,-20.19,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,2.05,4412,"[6.02734375, -0.27294921875, 12.9453125]","[-0.4228515625, -0.9619140625, -2.34375]",30392,[0.06427001953125],[-2.27734375],-20.6,-20.55,incorrect,False,-61.75,-20.55,incorrect,False,-14.57,-20.55,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,2.52,3839,"[5.6171875, -0.400390625, 12.1015625]","[-5.734375, -1.658203125, 8.8828125]",28643,[-0.564453125],[1.12109375],-20.06,-20.19,correct,True,-60.2,-20.19,incorrect,False,-13.99,-20.19,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,2.375,12530,"[3.51171875, -0.6962890625, 13.2109375]","[1.3564453125, 1.6337890625, 0.19970703125]",31622,[-0.197021484375],[-1.3095703125],-19.84,-21.11,correct,True,-59.56,-21.11,incorrect,False,-17.38,-21.11,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,24,2.176,8921,"[3.671875, -0.464111328125, 13.0625]","[4.71875, -4.421875, -1.373046875]",29305,[-0.56640625],[-7.30078125],-19.05,-20.47,correct,True,-57.12,-20.47,incorrect,False,-16.22,-20.47,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,25,1.908,3602,"[4.89453125, -1.3916015625, 12.6875]","[-0.61328125, -0.117431640625, 1.6435546875]",38732,[-3.416015625],[1.3232421875],-17.98,-22.98,correct,True,-53.94,-22.98,incorrect,False,-14.65,-22.98,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,26,1.246,4515,"[3.99609375, -1.203125, 12.5234375]","[-2.3203125, 7.6875, 9.3359375]",32043,[-2.494140625],[-0.72998046875],-16.31,-22.19,correct,True,-48.94,-22.19,incorrect,False,-15.664,-22.19,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,27,1.447,5021,"[3.580078125, 0.317138671875, 13.5859375]","[2.5078125, 1.8408203125, 0.76123046875]",31321,[-2.55859375],[-6.8828125],-15.52,-21.8,correct,True,-46.56,-21.8,incorrect,False,-15.63,-21.8,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,28,2.576,2862,"[3.95703125, 0.5556640625, 13.625]","[1.2958984375, 1.369140625, -0.83935546875]",34025,[-3.9375],[-1.3876953125],-14.49,-21.36,correct,True,-43.47,-21.36,incorrect,False,-13.46,-21.36,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,29,1.639,3149,"[3.923828125, 0.9052734375, 13.2109375]","[-1.12109375, 3.9609375, 5.6875]",35281,[-3.94140625],[-0.2685546875],-13.69,-23.02,correct,True,-41.06,-23.02,incorrect,False,-15.14,-23.02,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,1.538,4271,"[3.4921875, 1.4677734375, 13.875]","[3.79296875, 1.1240234375, 3.916015625]",35543,[-3.849609375],[-2.236328125],-13.375,-23.44,correct,True,-40.12,-23.44,incorrect,False,-16.1,-23.44,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,1.037,2035,"[4.05078125, 1.587890625, 14.25]","[11.375, 5.74609375, 4.14453125]",31441,[-4.046875],[13.7265625],-12.71,-23.88,correct,True,-38.12,-23.88,incorrect,False,-15.734,-23.88,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,32,0.322,103,"[8.15625, 2.703125, 14.453125]","[5.8984375, -3.587890625, 12.421875]",2177,[2.724609375],[-1.056640625],-11.15,-18.28,correct,True,-33.44,-18.28,incorrect,False,-12.8,-18.28,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,33,1.279,72,"[9.0390625, 1.484375, 16.109375]","[4.87109375, 5.1953125, 4.97265625]",2276,[2.177734375],[1.4775390625],-9.76,-17.17,correct,True,-29.27,-17.17,incorrect,False,-10.266,-17.17,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,34,2.158,26,"[9.6015625, 2.99609375, 16.515625]","[0.408935546875, 1.150390625, 3.353515625]",1177,[2.41015625],[-6.20703125],-9.04,-14.805,correct,True,-27.12,-14.805,incorrect,False,-7.574,-14.805,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,35,2.078,47,"[8.5078125, 3.068359375, 16.421875]","[8.40625, 1.47265625, 18.84375]",2117,[0.38427734375],[44.46875],-9.26,-17.16,correct,True,-27.77,-17.16,incorrect,False,-8.99,-17.16,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,36,0.2888,21,"[10.6640625, 3.29296875, 19.640625]","[8.9296875, 6.12890625, 5.7109375]",3,[18.796875],[12.625],-9.86,-3.688,incorrect,False,-29.58,-3.688,incorrect,False,-11.9,-3.688,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,37,1.175,17,"[12.0546875, 5.62109375, 19.546875]","[3.357421875, 4.74609375, 26.53125]",3,[19.859375],[-2.927734375],-8.26,-1.389,incorrect,False,-24.77,-1.389,incorrect,False,-9.25,-1.389,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,38,1.78,20,"[11.953125, 6.5625, 25.15625]","[11.34375, 6.27734375, 2.572265625]",2,[17.796875],[14.3515625],-6.52,-1.487,incorrect,False,-19.56,-1.487,incorrect,False,-7.367,-1.487,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,39,1.093,9,"[13.6875, 7.39453125, 24.84375]","[13.390625, 9.921875, 10.34375]",1,[19.625],[9.234375],-5.496,-0.8037,incorrect,False,-16.5,-0.8037,incorrect,False,-6.773,-0.8037,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,40,1.419,7,"[15.328125, 8.96875, 25.328125]","[11.03125, 7.16796875, -1.759765625]",1,[19.578125],[6.33203125],-4.08,-0.7515,incorrect,False,-12.234,-0.7515,incorrect,False,-5.02,-0.7515,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,41,1.563,5,"[16.484375, 10.3515625, 22.546875]","[5.94921875, 16.171875, 7.4375]",1,[19.171875],[0.92626953125],-2.943,-0.705,incorrect,False,-8.83,-0.705,incorrect,False,-3.402,-0.705,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,42,1.824,5,"[16.71875, 14.265625, 22.703125]","[12.3203125, 12.09375, 5.390625]",1,[18.5],[11.703125],-1.36,-0.8604,incorrect,False,-4.082,-0.8604,incorrect,False,-2.652,-0.8604,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,43,1.971,4,"[17.859375, 16.71875, 22.078125]","[15.96875, 13.390625, 27.8125]",1,[19.390625],[12.6484375],-0.9565,-0.8315,incorrect,False,-2.87,-0.8315,incorrect,False,-2.371,-0.8315,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,44,1.545,2,"[19.921875, 19.875, 26.5]","[10.7890625, 16.453125, 10.484375]",1,[20.71875],[10.0703125],-0.4983,-0.664,correct,True,-1.495,-0.664,incorrect,False,-1.471,-0.664,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,45,1.251,2,"[20.59375, 22.90625, 26.90625]","[10.484375, 20.21875, 18.375]",1,[21.171875],[7.08203125],-0.4087,-0.6416,correct,True,-1.226,-0.6416,incorrect,False,-1.225,-0.6416,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,46,1.597,1,"[21.046875, 27.828125, 28.34375]","[16.15625, 16.75, 19.984375]",2,[20.40625],[14.9453125],-0.2253,-1.305,correct,True,-0.676,-1.305,correct,True,-0.676,-1.305,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,47,3.322,1,"[23.234375, 27.265625, 28.65625]",,2,[22.15625],,-0.368,-2.193,correct,True,-1.104,-2.193,correct,True,-1.104,-2.193,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,0.0,39438,"[-6.3828125, 9.7421875]","[3.0, -8.828125]",13829,"[1.302734375, 6.09765625, 4.74609375]","[-2.83984375, -0.0305633544921875, 10.3828125]",-91.25,-88.5,incorrect,False,-182.5,-265.5,correct,True,-80.94,-73.56,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,0.0,39581,"[-5.4765625, 8.953125]","[0.70068359375, -2.939453125]",16673,"[0.64697265625, 6.0703125, 7.16015625]","[-2.3359375, -2.658203125, 5.06640625]",-86.1,-82.2,incorrect,False,-172.2,-246.5,correct,True,-70.7,-64.9,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,0.0,38816,"[-5.2421875, 8.5859375]","[-5.65625, 6.9921875]",18080,"[0.2196044921875, 5.859375, 8.3046875]","[-4.59375, -3.220703125, 18.0]",-83.7,-76.8,incorrect,False,-167.4,-230.4,correct,True,-66.9,-61.66,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,0.0,39264,"[-5.7578125, 9.2578125]","[-4.6328125, 1.4033203125]",18894,"[-0.318115234375, 5.328125, 12.8515625]","[-0.390625, 0.94189453125, 10.734375]",-82.4,-71.75,incorrect,False,-164.8,-215.2,correct,True,-66.2,-60.94,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,0.0,41560,"[-6.296875, 9.1796875]","[-0.7119140625, 1.810546875]",19968,"[-0.365966796875, 5.32421875, 16.28125]","[-2.45703125, 1.0712890625, 13.7265625]",-79.7,-60.88,incorrect,False,-159.4,-182.6,correct,True,-63.8,-58.12,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,0.0,41575,"[-6.26953125, 9.234375]","[-2.361328125, 2.087890625]",20928,"[-0.62646484375, 5.38671875, 19.984375]","[3.806640625, 4.26171875, 14.6484375]",-78.0,-57.1,incorrect,False,-156.0,-171.2,correct,True,-62.06,-56.66,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,0.0,42809,"[-6.48046875, 9.2734375]","[2.84765625, 0.64013671875]",19646,"[-0.046905517578125, 5.765625, 23.078125]","[1.419921875, -4.78125, 2.22265625]",-76.56,-53.0,incorrect,False,-153.1,-159.0,correct,True,-60.66,-54.47,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,1.1e-06,42347,"[-5.68359375, 9.25]","[0.004459381103515625, -4.8515625]",20729,"[0.2313232421875, 5.04296875, 22.21875]","[1.6298828125, 2.986328125, 8.4765625]",-74.1,-50.97,incorrect,False,-148.2,-152.9,correct,True,-57.44,-51.75,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,3.04e-05,42100,"[-5.04296875, 8.5]","[-7.125, 14.3984375]",20778,"[0.6611328125, 5.28515625, 23.3125]","[-5.0703125, 4.8515625, 8.4375]",-70.06,-45.6,incorrect,False,-140.1,-136.8,incorrect,False,-50.12,-44.62,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,0.0001373,42001,"[-6.39453125, 12.1171875]","[-9.3515625, -2.685546875]",22115,"[-0.73681640625, 6.3203125, 23.71875]","[-7.33984375, 2.49609375, -1.1103515625]",-62.5,-37.9,incorrect,False,-125.0,-113.75,incorrect,False,-47.6,-42.12,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,0.01323,46152,"[-8.734375, 10.859375]","[4.32421875, -3.94140625]",31485,"[-3.3359375, 6.53515625, 21.65625]","[0.435791015625, 11.1640625, -5.83984375]",-57.2,-34.3,incorrect,False,-114.4,-102.9,incorrect,False,-41.97,-36.66,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,0.365,45430,"[-7.36328125, 9.734375]","[0.474365234375, -5.59765625]",33162,"[-3.080078125, 9.4765625, 18.953125]","[-7.3671875, 10.90625, 10.6875]",-53.56,-31.89,incorrect,False,-107.1,-95.6,incorrect,False,-38.53,-34.3,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,0.4526,44335,"[-6.69921875, 7.90625]","[6.69921875, 1.4716796875]",38834,"[-4.58203125, 11.515625, 20.15625]","[5.66796875, 4.01171875, -0.34033203125]",-51.25,-29.83,incorrect,False,-102.5,-89.5,incorrect,False,-37.03,-35.03,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,0.6797,42498,"[-4.80859375, 7.96875]","[4.53515625, 2.845703125]",36784,"[-3.044921875, 12.1171875, 19.5625]","[2.51171875, -7.71484375, 7.20703125]",-48.7,-27.75,incorrect,False,-97.4,-83.25,incorrect,False,-34.44,-32.75,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,0.4028,38869,"[-3.296875, 8.3984375]","[0.308837890625, 1.42578125]",34410,"[-2.1796875, 9.7265625, 20.328125]","[-0.292236328125, 4.0703125, 14.0]",-44.7,-25.88,incorrect,False,-89.4,-77.6,incorrect,False,-32.5,-31.44,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,0.1287,38558,"[-2.939453125, 8.1875]","[-7.8046875, 16.515625]",35063,"[-2.083984375, 10.203125, 22.828125]","[-2.958984375, -1.1083984375, 10.34375]",-42.5,-22.19,incorrect,False,-85.0,-66.56,incorrect,False,-32.12,-31.3,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,0.4343,45526,"[-6.00390625, 11.828125]","[7.3125, 8.3828125]",37339,"[-3.080078125, 8.734375, 24.03125]","[-1.5908203125, 13.5390625, 6.94921875]",-37.7,-19.9,incorrect,False,-75.4,-59.72,incorrect,False,-32.28,-29.39,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,0.4163,34328,"[-2.40234375, 12.546875]","[-0.62451171875, 0.50244140625]",37916,"[-3.296875, 11.5546875, 24.578125]","[4.04296875, -10.9375, 10.5078125]",-32.72,-17.56,incorrect,False,-65.44,-52.7,incorrect,False,-25.89,-26.78,correct,True
