task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",10,1.3776438,105,"[340.7231140136719, 388.32684326171875, 345.2025451660156]","[822.634765625, 803.3414306640625, 788.8958129882812]",85,[341.8095703125],[822.2493286132812],-4.5477824,-12.556829,correct,True,-13.643347,-12.556829,incorrect,False,-13.643286,-12.556829,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",11,5.4038954,17,"[834.9044799804688, 826.1648559570312, 825.3804931640625]",,15,[834.9799194335938],,-1.4713906,-4.3190737,correct,True,-4.4141717,-4.3190737,incorrect,False,-4.394513,-4.3190737,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,1.9959124,36747,"[229.11337280273438, 258.1716003417969, 249.61874389648438]","[264.5586853027344, 241.34744262695312, 267.47003173828125]",11979,[240.1094512939453],[259.08319091796875],-30.137018,-26.245792,incorrect,False,-90.41106,-26.245792,incorrect,False,-37.24187,-26.245792,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,2.0272422,30245,"[236.9573516845703, 250.2971954345703, 257.4450988769531]","[243.21009826660156, 280.6963195800781, 239.71116638183594]",14539,[243.80995178222656],[268.4290466308594],-30.122591,-28.717712,incorrect,False,-90.367775,-28.717712,incorrect,False,-35.570312,-28.717712,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,1.2812928,44812,"[233.0280303955078, 262.6102600097656, 243.83717346191406]","[276.8952941894531, 221.574462890625, 239.253173828125]",8243,[250.9840087890625],[275.22723388671875],-28.817747,-27.015884,incorrect,False,-86.45324,-27.015884,incorrect,False,-44.971863,-27.015884,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,1.0571735,37778,"[244.85801696777344, 242.30455017089844, 230.9958953857422]","[225.05477905273438, 246.5670166015625, 250.8733673095703]",8176,[260.7866516113281],[214.97103881835938],-32.375595,-29.14619,incorrect,False,-97.126785,-29.14619,incorrect,False,-45.074825,-29.14619,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,0.113283075,38313,"[228.08407592773438, 238.16099548339844, 231.7267608642578]","[228.9061279296875, 279.6112060546875, 294.2278137207031]",18362,[238.69528198242188],[222.1404266357422],-32.58604,-39.62074,correct,True,-97.75812,-39.62074,incorrect,False,-50.231945,-39.62074,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,0.5498969,30160,"[216.1741180419922, 252.31239318847656, 263.3451843261719]","[304.4751281738281, 275.8533935546875, 275.7247009277344]",17947,[221.0693817138672],[304.4075012207031],-20.724691,-36.626774,correct,True,-62.174072,-36.626774,incorrect,False,-41.522038,-36.626774,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,0.08688675,22515,"[236.7920684814453, 259.7742614746094, 274.1531982421875]","[255.3552703857422, 224.47911071777344, 241.77191162109375]",11646,[241.85902404785156],[255.51596069335938],-18.283144,-33.689228,correct,True,-54.84943,-33.689228,incorrect,False,-38.756184,-33.689228,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,1.5788436,17740,"[239.0357208251953, 242.56430053710938, 261.8033447265625]","[237.93746948242188, 309.1968688964844, 284.2098388671875]",8787,[243.4560089111328],[250.80287170410156],-17.019232,-28.001795,correct,True,-51.057697,-28.001795,incorrect,False,-32.42208,-28.001795,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,1.026236,9760,"[227.09559631347656, 270.0050048828125, 277.4820861816406]","[316.11578369140625, 265.7148742675781, 236.69911193847656]",622,[240.045166015625],[319.7705078125],-14.864085,-22.475365,correct,True,-44.592255,-22.475365,incorrect,False,-35.424934,-22.475365,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,0.11180382,2818,"[265.5919189453125, 274.30242919921875, 261.45867919921875]","[362.3463439941406, 362.04443359375, 364.84222412109375]",156,[278.9435729980469],[353.8951416015625],-16.105621,-21.161432,correct,True,-48.316864,-21.161432,incorrect,False,-34.513084,-21.161432,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,0.5532231,254,"[335.5410461425781, 379.50091552734375, 345.3329772949219]","[821.96337890625, 800.05078125, 785.408203125]",86,[340.78558349609375],[822.2011108398438],-6.4674277,-14.157569,correct,True,-19.402283,-14.157569,incorrect,False,-19.402105,-14.157569,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,5.237704,46,"[833.5404663085938, 822.5428466796875, 822.2398071289062]",,13,[835.379150390625],,-1.9713932,-4.0656276,correct,True,-5.91418,-4.0656276,incorrect,False,-5.9043117,-4.0656276,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",0,1.9668801,34168,"[230.721923828125, 261.124267578125]","[257.5498962402344, 256.7802734375]",21255,"[236.3902130126953, 280.6935119628906, 253.9928436279297]","[270.30084228515625, 229.40948486328125, 233.17518615722656]",-21.292555,-14.94608,incorrect,False,-42.58511,-44.83824,correct,True,-36.023808,-30.355516,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",1,1.7749183,33043,"[235.95697021484375, 260.92828369140625]","[260.17596435546875, 278.00970458984375]",11633,"[245.60350036621094, 268.2130126953125, 239.08143615722656]","[256.5209045410156, 284.2618408203125, 283.67120361328125]",-21.526352,-15.796852,incorrect,False,-43.052704,-47.390556,correct,True,-37.13091,-27.484377,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",2,0.86127007,32553,"[240.9016876220703, 269.3973083496094]","[273.95391845703125, 226.82508850097656]",17513,"[246.9148406982422, 277.67291259765625, 261.89910888671875]","[275.812744140625, 222.56378173828125, 260.2961730957031]",-21.482407,-14.759125,incorrect,False,-42.964813,-44.277374,correct,True,-37.167393,-31.154238,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",3,1.1394573,33097,"[251.15609741210938, 253.67344665527344]","[230.12481689453125, 246.3543701171875]",20064,"[257.41790771484375, 256.24853515625, 263.7586364746094]","[225.69146728515625, 223.6912841796875, 250.5416717529297]",-23.516958,-15.420574,incorrect,False,-47.033916,-46.261723,incorrect,False,-40.48331,-34.2215,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",4,0.20343626,25277,"[237.81292724609375, 249.7005615234375]","[205.3953857421875, 265.1043395996094]",17723,"[241.4386444091797, 240.98297119140625, 259.4998474121094]","[209.14329528808594, 262.3320617675781, 292.2334899902344]",-24.491325,-16.47943,incorrect,False,-48.98265,-49.438286,correct,True,-41.996742,-38.371025,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",5,0.19311723,30548,"[211.34921264648438, 255.85130310058594]","[304.2022399902344, 276.2474365234375]",18146,"[216.31883239746094, 244.6744384765625, 291.5835876464844]","[302.9003601074219, 290.81085205078125, 270.5268249511719]",-20.911753,-16.230833,incorrect,False,-41.823505,-48.6925,correct,True,-40.287006,-35.317387,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",6,0.03610913,24609,"[230.99427795410156, 264.55517578125]","[241.0697479248047, 252.82815551757812]",15319,"[235.2235870361328, 258.63385009765625, 292.1557922363281]","[251.56561279296875, 246.13575744628906, 228.5983123779297]",-21.87459,-14.299663,incorrect,False,-43.74918,-42.898987,incorrect,False,-39.92809,-35.69878,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",7,1.3376957,25243,"[229.10105895996094, 261.1809387207031]","[234.82012939453125, 278.30853271484375]",9499,"[236.89492797851562, 252.52322387695312, 262.1617736816406]","[239.36019897460938, 269.83154296875, 300.6078186035156]",-19.949665,-12.304746,incorrect,False,-39.89933,-36.914238,incorrect,False,-35.22005,-27.426182,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",8,1.8888272,1763,"[218.7160186767578, 274.6680908203125]","[317.8486328125, 240.50852966308594]",166,"[227.90318298339844, 255.94351196289062, 287.65338134765625]","[322.6229248046875, 328.7985534667969, 266.8375549316406]",-11.884092,-6.3790565,incorrect,False,-23.768185,-19.137169,incorrect,False,-23.464817,-14.277652,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",9,1.6503153,1731,"[260.35491943359375, 269.9422912597656]","[351.98822021484375, 318.034423828125]",159,"[270.76678466796875, 294.4660339355469, 292.3262634277344]","[355.9769592285156, 428.7677917480469, 359.5457763671875]",-13.249343,-5.5138392,incorrect,False,-26.498686,-16.541517,incorrect,False,-25.560347,-15.14848,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",10,2.327632,148,"[320.76666259765625, 334.96368408203125]","[823.3839721679688, 792.2379760742188]",5,"[331.5592956542969, 394.7163391113281, 383.8116149902344]","[822.1756591796875, 813.255859375, 809.965576171875]",-7.958436,-0.73721236,incorrect,False,-15.916872,-2.211637,incorrect,False,-13.003893,-2.2112598,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",11,5.0818577,21,"[833.9563598632812, 816.9476318359375]",,3,"[835.60791015625, 832.1536865234375, 829.7164306640625]",,-2.5761738,-1.2218806,incorrect,False,-5.1523476,-3.6656418,incorrect,False,-4.9246483,-3.2730978,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",0,1.9440434,34258,"[230.6490478515625, 261.5224914550781]","[257.236572265625, 252.22080993652344]",21398,"[236.30728149414062, 281.1318054199219, 254.21438598632812]","[269.936767578125, 237.30963134765625, 234.37741088867188]",-21.096504,-14.9227915,incorrect,False,-42.19301,-44.768375,correct,True,-36.0818,-30.423563,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",1,1.7490759,33082,"[235.7224578857422, 259.2762145996094]","[259.3227233886719, 269.4408874511719]",11710,"[245.3522491455078, 270.6842041015625, 240.07232666015625]","[255.74563598632812, 291.58526611328125, 286.955810546875]",-21.183243,-15.992985,incorrect,False,-42.366486,-47.978954,correct,True,-37.229702,-27.599909,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",2,0.8690053,32458,"[240.33888244628906, 264.4247741699219]","[273.6892395019531, 226.20303344726562]",17422,"[246.363037109375, 283.1933898925781, 265.1963806152344]","[275.2865905761719, 224.2338104248047, 260.60797119140625]",-21.185177,-14.734105,incorrect,False,-42.370354,-44.202316,correct,True,-37.2173,-31.193146,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",3,1.0810664,32903,"[250.4278564453125, 248.93753051757812]","[230.22413635253906, 248.29611206054688]",20221,"[256.56329345703125, 262.20050048828125, 267.0184326171875]","[225.87820434570312, 224.48780822753906, 254.6669921875]",-23.74917,-15.869834,incorrect,False,-47.49834,-47.6095,correct,True,-40.527172,-34.391735,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",4,0.20599899,25222,"[236.9764404296875, 246.30926513671875]","[207.0657958984375, 262.970703125]",17896,"[240.50582885742188, 246.5951385498047, 264.52655029296875]","[213.37142944335938, 263.97930908203125, 292.7135925292969]",-23.948376,-16.850744,incorrect,False,-47.89675,-50.552235,correct,True,-42.10498,-38.575592,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",5,0.2375378,30711,"[211.3269500732422, 251.54248046875]","[302.7026672363281, 277.988037109375]",14976,"[217.6580047607422, 250.35333251953125, 298.969970703125]","[301.25372314453125, 287.2837829589844, 266.5592346191406]",-20.881655,-16.393734,incorrect,False,-41.76331,-49.181202,correct,True,-40.287445,-33.95639,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",6,0.035208933,24677,"[230.84132385253906, 261.1936340332031]","[246.3978271484375, 249.02577209472656]",12798,"[236.35357666015625, 262.1513977050781, 295.80609130859375]","[257.6761779785156, 243.59829711914062, 235.04104614257812]",-22.020506,-15.316813,incorrect,False,-44.04101,-45.95044,correct,True,-39.85385,-34.3416,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",7,1.2274104,25428,"[231.2493133544922, 256.7237243652344]","[232.07928466796875, 283.8662109375]",7394,"[240.37290954589844, 254.21099853515625, 271.21661376953125]","[240.54624938964844, 263.480712890625, 304.9993896484375]",-20.08824,-12.860138,incorrect,False,-40.17648,-38.580414,incorrect,False,-35.222286,-26.098688,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",8,2.11406,2403,"[217.46908569335938, 272.1619567871094]","[315.91656494140625, 234.90240478515625]",88,"[230.7306365966797, 255.43154907226562, 300.7163391113281]","[318.29248046875, 320.5283203125, 253.5252227783203]",-12.757696,-6.335552,incorrect,False,-25.515392,-19.006657,incorrect,False,-24.753916,-11.492365,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",9,1.9613128,2079,"[258.6142578125, 264.20245361328125]","[351.6589660644531, 315.8032531738281]",122,"[270.98980712890625, 289.2513122558594, 294.3364562988281]","[361.1601867675781, 415.7667236328125, 365.904296875]",-13.520476,-5.1620193,incorrect,False,-27.040953,-15.486058,incorrect,False,-25.837118,-13.461569,incorrect,False
