entity,correct,incorrect,model,item_id,condition,correct_first,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
New Zealand,Wellington,Auckland,Falcon3-10B-Base,6,has_competitor,True,2.0132523,5.239728,1.0,1.2338824110062311e-05,-0.4654988,-17.141155,3.7729069000000006,-3.402071000000001,186.611295388,23,8.35492,7.388156,0.875,5.286300843513919,34,565.4526369484,33,31.185032051599997,145.96117749999996,33,103.21911896506835,52.960279913443664,33
New Zealand,Wellington,Auckland,Falcon3-10B-Base,6,has_competitor,False,2.307783,5.229439,1.0,1.115897069654295e-05,-0.61763823,-17.668339,3.9326967699999997,-4.275349,190.33331096999999,23,8.471564000000003,7.343298000000001,0.85,5.374736592168921,34,569.081866621,33,33.504383179,151.64294850000005,33,91.68179264843579,46.43262051261171,28
Pakistan,Islamabad,Karachi,Falcon3-10B-Base,7,has_competitor,True,1.6574582,5.511503,1.0,1.581352689090248e-05,-0.30800647,-16.174587,3.7648380300000004,-6.203988999999998,192.57029395,23,9.156716499999998,7.569198000000002,0.8,5.295142046919047,34,524.9176794734701,33,43.01432082653,151.43820849999997,33,97.5884508054369,53.67492603879568,33
Pakistan,Islamabad,Karachi,Falcon3-10B-Base,7,has_competitor,False,1.5415405,5.99809,1.0,1.948671980045599e-05,-0.27882922,-15.442986,4.31386318,-6.410727,199.14074386729,27,9.197853999999998,7.4031449999999985,0.7,6.093766887543492,33,508.009672312356,33,58.92613868764399,153.17497099999997,33,100.06964494421278,50.51195869763925,33
South Africa,Pretoria,Johannesburg,Falcon3-10B-Base,8,has_competitor,True,3.1050792,4.303905,1.0,2.1486892995272882e-05,-1.3659186,-15.740507,1.7281858999999997,-0.8161539999999992,169.27234871,21,2.2116490000000013,2.2116490000000013,0.675,4.92784061188624,34,501.67839021399993,33,40.96426198599999,16.919015999999992,2,52.989307617588175,29.467807268621048,26
South Africa,Pretoria,Johannesburg,Falcon3-10B-Base,8,has_competitor,False,3.059434,5.03504,0.5,2.5957170668397145e-05,-2.0355282,-15.305716,1.0963912000000002,-0.9791900000000009,164.95602039,21,2.252085000000001,2.252085000000001,0.8,4.137182892534373,34,523.217882234,34,25.730190466000003,19.471709999999995,2,36.89117961781157,28.575821734861226,30
Switzerland,Bern,Zurich,Falcon3-10B-Base,9,has_competitor,True,1.0896163,5.812163,1.0,1.1614671653232363e-05,-0.19769125,-17.44394,3.78383975,-1.8380955000000014,192.514365888,27,4.750473000000001,4.750473000000001,0.95,3.54576628000373,36,505.26780549000006,33,29.31716641,62.74317704000001,2,89.2567650437126,88.82384643997503,36
Switzerland,Bern,Zurich,Falcon3-10B-Base,9,has_competitor,False,0.9125397,5.157317,1.0,1.1927338652926373e-05,-0.16056508,-17.538914,4.98168932,-1.8440799999999982,192.40479095,23,6.0462655000000005,6.0462655000000005,0.95,3.3663787315352285,36,501.32660789000005,33,30.32015791,83.3785798,37,73.01432243088162,89.90783921245757,36
Turkey,Ankara,Istanbul,Falcon3-10B-Base,10,has_competitor,True,1.4931033,6.443509,1.0,3.1211960423234184e-05,-0.30287656,-14.288777,3.8028874399999997,-1.9530269999999987,191.71516454230002,27,4.538416,4.538416,0.85,5.452849132184085,34,450.55765636315994,33,43.633725236839986,60.60860299999999,34,71.4483650936874,32.65077372518773,34
Turkey,Ankara,Istanbul,Falcon3-10B-Base,10,has_competitor,False,1.7260972,6.415537,1.0,2.6838432635534083e-05,-0.43354908,-14.620513,3.17000492,-2.464075000000001,173.669350579,21,4.737818000000001,4.737818000000001,0.6,5.685357012586738,34,465.2275581229,33,39.0663337771,64.47744800000001,33,63.02131195089015,30.972140276151347,33
United Arab Emirates,Abu Dhabi,Dubai,Falcon3-10B-Base,11,has_competitor,True,1.3215866,5.9188576,1.0,6.605456106744171e-05,-0.23938337,-13.007193,3.3331516299999997,1.2549040000000016,213.696963482,34,0.0,0.0,0.025,5.355927380288378,34,406.5451277907,33,137.11073680929996,0.0,1,108.51939909611443,49.48924011608996,35
United Arab Emirates,Abu Dhabi,Dubai,Falcon3-10B-Base,11,has_competitor,False,1.7920241,5.5757666,1.0,7.292882147024503e-05,-0.44241893,-12.991322,2.93801487,1.0402269999999998,188.92126659000002,17,1.5991032699999999,1.5991032699999999,0.925,4.637237707756494,35,432.096198503,33,106.67196999700002,2.0098369699999994,36,78.92815600454801,57.52878122521805,36
Alabama,Montgomery,Birmingham,Falcon3-10B-Base,12,has_competitor,True,1.1233133,6.655719,1.0,1.7630776283079744e-05,-0.19144633,-15.663641,5.4223086700000005,-1.1133699999999997,202.60118188299998,27,6.039878000000002,5.870763,0.9,5.063345680403673,34,522.615158018,34,42.351175481999995,106.4605408,34,121.18820682015117,52.318040956941886,35
Alabama,Montgomery,Birmingham,Falcon3-10B-Base,12,has_competitor,False,0.55525136,6.610097,1.0,1.879381307673514e-05,-0.076223254,-15.5507145,6.154637446,-1.0921245000000006,214.3379848096,29,6.054779,6.006463999999999,0.9,5.153414255507918,34,510.5277793059,33,41.2551403941,108.13020940000003,35,111.65209310787866,57.49154091261326,35
Alaska,Juneau,Anchorage,Falcon3-10B-Base,13,has_competitor,True,0.9867747,6.8186636,1.0,0.00026518164942985947,-0.1683656,-10.796793,3.220045,1.6019110000000012,204.40494544199998,27,3.955475,3.7257990000000003,0.875,5.167674503271827,34,377.2214342365,34,51.89182256349999,28.142163999999987,2,93.65352546048084,67.37314681957201,34
Alaska,Juneau,Anchorage,Falcon3-10B-Base,13,has_competitor,False,0.70833546,6.6151357,1.0,0.0002583311805734952,-0.1045399,-10.903169,4.5018061000000005,1.3059139999999996,210.2230317687,29,3.9512579999999993,3.9512579999999993,0.7,5.839580356804808,34,342.00147347186,33,61.57927982814,28.2060561,2,89.18534543874325,71.90790078095877,35
California,Sacramento,Los Angeles,Falcon3-10B-Base,14,has_competitor,True,1.0385152,6.5705323,1.0,0.007936507936507936,-0.17939799,-7.1819315,4.02902661,6.4392285,200.28139664000003,9,4.863969000000001,1.05973,0.425,5.604996625615197,37,298.430705762,2,172.322808838,15.366388999999998,34,135.0096922233742,33.53855009533362,34
California,Sacramento,Los Angeles,Falcon3-10B-Base,14,has_competitor,False,0.72994345,6.5418925,1.0,0.005988023952095809,-0.11809177,-7.4497566,5.5189197299999995,6.6895324,194.91997529000002,9,4.830452000000001,1.0358780000000003,0.4,8.001658783934944,27,277.814850504,2,203.494884496,14.784865000000003,34,154.55646233173212,24.002050707787124,34
Connecticut,Hartford,Bridgeport,Falcon3-10B-Base,15,has_competitor,True,1.4990402,4.8353567,1.0,8.999361045365779e-06,-0.2805875,-19.221867,5.7457245,-4.531891,176.642172809,23,8.292352000000001,6.785432999999999,0.875,5.144508929201758,34,591.1178049337,34,46.72981276630001,142.24126899999996,34,108.16000512169504,48.275856919074016,34
Connecticut,Hartford,Bridgeport,Falcon3-10B-Base,15,has_competitor,False,1.2950163,4.790676,1.0,8.745386808458538e-06,-0.23001136,-19.5029,7.217518940000001,-4.8815954999999995,191.86947903060002,23,8.432535999999999,6.744209,0.85,5.502974654666716,34,568.86111826466,33,61.35590553534,135.73533550000002,34,110.81789640359099,51.206618994375006,34
Delaware,Dover,Wilmington,Falcon3-10B-Base,16,has_competitor,True,2.6251397,3.6223924,1.0,0.0001598721023181455,-1.096252,-12.514141,2.5828976,0.650817,148.45996794,21,4.4963357,4.4963357,0.975,2.4474099098221456,38,510.99734850000004,34,46.895825200000004,36.53533216,37,62.97926431606065,66.77604872886891,35
Delaware,Dover,Wilmington,Falcon3-10B-Base,16,has_competitor,False,2.5608244,3.000043,0.5,0.00019920318725099602,-1.6249328,-12.3678255,2.3140972,0.8783335000000001,141.587995126,21,4.8980999999999995,4.8980999999999995,0.975,1.3306359042820406,38,543.3449434,34,49.258407700000014,37.626442600000004,37,55.8211637150988,68.38421977264667,35
Florida,Tallahassee,Jacksonville,Falcon3-10B-Base,17,has_competitor,True,1.6340675,5.3492565,1.0,1.930800123571208e-05,-0.30437553,-15.614433,3.79612597,-3.366344,195.0917559456,23,5.136984,5.136984,0.7,5.1830542280558,34,456.288159311955,34,93.24472618804501,47.46369299999999,34,125.53674647962903,29.360290826657156,34
Florida,Tallahassee,Jacksonville,Falcon3-10B-Base,17,has_competitor,False,1.09233,6.1556787,1.0,2.1296079391783973e-05,-0.17838761,-15.214964,5.137205590000001,-3.339439500000001,217.448030596134,33,5.341925000000002,5.341925000000002,0.7,6.227481610798687,33,418.7763577147864,33,106.75553048521363,50.72162439999999,34,138.54589120657639,35.612583150003736,34
Illinois,Springfield,Chicago,Falcon3-10B-Base,18,has_competitor,True,1.8801442,6.2373676,1.0,3.0439547059539753e-05,-0.41510212,-14.421679,2.22894328,-1.8672899999999988,211.39715206,4,4.520307000000001,4.2692640000000015,0.9,4.29032775520306,35,474.71677189,34,26.03817771,43.645077,1,103.5389437290115,56.10392839426391,34
Illinois,Springfield,Chicago,Falcon3-10B-Base,18,has_competitor,False,1.2654223,6.606686,1.0,3.8336208548974504e-05,-0.22367403,-13.818251,3.3809461699999996,-1.7906270000000006,223.14672629,4,4.674144999999999,4.024843000000001,0.9,4.670048030637514,35,442.35248773,34,28.766629870000003,48.5372163,1,117.20058302618224,63.57642731291044,35
Kansas,Topeka,Wichita,Falcon3-10B-Base,19,has_competitor,True,1.3321718,6.621599,1.0,0.0010298661174047373,-0.25165555,-9.243531,3.13869505,4.958371,197.3482186223,9,2.5713869999999996,0.0,0.275,5.452394875931342,34,349.25499581654,34,163.93020328345997,4.913321,9,118.35340245575678,24.010359663943106,35
Kansas,Topeka,Wichita,Falcon3-10B-Base,19,has_competitor,False,0.8451096,6.2221556,1.0,0.0005659309564233164,-0.13245283,-10.041057,4.96483817,4.369458999999999,203.255557553602,31,2.408816,0.0,0.275,6.650166261976538,33,334.3896862687028,33,174.1312687312972,4.7300889999999995,34,120.20344853906968,28.219414834036364,34
Kentucky,Frankfort,Louisville,Falcon3-10B-Base,20,has_competitor,True,1.939461,6.358548,1.0,1.734485031394179e-05,-0.4286122,-15.609371,2.3809223,-0.9294429999999991,209.91138155,27,3.8722969999999997,3.8722969999999997,0.9,5.009773696589596,34,495.23040405,34,24.55074115,52.133987,34,70.4578678685392,66.45504935333122,34
Kentucky,Frankfort,Louisville,Falcon3-10B-Base,20,has_competitor,False,0.9498899,6.4729185,1.0,1.876172607879925e-05,-0.15484482,-15.321873,3.74122918,-1.182188,227.311496898,33,5.877480600000001,5.877480600000001,0.9,5.049198452563926,34,463.7920342105,34,33.8309098895,66.8040558,34,75.10627251124879,73.64638178550311,34
Louisiana,Baton Rouge,New Orleans,Falcon3-10B-Base,21,has_competitor,True,1.9299858,6.1797867,1.0,4.585893790699807e-05,-0.47007197,-13.624713,2.1822620300000004,2.150848,186.6840538624,21,1.5129669999999997,1.5129669999999997,0.425,6.071644218652938,33,432.80790203766,33,157.55875426234007,3.4957589999999996,33,151.5775268721985,49.981686521683834,33
Louisiana,Baton Rouge,New Orleans,Falcon3-10B-Base,21,has_competitor,False,1.3822876,5.9463797,1.0,5.621451458766653e-05,-0.27363744,-13.270737,3.32136836,2.763062999999999,189.50114534099998,27,1.7610040000000016,1.7610040000000016,0.425,6.11134184112564,33,425.54453114137004,33,174.22516005863,4.042707999999999,33,163.62491515030004,47.5351978747249,33
Maine,Augusta,Portland,Falcon3-10B-Base,22,has_competitor,True,1.3717215,6.052843,1.0,8.299443937256204e-05,-0.26272088,-12.6069355,2.5971712200000003,-1.2261965000000004,200.99139835,27,4.893041,4.893041,0.9,5.255474426351522,34,394.78934996,34,39.76918234,41.5452866,34,84.84976644094465,51.00658883171788,34
Maine,Augusta,Portland,Falcon3-10B-Base,22,has_competitor,False,1.1765163,6.4735074,1.0,8.25559316436886e-05,-0.20367901,-12.488513,3.25587039,-1.3052890000000001,224.57251539,9,4.310131999999999,4.310131999999999,0.9,5.640541921504915,35,363.613085921,34,46.350034979,36.479241,34,92.22434803886557,61.62676587819988,25
Maryland,Annapolis,Baltimore,Falcon3-10B-Base,23,has_competitor,True,1.5177767,5.805274,1.0,0.00022588660492432798,-0.33776626,-11.296711,2.24376434,2.3791080000000004,174.779107857,21,1.6953720000000008,0.8743270000000001,0.7,6.12026342439034,33,376.04957880070003,33,68.2990194993,6.980450499999999,12,96.9267517533571,51.38718438578811,35
Maryland,Annapolis,Baltimore,Falcon3-10B-Base,23,has_competitor,False,1.4546374,6.4306116,1.0,0.00029197080291970805,-0.3085467,-10.826141,2.9787317,2.0537895000000006,169.733401287,21,2.1234636,2.1234636,0.7,6.181337092300771,33,376.39375725499997,33,63.726756045,12.236084599999998,35,104.6474766515535,64.04209530341987,35
Michigan,Lansing,Detroit,Falcon3-10B-Base,24,has_competitor,True,1.6037561,5.755862,1.0,5.841462702260646e-05,-0.31555888,-13.291632,3.3051574200000005,1.4787560000000006,195.11880660559999,27,3.125366999999999,3.125366999999999,0.375,5.242984742019604,34,440.08877027735,34,103.99045602265,15.200368000000001,34,100.17064394503691,39.57112737813106,34
Michigan,Lansing,Detroit,Falcon3-10B-Base,24,has_competitor,False,1.0068572,5.328616,1.0,7.133685261806249e-05,-0.16516772,-13.066994,4.33088928,1.215262000000001,196.76957547005,29,2.900132000000001,2.900132000000001,0.4,6.604379291111055,33,408.220049181891,33,106.276801018109,14.362071500000003,35,105.23311166610618,40.91192663056191,35
Minnesota,St. Paul,Minneapolis,Falcon3-10B-Base,25,has_competitor,True,2.5049486,4.929875,1.0,1.9985610360540412e-05,-1.1092526,-15.678777,1.8838179999999998,-4.031245999999999,161.95471380499998,21,14.6056893938,14.6056893938,0.975,1.7712445726677166,38,582.4642057000001,37,3.7979652999999995,196.87553221319996,37,64.60032302054186,137.55417107744776,24
Minnesota,St. Paul,Minneapolis,Falcon3-10B-Base,25,has_competitor,False,2.796746,5.539341,0.5,2.947939390366134e-05,-1.7945931,-14.787014,1.4045184,-3.4414569999999998,164.524892602,9,22.4307784255,22.4307784255,1.0,0.8217991127779846,38,610.2737451,37,1.4045184,240.1954742181,37,41.229274023822995,163.65067120006054,35
Montana,Helena,Billings,Falcon3-10B-Base,26,has_competitor,True,0.78630114,6.405054,1.0,2.9855202268995374e-05,-0.12184294,-14.437689,4.49475566,-0.6466295000000013,195.549115175,27,4.931608999999998,4.931608999999998,0.8,5.070901342377814,34,469.9012204198,34,55.72284298019999,38.0899435,37,120.6772851683397,63.46054260857707,36
Montana,Helena,Billings,Falcon3-10B-Base,26,has_competitor,False,0.8006375,5.397849,1.0,2.6832671460770635e-05,-0.123631634,-14.877885,5.263780366000001,-0.6701439999999987,200.493757039,1,5.273401,5.273401,0.675,5.106343732378897,34,463.33250417697,34,61.971352223029996,41.1883895,37,99.75453194505208,51.07994078276357,36
Nebraska,Lincoln,Omaha,Falcon3-10B-Base,27,has_competitor,True,1.7410331,6.422548,1.0,0.0002053388090349076,-0.3769889,-11.222069,2.8734167,-2.475417,197.972442755,27,4.745958999999999,4.745958999999999,0.725,5.12515765640806,34,373.16354758299997,34,49.588142217000005,38.2680651,37,85.47083852309113,82.3829918980827,35
Nebraska,Lincoln,Omaha,Falcon3-10B-Base,27,has_competitor,False,1.3233137,6.484261,1.0,0.0002955956251847473,-0.24247266,-10.720167,4.89361034,-1.982379,208.798040943,27,4.198846,4.198846,0.7,5.377194639193974,34,338.75909838129996,34,75.9180385187,27.734176199999997,35,97.07220727106393,78.88829140261565,35
Nevada,Carson City,Las Vegas,Falcon3-10B-Base,28,has_competitor,True,1.8028508,4.140657,1.0,0.0010905125408942203,-0.36655182,-9.911227,2.9637427800000005,5.543008,181.58749548999998,9,0.0,0.0,0.025,5.128920326881179,34,351.53110793839994,34,195.83158606159998,0.0,34,91.04809373662619,32.279496278243315,34
Nevada,Carson City,Las Vegas,Falcon3-10B-Base,28,has_competitor,False,1.4731411,4.9958143,1.0,0.0011389521640091116,-0.27070108,-9.60482,3.7704639200000005,5.377668,194.250300742,29,0.0,0.0,0.025,5.143081324194878,34,339.5377545436,34,203.55463625639996,0.0,34,101.31262974847269,38.89304323293048,34
New Hampshire,Concord,Manchester,Falcon3-10B-Base,29,has_competitor,True,1.8762406,6.3839674,1.0,5.107513151846366e-05,-0.48015454,-13.335552,1.6184291599999998,-0.9214859999999998,195.18845954,27,7.781808000000002,2.867788000000001,0.9,4.505598044980242,35,494.742029625,34,30.584939075,60.8311255,34,96.50982241007578,43.593005422634626,34
New Hampshire,Concord,Manchester,Falcon3-10B-Base,29,has_competitor,False,1.1072237,5.9887314,1.0,3.505328098710039e-05,-0.19110106,-14.110889,3.7279653400000003,-1.7822449999999996,201.70281994799998,27,7.757850000000001,3.8195390000000007,0.9,5.009877459872439,34,489.54679544619995,34,43.7568746538,65.977585,34,105.02446529149907,40.39421446817919,34
New Jersey,Trenton,Newark,Falcon3-10B-Base,30,has_competitor,True,1.5640857,5.1850824,1.0,0.00015842839036755386,-0.2904052,-11.918144,4.370063399999999,2.598941,193.134048555,27,3.8253780000000006,3.254282999999999,0.725,5.038036813459436,34,464.94342422399995,34,53.271631276,32.57883399999999,34,96.93928605751685,48.93840095224616,34
New Jersey,Trenton,Newark,Falcon3-10B-Base,30,has_competitor,False,1.7348002,4.867167,1.0,0.00010396091069757771,-0.35897145,-12.629346,5.19874585,2.6237580000000005,188.676683787,27,3.90052,3.277477000000001,0.875,5.168757795567029,34,454.29133783466,33,47.68045216534,42.331794,34,81.85155912419518,62.215873579701444,34
New Mexico,Santa Fe,Albuquerque,Falcon3-10B-Base,31,has_competitor,True,1.5137533,5.779443,1.0,0.0017391304347826088,-0.29498833,-8.870071,4.03058417,8.474879000000001,185.918587568,12,4.4433098300000005,4.4433098300000005,0.925,4.33072440432777,35,361.74470476529996,34,192.5054649347,5.92674923,35,143.23607612821615,87.782548972943,35
New Mexico,Santa Fe,Albuquerque,Falcon3-10B-Base,31,has_competitor,False,1.8086883,6.08305,1.0,0.0022271714922048997,-0.41439822,-8.576016,4.90323448,8.53668,178.00966702600002,21,7.093109177,7.093109177,0.95,3.728568320815408,36,366.7146172,35,190.18558300000007,12.224577256999998,35,127.03532499880802,87.00012337109712,36
New York,Albany,New York,Falcon3-10B-Base,32,has_competitor,True,0.7500845,6.932114,1.0,0.002890173410404624,-0.1231503,-8.138388,3.3702937000000004,8.017884999999998,221.180770752,29,0.0,0.0,0.025,6.527849613100658,34,283.67193711539994,34,276.08905988460003,0.0,34,165.7859598258119,37.327815102069955,34
New York,Albany,New York,Falcon3-10B-Base,32,has_competitor,False,0.51508117,6.954303,1.0,0.0022172949002217295,-0.078809105,-8.336665,3.617938395,8.105353999999998,226.4017252823,33,0.0,0.0,0.025,11.507933101606117,33,258.21415162628,22,288.27638587372,0.0,34,169.5986234641917,34.55004078426312,34
North Carolina,Raleigh,Charlotte,Falcon3-10B-Base,33,has_competitor,True,1.4631793,5.4317684,1.0,1.6067612513456625e-05,-0.2668281,-16.035812,4.3789482,-1.1561710000000005,182.123719045,23,4.28702,4.28702,0.625,5.153352024098128,34,507.2630669645,34,98.67982283549999,32.554128500000004,1,130.82175094904764,35.652804604034095,34
North Carolina,Raleigh,Charlotte,Falcon3-10B-Base,33,has_competitor,False,1.1896511,5.9894896,1.0,1.806488908158104e-05,-0.20373483,-15.576563,5.431228669999999,-1.4252319999999994,205.009435851,16,4.491951999999998,4.491951999999998,0.525,5.831342364965086,34,453.19642199,33,129.01963751000002,34.721377999999994,1,137.12261663021923,33.46106555886355,34
North Dakota,Bismarck,Fargo,Falcon3-10B-Base,34,has_competitor,True,1.3711374,4.896058,1.0,9.502090459901178e-05,-0.25879902,-12.821383,3.64190278,-4.907369600000001,165.56418606,21,7.895573300000001,7.895573300000001,0.925,4.565139012699715,35,473.22295072000003,34,12.46019568,107.33662820000002,37,60.462509890745196,77.25758540568245,35
North Dakota,Bismarck,Fargo,Falcon3-10B-Base,34,has_competitor,False,1.0593759,5.385399,1.0,9.678668215253581e-05,-0.17930105,-12.618154,4.92043595,-4.5258020000000005,179.16526755,23,7.8204335,7.8204335,0.925,4.637172553922339,35,440.843773743,34,20.290972657,95.39458006000002,37,62.161264582435464,72.14553626109969,35
Oregon,Salem,Portland,Falcon3-10B-Base,35,has_competitor,True,1.4257826,5.928446,1.0,1.290888906100741e-05,-0.26942703,-16.708723,3.0586166699999997,-5.348961999999998,196.91947330000002,27,9.053739,9.053739,0.925,4.095588665479675,35,608.4026378799999,34,7.615999219999999,235.51123920000006,35,86.00640061338807,81.57441790936608,35
Oregon,Salem,Portland,Falcon3-10B-Base,35,has_competitor,False,0.66931796,6.16249,1.0,1.2828078097339456e-05,-0.10051421,-16.698784,4.41915439,-5.908901999999999,212.48493374,31,12.10644134,12.10644134,0.925,4.157997648201689,35,586.4812574100001,35,10.47969669,272.03681537,35,63.62278374650376,92.46626249228954,35
Pennsylvania,Harrisburg,Philadelphia,Falcon3-10B-Base,36,has_competitor,True,1.5666512,4.9122286,1.0,6.36902108145978e-05,-0.30874816,-13.485514,2.77839094,2.175155,176.20664341740002,23,1.671399000000001,0.4848739999999996,0.65,5.282641588109314,34,408.944014777393,33,106.70735272260701,2.691865,2,116.68996304570734,56.66567363731325,35
Pennsylvania,Harrisburg,Philadelphia,Falcon3-10B-Base,36,has_competitor,False,0.89221036,6.086547,1.0,6.464124111182935e-05,-0.14434882,-13.121634,4.118965879999999,2.172096,191.142527554386,27,1.6650015000000007,0.0,0.075,7.007214378270998,33,347.5814498160277,33,136.55812828397228,2.2222395000000006,34,134.65162317728462,59.9126586701039,35
South Dakota,Pierre,Sioux Falls,Falcon3-10B-Base,37,has_competitor,True,0.9958937,4.917518,1.0,4.5442152140325365e-05,-0.17502226,-13.955913,3.18034374,-3.8929150000000003,177.82910370000002,23,8.859757,8.859757,0.975,3.2687718732880198,37,533.47578054,34,8.154689059999999,134.84015912000004,37,73.92500338994694,84.88341221742733,28
South Dakota,Pierre,Sioux Falls,Falcon3-10B-Base,37,has_competitor,False,1.3721519,2.7219832,1.0,3.263920621450486e-05,-0.264001,-15.399271,2.9085702,-5.05156,167.56263401,17,9.221054,9.221054,0.975,3.261768299484877,37,570.257790614,34,6.6683226860000016,160.66805794599998,37,65.2202607413341,82.11970851172622,36
Texas,Austin,Houston,Falcon3-10B-Base,38,has_competitor,True,0.9074082,6.868487,1.0,3.1092593744170135e-05,-0.15474914,-14.211788,4.43983056,-0.794182000000001,201.192714164,4,2.255563500000001,2.255563500000001,0.7,4.544888177402365,35,416.5763086742,33,65.53522442579998,18.3763335,5,117.90518590524562,35.845969052971355,35
Texas,Austin,Houston,Falcon3-10B-Base,38,has_competitor,False,0.49321443,7.163823,1.0,2.7549727257700147e-05,-0.073351696,-14.408362,6.099359704,-1.776771,214.992886992,4,2.478484999999999,2.478484999999999,0.7,6.726511462628188,33,375.8312897689,33,83.4387874311,21.7623245,5,130.7367961892437,44.83336226552276,35
Vermont,Montpelier,Burlington,Falcon3-10B-Base,39,has_competitor,True,1.6744142,3.936635,1.0,2.1292451825827744e-05,-0.35864246,-15.715124,2.56299604,-2.9856809999999996,171.579087007,23,6.040904000000001,6.040904000000001,0.75,4.286667551445139,35,500.451028477,34,46.826376523,49.707533500000004,35,110.92086471591182,62.27911985707332,35
