entity,correct,incorrect,model,item_id,condition,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
Alaska,Juneau,Anchorage,Falcon3-10B-Base,13,has_competitor,0.54918647,7.773485,1.0,0.0002533569799847986,-0.09457983,-10.496376,4.32768757,-1.908116999999999,244.31245783600002,31,4.371832999999999,3.9374902999999994,0.925,5.063369444190386,35,328.305260453,4,27.442243947,72.0247737,35,52.38695786097323,72.88152492887163,35
California,Sacramento,Los Angeles,Falcon3-10B-Base,14,has_competitor,0.7781917,7.7492623,1.0,0.0045871559633027525,-0.15718384,-7.496815,8.15415416,4.018348,242.914113877,32,5.858732,0.0,0.1,9.096231577860765,34,269.7584903567,2,235.71234314330002,15.0172105,34,154.5023654608224,27.643853856679335,34
Connecticut,Hartford,Bridgeport,Falcon3-10B-Base,15,has_competitor,0.5561281,7.97604,1.0,8.469193309337285e-06,-0.114771254,-18.527306,8.480114746,-4.5380769999999995,252.39188647470002,32,7.771923000000001,5.393994000000001,0.85,5.002499938189913,35,587.13413205625,33,70.28368744375001,99.96417500000001,35,90.87969119075767,51.115310270519956,35
Delaware,Dover,Wilmington,Falcon3-10B-Base,16,has_competitor,0.38482758,7.8914957,1.0,1.6149609986918816e-05,-0.060827564,-15.087389,5.693704736,-1.6385249999999996,253.19086067,32,7.718845099999999,7.718845099999999,0.95,3.3625476751143974,36,476.933467384,36,31.966983416000005,56.98738714999999,35,51.62598675938197,72.59770369933713,35
Florida,Tallahassee,Jacksonville,Falcon3-10B-Base,17,has_competitor,1.0342079,7.769955,1.0,0.0001953506544246923,-0.25372505,-10.848546,5.71189295,1.1034739999999985,240.0199752692937,32,0.2895240000000001,0.2895240000000001,0.425,12.527138977063894,26,340.39143223966107,3,145.6227327603389,0.5396819999999991,35,99.5293540025376,19.992824620370925,35
Illinois,Springfield,Chicago,Falcon3-10B-Base,18,has_competitor,1.2787681,7.468132,1.0,2.129471890971039e-05,-0.29992914,-14.593517,3.73547316,-2.0723470000000006,236.781992974,32,11.4920309,11.4920309,0.925,4.217243480511858,35,511.0733846905,35,17.6847793095,155.816391,35,66.99594939467562,104.61718277178605,35
Kansas,Topeka,Wichita,Falcon3-10B-Base,19,has_competitor,0.29167843,7.8480854,1.0,0.02127659574468085,-0.046382032,-6.1727624,8.685903968,4.743426599999999,240.15131746830002,32,2.5038189999999982,0.0,0.225,17.56046203967876,21,256.694575723391,33,204.97270827660896,6.108530499999997,33,129.09137694349795,26.435134587772747,33
Kentucky,Frankfort,Louisville,Falcon3-10B-Base,20,has_competitor,0.9495231,7.938048,1.0,1.6075619715140018e-05,-0.20512055,-15.09169,4.4775794499999995,-3.261552,249.55753726500004,32,8.587437000000001,6.128277,0.925,4.257484450377212,35,471.3688096235,35,37.864275176499994,105.92704719999999,35,51.750058604613145,84.4854947696003,35
Louisiana,Baton Rouge,New Orleans,Falcon3-10B-Base,21,has_competitor,0.2679863,7.409219,1.0,1.543328960567945e-05,-0.042631347,-15.383734,7.7689903529999995,-3.281462000000001,231.54864671270002,32,3.9451544999999992,3.9451544999999992,0.6,5.318221636710161,34,437.78804477507,33,135.65029442492997,30.067001000000005,33,153.49544131444043,40.807300703762586,33
Maine,Augusta,Portland,Falcon3-10B-Base,22,has_competitor,0.5254093,7.7648582,1.0,0.0001021346134204882,-0.10047119,-11.688347,5.08819381,-2.6683730000000008,245.69101886599998,32,7.676665000000001,7.676665000000001,0.925,3.3324676052960545,36,376.7516444154,35,41.58236978460001,79.0357903,35,79.17331521344701,80.57735058585925,35
Maryland,Annapolis,Baltimore,Falcon3-10B-Base,23,has_competitor,1.0441775,7.821562,1.0,0.00010008006405124099,-0.23477928,-11.712359,4.23276672,-0.5471889999999995,244.352106496,32,4.3101720000000014,4.11703117,0.925,4.658756929448522,35,396.95201766900004,35,30.336229731,50.115737369999984,35,61.19273809585002,81.591788498538,35
Michigan,Lansing,Detroit,Falcon3-10B-Base,24,has_competitor,0.32781622,7.810914,1.0,0.0002247696111485727,-0.053444102,-10.650026,7.171926298,3.5720829999999992,238.22913389335,32,1.8991539999999993,1.8991539999999993,0.425,6.4323245305388035,34,360.162062086643,3,116.53567381335701,4.541804000000001,35,89.07657554950465,46.901726484774464,35
Minnesota,St. Paul,Minneapolis,Falcon3-10B-Base,25,has_competitor,1.2810892,7.9749136,0.5,2.4093482712926154e-05,-0.86310077,-14.149635,3.39466263,-4.365148,253.27754746000002,32,27.469359994999998,27.469359994999998,0.975,1.5362245717902037,37,573.99636188,37,7.05849692,257.831234705,37,44.503208994883565,160.63979027854862,37
Montana,Helena,Billings,Falcon3-10B-Base,26,has_competitor,0.39074498,7.82672,1.0,6.770939129257228e-05,-0.06286515,-12.266371,8.302325849999999,2.5927465000000005,248.015752308,32,0.0,0.0,0.025,3.597178023086602,36,351.574082642,35,166.795492358,0.0,35,67.6160822204736,32.60122652228105,36
Nebraska,Lincoln,Omaha,Falcon3-10B-Base,27,has_competitor,1.1828603,7.8285966,1.0,0.00012850167052171679,-0.2855705,-11.345554,6.002566,2.4379980000000003,247.971230223,32,3.9218807,3.9218807,0.95,3.1909857770359764,37,379.169185214,34,92.47784828600003,5.479314199999999,37,43.7959415604472,60.68209108344016,35
Nevada,Carson City,Las Vegas,Falcon3-10B-Base,28,has_competitor,0.88287085,7.873495,1.0,0.0064516129032258064,-0.18958126,-7.206127,6.20290874,6.728159999999999,244.67985414599997,32,0.0,0.0,0.025,4.400971165082375,36,291.68568095399996,36,257.13074104599997,0.0,35,104.31967022280651,52.009830405113746,35
New Hampshire,Concord,Manchester,Falcon3-10B-Base,29,has_competitor,0.19826783,8.027672,1.0,9.450991881597973e-06,-0.030610157,-17.393229,5.9949235430000005,-2.760079000000001,255.19250349499998,32,6.572333999999998,4.662506000000002,0.9,4.061954388461544,35,569.3475600449999,34,45.939483155,66.2608645,35,93.91945483652351,44.37989880115689,35
New Jersey,Trenton,Newark,Falcon3-10B-Base,30,has_competitor,0.6926307,7.9578924,1.0,5.4650781506175536e-05,-0.14727563,-12.612218,7.18809207,-2.0474569999999996,245.822879362,32,3.8872099999999996,3.8872099999999996,0.9,5.166491717358516,34,435.85868721253996,33,34.28826005745999,65.287556,35,62.73107486465756,39.51392202962968,35
New Mexico,Santa Fe,Albuquerque,Falcon3-10B-Base,31,has_competitor,0.6558379,7.8241525,1.0,0.0026041666666666665,-0.13503173,-8.088207,6.30830287,4.592910999999999,252.237883386,32,17.385424839,17.385424839,0.975,2.870890640905375,37,318.622525882,35,120.13393771799997,40.136344998999995,35,82.75214071844306,126.27288926788923,36
New York,Albany,New York,Falcon3-10B-Base,32,has_competitor,0.8682865,7.8805985,1.0,0.009523809523809525,-0.17115273,-6.8392105,3.3956819699999996,5.5237359999999995,243.10069068499996,32,0.0,0.0,0.025,16.809308860766727,22,216.106771416,22,252.90917038399996,0.0,35,118.8217131695717,55.79556733340555,35
North Carolina,Raleigh,Charlotte,Falcon3-10B-Base,33,has_competitor,0.57701385,7.781637,1.0,3.469090404495941e-05,-0.114918865,-13.494343,7.683573535,2.5106079999999977,242.5624751473,32,1.8331690000000016,0.0,0.05,7.351344240925073,31,387.45944559032,33,196.44255180968,1.8331690000000016,35,105.29988617997327,24.659389036185733,35
North Dakota,Bismarck,Fargo,Falcon3-10B-Base,34,has_competitor,0.5368653,7.8726025,1.0,5.721805801911083e-05,-0.09307416,-12.499736,5.76823014,-2.0694239999999997,248.087851714,32,3.3351129999999998,3.3351129999999998,0.925,4.61658311137778,35,384.361909861,34,56.75571973900002,40.87544619,35,55.54902245203133,71.71210793337622,35
Oregon,Salem,Portland,Falcon3-10B-Base,35,has_competitor,0.19021957,7.8200293,1.0,8.390387971539804e-06,-0.026433505,-18.740438,6.011101195,-10.113623,247.90107114699998,32,20.10959497,20.10959497,0.95,3.162111500447694,36,630.057174029,35,13.252623871,354.36819277,35,62.93996239036096,125.51365190325323,35
Pennsylvania,Harrisburg,Philadelphia,Falcon3-10B-Base,36,has_competitor,1.4766569,7.643426,1.0,0.00012379301807378064,-0.4510222,-11.487007,3.3887503,2.6450180000000003,237.88304314266998,32,1.6531300000000009,1.0576429999999997,0.825,6.28701410588962,33,361.51203028781833,33,95.22514321218172,6.025724499999997,35,77.23290195897226,61.53171883029775,35
South Dakota,Pierre,Sioux Falls,Falcon3-10B-Base,37,has_competitor,0.36031556,7.9721537,1.0,1.3224364569282446e-05,-0.05474316,-15.689732,4.67355184,-3.6527829999999994,253.231812774,32,12.895198129,12.895198129,0.975,2.3459155498470685,37,593.4180595415,36,13.1951356585,231.21297882900004,37,67.81626328004364,97.79974829847485,36
Texas,Austin,Houston,Falcon3-10B-Base,38,has_competitor,1.0514915,7.8426466,1.0,0.00047732696897374703,-0.22204967,-9.7605505,6.09733733,2.6091435,245.546728922,32,0.23893500000000145,0.0,0.05,6.367897668201019,33,298.4860360688,33,142.1424623312,0.23893500000000145,35,93.40138316152303,26.079910928109697,35
Vermont,Montpelier,Burlington,Falcon3-10B-Base,39,has_competitor,1.0005586,7.905342,1.0,3.1996928294883694e-05,-0.26843116,-13.519184,4.729876839999999,0.6508470000000006,252.63724204300001,32,10.435037600000001,10.435037600000001,0.95,2.5494308276288242,37,497.087862535,36,71.497315265,82.1132106,35,65.1791679222842,100.22649247058088,36
Virginia,Richmond,Virginia Beach,Falcon3-10B-Base,40,has_competitor,0.905233,7.675269,1.0,4.4080049369655294e-05,-0.19719622,-13.096139,5.5523970799999995,-0.2774370000000008,240.67460975990002,32,4.528950999999999,2.573435,0.525,5.287627332939495,34,429.31996749454504,34,63.560955855455,29.39181,35,89.64219862662088,63.22070040933946,35
Washington,Olympia,Seattle,Falcon3-10B-Base,41,has_competitor,3.705473,5.9551525,1.0,5.265374894692502e-05,-1.5767741,-13.293743,1.6663823000000002,-1.351792999999999,229.15650543,32,11.633451999999998,11.633451999999998,0.95,3.1871695945256024,36,434.75246434999997,35,48.74613345000001,59.0526457,35,89.39513167223419,122.29025465979637,35
Wisconsin,Madison,Milwaukee,Falcon3-10B-Base,42,has_competitor,0.48908594,7.686969,1.0,0.00012764871074802145,-0.09068558,-11.413496,6.925240420000001,2.2490439999999996,242.5916778766,32,2.3293860000000013,1.475367499999999,0.925,5.413739302329534,35,369.09724562584006,3,88.23732067415999,10.0217862,35,66.10180652179122,64.11291622294284,35
Austria,Vienna,Graz,Falcon3-10B-Base,43,no_competitor,0.97455066,7.4503484,1.0,0.00044682752457551384,-0.22842143,-9.944175,9.745326570000001,9.410559000000001,241.7775892794,33,0.0,0.0,0.025,6.251417645347715,33,377.28256726613,23,399.1510637338699,0.0,34,130.6059457135842,34.82025952937247,34
Egypt,Cairo,Alexandria,Falcon3-10B-Base,44,no_competitor,0.83680296,7.3465834,1.0,7.020499859590003e-05,-0.16672677,-12.365868,7.14253603,-0.8178220000000014,231.71785146755502,33,2.698347,2.698347,0.625,6.577741120739587,33,355.2689203699913,3,98.6281805300087,25.7435045,34,112.09210873514333,43.37551065172325,34
France,Paris,Marseille,Falcon3-10B-Base,45,no_competitor,1.4884516,7.7764277,1.0,0.00025673940949935817,-0.39627153,-10.5109005,8.89751847,1.8505365000000005,243.881238759,32,0.0,0.0,0.025,7.489169394360057,32,316.0843535813,4,229.04267291870002,0.0,4,174.15792935568206,39.44521128690783,34
Germany,Berlin,Hamburg,Falcon3-10B-Base,46,no_competitor,0.7926167,7.215804,1.0,0.00010921799912625601,-0.14994049,-11.805061,8.56461951,4.710742999999999,237.60333776600004,32,0.0,0.0,0.025,7.279189774986408,32,367.38735558070005,32,255.85832091929998,0.0,32,136.51051250181533,39.60717543014846,33
Italy,Rome,Milan,Falcon3-10B-Base,47,no_competitor,1.0153538,7.6226892,1.0,0.00046685340802987864,-0.21160859,-9.854582,6.49534841,4.883243,241.03681845699998,33,0.7750339999999998,0.0,0.25,6.664781355702886,33,336.8113419438,1,183.57733855619998,0.7750339999999998,34,120.89255149312469,21.26358053102371,34
Japan,Tokyo,Yokohama,Falcon3-10B-Base,48,no_competitor,0.98706007,7.475177,1.0,8.903926631644555e-05,-0.20800942,-12.004928,7.92680058,1.221457000000001,236.968737115,32,0.0,0.0,0.025,8.123834592914722,31,352.6109173231,31,216.22511967689996,0.0,32,139.92957287539178,21.505824990320242,34
Korea,Seoul,Busan,Falcon3-10B-Base,49,no_competitor,1.3836558,7.786317,1.0,7.064641469445426e-05,-0.25953212,-12.295182,8.06629788,5.738160000000001,247.83691740917197,33,2.639139,0.0,0.05,8.032922413071308,31,367.348439858015,31,275.113691141985,2.639139,33,144.05000822734473,13.519653803258773,33
Russia,Moscow,Saint Petersburg,Falcon3-10B-Base,50,no_competitor,1.3222623,7.4572296,1.0,5.0339793606846214e-05,-0.29975602,-12.971492,6.6097202799999994,-2.7133339999999997,245.64678991,33,4.587104,4.587104,0.6,7.0896625968493225,32,385.130198564,3,138.187379736,39.673393,33,183.49489995684712,38.50420951623886,33
Spain,Madrid,Barcelona,Falcon3-10B-Base,51,no_competitor,0.931062,7.6902504,1.0,0.00012434717731907486,-0.17640616,-11.478599,7.07284954,2.4571169999999984,248.6638013,33,0.9951840000000001,0.0,0.05,7.106429748358352,32,371.018910516,32,163.372673484,0.9951840000000001,34,111.22082814627913,21.754448180209724,34
Sweden,Stockholm,Gothenburg,Falcon3-10B-Base,52,no_competitor,1.4416562,7.5801854,1.0,2.2522015269926354e-05,-0.40202653,-14.400784,6.20248617,2.468138999999999,246.6836184504,33,0.0,0.0,0.025,6.03674555410273,33,476.18788825931,33,167.94042844069003,0.0,34,90.3365459472804,32.9627699227542,34
United Kingdom,London,Birmingham,Falcon3-10B-Base,53,no_competitor,1.2049491,7.6643586,1.0,9.210647508519849e-05,-0.28892773,-11.908093,8.66741927,2.3597865000000002,245.668059566,32,2.223642,0.5275210000000001,0.6,7.906104718763283,32,339.60778590660004,3,154.37107759340003,5.566132499999998,33,152.15495700960344,39.10045419121151,33
Arizona,Phoenix,Tucson,Falcon3-10B-Base,54,no_competitor,0.7802421,7.806711,1.0,3.3182904167772766e-05,-0.16083206,-13.542166,7.59407694,-2.518091,251.41332109229998,32,2.9763990000000007,2.9763990000000007,0.9,5.134462737494763,34,421.89721502760005,34,41.684885472400005,45.49001580000001,37,68.79095635106005,35.87226040458641,35
Colorado,Denver,Colorado Springs,Falcon3-10B-Base,55,no_competitor,0.9215288,7.771643,1.0,0.0015503875968992248,-0.2154211,-8.596667,6.1763525999999995,2.94642,244.71799877200002,32,1.3419360000000005,0.0,0.075,12.04024702334045,27,287.1873490912,3,117.8458575088,1.5805330000000009,34,63.84981006408435,38.09435014874458,34
Georgia,Atlanta,Augusta,Falcon3-10B-Base,56,no_competitor,2.1510484,7.5569572,0.3333333333333333,6.114338122898196e-05,-2.4262218,-12.556806,5.195891,-0.8294800000000002,252.34921887,33,7.222216000000001,2.1995430000000002,0.75,2.9063048582169277,37,408.7874773,3,76.4200389,47.96847010000001,34,116.75503806956775,50.16456336875856,34
Hawaii,Honolulu,Hilo,Falcon3-10B-Base,57,no_competitor,1.0757105,7.0463753,1.0,8.620689655172413e-05,-0.21682067,-12.085409,7.273241130000001,-2.8857820000000007,233.81643023500004,31,4.425914000000001,4.425914000000001,0.675,8.329977020083739,31,359.386424365057,31,104.314279734943,42.73825780000001,33,133.1041769730324,50.175597708726656,33
Idaho,Boise,Meridian,Falcon3-10B-Base,58,no_competitor,0.384663,7.8800178,1.0,0.0006341154090044388,-0.063445084,-9.425631,10.939846916,-0.7305419999999998,246.51140883363996,32,3.8606550000000013,1.802778,0.55,6.796190155662979,33,315.66482786188,33,184.10394113812,8.484712000000002,33,147.55021156813572,50.22291492187862,33
Massachusetts,Boston,Worcester,Falcon3-10B-Base,59,no_competitor,1.048015,7.893403,1.0,2.8483536515893813e-05,-0.2934106,-13.801929,6.1511104,-1.6591050000000003,246.18661899399999,32,2.8980525000000004,2.8980525000000004,0.625,6.4630516268907074,33,390.5577227728,33,126.05611172719998,22.865829499999997,34,122.88987542904361,48.856750199800786,34
Ohio,Columbus,Cleveland,Falcon3-10B-Base,60,no_competitor,0.6415715,7.919303,1.0,5.712979890310786e-05,-0.13289642,-12.557493,7.48516228,-2.1443079999999988,248.4528808762,32,3.971297,3.971297,0.725,5.4263488781702955,34,388.1170925552,34,71.61878044480001,39.067925800000005,35,89.23058405362038,34.521859984160955,35
Rhode Island,Providence,Warwick,Falcon3-10B-Base,61,no_competitor,0.699011,7.7294507,1.0,6.453278265358803e-05,-0.13057359,-12.336508,7.65656391,7.050897000000001,249.630219047,32,0.0,0.0,0.025,5.156404219430902,34,377.388993574,34,327.120673926,0.0,34,115.42993382937033,9.802254654957999,34
Tennessee,Nashville,Memphis,Falcon3-10B-Base,62,no_competitor,0.8861659,7.7619853,1.0,5.9591204338239674e-05,-0.1828169,-12.506595,6.4894577,-0.23262000000000072,248.462395918,32,2.164503999999999,2.164503999999999,0.825,6.131021931807611,33,400.7593962873,33,69.59333891269999,17.935980299999997,35,84.8082882521854,55.349572353816086,33
Australia,Canberra,Sydney,Falcon3-1B-Base,1,has_competitor,1.9033933,6.060502,1.0,1.7666596000282665e-05,-0.38407448,-17.031075,2.5581064199999997,0.6441169999999978,77.41676000000001,12,3.2443560000000016,3.2443560000000016,0.8333333333333334,3.0064298576809514,14,244.02761438000002,14,32.95646492,10.7104175,13,30.514970122899495,14.587804660667452,13
Brazil,Brasilia,Rio de Janeiro,Falcon3-1B-Base,2,has_competitor,2.4986234,6.2870445,0.5,1.593244642714889e-05,-1.4256663,-17.343122,0.4950920999999999,-1.8046340000000018,74.78753244,12,7.043474,5.901876,1.0,0.6640656461269948,16,274.4394493,14,1.7929110999999986,42.316954700000004,13,23.65007889875765,27.865129220975554,13
Canada,Ottawa,Toronto,Falcon3-1B-Base,3,has_competitor,1.9583406,6.216744,1.0,5.9105148058395883e-05,-0.40010014,-14.094676,2.37778096,-0.947455999999999,78.12187466,12,1.3683699999999988,1.3683699999999988,0.8333333333333334,3.0645704039458423,14,214.42152446,13,17.81890714,7.161366999999995,0,20.16295680177955,11.78912027188746,13
India,New Delhi,Mumbai,Falcon3-1B-Base,4,has_competitor,1.9665234,5.6962266,1.0,7.929585282689715e-05,-0.42469084,-13.713606,3.3353918599999997,5.162636000000001,76.4681754,12,6.150881,6.150881,0.9444444444444444,1.5581103039447408,16,223.26854574,15,48.12039736,6.150881,15,47.6011551216867,39.40798837041476,15
Morrocco,Rabat,Marrakesh,Falcon3-1B-Base,5,has_competitor,5.41394,6.6286793,0.1,1.0074957685177723e-05,-4.0004153,-19.625523,0.8398316999999995,-3.1726349999999996,80.6798408,12,6.354993,6.354993,1.0,0.11585385052884246,16,348.79154229999995,14,2.203903699999996,40.655936700000005,16,22.743204969687923,19.053066518907826,10
New Zealand,Wellington,Auckland,Falcon3-1B-Base,6,has_competitor,1.2995136,6.244725,1.0,1.4783714260370776e-05,-0.2918692,-17.35162,1.9535292999999998,-3.3257980000000007,75.7596797,12,8.705893,6.524057000000001,0.9444444444444444,2.500522182389899,15,288.5118177,14,6.554502799999999,67.790694,2,26.404190824674668,15.043270437512371,15
Pakistan,Islamabad,Karachi,Falcon3-1B-Base,7,has_competitor,2.1541784,5.706085,1.0,4.143875352229405e-05,-0.4649445,-15.06094,3.6310662,0.5076679999999989,77.14770466000002,12,2.5784450000000003,2.5784450000000003,0.7222222222222222,3.0244480978129795,14,224.7535859705,14,19.394914329499997,12.7561715,15,30.990881926012932,20.743735084830185,13
South Africa,Pretoria,Johannesburg,Falcon3-1B-Base,8,has_competitor,3.1956036,6.200544,1.0,0.00022930520522815867,-1.1854819,-11.507364,0.6552857999999999,0.5967924999999994,75.6459943,12,5.332690000000003,2.8530040000000003,0.8333333333333334,3.061545659876847,14,210.18524008,14,19.29231472,20.863777,2,30.278814376462954,19.996284413018344,13
Switzerland,Bern,Zurich,Falcon3-1B-Base,9,has_competitor,3.228376,5.963225,1.0,1.0368281353682814e-05,-1.0350735,-19.724604,1.7745685000000002,-2.747847,76.47640353999999,12,7.844492600000001,7.844492600000001,1.0,1.09380466635947,16,310.12741950000003,15,1.7745685000000002,49.2858536,4,34.30563723674778,26.30186293371698,4
Turkey,Ankara,Istanbul,Falcon3-1B-Base,10,has_competitor,1.3274391,6.1182604,1.0,3.1716832122807575e-05,-0.4028295,-15.581302,1.0939389000000002,-1.573367000000001,72.83853002000001,12,3.1476310000000005,3.1476310000000005,1.0,2.513659810709166,14,236.84119498,14,2.538697520000002,24.81903737,13,15.513901535535329,24.633247769498215,13
United Arab Emirates,Abu Dhabi,Dubai,Falcon3-1B-Base,11,has_competitor,2.4133692,6.024141,1.0,0.00022406453058480843,-0.7609563,-11.693068,1.1378344999999999,2.343553,68.78629931,2,5.044716000000001,5.044716000000001,0.9444444444444444,1.6017292969680135,16,231.6594154,14,24.767411600000003,19.3542312,15,40.463259182528645,33.25203952807922,1
Alabama,Montgomery,Birmingham,Falcon3-1B-Base,12,has_competitor,1.9309046,5.5006804,1.0,3.0165002564025218e-05,-0.5923841,-15.436294,1.2268715000000001,-2.3053179999999998,77.62136295,12,9.8072831,9.8072831,1.0,1.2363394209612792,16,246.3280306,15,6.156602499999998,50.3656196,15,38.18619710892855,32.07856521879673,15
Alaska,Juneau,Anchorage,Falcon3-1B-Base,13,has_competitor,1.578017,6.664487,1.0,0.0037593984962406013,-0.3831524,-7.5984135,1.5370502000000001,4.846855499999999,76.18806283,12,1.1856589999999994,1.1856589999999994,0.3888888888888889,3.0565651878330122,14,154.56129858499997,14,67.070065315,1.1856589999999994,5,51.39040230294028,20.819781992297543,5
California,Sacramento,Los Angeles,Falcon3-1B-Base,14,has_competitor,1.9932767,6.2583513,1.0,0.00012545477355413375,-0.41763827,-12.429932,2.47926333,-1.9145440000000011,77.952572413,12,2.1771209999999996,2.089518,0.6111111111111112,3.0231103726405286,14,201.212040304,14,36.617382395999996,7.609977000000002,14,43.982048651310194,15.789744925092428,14
Connecticut,Hartford,Bridgeport,Falcon3-1B-Base,15,has_competitor,1.6135987,5.6817713,1.0,0.00011834319526627219,-0.3094381,-12.666587,4.343156899999999,3.1650790000000004,76.461807489,12,2.6381669999999993,2.6381669999999993,0.8333333333333334,3.0040723955625204,14,207.5764362965,14,66.54627530350001,5.693669999999997,13,35.79009526566004,20.61761829031434,13
Delaware,Dover,Wilmington,Falcon3-1B-Base,16,has_competitor,2.4980965,6.184779,1.0,2.2547914317925593e-05,-0.7367906,-16.057121,1.6437588,-1.0104239999999987,82.56144854,12,3.5212041999999997,3.5212041999999997,1.0,1.343636764493516,16,244.28398260000003,14,7.2550303,20.1272279,1,22.600024307056017,32.22903396188835,16
