correct,incorrect,model,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
invalid,valid,Falcon3-10B-Base,flowers_animals_reptiles^violate^invalid,flowers_animals_reptiles,1,False,True,False,1.1513594,5.670297,1.0,0.000646830530401035,-0.5485128,-10.082216,0.5978963999999999,0.008676999999998714,233.16188949999997,32,6.178861999999999,3.017958,0.975,3.8533924106644832,37,366.3046064,3,2.0854525499999976,59.517468240000014,3,57.95605529119539,46.85671862389295,8
invalid,valid,Falcon3-10B-Base,flowers_animals_reptiles^violate^invalid,flowers_animals_reptiles,2,False,True,False,1.0162133,5.666268,1.0,0.0010416666666666667,-0.35705775,-9.50708,1.22915015,0.6377120000000005,231.30615638,32,6.221064,3.008998,0.625,5.870915127988047,35,357.01350605,3,19.90574605,51.10839850000001,3,70.24392518397094,44.81842677110966,16
valid,invalid,Falcon3-10B-Base,gems_diamonds_transparent^consistent^valid,gems_diamonds_transparent,1,True,True,True,0.56696826,5.663954,1.0,0.0022371364653243847,-0.11889917,-8.70308,2.69353023,2.4267850000000006,227.37104731,32,0.0,0.0,0.025,7.94320743612591,36,273.06723439599995,1,158.217713904,0.0,1,94.28518508385434,39.756097352289586,32
valid,invalid,Falcon3-10B-Base,gems_diamonds_transparent^consistent^valid,gems_diamonds_transparent,2,True,True,True,0.52285695,5.835477,1.0,0.0021598272138228943,-0.10230096,-8.707015,2.98680994,2.2262959999999996,225.62615261000002,32,0.0,0.0,0.025,7.852512920505417,36,272.44642358,1,162.78229762,0.0,1,97.37161865147276,40.78280959156139,32
invalid,valid,Falcon3-10B-Base,gems_diamonds_transparent^consistent^invalid,gems_diamonds_transparent,1,False,True,True,1.102706,5.93801,0.5,0.0003497726477789437,-1.1324111,-10.745224,-0.6107691299999999,-1.5462229999999995,236.99249014999998,32,5.6023328700000015,2.949327869999999,1.0,2.145449039782804,37,392.1960207,37,0.0,106.48064682999998,3,42.835045265559195,64.18367921162253,8
invalid,valid,Falcon3-10B-Base,gems_diamonds_transparent^consistent^invalid,gems_diamonds_transparent,2,False,True,True,0.5319385,5.787878,0.5,0.00025290844714213456,-3.0487201,-11.147784,-2.94431937,-2.543873999999999,225.515451965,32,4.45124053,4.45124053,1.0,1.7011807880127954,37,435.10672569999997,37,0.0,164.957474567,37,38.449056571746,96.37623180974393,8
valid,invalid,Falcon3-10B-Base,gems_diamonds_transparent^violate^valid,gems_diamonds_transparent,1,True,True,False,0.98884356,6.4090676,1.0,0.001142857142857143,-0.3763824,-9.266001,1.078464,1.1192390000000003,233.92589558,32,0.0,0.0,0.025,7.16069567766357,36,281.68010975,1,112.11076664999999,0.0,1,70.55570967791735,48.086031433037846,32
valid,invalid,Falcon3-10B-Base,gems_diamonds_transparent^violate^valid,gems_diamonds_transparent,2,True,True,False,0.9324039,6.184935,1.0,0.0017985611510791368,-0.33686137,-8.759271,1.19951593,1.7123095,232.31531496,32,0.0,0.0,0.025,7.023077399968887,36,279.46487621999995,1,117.92416957999998,0.0,1,69.69134811590222,45.36094382898072,32
invalid,valid,Falcon3-10B-Base,gems_diamonds_transparent^violate^invalid,gems_diamonds_transparent,1,False,True,False,0.49157065,6.2910285,1.0,0.0012755102040816326,-0.09501311,-9.14712,5.06375219,2.0342850000000006,229.2982475,32,6.476115999999999,3.124255999999999,0.45,5.610267964111732,35,355.83224989999997,3,91.2804625,53.35415799999999,33,114.19517300268308,35.33339542909072,33
invalid,valid,Falcon3-10B-Base,gems_diamonds_transparent^violate^invalid,gems_diamonds_transparent,2,False,True,False,0.5000692,6.345957,1.0,0.0011363636363636363,-0.09679726,-9.258388,5.04422274,1.8065990000000003,228.88224195,32,6.652967999999998,3.1085519999999995,0.45,5.657055568391863,35,357.14359403900005,3,90.133063461,53.9214135,33,113.58393542402129,33.23346174516466,33
valid,invalid,Falcon3-10B-Base,guns_weapons_dangerous^consistent^valid,guns_weapons_dangerous,1,True,True,True,0.3434169,5.2549896,1.0,0.0033444816053511705,-0.056569353,-8.386319,4.043973147,2.763152,223.06296988000003,32,0.0,0.0,0.025,7.7796852952866224,36,270.27663390500004,1,181.82977199500002,0.0,32,108.3361511315506,36.960510551409264,32
valid,invalid,Falcon3-10B-Base,guns_weapons_dangerous^consistent^valid,guns_weapons_dangerous,2,True,True,True,0.29172745,5.4816637,1.0,0.00425531914893617,-0.045378894,-8.078908,4.632193406,2.652965,223.781519834,32,0.0,0.0,0.025,7.95986844345264,36,268.05622373799997,1,188.93914736199994,0.0,32,113.86712479853959,35.14674743611065,32
invalid,valid,Falcon3-10B-Base,guns_weapons_dangerous^consistent^invalid,guns_weapons_dangerous,1,False,True,True,1.1327668,6.7274294,1.0,0.0006297229219143577,-0.39592704,-9.843755,1.24722256,0.4581090000000003,233.33608675,32,6.073754000000001,3.3844710000000013,0.475,6.105997472284843,35,355.36044726,3,21.538214240000002,53.028198,3,67.56213193959569,39.99352328356807,16
invalid,valid,Falcon3-10B-Base,guns_weapons_dangerous^consistent^invalid,guns_weapons_dangerous,2,False,True,True,1.0460241,6.573594,1.0,0.0005704506560182544,-0.32862538,-10.002289,1.53185182,0.3248320000000007,231.30976357999998,32,6.096574999999998,3.3473110000000013,0.475,6.001514727440934,35,355.87897824999993,3,31.062233350000003,53.25009999999999,3,71.73628329192508,38.00422747935347,16
valid,invalid,Falcon3-10B-Base,guns_weapons_dangerous^violate^valid,guns_weapons_dangerous,1,True,True,False,1.1599802,6.354775,0.5,0.0006082725060827251,-1.1437947,-9.96064,-0.5865838999999999,0.16671600000000097,236.17504590000001,32,0.4574150999999995,0.4574150999999995,1.0,4.339409549877351,35,309.7004603,1,55.82277609999999,7.312278839999999,1,44.10462736540752,59.975556661724774,26
valid,invalid,Falcon3-10B-Base,guns_weapons_dangerous^violate^valid,guns_weapons_dangerous,2,True,True,False,1.1374875,6.2623606,0.5,0.0005065856129685917,-1.3306118,-10.199572,-0.8543255700000001,0.025555999999999912,234.1470996,32,0.5035034300000005,0.5035034300000005,1.0,3.4749082127293347,36,319.5906995,1,53.87968400000001,13.648156590000003,1,41.84511247890878,64.2735257348622,1
invalid,valid,Falcon3-10B-Base,guns_weapons_dangerous^violate^invalid,guns_weapons_dangerous,1,False,True,False,0.515872,6.597705,1.0,0.0012804097311139564,-0.10210507,-9.040191,4.95312693,1.7096040000000006,226.4642064,32,6.271312999999999,2.8534120000000005,0.45,5.495427977000157,35,352.894344494,3,89.728543506,51.099813000000005,33,114.22284956710928,31.4464807604586,33
invalid,valid,Falcon3-10B-Base,guns_weapons_dangerous^violate^invalid,guns_weapons_dangerous,2,False,True,False,0.5230639,6.520407,1.0,0.0011918951132300357,-0.10285729,-9.133893,4.66989571,1.6459264999999998,227.37946122,32,6.279271999999999,2.9121120000000005,0.475,5.485805976926073,35,353.143923195,3,87.86075270500001,51.51923599999999,33,112.66520891079813,32.487459028333404,33
valid,invalid,Falcon3-10B-Base,dragons_mythical_exist^consistent^valid,dragons_mythical_exist,1,True,True,True,0.31647205,5.627554,1.0,0.004901960784313725,-0.0533581,-7.894243,3.9047834999999997,3.146757,227.63257213999998,32,0.0,0.0,0.025,7.461724390937399,36,270.65399489699996,32,181.950865503,0.0,32,108.97816370679227,36.18623082902576,32
valid,invalid,Falcon3-10B-Base,dragons_mythical_exist^consistent^valid,dragons_mythical_exist,2,True,True,True,0.3891506,6.1027555,1.0,0.004807692307692308,-0.06737356,-7.739121,3.60599294,2.790964,226.38730073,32,0.0,0.0,0.025,7.839457594396744,36,266.69190666000003,32,181.44434533999998,0.0,32,107.93456240872699,36.42430899595583,32
invalid,valid,Falcon3-10B-Base,dragons_mythical_exist^consistent^invalid,dragons_mythical_exist,1,False,True,True,0.7624437,5.466472,0.5,0.00041186161449752884,-1.9817514,-10.682983,-1.76549913,-2.1543849999999996,227.14085902,32,4.53030987,3.8298132099999993,1.0,1.841423999271369,37,418.1524719,37,0.0,143.604732556,37,42.115836901906555,82.3594478677144,8
invalid,valid,Falcon3-10B-Base,dragons_mythical_exist^consistent^invalid,dragons_mythical_exist,2,False,True,True,1.1950197,6.007067,1.0,0.0005941770647653001,-0.7808448,-10.1255,0.032931339999999976,-0.6794570000000011,230.03096847,32,6.252311000000001,3.1617320000000007,1.0,3.2367656400902294,38,379.71737540000004,37,0.032931339999999976,86.34982005000003,37,49.30850170659535,58.76979340945369,16
invalid,valid,Falcon3-10B-Base,dragons_mythical_exist^violate^invalid,dragons_mythical_exist,1,False,True,False,1.1645529,6.0293307,1.0,0.00034153005464480874,-0.77903503,-10.719371,0.020808170000000015,-0.8325209999999998,236.93887423,32,5.960999000000001,3.6933989999999994,1.0,3.1330726995962994,38,382.31711333,37,0.020808170000000015,78.68679916999999,3,47.387914827519765,53.023032345654826,16
invalid,valid,Falcon3-10B-Base,dragons_mythical_exist^violate^invalid,dragons_mythical_exist,2,False,True,False,1.1173927,6.269787,0.5,0.00022207417277370642,-1.2012216,-11.2084055,-0.70333,-1.2011524999999992,236.27338616999998,32,5.299211000000001,3.2964316699999996,1.0,2.164397320338546,37,398.5954825,37,0.0,104.26427344999998,37,44.57615528514651,64.68426616115119,16
valid,invalid,Falcon3-10B-Base,dragons_mythical_exist^violate^valid,dragons_mythical_exist,1,True,True,False,0.47789383,5.790146,1.0,0.0018450184501845018,-0.09125647,-8.825761,3.08286803,2.3321229999999993,229.229712896,32,0.0,0.0,0.025,6.578789366192131,36,279.638480601,32,164.783726899,0.0,32,101.35188359515497,40.8601427497225,32
valid,invalid,Falcon3-10B-Base,dragons_mythical_exist^violate^valid,dragons_mythical_exist,2,True,True,False,0.45497566,5.6608477,1.0,0.004629629629629629,-0.0912569,-7.87885,2.9316217,2.7539370000000005,227.4877379,32,0.0,0.0,0.025,6.787376166676758,36,272.60400258000004,32,161.59782752,0.0,32,97.2356156603625,40.67525941104526,32
valid,invalid,Falcon3-10B-Base,politicians_dishonest_lie^consistent^valid,politicians_dishonest_lie,1,True,True,True,0.37595817,4.929325,1.0,0.004464285714285714,-0.065962814,-8.156657,3.679606186,2.7643250000000013,220.744763474,32,0.0,0.0,0.025,7.912338056289935,36,267.656610328,1,176.14719657199996,0.0,1,108.71622736532436,40.658186671017596,32
valid,invalid,Falcon3-10B-Base,politicians_dishonest_lie^consistent^valid,politicians_dishonest_lie,2,True,True,True,0.40749595,5.6021748,1.0,0.003389830508474576,-0.07526798,-8.245899,3.32730492,2.6452159999999996,224.42938684,32,0.0,0.0,0.025,7.868962584352288,36,269.836788427,1,170.067765973,0.0,1,106.35430153750293,40.58402967038431,32
invalid,valid,Falcon3-10B-Base,politicians_dishonest_lie^consistent^invalid,politicians_dishonest_lie,1,False,True,True,0.6669458,5.298742,0.5,0.00036483035388544326,-2.3015392,-10.856253,-2.1352291400000003,-2.359784000000001,224.74671237,32,4.09228386,3.9820086599999995,1.0,1.8180014290636175,37,418.46081749999996,37,0.0,147.95072367699998,37,45.65495607955727,92.09754831788986,8
invalid,valid,Falcon3-10B-Base,politicians_dishonest_lie^consistent^invalid,politicians_dishonest_lie,2,False,True,True,0.5839906,5.6626806,0.5,0.00034458993797381116,-2.6470716,-10.836625,-2.5190110399999996,-2.433914999999999,224.45995119,32,4.362296360000001,4.362296360000001,1.0,1.7690319393580487,37,426.6151919,37,0.0,156.42738478500007,37,42.76146449663875,96.06717377435426,8
valid,invalid,Falcon3-10B-Base,politicians_dishonest_lie^violate^valid,politicians_dishonest_lie,1,True,True,False,1.0844245,6.2796955,1.0,0.002232142857142857,-0.5489281,-8.517877,0.5294377,1.3670089999999995,234.27257801,32,0.0,0.0,0.025,6.808240225606066,36,281.51267799000004,1,99.40771140999999,0.0,1,60.793453520161094,46.99299240850486,32
valid,invalid,Falcon3-10B-Base,politicians_dishonest_lie^violate^valid,politicians_dishonest_lie,2,True,True,False,1.1810766,6.1621594,0.5,0.0011614401858304297,-0.98337066,-9.291132,-0.32776415999999997,0.5956960000000002,236.87354356,32,0.0,0.0,1.0,5.101869249232024,35,296.76745193,1,67.59629223000002,0.44930422000000003,1,47.951391892476956,52.735329528349766,1
invalid,valid,Falcon3-10B-Base,politicians_dishonest_lie^violate^invalid,politicians_dishonest_lie,1,False,True,False,0.593893,5.2656875,1.0,0.0009643201542912247,-0.123058915,-9.736202,3.833864085,1.256109499999999,222.12353285,32,6.276363,2.8479090000000014,0.45,5.6239427927279015,35,355.24605847500004,3,73.943730925,50.33197850000001,16,98.77404938799505,31.896429051218107,16
invalid,valid,Falcon3-10B-Base,politicians_dishonest_lie^violate^invalid,politicians_dishonest_lie,2,False,True,False,0.6863365,5.405172,1.0,0.0009823182711198428,-0.15078236,-9.663938,3.09916924,0.9597339999999992,223.27095257000002,32,6.267737999999998,2.9730869999999996,0.45,5.649419477444053,35,351.995166218,3,63.715546982,50.4703775,16,92.2862975854664,34.26247709370498,16
invalid,valid,Falcon3-10B-Base,whales_mammals_big^consistent^invalid,whales_mammals_big,1,False,True,True,0.42804947,5.610795,0.5,0.0002830455703368242,-3.4865677,-11.02347,-3.40983767,-2.7225669999999997,226.41188357,32,4.505123330000001,4.505123330000001,1.0,1.419228683298131,38,440.86977279999996,37,0.0,168.27158310500002,3,40.44841144839086,101.21779447136217,8
invalid,valid,Falcon3-10B-Base,whales_mammals_big^consistent^invalid,whales_mammals_big,2,False,True,True,0.725348,5.4633274,0.5,0.000299311583358276,-2.1607802,-11.02741,-1.97014543,-2.268312,230.7343462,32,4.09507857,3.6212698699999994,1.0,1.8417041190633268,37,415.60979380000003,37,0.0,137.92429012,3,42.01296660208196,84.38941318910587,8
valid,invalid,Falcon3-10B-Base,whales_mammals_big^consistent^valid,whales_mammals_big,1,True,True,True,0.50240654,5.760825,1.0,0.002352941176470588,-0.10102165,-8.63029,2.90458215,2.1967149999999993,228.06063585,32,0.0,0.0,0.025,8.249915618988357,36,273.318453957,1,158.24297474300002,0.0,1,95.77018794507728,40.54554601521175,32
valid,invalid,Falcon3-10B-Base,whales_mammals_big^consistent^valid,whales_mammals_big,2,True,True,True,0.45956862,5.857864,1.0,0.0025188916876574307,-0.087031625,-8.526103,3.139942875,2.155182,227.05925029000002,32,0.0,0.0,0.025,7.710626056087061,36,274.555889086,1,160.23005701399998,0.0,32,96.52040935071024,41.17458720240123,32
invalid,valid,Falcon3-10B-Base,whales_mammals_big^violate^invalid,whales_mammals_big,1,False,True,False,1.0469264,6.115783,1.0,0.000819000819000819,-0.3413828,-9.695693,1.4540715,0.5935209999999991,231.11456959999998,32,6.122171999999999,3.173264999999999,0.475,6.205810200434417,35,350.954591484,3,28.806181916,50.6270675,3,70.1271370886108,36.682467960370296,16
invalid,valid,Falcon3-10B-Base,whales_mammals_big^violate^invalid,whales_mammals_big,2,False,True,False,0.82183516,6.201871,1.0,0.0008583690987124463,-0.2040852,-9.616803,2.4180658999999998,0.8745109999999983,228.19279909,32,6.114844999999999,3.099409999999999,0.475,6.043552469661122,35,349.603692056,3,53.66298434400001,50.10322599999999,3,85.86321850722658,33.91082923588987,16
valid,invalid,Falcon3-10B-Base,whales_mammals_big^violate^valid,whales_mammals_big,1,True,True,False,1.1528606,6.231079,0.5,0.0007763975155279503,-0.97631913,-9.708488,-0.32861843,0.22682100000000105,236.26859155,32,0.08549846999999977,0.08549846999999977,1.0,4.962696177019285,35,306.18327708000004,1,58.8171658,1.6956136300000004,1,44.38627022453999,56.56337225672327,32
valid,invalid,Falcon3-10B-Base,whales_mammals_big^violate^valid,whales_mammals_big,2,True,True,False,1.1750127,6.3526006,0.5,0.0006127450980392157,-0.82551634,-9.960777,-0.04980213999999994,0.35955099999999973,238.7291687,32,0.04408086,0.04408086,1.0,5.746074672752217,35,301.37616877,1,66.50620676999999,0.14368513999999988,1,48.766496559077936,55.330134364260125,32
