entity,correct,incorrect,model,item_id,condition,correct_first,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
New Hampshire,Concord,Manchester,Llama-2-13b-hf,29,has_competitor,True,3.941502,2.5581732,1.0,0.0021141649048625794,-1.2108223,-10.226984,2.6275329999999997,0.751538,168.7099662,18,0.0,0.0,0.025,8.657704065406367,32,252.84746993999997,20,139.79688746,0.0,32,98.41013533266027,29.975375274623072,32
New Hampshire,Concord,Manchester,Llama-2-13b-hf,29,has_competitor,False,3.8434124,2.471157,1.0,0.002380952380952381,-1.1014047,-10.044015,2.6631755000000004,1.0477799999999995,167.2954635,18,0.0,0.0,0.025,8.096904284552716,33,253.32574362,20,137.82866897999997,0.0,22,97.80952381744505,34.038657561240186,32
New Jersey,Trenton,Newark,Llama-2-13b-hf,30,has_competitor,True,3.5355155,2.028561,1.0,0.0016778523489932886,-0.97862685,-10.756156,3.55115415,-4.444094700000001,156.1625083,18,7.1286416,7.1286416,0.725,8.457847861446275,35,279.06337513000005,22,44.14273347,86.30230610000001,27,83.59235677241477,59.53974069922806,35
New Jersey,Trenton,Newark,Llama-2-13b-hf,30,has_competitor,False,3.0824957,1.6142459,1.0,0.001594896331738437,-0.70281583,-11.09274,3.98287417,-4.060214499999999,155.92514314,18,6.675271700000001,6.675271700000001,0.725,9.393717250263208,34,268.31357042,22,50.54753208,74.6931616,22,94.17714062617227,60.78115268846867,22
New Mexico,Santa Fe,Albuquerque,Llama-2-13b-hf,31,has_competitor,True,3.0235257,1.6752566,1.0,0.017241379310344827,-0.66019535,-8.519205,2.56066605,0.590243000000001,166.97179949999997,18,5.135769,3.4940373000000005,0.5,8.649511792359114,31,256.50411376,20,53.05898544000002,48.309099200000006,20,86.04559956380011,56.44299112145414,24
New Mexico,Santa Fe,Albuquerque,Llama-2-13b-hf,31,has_competitor,False,3.1747572,0.9736082,1.0,0.011235955056179775,-0.73588055,-9.677341,2.37819395,0.023604999999999876,166.2406531,18,5.052187,3.5558330000000007,0.55,7.417385767817772,31,264.45663285,20,46.59439005,48.48360810000001,18,82.31531944297389,59.1248509367766,24
New York,Albany,New York,Llama-2-13b-hf,32,has_competitor,True,2.1304388,5.018505,1.0,0.07692307692307693,-0.36479497,-4.621252,2.90087803,-1.2772638,169.84591569999998,27,4.1607744,4.079536000000001,0.7,15.060261582980262,26,232.394177746,15,44.033294254,64.2217483,27,70.86768819488087,47.1401737975114,27
New York,Albany,New York,Llama-2-13b-hf,32,has_competitor,False,2.4927745,4.585278,1.0,0.06666666666666667,-0.43912745,-4.888153,3.38125135,-1.3342264999999998,158.15507054,9,4.219565000000001,3.645033999999999,0.675,15.888814205324621,25,226.357674036,15,62.009825864,55.3921055,27,80.76672137062025,44.11481434298629,27
North Carolina,Raleigh,Charlotte,Llama-2-13b-hf,33,has_competitor,True,4.1146517,1.4819852,1.0,0.01818181818181818,-1.410292,-8.187928,2.5252763,2.600821,165.1205813,18,1.0529936000000006,1.0529936000000006,0.7,8.283957587627066,33,212.11724699399997,20,144.24489120599998,2.616791000000001,7,126.13815963843965,59.981096954523565,35
North Carolina,Raleigh,Charlotte,Llama-2-13b-hf,33,has_competitor,False,3.8832965,1.4854746,1.0,0.01694915254237288,-1.1312923,-8.292801,2.8635741,2.112354999999999,170.60959739999998,18,1.9180979999999996,1.9180979999999996,0.725,8.864275404750426,32,207.70618679,20,141.48916420999998,7.4097079,7,125.25418251165907,64.2160233353725,35
North Dakota,Bismarck,Fargo,Llama-2-13b-hf,34,has_competitor,True,3.416146,1.5079923,1.0,0.047619047619047616,-0.97601867,-7.0243287,3.0752193299999995,2.1737093000000005,157.60818324999997,18,1.2119679999999997,1.2119679999999997,0.425,10.002768256146666,34,181.29761245999998,20,94.75168864,1.4284144999999997,15,77.2504691842659,22.000148654742368,34
North Dakota,Bismarck,Fargo,Llama-2-13b-hf,34,has_competitor,False,2.961113,1.7376223,1.0,0.041666666666666664,-0.698751,-6.953653,3.6181993,1.8532680000000008,160.335168355,18,0.87364,0.87364,0.425,10.491557542343612,31,181.67412006019998,20,89.1532165398,1.3237153,35,80.10747166156824,28.491776619951946,35
Oregon,Salem,Portland,Llama-2-13b-hf,35,has_competitor,True,4.0168667,1.4539857,1.0,0.0136986301369863,-1.4863377,-8.594036,1.5639227999999998,-0.53247,154.921426204,18,6.44380852,6.44380852,0.775,8.396482164510882,34,235.26918046499998,20,70.163437735,23.31328297,34,121.2994729091764,75.61727303035052,34
Oregon,Salem,Portland,Llama-2-13b-hf,35,has_competitor,False,3.723207,0.45792365,1.0,0.04,-1.1835792,-8.577336,2.6087808,1.8410879999999992,151.30884319999998,18,2.5424137,2.5424137,0.6,11.270820326828424,33,208.246230943,20,107.73308495699999,2.5424137,34,134.3929750486438,56.92067941423231,34
Pennsylvania,Harrisburg,Philadelphia,Llama-2-13b-hf,36,has_competitor,True,3.8552701,1.7126875,1.0,0.004878048780487805,-1.0314158,-9.770508,2.3315812,-1.5417480000000001,172.97971711000002,18,5.4300766000000005,5.4300766000000005,0.675,12.339509107335996,27,284.830684755,25,52.726250345,42.5120697,24,93.23218265727417,50.23697148591288,24
Pennsylvania,Harrisburg,Philadelphia,Llama-2-13b-hf,36,has_competitor,False,3.750451,0.8764177,1.0,0.0055248618784530384,-0.91132295,-10.410778,3.4685080500000005,-0.0205990000000007,165.82610687,18,4.048831,3.7061499999999996,0.65,13.285808689051512,26,276.76047954,20,87.54691195999999,30.535106600000013,24,115.87758211392303,43.85689775719509,24
South Dakota,Pierre,Sioux Falls,Llama-2-13b-hf,37,has_competitor,True,4.2589912,1.9353921,1.0,0.006622516556291391,-1.2967331,-9.358273,2.3823872,3.5021414999999987,174.91739289999998,18,2.737516000000001,2.46537,0.45,6.868378117776323,38,278.02512855,20,108.82138584999998,21.618331999999995,16,85.40636777440291,43.53415156337401,26
South Dakota,Pierre,Sioux Falls,Llama-2-13b-hf,37,has_competitor,False,3.5202575,2.0622153,1.0,0.005555555555555556,-0.78594697,-9.404597,2.49885833,3.6644499999999987,178.8152466,18,2.749981,2.2018189999999986,0.45,7.057894214999694,26,280.27728167,20,88.75813073,20.115851999999993,16,92.93529835975521,56.414932636774715,26
Texas,Austin,Houston,Llama-2-13b-hf,38,has_competitor,True,2.888671,3.3391757,1.0,0.09090909090909091,-0.5698689,-4.5737257,3.8663408,1.4730787000000003,155.4282146,11,0.0330130000000004,0.0330130000000004,0.35,18.961755296069732,20,201.26724967,15,128.00386923,0.0330130000000004,1,75.98251466926654,16.307257416780327,35
Texas,Austin,Houston,Llama-2-13b-hf,38,has_competitor,False,2.5691414,4.035551,1.0,0.08333333333333333,-0.44277287,-4.2294264,4.15941233,1.5939655999999998,146.86777461999998,11,0.13823750000000068,0.13823750000000068,0.35,19.48381017676743,20,195.215889914,15,144.440057486,0.13823750000000068,20,86.70869563639408,15.642753428711863,35
Vermont,Montpelier,Burlington,Llama-2-13b-hf,39,has_competitor,True,2.965804,0.5148958,1.0,0.002967359050445104,-0.711504,-12.440357,2.3066424999999997,0.12789199999999923,156.7023428,18,2.880067499999999,2.880067499999999,0.475,5.515395428789795,36,297.1849381,20,49.5756381,19.272307500000004,23,88.1491335158197,62.237461069068175,23
Vermont,Montpelier,Burlington,Llama-2-13b-hf,39,has_competitor,False,2.6878202,0.99077594,1.0,0.004032258064516129,-0.56416655,-10.796374,2.73012925,0.5241150000000001,160.80216724000002,18,2.349361,2.2524429999999995,0.425,7.853545392861406,34,279.55125245,20,56.019962449999994,15.4226585,23,86.91822974743721,56.653054386180315,23
