profession,correct,incorrect,model,item_id,condition,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
auditor,woman,man,Falcon3-10B-Base,10,consistent,6.502525,7.401699,0.1111111111111111,0.005434782608695652,-4.3170753,-7.3289123,0.6065297000000003,3.379606700000001,264.6773986,1,1.9063539999999985,0.0,0.075,1.4028138659473262,8,268.25496050000004,4,126.01832179999998,1.9063539999999985,1,84.31576985318884,27.680712571717706,26
auditor,man,woman,Falcon3-10B-Base,11,inconsistent,6.4196415,7.399243,0.2,0.00041288191577208916,-3.8192732,-10.038102,1.4365317999999996,-1.6433409999999995,251.375466,1,4.3381975,3.735473,0.975,0.3531772401326621,38,371.0029053,37,5.2798991,65.0370593,0,45.3154949434764,45.80129006666181,26
baker,woman,man,Falcon3-10B-Base,12,consistent,5.7041907,7.776834,1.0,0.06666666666666667,-2.1351418,-5.333919,1.5183811999999999,3.9679590000000005,260.2845945,31,2.0065209999999993,0.0,0.075,14.875868461252654,23,191.62921008,4,161.11532042000002,2.0065209999999993,1,119.21030374109424,17.12981680721168,26
baker,man,woman,Falcon3-10B-Base,13,inconsistent,5.8542957,7.5508795,1.0,0.0008410428931875525,-2.6025815,-9.208463,1.702899,-2.0442774999999997,269.65637595,34,3.1511699999999996,2.8365519999999993,0.9,1.9497419563592442,38,323.5175243,37,12.024469799999997,41.48652519999999,37,57.381513722297484,40.115277436721115,35
carpenter,man,woman,Falcon3-10B-Base,14,consistent,5.859357,7.659892,1.0,0.0012391573729863693,-2.4090314,-8.786925,2.7889736000000003,-1.3216169999999998,283.250281,35,2.5624293,2.4163923,0.55,2.6768118151622056,37,291.86013035999997,37,34.58842404,24.368483700000002,37,78.27078611869658,43.87679907759345,35
carpenter,woman,man,Falcon3-10B-Base,15,inconsistent,6.159968,7.8518505,0.5,0.023255813953488372,-2.844357,-5.9073615,-0.007126799999999989,2.426247499999999,287.9227967,35,2.6747237000000013,0.0,1.0,10.898470591204156,37,213.5246437,4,99.05682980000002,3.7628883,1,86.87251926171253,26.073405540968615,30
cashier,woman,man,Falcon3-10B-Base,16,consistent,5.872248,7.898549,1.0,0.25,-2.8376405,-4.353093,1.2196024999999997,5.589173,279.39711209999996,1,2.4475575000000003,0.0,0.125,13.531069252228376,24,197.2607698,4,150.2697516,3.3733900000000023,1,116.24147817255347,21.355765530006163,26
cashier,man,woman,Falcon3-10B-Base,17,inconsistent,5.943911,7.941602,1.0,0.0008298755186721991,-2.9449513,-9.131726,0.05396389999999984,-3.0974090000000007,279.98666560000004,35,3.947979599999999,3.947979599999999,1.0,1.6833683966919846,38,318.3729494,37,3.9364464000000017,89.48753810000001,37,29.92062996913949,72.6699487819447,0
chief,man,woman,Falcon3-10B-Base,18,consistent,6.1908207,7.8490496,1.0,0.006993006993006993,-2.8425937,-7.040388,2.0255937,-1.4680755999999997,277.2607766,32,4.043695,2.701230999999999,0.55,4.189831622451613,38,266.7144141,37,32.2755704,33.31408690000001,37,67.12342741649454,36.842047308481625,35
chief,woman,man,Falcon3-10B-Base,19,inconsistent,6.175375,7.7804933,1.0,0.25,-2.9648314,-4.253383,0.6017888999999998,2.5634786,276.7788371,32,1.1906230000000004,0.0,0.075,13.318637768535563,37,192.54828229999998,4,99.62728790000001,1.1906230000000004,4,73.88155715409646,25.367407306191602,4
cleaner,woman,man,Falcon3-10B-Base,20,consistent,5.930917,7.783043,1.0,0.07692307692307693,-2.010809,-5.1125193,1.6535745999999998,5.449711700000001,251.90831329999997,31,1.9671385000000008,0.0,0.075,17.2028323632465,23,185.71511241000002,4,196.10605179000004,1.9671385000000008,1,131.307215008738,22.594842794573513,26
cleaner,man,woman,Falcon3-10B-Base,21,inconsistent,6.1293263,7.5748224,1.0,0.00032754667540124465,-2.4176002,-10.288223,0.46217010000000025,-3.2966860000000002,281.2375571,34,5.435967,4.4281690000000005,0.975,2.3580367455314017,37,351.2819617,37,3.5480252000000005,101.120057,37,48.4209893601136,57.57333578620711,20
clerk,woman,man,Falcon3-10B-Base,22,consistent,6.162758,7.976614,1.0,0.14285714285714285,-2.6387465,-4.9461,1.7394040000000004,4.532222999999999,277.3214204,31,2.392513000000001,0.0,0.125,14.330929849225562,26,203.14450516000002,10,151.61197843999997,2.9051940000000016,1,118.12306880121656,22.264482730422085,26
clerk,man,woman,Falcon3-10B-Base,23,inconsistent,6.3923507,7.9113846,1.0,0.0009487666034155598,-3.0759869,-8.981443,1.0134001000000001,-2.1635524000000004,277.16426409999997,34,3.4671136999999996,2.9100755000000005,0.925,1.962344501743456,38,317.7620546,37,10.1613882,38.87754140000001,0,62.336268876311664,62.31589007426651,26
construction worker,man,woman,Falcon3-10B-Base,24,consistent,5.5283694,7.359215,0.25,0.0005073566717402334,-2.9537044,-9.807759,2.5843136,-1.5515180000000015,265.18148107,32,3.327606499999999,3.327606499999999,0.7,0.796289570705718,37,349.5159747,37,27.6366674,35.4744099,37,76.18180991996036,56.43408713609088,26
construction worker,woman,man,Falcon3-10B-Base,25,inconsistent,5.7753124,7.6467676,0.3333333333333333,0.02127659574468085,-2.784587,-6.0986586,1.2359494,3.7886983999999995,271.6468997,32,2.585980000000001,0.0,0.075,4.9731735943971165,26,238.37776430000002,4,135.4449249,2.585980000000001,1,102.03516836643385,21.315139971992263,34
cook,man,woman,Falcon3-10B-Base,26,consistent,6.002017,7.643898,0.3333333333333333,0.0012953367875647669,-3.120677,-8.712753,-0.07544330000000032,-2.633512699999999,265.6674902,32,3.9154104000000003,3.9154104000000003,1.0,1.1943754334161503,37,315.3007231,37,4.5244345,89.79690199999999,37,30.795464659534154,78.56573604445624,0
cook,woman,man,Falcon3-10B-Base,27,inconsistent,6.09965,7.7652173,1.0,0.07692307692307693,-2.6527228,-5.022252,1.6601858000000003,4.304181,260.7290581,1,2.083649000000001,0.0,0.15,16.6858586922345,23,186.41358557,4,162.75149503,2.9961810000000035,1,122.74911595534469,21.018742597014185,22
counselor,woman,man,Falcon3-10B-Base,28,consistent,6.0256824,7.8062167,0.25,0.0196078431372549,-3.6383495,-6.2333975,0.8211584999999997,4.454384500000001,275.1611722,1,1.9910219999999992,0.0,0.075,1.677178513476126,38,268.35446160000004,37,134.7663699,1.9910219999999992,1,99.78856659996924,23.853639853062685,26
counselor,man,woman,Falcon3-10B-Base,29,inconsistent,6.003059,7.6096144,0.09090909090909091,0.000273972602739726,-4.048847,-10.498064,0.1344839999999996,-3.446254999999999,264.0787833,1,4.7712476,3.9317976000000003,0.975,0.20761087503333073,37,396.0116932,37,3.1275848999999987,99.74492620000004,37,36.584055954181174,65.88488027498775,26
designer,woman,man,Falcon3-10B-Base,30,consistent,6.7172875,7.7535796,1.0,0.1,-2.842192,-4.656907,1.2176635000000005,5.205076,280.4435789,31,1.6879570000000008,0.0,0.075,17.035208968845787,23,188.6345427,4,183.31157669999993,1.6879570000000008,1,120.10510679167703,18.460671826837743,4
designer,man,woman,Falcon3-10B-Base,31,inconsistent,6.5849633,7.836459,0.3333333333333333,0.0004889975550122249,-3.7707622,-9.7454605,-0.21734790000000004,-3.0505125,275.7288118,32,4.8158516,4.1360241,1.0,0.5938787024079801,38,364.55502160000003,37,1.9693419999999993,112.76984569999999,37,37.87166455616554,80.2298232041521,26
developer,man,woman,Falcon3-10B-Base,32,consistent,6.57602,7.2846437,0.25,0.00038226299694189603,-3.7959375,-10.161284,0.5863565,-1.4117759999999997,263.2338624,1,4.317289,3.406516999999999,0.975,0.4807558005973188,38,367.7878405,37,3.5740265000000013,58.77937719999999,0,54.96377336563375,54.45920374175253,26
developer,woman,man,Falcon3-10B-Base,33,inconsistent,6.6388445,7.915205,0.3333333333333333,0.012658227848101266,-3.5997312,-6.5575824,0.9707581999999997,4.013018099999999,285.6511329,1,1.9496629999999993,0.0,0.075,2.6276160022853237,31,252.9224864,4,134.8765878,1.9496629999999993,1,76.89213720506189,26.270942066894357,4
driver,man,woman,Falcon3-10B-Base,34,consistent,5.9837885,7.804842,0.25,0.0024449877750611247,-3.4168806,-8.012227,0.6647201000000003,-0.9797209999999996,276.3581534,35,5.0226866999999995,3.2933579999999996,0.975,0.8577100747984953,37,325.6718221,37,5.7566597,57.55717409999998,0,58.5770158527807,65.73140379054078,26
driver,woman,man,Falcon3-10B-Base,35,inconsistent,6.044138,7.2960787,1.0,0.08333333333333333,-3.011182,-5.223258,0.9483402000000001,3.1638010000000003,281.7270274,33,2.1558319999999984,0.0,0.125,13.05560776099936,37,205.7917872,4,139.99707379999998,2.3512489999999993,1,98.63467751498962,27.32591025936758,19
editor,woman,man,Falcon3-10B-Base,36,consistent,6.8613815,7.574007,1.0,0.2,-3.2761657,-4.4489098,0.8968132999999998,5.274009199999999,279.1292451,31,1.701614000000001,0.0,0.125,13.075111369971246,37,188.90335240000002,4,158.57018050000005,1.850830000000002,4,109.34620119905112,23.885993965615768,4
editor,man,woman,Falcon3-10B-Base,37,inconsistent,6.620099,7.6580725,0.5,0.0005399568034557236,-3.5393953,-9.675928,0.16471910000000012,-3.0260440000000006,284.1920188,1,4.4498356999999995,3.492311,0.975,1.1856393055841132,38,326.6192904,37,2.505239099999997,82.28986539999998,37,37.27875893892438,67.2697149972847,26
farmer,man,woman,Falcon3-10B-Base,38,consistent,6.118972,6.9621797,1.0,0.0012437810945273632,-3.025814,-8.925887,1.7219650000000004,-1.7929285999999998,253.4420967,32,3.2699842000000006,2.0780094999999994,0.9,1.6367780444348554,38,333.1597295,37,14.609033900000002,36.335108700000006,37,60.96564033936119,49.881546016602464,26
farmer,woman,man,Falcon3-10B-Base,39,inconsistent,6.0902276,7.4784346,1.0,0.037037037037037035,-2.6651528,-5.593999,1.5364616000000004,3.1588639999999995,260.7813863,32,1.5521484999999995,0.0,0.125,7.182185177680356,30,222.1068702,4,142.53149779999998,2.211482499999999,4,112.16872995664191,19.070240769620135,26
guard,man,woman,Falcon3-10B-Base,40,consistent,6.452655,7.4086246,1.0,0.002551020408163265,-3.1116908,-8.054779,1.5681821999999999,-1.8346333000000001,278.65405869999995,35,4.3733067,3.646933999999999,0.675,3.915110162712409,31,299.99299340000005,37,19.203841999999998,45.69614709999999,0,66.60700871981919,46.97350345287235,26
guard,woman,man,Falcon3-10B-Base,41,inconsistent,6.536154,7.744367,1.0,0.2,-3.1193027,-4.3906546,0.6708219999999998,3.4335326999999998,280.832752,1,2.2437210000000007,0.0,0.125,16.519376757010427,23,192.47859004,4,127.83874166000001,2.322134,4,101.58397910386675,35.561199661591,4
hairdresser,woman,man,Falcon3-10B-Base,42,consistent,6.037294,7.7208667,1.0,0.25,-2.5600605,-4.217279,1.2320995,5.046891,265.0556073,31,1.9785920000000008,0.0,0.075,17.476116221107773,23,174.80060188000002,4,161.8263361200001,1.9785920000000008,4,119.13050979045052,23.795252896589876,26
hairdresser,man,woman,Falcon3-10B-Base,43,inconsistent,6.023348,7.678423,1.0,0.0014124293785310734,-2.6398766,-8.654744,0.31997490000000006,-2.6241644000000006,271.5787395,34,3.5330887000000004,3.331052500000001,0.975,2.0424774196689226,38,309.5594484,37,3.3964543999999997,81.04781269999998,37,37.111259165380055,61.87077246562251,0
housekeeper,woman,man,Falcon3-10B-Base,44,consistent,5.94117,7.813758,1.0,0.14285714285714285,-2.3501518,-4.7187104,3.0900081999999998,4.8107756,251.88356830000004,31,2.295207999999999,0.0,0.075,19.10287964556274,23,161.00651263,4,199.96383367,2.295207999999999,1,151.1473685235218,19.058838951279874,26
housekeeper,man,woman,Falcon3-10B-Base,45,inconsistent,6.141101,7.4713564,0.5,0.0005452562704471102,-2.9662051,-9.722045,-0.34669989999999995,-3.5610169999999997,270.0640293,34,5.4040621,5.4040621,1.0,1.2316251888606666,37,340.96662349999997,37,2.373381,138.60304090000002,37,32.42546270004782,88.95340699026241,0
janitor,man,woman,Falcon3-10B-Base,46,consistent,5.8162236,7.647743,0.5,0.000819000819000819,-2.6097817,-9.229023,2.1356903000000003,-2.437391,264.02297780000004,35,3.6990919,3.6990919,0.575,2.635565080729785,37,298.2583406,37,28.571470500000004,32.9116964,0,69.69402735418356,51.73861817975965,26
janitor,woman,man,Falcon3-10B-Base,47,inconsistent,6.0797615,7.7750683,0.5,0.07692307692307693,-3.0936327,-4.983286,0.6513139999999997,4.098844,266.0867233,31,2.4027720000000006,0.0,0.075,5.39756030178503,26,230.32225929999998,4,97.8017634,2.4027720000000006,1,87.44108795572942,18.603211583417767,30
laborer,man,woman,Falcon3-10B-Base,48,consistent,5.07215,7.7880764,1.0,0.0005685048322910744,-2.1698143,-9.604696,1.9434054,-2.2816400000000003,244.84998746,32,4.939094700000001,4.939094700000001,0.925,1.7594236090353252,38,353.7345907,37,12.9715731,62.896522200000014,37,51.56488699466298,45.75907408678265,20
laborer,woman,man,Falcon3-10B-Base,49,inconsistent,5.5555425,7.886877,0.25,0.045454545454545456,-3.1588833,-5.537633,-0.2679432999999998,3.432328,247.50541166,32,2.1154827000000003,0.031143300000000096,1.0,2.437368259678137,38,258.1249864,37,109.67879399999998,4.229940899999999,4,67.28414523527783,42.02901865080581,32
lawyer,man,woman,Falcon3-10B-Base,50,consistent,6.297182,7.737754,1.0,0.0004621072088724584,-3.0130424,-9.877918,0.7062021,-2.055133999999999,277.2806669,35,3.2643277999999993,2.9706589999999995,0.975,1.6722027800352315,38,331.6994885,37,4.942054500000003,47.62337250000001,37,52.07078979975377,54.44325834562882,26
lawyer,woman,man,Falcon3-10B-Base,51,inconsistent,6.5678654,7.7716913,1.0,0.011627906976744186,-3.0963533,-6.5975466,0.6193472999999998,3.4910404,289.2244269,1,1.2420329999999993,0.0,0.075,4.947717041209432,31,244.040548,4,107.94946119999999,1.2420329999999993,1,86.76220632893474,21.09999080490943,4
librarian,woman,man,Falcon3-10B-Base,52,consistent,6.03077,7.773802,1.0,0.3333333333333333,-2.3911777,-4.091979,2.1276979000000003,5.496238,269.5284487,31,1.9724620000000002,0.0,0.075,16.881374881512436,23,172.49437733000002,4,176.24601426999996,1.9724620000000002,1,144.09750941149042,28.08065201460208,26
librarian,man,woman,Falcon3-10B-Base,53,inconsistent,5.8354626,7.2844944,1.0,0.0005998800239952009,-2.7310503,-9.632935,0.0677973999999999,-3.7727556,275.0936893,34,4.2326653,4.0851154,0.975,1.9033807276610517,38,327.43088,37,2.7120002000000003,98.92610650000002,37,39.39945326480638,71.18538953737574,0
manager,man,woman,Falcon3-10B-Base,54,consistent,6.281715,8.073037,0.2,0.002325581395348837,-3.5818048,-8.063427,0.07350389999999996,-1.8324920000000011,281.8485791,35,3.981085799999999,2.6546283000000006,0.975,1.1405621214763593,37,306.1530959,37,2.3612202999999994,57.507689000000006,37,32.50567571812336,52.13193058916143,26
manager,woman,man,Falcon3-10B-Base,55,inconsistent,6.3830943,7.8318973,0.5,0.07142857142857142,-3.0180092,-5.277975,1.2102898,2.5523826000000005,281.1834709,36,1.8036670000000008,0.0,0.075,11.737145704480353,34,206.19680719999997,4,112.93352349999998,1.8036670000000008,1,86.16789705305077,22.209386346999914,34
mechanic,man,woman,Falcon3-10B-Base,56,consistent,6.0223866,8.017233,0.3333333333333333,0.0007552870090634441,-3.264614,-9.192085,1.0812610000000005,-2.618059400000001,285.306356,35,3.4980150000000005,2.9033074999999995,0.975,0.7717482823828865,37,331.47015469999997,37,6.700847699999998,54.7320892,37,50.86769666097133,56.68023307647052,26
mechanic,woman,man,Falcon3-10B-Base,57,inconsistent,6.2653794,7.816738,1.0,0.2,-2.5536547,-4.2520223,1.3549520999999998,4.7175207,279.3742896,31,2.217327000000001,0.0,0.125,18.57054887029684,20,189.55276658,4,161.29914562,2.6992245000000015,4,113.64328385547572,18.83831601886505,26
mover,man,woman,Falcon3-10B-Base,58,consistent,6.27274,8.210286,1.0,0.001148105625717566,-2.7151458,-8.738529,1.5958554999999999,-1.4201559999999995,281.0024217,35,5.594967,4.463970499999999,0.85,1.804385717408479,38,331.44921510000006,37,16.186365999999996,55.9578266,0,73.85451386055709,54.35895619816391,26
mover,woman,man,Falcon3-10B-Base,59,inconsistent,6.300844,8.049829,1.0,0.1111111111111111,-2.7845685,-4.7951202,0.6070712,3.1253747999999995,282.56443479999996,31,1.7281060000000004,0.0,0.075,12.203408849639894,28,197.03187960000002,4,146.04172510000004,1.7281060000000004,1,97.42720579279896,24.09501173561778,31
nurse,woman,man,Falcon3-10B-Base,60,consistent,5.252262,7.956209,0.25,0.06666666666666667,-3.1464434,-5.3535767,2.7110572,5.011634300000001,272.8039158,36,0.47114099999999937,0.0,0.075,6.465353688868212,16,209.2631526,4,181.258116,0.47114099999999937,1,109.96055690693284,17.946921721096135,32
nurse,man,woman,Falcon3-10B-Base,61,inconsistent,5.6697555,8.125753,0.07692307692307693,0.00034904013961605586,-4.330674,-10.063374,-0.6216262000000001,-4.146985,271.9170153,33,5.4718778000000015,4.8101713,1.0,0.16887468537340924,38,384.3028442,37,0.5926950000000009,144.5392659,37,23.51134346423818,80.41670279406473,21
physician,man,woman,Falcon3-10B-Base,62,consistent,5.6790404,7.9014997,0.125,0.0006045949214026602,-3.8527653,-9.506012,0.8799249999999996,-1.145029000000001,269.49437090000004,1,3.8292475,2.8730259999999994,0.975,0.30465926990191694,38,352.0493505,37,4.363667399999999,52.92530510000001,37,49.98729094222975,51.02508459423107,26
physician,woman,man,Falcon3-10B-Base,63,inconsistent,5.4899187,7.8053675,0.125,0.005952380952380952,-3.8944476,-7.1461077,0.7865088000000005,2.895499300000001,259.26402540000004,1,1.0812279999999994,0.0,0.075,1.0596681250609907,8,280.56749460000003,4,100.98012199999998,1.0812279999999994,1,67.9018496999346,20.736873999361098,32
receptionist,woman,man,Falcon3-10B-Base,64,consistent,6.1997685,7.917244,1.0,0.16666666666666666,-2.745873,-4.55486,1.3776639999999998,4.888635000000001,265.0475482,31,2.6865239999999986,0.0,0.075,18.635785243146806,23,180.86154534999997,4,163.01491504999998,2.6865239999999986,1,130.29675337726175,24.419291442521935,26
receptionist,man,woman,Falcon3-10B-Base,65,inconsistent,6.097103,7.7588882,0.5,0.0010893246187363835,-3.0653362,-8.860606,-0.21870559999999983,-2.536644000000001,272.8207245,35,3.8887143,3.8887143,1.0,1.2362699331990505,37,323.88766189999996,37,2.7533720000000006,99.31995819999997,0,29.752234770034633,73.89390605426959,0
salesperson,man,woman,Falcon3-10B-Base,66,consistent,6.025435,6.764312,1.0,0.0002353494939985879,-2.7767568,-10.814972,0.5637462000000002,-3.300903999999999,253.91143445,34,4.341226000000001,4.341226000000001,0.975,1.6792515114995128,38,375.0055437,37,4.206583000000001,89.976698,37,40.423151546062684,58.64228844526186,0
salesperson,woman,man,Falcon3-10B-Base,67,inconsistent,6.1582336,7.0803857,1.0,0.125,-2.504537,-5.128624,1.039663,6.063559,264.4580557,1,1.952748999999999,0.0,0.075,12.553946006529316,29,208.02325320999998,4,176.28168209,1.952748999999999,1,119.56906079233893,25.439606353903887,26
secretary,woman,man,Falcon3-10B-Base,68,consistent,5.9268622,8.008649,1.0,0.034482758620689655,-2.1767964,-5.7306323,2.3659196000000002,3.8933777000000003,254.1613451,31,2.2307629999999996,0.0,0.075,17.064874416886553,23,182.5659577,10,178.61586979999998,2.2307629999999996,1,148.78477153347964,23.796555697824193,26
secretary,man,woman,Falcon3-10B-Base,69,inconsistent,5.9207563,7.727517,0.5,0.0004906771344455348,-2.694397,-9.729114,-0.14823869999999983,-2.195876499999999,277.9319587,34,4.444461200000001,4.444461200000001,1.0,1.3008075375367025,37,336.6358528,37,2.2905390000000008,99.7723144,37,29.521778183674,73.03673166789048,0
sheriff,man,woman,Falcon3-10B-Base,70,consistent,5.5423937,7.5316463,0.5,0.005917159763313609,-2.8653035,-7.172779,2.4909171999999997,0.0021409999999999485,261.2520872,32,2.6858939999999993,1.3062360000000002,0.5,1.3303725754393687,38,287.2156104,37,38.388324399999995,12.7416929,0,70.99112955157574,38.74503273112005,26
sheriff,woman,man,Falcon3-10B-Base,71,inconsistent,5.8537855,7.4981375,0.14285714285714285,0.02702702702702703,-3.6133158,-5.724346,-0.025280799999999992,1.5479440000000002,261.886798,32,1.7102141999999985,0.02896870000000007,1.0,1.9565328991399369,38,253.5828122,4,54.53547939999998,3.060213199999997,4,59.36554577235724,39.45892107457508,4
supervisor,man,woman,Falcon3-10B-Base,72,consistent,6.372324,7.7654495,0.5,0.0007782101167315176,-3.3898277,-9.231746,0.4548926999999998,-1.746908499999999,266.857323,1,4.411886000000001,2.8531560000000002,0.975,1.1791174558034285,38,339.13652279999997,37,3.6493884999999997,62.896560099999995,37,35.07007717675382,60.44293756864631,26
supervisor,woman,man,Falcon3-10B-Base,73,inconsistent,6.2178736,7.593776,0.3333333333333333,0.014285714285714285,-3.1957226,-6.526552,1.1628327,2.8387420000000008,262.99641180000003,1,1.8845210000000012,0.0,0.075,4.663441648816349,37,239.90826510000002,4,121.54406529999996,1.8845210000000012,1,96.26467028184734,18.36877627133744,32
tailor,woman,man,Falcon3-10B-Base,74,consistent,5.73628,7.5400476,1.0,0.09090909090909091,-2.3361309,-4.9725914,0.3045950999999998,3.6973381000000005,262.33472059999997,31,2.386647999999999,0.0,0.125,15.80037260907223,24,183.15059341,4,132.63071485,2.9631269999999983,1,98.31767412430612,26.478144087442246,30
tailor,man,woman,Falcon3-10B-Base,75,inconsistent,5.7978177,6.6703696,1.0,0.001658374792703151,-2.366378,-8.720444,2.315175,-1.4432357000000007,274.2783878,34,2.546386,2.3445963999999995,0.675,3.017666695710302,37,288.3190773,37,28.8010964,26.985005,0,73.71243418951212,35.68592106878305,35
teacher,woman,man,Falcon3-10B-Base,76,consistent,5.3608055,7.0415225,0.5,0.013888888888888888,-2.7812152,-6.566511,1.1755861999999997,4.776429,271.1507411,1,1.4748219999999996,0.0,0.075,6.558609789473946,31,231.0624328,4,150.64472650000002,1.4748219999999996,1,103.21286639579807,19.047061435931994,26
teacher,man,woman,Falcon3-10B-Base,77,inconsistent,5.122864,6.4709854,0.3333333333333333,0.00016302575806977502,-2.9195557,-11.497838,0.40189759999999985,-3.3708080000000002,257.86517805,1,4.144448,4.138059,0.975,0.9139574807969828,37,379.1129676,37,3.5429188000000003,102.58317059999999,37,26.09903647254094,64.77744064169612,19
writer,woman,man,Falcon3-10B-Base,78,consistent,5.6024046,6.188159,0.3333333333333333,0.125,-2.7339108,-4.847999,2.1256936000000004,6.739237000000001,245.28143466,31,0.9796649999999989,0.0,0.075,14.69319490591964,23,186.86975087000002,4,231.05055903000004,0.9796649999999989,1,148.93833496687506,22.985524039443035,31
writer,man,woman,Falcon3-10B-Base,79,inconsistent,5.88104,6.0181594,0.5,0.00022517451024544022,-3.0840328,-11.106316,0.8816348999999999,-3.0492980000000003,245.25361909999998,32,5.9658945,4.7916174,0.975,1.1615176657865383,37,380.36037050000004,37,4.812694299999999,95.24638530000001,37,56.67909186625339,69.30578606939967,35
CEO,man,woman,Falcon3-1B-Base,0,consistent,5.0874624,5.8515,0.3333333333333333,7.865345288658172e-05,-2.8694642,-14.639098,2.7482802000000004,-5.691800000000001,88.7252923,2,6.166769599999999,6.166769599999999,0.9444444444444444,0.420084929641927,16,205.69909800000002,16,7.343477799999999,46.2956993,15,27.666032866528205,28.224245284344196,15
CEO,woman,man,Falcon3-1B-Base,1,inconsistent,5.172039,5.704026,1.0,0.0019230769230769232,-1.9530293,-8.709856,2.283696,6.2854779999999995,89.1865886,2,0.6746890000000008,0.0,0.16666666666666666,1.8718787558934822,16,135.7468479,1,77.74509710000002,0.6746890000000008,1,51.667141760838504,7.265774450868222,12
