rt,response,task,item_id,entity_type,entity,correct,intuitive,question,prefix,population_correct,population_intuitive,population_ratio,task_type,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,keystrokes,rt_zscore,response_correct_strict,response_intuitive_strict,response_correct_edit1,response_intuitive_edit1,load_timestamp,finish_timestamp,index_last_empty,n_backspace,n_keystrokes,n_keystrokes_len_diff,n_keystrokes_len_norm,time_last_empty_keystrokes,time_last_empty_keystrokes_normalized,time_last_empty_trial,time_last_empty_trial_normalized,time_stroke_after_last_empty_trial,time_stroke_after_last_empty_trial_normalized,gpt-4o_label,gpt-4o_label_logprobs,query_time,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
29490,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,53,1044460,0.0-3.0-0.25,subject_14,67d9934d34ab881ca1365b4a,67daf6847bb256c6ced40e73,0.1536445449244097,"[{'key': 'CapsLock', 'code': 'CapsLock', 'timeStamp': 1054175.1000000238, 'content': '', 'is_empty': True}, {'key': 'J', 'code': 'KeyJ', 'timeStamp': 1055364.1000000238, 'content': 'J', 'is_empty': False}, {'key': 'U', 'code': 'KeyU', 'timeStamp': 1059939.699999988, 'content': 'JU', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 1061516.699999988, 'content': 'J', 'is_empty': False}, {'key': 'CapsLock', 'code': 'CapsLock', 'timeStamp': 1062198.1000000238, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 1062874.9000000358, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 1065117.4000000358, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 1065632.199999988, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 1065987.4000000358, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 1066742.800000012, 'content': 'Juneau', 'is_empty': False}]",-0.2217778813868335,True,False,True,False,,,0.0,1.0,10.0,4.0,1.6666666666666667,1054175.1000000238,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:48.611281,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
14056,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,69,705895,0.0-3.0-0.33,subject_11,67d9934d34ab881ca1365b4a,67db00eb6ff2a8d03aecd603,0.7789967322379479,"[{'key': 'Shift', 'code': 'ShiftRight', 'timeStamp': 708997.5, 'content': 'J', 'is_empty': False}, {'key': 'j', 'code': 'KeyJ', 'timeStamp': 709019.599999994, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 709202.6999999881, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 709452.8999999762, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 709762.3999999762, 'content': 'Junea', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 709990.2999999821, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 710247.8999999762, 'content': 'Juneau', 'is_empty': False}]",-0.4981501346573583,True,False,True,False,,,,0.0,7.0,1.0,1.1666666666666667,708997.5,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:49.258420,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
4538,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,11,54772,0.0-3.0-0.4,subject_48,67d9934d34ab881ca1365b4a,67db262976b081eed65fa6ca,0.1935239629415595,"[{'key': 'J', 'code': 'KeyJ', 'timeStamp': 66612.80000001192, 'content': 'J', 'is_empty': False}, {'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 66672.5, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 66856.70000001788, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 67105.59999999404, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 67230.20000001788, 'content': 'June', 'is_empty': False}, {'key': 'w', 'code': 'KeyW', 'timeStamp': 67419.40000000596, 'content': 'Junew', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 67722.80000001192, 'content': 'Junewu', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 68041.70000001788, 'content': 'Junew', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 68230.90000000596, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 68459.90000000596, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 68629.5, 'content': 'Juneau', 'is_empty': False}]",-0.5194812637921012,True,False,True,False,,,,2.0,11.0,5.0,1.8333333333333333,66612.80000001192,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:49.771330,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
4358,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,31,211425,0.0-3.0-0.14,subject_43,67d9934d34ab881ca1365b4a,67daf8d8bee40355fe02c632,0.2939224673298166,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 214320.5, 'content': 'J', 'is_empty': False}, {'key': 'j', 'code': 'KeyJ', 'timeStamp': 214327.39999997616, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 214543.79999995232, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 214983.69999998808, 'content': 'June', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 215080.79999995232, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 215359.79999995232, 'content': 'Juneau', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 215383.69999998808, 'content': 'Juneau', 'is_empty': False}]",-0.7066727707039289,True,False,True,False,,,,0.0,7.0,1.0,1.1666666666666667,214320.5,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:50.385594,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
4995,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,67,390141,0.0-3.0-0.32,subject_0,67d9934d34ab881ca1365b4a,67db2bd8c2c0cba26bbc053a,0.4361833135976185,"[{'key': 'J', 'code': 'KeyJ', 'timeStamp': 400615.10000002384, 'content': 'J', 'is_empty': False}, {'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 400655, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 400854.7999999523, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 401143.39999997616, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 401422.7999999523, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 401631.10000002384, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 401798.7999999523, 'content': 'Juneau', 'is_empty': False}]",-0.716935544086045,True,False,True,False,,,,0.0,7.0,1.0,1.1666666666666667,400615.10000002384,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:50.999795,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
5373,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,79,797388,0.0-3.0-0.38,subject_1,67d9934d34ab881ca1365b4a,67db26a2a45e203d1496f4c8,0.2621515195507017,"[{'key': 'J', 'code': 'KeyJ', 'timeStamp': 830685, 'content': 'J', 'is_empty': False}, {'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 830717, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 830856, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 831294, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 831465, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 831683, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 831808, 'content': 'Juneau', 'is_empty': False}]",-1.112224596145665,True,False,True,False,,,,0.0,7.0,1.0,1.1666666666666667,830685.0,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:51.403459,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
13519,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,23,853919,0.0-3.0-0.10,subject_17,67d9934d34ab881ca1365b4a,67db2d41369b11a5775457d6,0.6755895742179279,"[{'key': 'v', 'code': 'KeyV', 'timeStamp': 866282.7999999523, 'content': 'Juneau', 'is_empty': False}, {'key': 'Control', 'code': 'ControlLeft', 'timeStamp': 866495.5999999642, 'content': 'Juneau', 'is_empty': False}]",-0.153266135642885,True,False,True,False,,,,0.0,2.0,-4.0,0.3333333333333333,866282.7999999523,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:51.921925,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
2785,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,35,142254,0.0-3.0-0.16,subject_2,67d9934d34ab881ca1365b4a,67db02c7e5e6050428cbdc3e,0.6538444728318935,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 170866.1000000015, 'content': 'J', 'is_empty': False}, {'key': 'j', 'code': 'KeyJ', 'timeStamp': 170866.20000000298, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 171097.30000000447, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 171401.20000000298, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 171705.20000000298, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 171993.3999999985, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 172185.20000000298, 'content': 'Juneau', 'is_empty': False}]",-1.069074671938873,True,False,True,False,,,,0.0,7.0,1.0,1.1666666666666667,170866.1000000015,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:52.534759,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
14196,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,13,145959,0.0-3.0-0.5,subject_15,67d9934d34ab881ca1365b4a,67db298716fd764b5c06db96,0.4173532597644966,"[{'key': 'CapsLock', 'code': 'CapsLock', 'timeStamp': 254001, 'content': '', 'is_empty': True}, {'key': 'J', 'code': 'KeyJ', 'timeStamp': 254099.1000000015, 'content': 'J', 'is_empty': False}, {'key': 'CapsLock', 'code': 'CapsLock', 'timeStamp': 254240.90000000224, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 254483.1000000015, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 254761.90000000224, 'content': 'June', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 254853.6000000015, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 259012.30000000075, 'content': 'Juneau', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 259071.5, 'content': 'Juneau', 'is_empty': False}]",-0.0131072850514946,True,False,True,False,,,0.0,0.0,8.0,2.0,1.3333333333333333,254001.0,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:52.943260,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
4173,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,53,323080,0.0-3.0-0.25,subject_39,67d9934d34ab881ca1365b4a,67db2a82c848a4fc78526e78,0.368462718265063,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 333788, 'content': 'J', 'is_empty': False}, {'key': 'j', 'code': 'KeyJ', 'timeStamp': 333816.00000000006, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 334021, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 334277, 'content': 'June', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 334398, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 334616, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 334759, 'content': 'Juneau', 'is_empty': False}]",-0.5969858227697152,True,False,True,False,,,,0.0,7.0,1.0,1.1666666666666667,333788.0,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:23:53.354135,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
16587,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,81,963940,0.0-3.0-0.39,subject_3,67e03b666014ad9eaa888659,67e06f8ff08dc8b37e9170cc,0.2611509070832147,"[{'key': 'J', 'code': 'KeyJ', 'timeStamp': 975166.2999997139, 'stimLoadTimeStamp': 964699.5999999046, 'timeSinceStimLoad': 10467, 'content': 'J', 'is_empty': False}, {'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 975427.4000000954, 'stimLoadTimeStamp': 964699.5999999046, 'timeSinceStimLoad': 10728, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 976706.2999997139, 'stimLoadTimeStamp': 964699.5999999046, 'timeSinceStimLoad': 12006.900000095367, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 976979.4000000954, 'stimLoadTimeStamp': 964699.5999999046, 'timeSinceStimLoad': 12280.099999904633, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 978471.1999998093, 'stimLoadTimeStamp': 964699.5999999046, 'timeSinceStimLoad': 13771.800000190735, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 978791, 'stimLoadTimeStamp': 964699.5999999046, 'timeSinceStimLoad': 14091.599999904633, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 980118.4000000954, 'stimLoadTimeStamp': 964699.5999999046, 'timeSinceStimLoad': 15419, 'content': 'Juneau', 'is_empty': False}]",-0.718101764226315,True,False,True,False,964699.5999999046,981287.0999999046,,0.0,7.0,1.0,1.1666666666666667,975166.299999714,0.0,10467.0,0.6310173323285606,10467.0,0.6310173323285606,Correct,{'Correct': 0.0},2025-04-08T17:23:53.968738,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
17012,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,17,195080,0.0-3.0-0.7,subject_24,67e03b666014ad9eaa888659,67f57fe00275e483dc9f32bd,0.9770007417923549,"[{'key': 'CapsLock', 'code': 'CapsLock', 'timeStamp': 202021.2000002861, 'stimLoadTimeStamp': 190327, 'timeSinceStimLoad': 11695.400000095367, 'content': '', 'is_empty': True}, {'key': 'J', 'code': 'KeyJ', 'timeStamp': 202960.7000002861, 'stimLoadTimeStamp': 190327, 'timeSinceStimLoad': 12634.300000190735, 'content': 'J', 'is_empty': False}, {'key': 'CapsLock', 'code': 'CapsLock', 'timeStamp': 203093.40000009537, 'stimLoadTimeStamp': 190327, 'timeSinceStimLoad': 12766.900000095367, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 203358.2000002861, 'stimLoadTimeStamp': 190327, 'timeSinceStimLoad': 13032.60000038147, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 205062.40000009537, 'stimLoadTimeStamp': 190327, 'timeSinceStimLoad': 14736.400000095367, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 205539.30000019073, 'stimLoadTimeStamp': 190327, 'timeSinceStimLoad': 15213.300000190735, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 205950.40000009537, 'stimLoadTimeStamp': 190327, 'timeSinceStimLoad': 15624.300000190735, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 206508.40000009537, 'stimLoadTimeStamp': 190327, 'timeSinceStimLoad': 16182.300000190735, 'content': 'Juneau', 'is_empty': False}]",-0.0209605196366634,True,False,True,False,190327.0,207342.40000009537,0.0,0.0,8.0,2.0,1.3333333333333333,202021.2000002861,0.0,11695.400000095367,0.6873420548461874,12634.300000190737,0.7425214805482047,Correct,{'Correct': 0.0},2025-04-08T17:23:54.452166,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
22375,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,61,1345280,0.0-3.0-0.29,subject_26,67e03b666014ad9eaa888659,67e06f48f8ad643c575c73a1,0.4805947728810307,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 1500765.7999999821, 'stimLoadTimeStamp': 1482321.599999994, 'timeSinceStimLoad': 18445.19999998808, 'content': 'J', 'is_empty': False}, {'key': 'j', 'code': 'KeyJ', 'timeStamp': 1500799.5, 'stimLoadTimeStamp': 1482321.599999994, 'timeSinceStimLoad': 18478.5, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 1501000.599999994, 'stimLoadTimeStamp': 1482321.599999994, 'timeSinceStimLoad': 18679.5, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 1501242, 'stimLoadTimeStamp': 1482321.599999994, 'timeSinceStimLoad': 18920.90000000596, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 1501362.599999994, 'stimLoadTimeStamp': 1482321.599999994, 'timeSinceStimLoad': 19041.59999999404, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 1501703.699999988, 'stimLoadTimeStamp': 1482321.599999994, 'timeSinceStimLoad': 19382.59999999404, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 1504374.599999994, 'stimLoadTimeStamp': 1482321.599999994, 'timeSinceStimLoad': 22053.59999999404, 'content': 'Juneau', 'is_empty': False}]",0.2634977476519191,True,False,True,False,1482321.599999994,1504697.3999999762,,0.0,7.0,1.0,1.1666666666666667,1500765.799999982,0.0,18445.19999998808,0.8243370069451291,18445.19999998808,0.8243370069451291,Correct,{'Correct': 0.0},2025-04-08T17:23:54.889839,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
5344,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,71,320182,0.0-3.0-0.34,subject_16,67e03b666014ad9eaa888659,67e0409beab910a56e382708,0.8067340406248951,"[{'key': 'J', 'code': 'KeyJ', 'timeStamp': 323962.19999999925, 'stimLoadTimeStamp': 321992.69999999925, 'timeSinceStimLoad': 1971.2000000029802, 'content': 'J', 'is_empty': False}, {'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 323969.69999999925, 'stimLoadTimeStamp': 321992.69999999925, 'timeSinceStimLoad': 1977.9000000022352, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 325268.5, 'stimLoadTimeStamp': 321992.69999999925, 'timeSinceStimLoad': 3281.7000000029802, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 325544.80000000075, 'stimLoadTimeStamp': 321992.69999999925, 'timeSinceStimLoad': 3554, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 325707.6000000015, 'stimLoadTimeStamp': 321992.69999999925, 'timeSinceStimLoad': 3716.7000000029802, 'content': 'June', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 326045.40000000224, 'stimLoadTimeStamp': 321992.69999999925, 'timeSinceStimLoad': 4054.5, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 326399.80000000075, 'stimLoadTimeStamp': 321992.69999999925, 'timeSinceStimLoad': 4408.900000002235, 'content': 'Juneau', 'is_empty': False}]",-0.5829967990720215,True,False,True,False,321992.69999999925,327337.40000000224,,0.0,7.0,1.0,1.1666666666666667,323962.19999999925,0.0,1971.20000000298,0.3688139652369415,1971.20000000298,0.3688139652369415,Correct,{'Correct': 0.0},2025-04-08T17:23:55.403160,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
3188,Juneau,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,critical,survey-text,33,146562,0.0-3.0-0.15,subject_9,67e03b666014ad9eaa888659,67f5831e2a471af4fd9e4fb1,0.4662163328925132,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 152961, 'stimLoadTimeStamp': 151334.10000000894, 'timeSinceStimLoad': 1629.7999999970198, 'content': 'J', 'is_empty': False}, {'key': 'j', 'code': 'KeyJ', 'timeStamp': 152965.29999999702, 'stimLoadTimeStamp': 151334.10000000894, 'timeSinceStimLoad': 1632.7999999970198, 'content': 'J', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 153117.40000000596, 'stimLoadTimeStamp': 151334.10000000894, 'timeSinceStimLoad': 1786.0999999940395, 'content': 'Ju', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 153373.5, 'stimLoadTimeStamp': 151334.10000000894, 'timeSinceStimLoad': 2042.0999999940395, 'content': 'Jun', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 153538.79999999702, 'stimLoadTimeStamp': 151334.10000000894, 'timeSinceStimLoad': 2206.199999988079, 'content': 'Junea', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 153579.40000000596, 'stimLoadTimeStamp': 151334.10000000894, 'timeSinceStimLoad': 2248, 'content': 'Junea', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 153685.29999999702, 'stimLoadTimeStamp': 151334.10000000894, 'timeSinceStimLoad': 2353.8999999910593, 'content': 'Juneau', 'is_empty': False}]",-0.7879558754632319,True,False,True,False,151334.10000000894,154522.20000000298,,0.0,7.0,1.0,1.1666666666666667,152961.0,0.0,1629.7999999970198,0.5112135754838515,1629.7999999970198,0.5112135754838515,Correct,{'Correct': 0.0},2025-04-08T17:23:56.018070,4.83,6.24,0.007246376811594203,0.0002363507445048452,-7.31,-11.19,-4.074,-4.5729999999999995,113.037,19.0,1.7560000000000002,1.7560000000000002,1.0,0.01695148964976152,22.0,272.408,22.0,12.706000000000003,67.138,22.0,33.35002842205615,115.61195872400053,15.0
